DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;CLASE;ESC;DPTO;fex_c_2011
861018;1;1;1;10;1;1;1;1;1978;30;1;2;1;;;1;1;18460;2;1;2;;4;8;;2;8;25;334.745.976.386.261
861018;1;2;1;10;2;2;1;6;1980;28;2;2;1;;;1;5;;2;1;2;;3;5;;2;5;25;334.745.976.386.261
861018;1;3;1;10;2;1;1;5;2004;4;3;;1;;;1;5;;2;2;2;;1;0;;2;0;25;334.745.976.386.261
861019;1;1;1;10;1;2;1;7;1968;40;1;3;1;;;1;5;;2;1;2;;3;4;;2;4;25;320.750.789.323.937
861019;1;2;1;10;2;2;1;5;1987;21;3;6;1;;;1;3;57700;2;1;2;;6;2;3;2;13;25;320.750.789.323.937
861019;1;3;1;10;1;2;1;5;2008;0;3;;1;;;1;5;;2;;;;;;;2;;25;320.750.789.323.937
861020;1;1;1;10;1;2;1;10;1940;67;1;6;1;;;3;;;2;1;2;;3;5;;2;5;25;417.998.505.437.391
861020;1;2;1;10;2;1;1;7;1976;32;3;6;1;;;3;;;2;1;2;;3;2;;2;2;25;417.998.505.437.391
861021;1;1;1;10;1;1;1;10;1956;51;1;2;1;;;3;;;2;1;2;;3;3;;2;3;25;377.446.123.013.746
861021;1;2;1;10;2;2;1;10;1966;41;2;2;1;;;3;;;2;1;2;;3;2;;2;2;25;377.446.123.013.746
861021;1;3;1;10;3;1;1;12;1993;14;3;6;1;;;3;;;2;1;1;1;3;4;;2;4;25;377.446.123.013.746
861022;1;1;1;10;1;2;1;4;1958;50;1;3;1;;;3;;;2;1;2;;3;5;;2;5;25;323.142.868.678.548
861022;1;2;1;10;2;1;1;12;1988;19;3;6;1;;;3;;;2;1;2;;5;11;2;2;11;25;323.142.868.678.548
861022;1;3;1;10;3;2;1;11;1992;15;3;6;1;;;3;;;2;1;1;1;4;9;;2;9;25;323.142.868.678.548
861022;1;4;1;10;4;1;1;3;1997;11;3;6;1;;;3;;;2;1;1;1;3;4;;2;4;25;323.142.868.678.548
861023;1;1;1;10;1;1;1;9;1946;62;1;3;1;;;3;;;2;1;2;;3;3;;2;3;25;202.289.522.110.527
861023;1;2;1;10;2;2;1;6;1955;53;2;3;1;;;3;;;2;1;2;;3;3;;2;3;25;202.289.522.110.527
861024;1;1;1;10;1;1;1;1;1988;20;1;2;1;;;1;1;28000;2;1;2;;3;5;;2;5;25;471.822.280.079.942
861024;1;2;1;10;2;2;1;5;1985;23;2;2;1;;;1;5;;2;1;2;;3;5;;2;5;25;471.822.280.079.942
861024;1;3;1;10;2;1;1;4;2007;1;3;;1;;;1;5;;2;;;;;;;2;;25;471.822.280.079.942
861025;1;1;1;10;2;1;1;8;1942;66;1;3;1;;;1;2;57700;2;1;2;;3;3;;2;3;25;286.316.273.037.765
861025;1;2;1;10;2;2;1;11;1950;57;2;3;1;;;1;5;;2;1;2;;3;5;;2;5;25;286.316.273.037.765
861025;1;3;1;10;2;2;1;1;1988;20;9;6;2;2;;;;;2;2;2;;1;0;;2;0;25;286.316.273.037.765
861026;1;1;1;10;1;1;1;1;1965;43;1;3;1;;;1;1;28000;2;1;2;;3;5;;2;5;25;377.446.123.013.746
861026;1;2;1;10;2;2;1;5;1971;37;2;3;1;;;1;5;;2;1;2;;3;3;;2;3;25;377.446.123.013.746
861026;1;3;1;10;3;1;1;8;1992;16;3;6;1;;;1;5;;2;1;1;1;4;8;;2;8;25;377.446.123.013.746
861028;1;1;1;10;1;1;1;5;1964;44;1;2;1;;;1;1;28000;2;1;2;;3;1;;2;1;25;311.389.831.671.024
861028;1;2;1;10;2;2;1;1;1965;43;2;2;1;;;1;5;;2;1;2;;3;4;;2;4;25;311.389.831.671.024
861028;1;3;1;10;3;2;1;10;1995;12;3;6;1;;;1;5;;2;1;1;1;4;7;;2;7;25;311.389.831.671.024
861028;1;4;1;10;2;1;1;3;2008;0;3;;1;;;1;5;;2;;;;;;;2;;25;311.389.831.671.024
861028;1;5;1;10;4;2;1;4;1989;19;3;1;1;;;1;5;;2;1;2;;5;11;2;2;11;25;311.389.831.671.024
861028;1;6;1;10;5;1;1;4;2008;0;4;;1;;;1;5;;2;;;;;;;2;;25;311.389.831.671.024
861029;1;1;1;10;1;1;1;4;1933;75;1;3;1;;;1;2;57700;2;2;2;;1;0;;2;0;25;310.446.639.629.109
861029;1;2;1;10;2;2;1;2;1936;72;2;3;1;;;1;5;;2;2;2;;1;0;;2;0;25;310.446.639.629.109
861030;1;1;1;10;1;1;1;1;1983;25;1;2;1;;;1;1;48000;2;1;2;;5;11;2;2;11;25;526.899.756.291.248
861030;1;2;1;10;2;2;1;10;1984;23;2;2;1;;;1;5;;2;1;2;;5;11;2;2;11;25;526.899.756.291.248
861030;1;3;1;10;1;1;1;12;2005;2;3;;1;;;1;5;;2;;;;;;;2;;25;526.899.756.291.248
861030;1;4;1;10;1;1;1;10;2007;0;3;;1;;;1;5;;2;;;;;;;2;;25;526.899.756.291.248
861031;1;1;1;10;1;1;1;8;1971;37;1;2;1;;;1;1;52000;2;1;2;;3;5;;2;5;25;334.745.976.386.261
861031;1;2;1;10;2;2;1;9;1979;29;2;2;1;;;1;5;;2;1;2;;3;5;;2;5;25;334.745.976.386.261
861031;1;3;1;10;2;1;1;6;2004;4;3;;1;;;1;5;;2;2;2;;1;0;;2;0;25;334.745.976.386.261
861032;1;1;1;10;1;1;1;7;1954;54;1;3;1;;;1;1;18460;2;1;2;;3;2;;2;2;25;377.446.123.013.746
861032;1;2;1;10;2;2;1;2;1961;47;2;3;1;;;1;5;;2;1;2;;3;2;;2;2;25;377.446.123.013.746
861032;1;3;1;10;3;1;1;4;1998;10;3;6;1;;;1;5;;2;2;1;1;3;1;;2;1;25;377.446.123.013.746
861033;1;1;1;10;1;1;1;4;1964;44;1;2;1;;;3;;;2;1;2;;3;5;;2;5;25;287.259.465.079.679
861033;1;2;1;10;2;2;1;9;1964;44;2;2;1;;;3;;;2;1;2;;4;6;;2;6;25;287.259.465.079.679
861033;1;3;1;10;3;2;1;5;1993;15;3;6;1;;;3;;;2;1;1;1;4;0;;2;5;25;287.259.465.079.679
861033;1;4;1;10;4;2;1;2;1996;12;3;6;1;;;3;;;2;1;1;1;3;3;;2;3;25;287.259.465.079.679
861033;1;5;1;10;5;2;1;8;1998;10;3;6;1;;;3;;;2;1;1;1;3;2;;2;2;25;287.259.465.079.679
861033;1;6;1;10;1;1;1;10;2002;5;3;;1;;;3;;;2;2;1;1;2;1;;2;0;25;287.259.465.079.679
861033;1;7;1;10;1;1;1;11;2002;5;4;;1;;;3;;;2;2;1;1;2;1;;2;0;25;287.259.465.079.679
861034;1;1;1;10;1;1;1;5;1956;52;1;3;1;;;3;;;2;1;2;;3;2;;2;2;25;354.089.978.298.509
861034;1;2;1;10;2;2;1;6;1955;53;2;3;1;;;3;;;2;1;2;;3;2;;2;2;25;354.089.978.298.509
861034;1;3;1;10;3;1;1;11;1987;20;3;6;1;;;3;;;2;1;2;;5;10;1;2;10;25;354.089.978.298.509
861034;1;4;1;10;4;2;1;8;1998;10;3;6;1;;;3;;;2;1;1;1;3;3;;2;3;25;354.089.978.298.509
861034;1;5;1;10;5;2;1;2;1989;19;3;6;1;;;3;;;2;1;2;;5;11;2;2;11;25;354.089.978.298.509
861034;1;6;1;10;5;1;1;8;2007;1;4;;1;;;3;;;2;;;;;;;2;;25;354.089.978.298.509
861035;1;1;1;10;1;2;1;9;1959;48;1;2;1;;;3;;;2;1;2;;3;2;;2;2;25;492.175.668.410.175
861035;1;2;1;10;2;1;1;4;1960;48;2;2;2;1;12;;;;2;1;2;;3;5;;2;5;25;492.175.668.410.175
861035;1;3;1;10;3;2;1;8;1997;11;3;6;1;;;3;;;2;1;1;1;3;2;;2;2;25;492.175.668.410.175
861035;1;4;1;10;4;2;1;7;1989;19;3;2;1;;;3;;;2;1;2;;3;3;;2;3;25;492.175.668.410.175
861035;1;5;1;10;5;1;1;12;1982;25;9;2;1;;;3;;;2;1;2;;3;5;;2;5;25;492.175.668.410.175
861035;1;6;1;10;5;2;1;9;2005;2;4;;1;;;3;;;2;;;;;;;2;;25;492.175.668.410.175
861036;1;1;1;10;1;1;1;5;1985;23;1;1;1;;;3;;;2;1;2;;3;5;;2;5;25;471.822.280.079.942
861036;1;2;1;10;2;2;1;3;1989;19;2;1;1;;;3;;;2;1;2;;3;3;;2;3;25;471.822.280.079.942
861036;1;3;1;10;2;1;1;10;2007;0;3;;1;;;3;;;2;;;;;;;2;;25;471.822.280.079.942
861038;1;1;1;10;1;1;1;8;1986;22;1;2;1;;;3;;;2;1;2;;3;3;;2;3;25;471.822.280.079.942
861038;1;2;1;10;2;2;1;4;1988;20;2;2;1;;;3;;;2;1;2;;3;5;;2;5;25;471.822.280.079.942
861038;1;3;1;10;2;1;1;3;2007;1;3;;1;;;3;;;2;;;;;;;2;;25;471.822.280.079.942
861039;1;1;1;10;1;1;1;11;1969;38;1;1;2;1;24;;;;2;1;2;;4;8;;2;8;25;309.841.387.918.809
861039;1;2;1;10;2;2;1;6;1978;30;2;1;2;1;4;;;;2;1;2;;3;4;;2;4;25;309.841.387.918.809
861040;1;1;1;10;1;1;1;11;1938;69;1;3;1;;;3;;;2;1;2;;1;0;;2;0;25;310.446.639.629.109
861040;1;2;1;10;2;2;1;5;1942;66;2;3;1;;;3;;;2;1;2;;1;0;;2;0;25;310.446.639.629.109
861041;1;1;1;10;1;2;1;6;1969;39;1;4;1;;;3;;;2;1;2;;3;5;;2;5;25;279.668.500.174.955
861041;1;2;1;10;2;1;1;7;1990;18;3;6;1;;;3;;;2;1;2;;3;5;;2;5;25;279.668.500.174.955
861042;1;1;1;10;1;1;1;6;1962;46;1;3;1;;;3;;;2;1;2;;3;4;;2;4;25;396.790.124.925.995
861042;1;2;1;10;2;2;1;3;1966;42;2;3;1;;;3;;;2;1;2;;4;7;;2;7;25;396.790.124.925.995
861042;1;3;1;10;3;1;1;2;1984;24;3;6;1;;;3;;;2;1;2;;5;11;2;2;11;25;396.790.124.925.995
861042;1;4;1;10;4;2;1;2;1988;20;3;6;1;;;3;;;2;1;2;;6;1;2;2;12;25;396.790.124.925.995
861042;1;5;1;10;5;2;1;1;1993;15;3;6;1;;;3;;;2;1;1;1;5;10;1;2;10;25;396.790.124.925.995
861042;1;6;1;10;6;1;1;8;1995;13;3;6;1;;;3;;;2;1;1;1;4;7;;2;7;25;396.790.124.925.995
861043;1;1;1;10;1;1;1;7;1974;34;1;3;1;;;1;1;18460;2;1;2;;3;4;;2;4;25;643.080.904.684.275
861043;1;2;1;10;2;2;1;12;1978;29;2;3;1;;;1;5;;2;1;2;;3;5;;2;5;25;643.080.904.684.275
861043;1;3;1;10;3;1;1;8;1997;11;3;6;1;;;1;5;;2;1;1;1;3;4;;2;4;25;643.080.904.684.275
861043;1;4;1;10;2;2;1;11;1998;9;3;;1;;;1;5;;2;1;1;1;3;3;;2;3;25;643.080.904.684.275
861043;1;5;1;10;2;2;1;2;2000;8;3;;1;;;1;5;;2;1;1;1;3;2;;2;2;25;643.080.904.684.275
861044;1;1;1;10;1;1;1;8;1983;25;1;2;1;;;1;1;18460;2;1;2;;3;5;;2;5;25;501.995.167.823.795
861044;1;2;1;10;2;2;1;11;1989;18;2;2;1;;;3;;;2;1;2;;5;11;2;2;11;25;501.995.167.823.795
861044;1;3;1;10;2;1;1;9;2006;2;3;;1;;;3;;;2;;;;;;;2;;25;501.995.167.823.795
861045;1;1;1;10;1;1;1;4;1958;50;1;3;1;;;3;;;2;1;2;;3;2;;2;2;25;549.478.969.494.187
861045;1;2;1;10;2;2;1;9;1962;46;2;3;1;;;3;;;2;1;2;;3;3;;2;3;25;549.478.969.494.187
861045;1;3;1;10;3;1;1;7;1972;36;5;3;1;;;1;1;18460;2;1;2;;3;4;;2;4;25;549.478.969.494.187
861045;1;4;1;10;4;2;1;7;1982;26;9;3;1;;;1;5;;2;1;2;;3;4;;2;4;25;549.478.969.494.187
861045;1;5;1;10;4;2;1;7;2003;5;5;;1;;;1;5;;2;2;2;;1;0;;2;0;25;549.478.969.494.187
861045;1;6;1;10;4;2;1;7;2008;0;5;;1;;;1;5;;2;;;;;;;2;;25;549.478.969.494.187
861045;1;7;1;10;7;1;1;9;1985;23;5;6;1;;;1;1;18460;2;1;2;;5;11;2;2;11;25;549.478.969.494.187
861046;1;1;1;10;1;1;1;9;1940;67;1;2;1;;;3;;;2;1;2;;3;5;;2;5;25;378.581.281.449.385
861046;1;2;1;10;2;2;1;7;1966;42;2;2;1;;;3;;;2;1;2;;3;4;;2;4;25;378.581.281.449.385
861046;1;3;1;10;3;2;1;5;1995;13;3;6;1;;;3;;;2;1;1;1;4;0;;2;5;25;378.581.281.449.385
861046;1;4;1;10;4;1;1;11;1997;10;3;6;1;;;3;;;2;1;1;1;3;3;;2;3;25;378.581.281.449.385
861046;1;5;1;10;2;2;1;1;1999;9;3;;1;;;3;;;2;1;1;1;3;2;;2;2;25;378.581.281.449.385
861047;1;1;1;10;1;2;1;12;1982;25;1;2;1;;;2;1;40520;2;1;2;;6;5;2;2;16;25;212.063.765.080.017
861053;1;1;1;10;1;1;1;4;1972;36;1;3;1;;;1;1;32000;2;1;2;;3;5;;2;5;25;535.168.102.316.463
861053;1;2;1;10;2;2;1;8;1976;32;2;3;1;;;1;1;9230;2;1;2;;3;5;;2;5;25;535.168.102.316.463
861053;1;3;1;10;2;1;1;5;1996;12;3;6;1;;;1;5;;2;1;1;1;4;6;;2;6;25;535.168.102.316.463
861053;1;4;1;10;2;2;1;8;1999;9;3;;1;;;1;5;;2;1;1;1;3;3;;2;3;25;535.168.102.316.463
861053;1;5;1;10;2;1;1;3;2008;0;3;;1;;;1;5;;2;;;;;;;2;;25;535.168.102.316.463
861054;1;1;1;10;1;1;1;9;1961;46;1;3;2;1;18;;;;1;1;2;;3;4;;2;4;25;285.711.021.327.464
861054;1;2;1;10;1;2;2;;;39;2;3;1;;;3;;;2;1;2;;3;5;;2;5;25;285.711.021.327.464
861054;1;3;1;10;1;2;2;;;15;3;6;1;;;3;;;2;1;1;1;4;8;;2;8;25;285.711.021.327.464
861055;1;1;1;10;1;2;1;7;1935;73;1;5;1;;;3;;;2;1;2;;3;1;;2;1;25;553.207.975.627.266
861055;1;2;1;10;1;1;1;5;1974;34;3;6;1;;;3;;;2;1;2;;3;4;;2;4;25;553.207.975.627.266
861055;1;3;1;10;1;1;1;6;1991;17;4;6;1;;;3;;;2;1;1;1;4;7;;2;7;25;553.207.975.627.266
861055;1;4;1;10;1;1;1;5;1994;14;4;6;1;;;2;5;;2;1;1;1;4;6;;2;6;25;553.207.975.627.266
861056;1;1;1;10;1;1;1;6;1944;64;1;6;1;;;3;;;2;1;2;;3;3;;2;3;25;393.669.080.139.407
861057;1;1;1;10;2;1;1;10;1946;61;1;3;1;;;3;;;1;1;2;;3;3;;2;3;25;201.721.661.554.448
861057;1;2;1;10;2;2;1;9;1959;48;2;3;1;;;1;5;;1;1;2;;3;3;;2;3;25;201.721.661.554.448
861057;1;3;1;10;3;2;1;6;1977;31;3;6;1;;;3;;;1;1;2;;5;11;2;2;11;25;201.721.661.554.448
861057;1;4;1;10;2;2;1;11;2004;3;4;;1;;;3;;;2;2;2;;1;0;;2;0;25;201.721.661.554.448
861058;1;1;1;10;1;2;1;12;1968;39;1;6;1;;;3;;;2;1;2;;3;2;;2;2;25;236.968.353.547.469
861058;1;2;1;10;1;1;1;12;2002;5;3;;1;;;3;;;2;2;1;1;2;0;;2;0;25;236.968.353.547.469
861060;1;1;1;10;1;1;1;12;1980;27;1;2;1;;;1;1;18460;2;1;2;;5;10;1;2;10;25;501.995.167.823.795
861060;1;2;1;10;2;2;1;11;1987;20;2;2;1;;;1;5;;2;1;2;;4;7;;2;7;25;501.995.167.823.795
861060;1;3;1;10;2;1;1;11;2003;4;3;;1;;;1;5;;2;2;2;;1;0;;2;0;25;501.995.167.823.795
861061;1;1;1;10;1;1;1;5;1946;62;1;3;1;;;1;2;28800;1;1;2;;3;3;;2;3;25;310.446.639.629.109
861061;1;2;1;10;2;2;1;11;1948;59;2;3;1;;;1;2;28800;1;1;2;;3;3;;2;3;25;310.446.639.629.109
861062;1;1;1;10;2;1;1;9;1990;18;1;1;1;;;1;1;18460;2;1;2;;3;5;;2;5;25;806.886.646.217.794
861062;1;2;1;10;2;2;1;6;1989;19;2;1;1;;;3;;;2;1;2;;3;5;;2;5;25;806.886.646.217.794
861062;1;3;1;10;2;2;1;5;2008;0;3;;1;;;3;;;2;;;;;;;2;;25;806.886.646.217.794
861062;1;4;1;10;2;2;1;5;2008;0;3;;1;;;3;;;2;;;;;;;2;;25;806.886.646.217.794
861062;1;5;1;10;5;1;1;10;1955;52;5;4;1;;;1;1;18460;2;1;2;;3;4;;2;4;25;806.886.646.217.794
861062;1;6;1;10;6;2;1;8;1974;34;5;4;2;1;1;;;;2;2;2;;3;1;;2;1;25;806.886.646.217.794
861062;1;7;1;10;7;1;1;7;1997;11;5;6;2;1;24;;;;2;1;1;1;3;2;;2;2;25;806.886.646.217.794
861062;1;8;1;10;8;1;1;7;1997;11;5;6;2;1;1;;;;2;1;2;;3;2;;2;2;25;806.886.646.217.794
861062;1;9;1;10;9;2;1;4;2001;7;5;;2;1;1;;;;2;1;2;;3;1;;2;1;25;806.886.646.217.794
861064;1;1;1;10;1;1;1;12;1959;48;1;2;1;;;1;1;18460;2;2;2;;1;0;;2;0;25;403.124.933.357.306
861064;1;2;1;10;2;2;1;10;1965;42;2;2;1;;;1;5;;2;2;2;;1;0;;2;0;25;403.124.933.357.306
861064;1;3;1;10;3;1;1;12;1985;22;3;6;1;;;1;5;;2;1;1;1;4;9;;2;9;25;403.124.933.357.306
861064;1;4;1;10;4;2;1;5;1993;15;3;6;1;;;1;5;;2;1;1;1;4;6;;2;6;25;403.124.933.357.306
861064;1;5;1;10;2;1;1;3;2002;6;3;;1;;;1;5;;2;2;1;1;3;0;;2;0;25;403.124.933.357.306
861064;1;6;1;10;2;1;1;5;2004;4;3;;1;;;1;5;;2;2;2;;1;0;;2;0;25;403.124.933.357.306
861065;1;1;1;10;1;2;1;1;1963;45;1;5;1;;;3;;;2;1;2;;3;3;;2;3;25;347.273.235.269.892
861065;1;2;1;10;1;1;1;8;1989;19;3;6;1;;;1;1;18460;2;1;2;;4;8;;2;8;25;347.273.235.269.892
861065;1;3;1;10;1;1;1;11;1993;14;3;6;1;;;3;;;2;1;1;1;4;7;;2;7;25;347.273.235.269.892
861066;1;1;1;10;3;1;1;11;1946;61;1;3;1;;;1;5;;2;1;2;;3;2;;2;2;25;201.721.661.554.448
861066;1;2;1;10;3;2;1;11;1931;76;2;3;1;;;1;5;;2;1;2;;3;2;;2;2;25;201.721.661.554.448
861066;1;3;1;10;3;2;1;10;1969;38;3;6;1;;;1;1;40000;2;1;2;;5;11;2;2;11;25;201.721.661.554.448
861067;1;1;1;10;1;2;1;1;1944;64;1;5;1;;;3;;;2;1;2;;3;5;;2;5;25;387.825.617.693.537
861067;1;2;1;10;2;1;1;6;1993;15;4;6;1;;;3;;;2;1;1;1;4;7;;2;7;25;387.825.617.693.537
861068;1;1;1;10;1;1;1;7;1955;53;1;3;1;;;1;1;60000;2;1;1;2;4;7;;2;7;25;261.580.654.736.119
861068;1;2;1;10;2;2;1;4;1956;52;2;3;1;;;1;5;;2;1;2;;3;5;;2;5;25;261.580.654.736.119
861068;1;3;1;10;3;2;1;11;1994;13;3;6;1;;;1;5;;2;1;1;1;4;0;;2;5;25;261.580.654.736.119
861068;1;4;1;10;1;2;1;2;1996;12;3;6;1;;;1;5;;2;1;1;1;4;0;;2;5;25;261.580.654.736.119
861069;1;1;1;10;1;1;1;7;1950;58;1;6;1;;;3;;;1;1;2;;3;2;;2;2;25;393.669.080.139.407
861070;1;1;1;10;2;1;1;2;1956;52;1;3;1;;;3;;;2;1;2;;3;5;;2;5;25;445.825.079.984.791
861070;1;2;1;10;2;2;1;9;1962;46;2;3;1;;;3;;;2;1;2;;3;5;;2;5;25;445.825.079.984.791
861070;1;3;1;10;2;2;1;12;1983;24;3;6;1;;;1;1;18460;2;1;2;;3;4;;2;4;25;445.825.079.984.791
861070;1;4;1;10;2;1;1;7;2005;3;4;;1;;;3;;;2;2;2;;1;0;;2;0;25;445.825.079.984.791
861070;1;5;1;10;2;1;1;2;1992;16;3;6;1;;;3;;;2;1;1;1;4;8;;2;8;25;445.825.079.984.791
861070;1;6;1;10;2;1;1;1;1994;14;3;6;1;;;3;;;2;1;1;1;4;7;;2;7;25;445.825.079.984.791
861071;1;1;1;10;2;1;1;1;1956;52;1;3;1;;;3;;;2;1;2;;3;1;;2;1;25;393.868.138.846.046
861071;1;2;1;10;2;2;1;10;1948;59;2;3;1;;;3;;;2;1;2;;3;1;;2;1;25;393.868.138.846.046
861071;1;3;1;10;2;2;1;10;1988;19;3;6;1;;;3;;;2;1;2;;4;8;;2;8;25;393.868.138.846.046
861072;1;1;1;10;1;2;1;1;1960;48;1;5;1;;;3;;;2;1;2;;3;5;;2;5;25;548.871.002.099.984
861072;1;2;1;10;2;1;1;12;1978;29;3;6;1;;;1;1;18460;2;1;2;;3;3;;2;3;25;548.871.002.099.984
861072;1;3;1;10;1;1;1;4;1980;28;3;6;1;;;3;;;2;1;2;;3;4;;2;4;25;548.871.002.099.984
861072;1;4;1;10;1;1;1;3;1981;27;3;6;1;;;3;;;2;1;2;;3;3;;2;3;25;548.871.002.099.984
861072;1;5;1;10;5;1;1;7;1985;23;3;6;1;;;3;;;2;1;2;;3;5;;2;5;25;548.871.002.099.984
861072;1;6;1;10;6;2;1;4;1989;19;3;6;1;;;3;;;2;1;2;;3;5;;2;5;25;548.871.002.099.984
861073;1;1;1;10;2;1;1;12;1983;24;1;1;1;;;3;;;2;1;2;;4;6;;2;6;25;471.822.280.079.942
861073;1;2;1;10;2;2;1;6;1989;19;2;1;1;;;3;;;2;1;2;;3;5;;2;5;25;471.822.280.079.942
861073;1;3;1;10;2;1;1;3;2008;0;3;;1;;;3;;;2;;;;;;;2;;25;471.822.280.079.942
861075;1;1;1;10;1;1;1;6;1952;56;1;2;1;;;3;;;2;2;2;;1;0;;2;0;25;310.446.639.629.109
861075;1;2;1;10;2;2;1;12;1931;76;2;2;1;;;3;;;2;2;2;;1;0;;2;0;25;310.446.639.629.109
861076;1;1;1;10;1;1;1;12;1966;41;1;2;1;;;1;1;75000;2;2;2;;1;0;;2;0;25;64.462.934.843.649
861076;1;2;1;10;2;2;1;8;1977;31;2;2;1;;;1;5;;2;1;2;;3;5;;2;5;25;64.462.934.843.649
861076;1;3;1;10;3;2;1;10;1994;13;3;6;1;;;1;5;;2;1;1;1;4;6;;2;6;25;64.462.934.843.649
861076;1;4;1;10;4;2;1;2;1997;11;3;6;1;;;1;5;;2;1;1;1;3;4;;2;4;25;64.462.934.843.649
861076;1;5;1;10;2;1;1;9;1998;10;3;6;1;;;1;5;;2;1;1;1;3;3;;2;3;25;64.462.934.843.649
861076;1;6;1;10;6;1;1;1;2000;8;3;;1;;;1;5;;2;1;1;1;3;1;;2;1;25;64.462.934.843.649
861076;1;7;1;10;2;2;1;7;2001;7;3;;1;;;1;5;;2;1;1;1;3;0;;2;0;25;64.462.934.843.649
861076;1;8;1;10;2;2;1;4;2003;5;3;;1;;;1;5;;2;2;2;;1;0;;2;0;25;64.462.934.843.649
861076;1;9;1;10;2;1;1;9;2004;3;3;;1;;;1;5;;2;2;2;;1;0;;2;0;25;64.462.934.843.649
861077;1;1;1;10;3;1;1;3;1933;75;1;3;1;;;1;5;;2;1;2;;3;5;;2;5;25;212.350.627.038.727
861077;1;2;1;10;2;2;1;10;1934;73;2;3;1;;;1;5;;2;2;2;;1;0;;2;0;25;212.350.627.038.727
861077;1;3;1;10;3;2;1;9;1975;33;3;6;1;;;1;1;18460;2;1;2;;3;5;;2;5;25;212.350.627.038.727
861077;1;4;1;10;3;1;1;2;1993;15;4;6;1;;;3;;;2;1;1;1;4;9;;2;9;25;212.350.627.038.727
861077;1;5;1;10;3;2;1;2;1996;12;4;6;1;;;3;;;2;1;1;1;4;6;;2;6;25;212.350.627.038.727
861077;1;6;1;10;3;1;1;5;2000;8;4;;1;;;3;;;2;1;1;1;3;1;;2;1;25;212.350.627.038.727
861077;1;7;1;10;3;1;1;1;2003;5;4;;1;;;3;;;2;2;1;1;2;0;;2;0;25;212.350.627.038.727
861078;1;1;1;10;1;2;1;11;1945;62;1;4;1;;;3;;;2;1;2;;3;5;;2;5;25;3.202.208.825.986
861079;1;1;1;10;1;1;1;7;1957;51;1;2;1;;;3;;;2;1;2;;3;4;;2;4;25;418.528.412.162.729
861079;1;2;1;10;2;2;1;12;1969;38;2;2;1;;;3;;;2;1;2;;3;3;;2;3;25;418.528.412.162.729
861079;1;3;1;10;2;2;1;1;1995;13;3;6;1;;;3;;;2;1;1;1;4;6;;2;6;25;418.528.412.162.729
861079;1;4;1;10;2;2;1;7;2008;0;3;;1;;;3;;;2;;;;;;;2;;25;418.528.412.162.729
861080;1;1;1;10;1;1;1;9;1946;62;1;3;1;;;3;;;2;1;2;;3;2;;2;2;25;201.721.661.554.448
861080;1;2;1;10;2;2;1;4;1954;54;2;3;1;;;3;;;2;1;2;;3;4;;2;4;25;201.721.661.554.448
861080;1;3;1;10;2;2;1;9;1994;14;3;6;1;;;3;;;2;1;1;1;4;7;;2;7;25;201.721.661.554.448
861081;1;1;1;10;2;1;1;3;1975;33;1;3;1;;;1;1;18460;2;1;2;;3;5;;2;5;25;418.528.412.162.729
861081;1;2;1;10;2;2;1;1;1979;29;2;3;1;;;1;5;;2;1;2;;3;5;;2;5;25;418.528.412.162.729
861081;1;3;1;10;2;2;1;2;1998;10;3;6;1;;;1;5;;2;1;1;1;3;3;;2;3;25;418.528.412.162.729
861081;1;4;1;10;2;2;1;9;2000;8;3;;1;;;1;5;;2;1;1;1;3;2;;2;2;25;418.528.412.162.729
861082;1;1;1;10;1;1;1;12;1949;58;1;3;1;;;3;;;2;1;2;;3;2;;2;2;25;378.051.374.724.047
861082;1;2;1;10;2;2;1;11;1950;57;2;3;1;;;3;;;2;1;2;;3;2;;2;2;25;378.051.374.724.047
861082;1;3;1;10;2;1;1;3;1984;24;3;6;1;;;1;1;18460;2;1;2;;3;4;;2;4;25;378.051.374.724.047
861083;1;1;1;10;2;1;1;7;1975;33;1;3;1;;;1;1;28000;2;1;2;;3;3;;2;3;25;309.841.387.918.809
861083;1;2;1;10;2;2;1;9;1982;26;2;3;1;;;1;5;;2;1;2;;5;11;2;2;11;25;309.841.387.918.809
861084;1;1;1;10;1;1;1;3;1957;51;1;3;1;;;1;1;18640;2;1;2;;3;3;;2;3;25;445.050.858.108.684
861084;1;2;1;10;2;2;1;11;1960;47;2;3;1;;;1;5;;2;1;2;;3;4;;2;4;25;445.050.858.108.684
861084;1;3;1;10;2;1;1;7;1997;11;3;6;1;;;1;5;;2;1;1;1;4;0;;2;5;25;445.050.858.108.684
861084;1;4;1;10;2;1;1;7;1997;11;3;6;1;;;1;5;;2;1;1;1;4;0;;2;5;25;445.050.858.108.684
861257;1;1;1;10;1;2;1;3;1947;61;1;2;1;;;3;;;2;1;2;;3;5;;2;5;15;201.721.661.554.448
861257;1;2;1;10;2;1;1;8;1942;66;2;2;1;;;3;;;2;2;2;;1;0;;2;0;15;201.721.661.554.448
861257;1;3;1;10;3;2;1;9;1978;29;3;6;1;;;3;;;2;1;2;;3;5;;2;5;15;201.721.661.554.448
