DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030,P6030S1,P6030S3,P6040,P6050,P6070,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,AREA,ESC,DPTO,fex_c_2011
848119,1,6,1,10,6,2,1,3,1977,31,3,4,1,,,1,1,19300,2,1,2,,6,2,3,8,13,8,440.534.331.191.793
848119,1,7,1,10,6,1,1,11,2001,6,4,,1,,,1,5,,2,2,1,2,3,0,,8,0,8,440.534.331.191.793
848119,1,8,1,10,6,2,1,7,2005,3,4,,1,,,1,5,,2,2,1,2,2,0,,8,0,8,440.534.331.191.793
848132,1,1,1,10,1,2,1,1,1960,48,1,4,1,,,1,5,,2,1,2,,3,5,,8,5,8,513.239.897.426.261
848132,1,2,1,10,2,1,1,1,1989,19,3,6,1,,,3,,,2,1,1,1,5,11,3,8,11,8,513.239.897.426.261
848132,1,3,1,10,3,1,1,5,1992,16,3,6,1,,,3,,,2,1,1,2,5,10,1,8,10,8,513.239.897.426.261
848137,1,1,1,10,1,1,1,8,1964,44,1,3,2,1,3,,,,2,1,2,,6,1,2,8,12,8,52.068.636.921.483
848137,1,2,1,10,2,2,1,8,1964,44,2,3,2,1,3,,,,2,1,2,,5,11,2,8,11,8,52.068.636.921.483
848137,1,3,1,10,2,1,1,8,1998,10,3,6,2,1,3,,,,2,1,1,2,3,4,,8,4,8,52.068.636.921.483
848143,1,1,1,10,1,1,1,3,1956,52,1,3,1,,,1,1,32000,2,1,2,,5,11,2,8,11,8,5.230.427.146.034
848143,1,2,1,10,2,2,1,9,1968,39,2,3,1,,,1,5,,2,1,2,,6,4,4,8,15,8,5.230.427.146.034
848143,1,3,1,10,2,2,1,6,2005,3,3,,1,,,1,5,,2,2,2,,1,0,,8,0,8,5.230.427.146.034
848150,1,1,1,10,1,2,1,3,1968,40,1,4,1,,,1,5,,2,1,2,,6,5,4,8,16,8,579.401.851.486.256
848150,1,2,1,10,3,1,1,2,1990,18,3,6,1,,,1,5,,2,1,1,2,6,1,2,8,12,8,579.401.851.486.256
848150,1,3,1,10,1,2,1,10,1996,11,3,6,1,,,1,5,,2,1,1,2,4,0,,8,5,8,579.401.851.486.256
848150,1,4,1,10,4,2,1,8,1990,18,6,6,1,,,3,,,2,1,2,,4,9,,8,9,8,579.401.851.486.256
848158,1,1,1,10,1,2,1,9,1946,62,1,5,1,,,1,3,57700,2,1,2,,6,5,4,8,16,8,410.986.730.299.834
848161,1,1,1,10,1,1,1,8,1953,55,1,2,1,,,1,2,310000,2,1,2,,6,5,4,8,16,8,426.822.046.496.372
848161,1,2,1,10,2,2,1,8,1952,56,2,3,1,,,1,5,,2,1,2,,6,5,4,8,16,8,426.822.046.496.372
848168,1,1,1,10,1,2,1,4,1987,21,1,6,2,2,,,,,2,1,2,,6,2,3,8,13,8,560.746.582.675.938
848168,1,2,1,10,2,2,1,12,1986,21,5,6,1,,,1,5,,2,1,2,,6,2,3,8,13,8,560.746.582.675.938
848172,1,1,1,10,1,1,1,10,1942,65,1,3,1,,,1,5,,2,1,2,,5,11,2,8,11,8,426.822.046.496.372
848172,1,2,1,10,2,2,1,2,1950,58,2,3,1,,,1,5,,2,1,2,,3,5,,8,5,8,426.822.046.496.372
848176,1,1,1,10,1,1,1,1,1966,42,1,3,1,,,1,1,98,2,1,2,,6,3,3,8,14,8,543.555.460.772.096
848176,1,2,1,10,2,2,1,10,1967,40,2,3,1,,,1,5,,2,1,2,,6,2,3,8,13,8,543.555.460.772.096
848176,1,3,1,10,2,2,1,8,1996,12,3,6,1,,,1,5,,2,1,1,1,4,0,,8,5,8,543.555.460.772.096
848176,1,4,1,10,2,1,1,8,2002,6,3,,1,,,1,5,,2,2,1,1,2,1,,8,0,8,543.555.460.772.096
848183,1,1,1,10,1,1,1,12,1965,42,1,2,1,,,3,,,2,1,2,,4,8,,8,8,8,329.019.897.835.511
848183,1,2,1,10,2,2,1,10,1977,30,2,2,1,,,3,,,2,1,2,,4,7,,8,7,8,329.019.897.835.511
848183,1,3,1,10,2,1,1,8,1995,13,3,6,1,,,3,,,2,1,1,2,4,8,,8,8,8,329.019.897.835.511
848183,1,4,1,10,4,2,1,1,1999,9,3,,1,,,3,,,2,1,1,2,3,4,,8,4,8,329.019.897.835.511
848183,1,5,1,10,5,2,1,2,1945,63,5,4,1,,,3,,,2,1,2,,3,5,,8,5,8,329.019.897.835.511
848183,1,6,1,10,5,2,1,9,1917,91,5,5,1,,,3,,,2,2,2,,1,0,,8,0,8,329.019.897.835.511
848199,1,1,1,10,1,1,1,10,1976,31,1,2,1,,,3,,,2,1,2,,5,11,2,8,11,8,577.999.753.472.812
848199,1,2,1,10,2,2,1,6,1981,27,2,2,1,,,3,,,2,1,2,,5,11,2,8,11,8,577.999.753.472.812
848199,1,3,1,10,2,1,1,6,2000,8,3,,1,,,3,,,2,2,1,2,3,1,,8,1,8,577.999.753.472.812
848199,1,4,1,10,2,2,1,1,2002,6,3,,1,,,3,,,2,2,1,2,2,1,,8,0,8,577.999.753.472.812
848206,1,1,1,10,1,1,1,6,1971,37,1,3,1,,,1,1,24000,2,1,2,,5,11,2,8,11,8,479.749.852.100.672
848206,1,2,1,10,2,2,1,10,1981,26,2,3,1,,,1,1,19300,2,1,2,,5,11,2,8,11,8,479.749.852.100.672
848206,1,3,1,10,1,1,1,10,1992,15,3,6,2,2,,,,,2,1,1,1,4,7,,8,7,8,479.749.852.100.672
848213,1,1,1,10,1,1,1,2,1973,35,1,2,1,,,1,5,,2,1,2,,6,2,3,8,13,8,611.208.867.105.395
848213,1,2,1,10,2,1,1,11,1964,43,2,2,1,,,1,1,57900,2,1,2,,6,2,3,8,13,8,611.208.867.105.395
848213,1,3,1,10,1,2,1,8,2003,5,3,,1,,,1,5,,2,2,1,2,2,0,,8,0,8,611.208.867.105.395
848213,1,4,1,10,1,1,1,3,2006,2,3,,1,,,1,5,,2,,,,,,,8,,8,611.208.867.105.395
848213,1,5,1,10,1,2,1,5,1996,12,5,6,1,,,3,,,2,1,1,1,4,0,,8,5,8,611.208.867.105.395
848223,1,1,1,10,1,1,1,7,1972,36,1,3,1,,,3,,,2,1,2,,6,2,3,8,13,8,575.643.408.084.242
848223,1,2,1,10,2,2,1,5,1971,37,2,3,1,,,3,,,2,1,2,,6,2,3,8,13,8,575.643.408.084.242
848223,1,3,1,10,2,1,1,9,1996,11,3,6,1,,,3,,,2,1,1,2,4,7,,8,7,8,575.643.408.084.242
848223,1,4,1,10,2,1,1,12,2000,7,3,,1,,,3,,,2,2,1,2,3,1,,8,1,8,575.643.408.084.242
848232,1,1,1,10,1,2,1,10,1947,60,1,5,1,,,1,2,57900,2,1,2,,5,11,2,8,11,8,425.007.252.055.087
848232,1,2,1,10,2,1,1,5,1987,21,3,6,1,,,1,1,28600,2,1,2,,5,11,2,8,11,8,425.007.252.055.087
848241,1,1,1,10,1,2,1,9,1958,49,1,4,1,,,1,1,19300,2,1,2,,3,5,,8,5,8,482.893.146.882.432
848241,1,2,1,10,2,2,1,12,1981,26,3,6,1,,,3,,,2,1,1,2,6,4,3,8,15,8,482.893.146.882.432
848241,1,3,1,10,1,2,1,1,1983,25,3,6,1,,,1,5,,2,2,2,,1,0,,8,0,8,482.893.146.882.432
848241,1,4,1,10,1,2,1,10,2002,5,5,,1,,,3,,,2,2,1,2,2,1,,8,0,8,482.893.146.882.432
848253,1,1,1,10,1,1,1,1,1968,40,1,3,1,,,1,1,57800,2,1,2,,5,11,2,8,11,8,587.385.528.173.002
848253,1,2,1,10,2,2,1,10,1985,22,2,3,1,,,1,5,,2,1,2,,5,11,2,8,11,8,587.385.528.173.002
848253,1,3,1,10,1,1,1,12,2004,3,3,,1,,,1,5,,2,2,1,2,2,0,,8,0,8,587.385.528.173.002
848253,1,4,1,10,1,1,1,11,1995,12,5,6,1,,,1,5,,2,1,1,2,4,0,,8,5,8,587.385.528.173.002
848264,1,1,1,10,1,1,1,5,1975,33,1,3,1,,,1,1,32000,2,1,2,,5,11,2,8,11,8,577.999.753.472.812
848264,1,2,1,10,2,2,1,8,1975,33,2,3,1,,,1,1,28000,2,1,2,,6,2,3,8,13,8,577.999.753.472.812
848264,1,3,1,10,2,1,1,7,2001,7,3,,1,,,1,5,,2,2,1,2,2,0,,8,0,8,577.999.753.472.812
848264,1,4,1,10,2,2,1,4,2005,3,3,,1,,,1,5,,2,2,1,1,1,0,,8,0,8,577.999.753.472.812
848275,1,1,1,10,1,1,1,8,1966,42,1,6,1,,,1,1,44520,2,1,2,,6,5,4,8,16,8,476.069.352.420.734
848275,1,2,1,10,2,1,1,7,1973,35,9,4,1,,,1,1,68000,2,1,2,,6,5,4,8,16,8,476.069.352.420.734
848282,1,1,1,10,1,1,1,11,1969,38,1,2,1,,,1,1,44520,2,1,2,,6,5,4,8,16,8,577.999.753.472.812
848282,1,2,1,10,2,2,1,9,1977,30,2,2,1,,,1,5,,2,1,2,,6,3,3,8,14,8,577.999.753.472.812
848282,1,3,1,10,2,1,1,7,2004,4,3,,1,,,1,5,,2,2,1,2,2,0,,8,0,8,577.999.753.472.812
848282,1,4,1,10,2,2,1,12,2007,0,3,,1,,,1,5,,2,,,,,,,8,,8,577.999.753.472.812
848294,1,1,1,10,1,1,1,4,1984,24,1,3,1,,,1,3,57700,2,1,2,,6,3,2,8,14,8,609.211.397.131.908
848294,1,2,1,10,2,2,1,6,1986,22,2,3,1,,,1,5,,2,1,2,,6,3,2,8,14,8,609.211.397.131.908
848294,1,3,1,10,2,2,1,8,2008,0,3,,1,,,1,5,,2,,,,,,,8,,8,609.211.397.131.908
848303,1,1,1,10,1,1,1,3,1948,60,1,3,1,,,1,1,50000,2,1,2,,6,6,5,8,17,8,426.822.046.496.372
848303,1,2,1,10,2,2,1,1,1949,59,2,3,1,,,1,1,50000,2,1,2,,6,6,5,8,17,8,426.822.046.496.372
848309,1,1,1,10,1,2,1,9,1949,58,1,4,1,,,1,1,68000,2,1,2,,6,5,4,8,16,8,410.986.730.299.834
848312,1,1,1,10,1,2,1,10,1962,45,1,2,2,2,,,,,2,1,2,,5,10,1,8,10,8,52.068.636.921.483
848312,1,2,1,10,2,1,1,4,1978,30,2,2,2,2,,,,,2,1,2,,5,11,2,8,11,8,52.068.636.921.483
848312,1,3,1,10,3,1,1,5,2001,7,3,,2,2,,,,,2,1,1,1,3,0,,8,0,8,52.068.636.921.483
848322,1,1,1,10,1,1,1,12,1981,26,1,2,1,,,1,1,28000,2,1,2,,6,5,4,8,16,8,465.729.330.345.418
848322,1,2,1,10,2,2,1,9,1972,35,2,2,1,,,1,1,41000,2,1,2,,6,5,4,8,16,8,465.729.330.345.418
848328,1,1,1,10,1,1,1,9,1961,47,1,2,1,,,1,1,18460,2,1,2,,5,11,2,8,11,8,525.488.035.215.204
848328,1,2,1,10,2,2,1,11,1960,47,2,2,1,,,1,5,,2,1,2,,5,11,2,8,11,8,525.488.035.215.204
848328,1,3,1,10,2,1,1,1,1994,14,3,6,1,,,1,5,,2,1,1,1,4,8,,8,8,8,525.488.035.215.204
848328,1,4,1,10,2,2,1,12,1994,13,3,6,1,,,1,5,,2,1,1,1,4,6,,8,6,8,525.488.035.215.204
848328,1,5,1,10,2,2,1,7,1996,12,3,6,1,,,1,5,,2,1,1,1,4,6,,8,6,8,525.488.035.215.204
848339,1,1,1,10,1,1,1,11,1964,43,1,2,1,,,3,,,2,1,2,,5,11,2,8,11,8,516.639.465.413.192
848339,1,2,1,10,2,2,1,4,1966,42,2,2,1,,,3,,,2,1,2,,5,11,2,8,11,8,516.639.465.413.192
848339,1,3,1,10,3,1,1,8,1989,19,3,6,1,,,3,,,2,1,1,2,6,1,2,8,12,8,516.639.465.413.192
848339,1,4,1,10,2,2,1,4,1991,17,3,6,1,,,3,,,2,1,1,1,5,10,1,8,10,8,516.639.465.413.192
848339,1,5,1,10,2,1,1,6,1993,15,3,6,1,,,3,,,2,1,1,1,4,8,,8,8,8,516.639.465.413.192
848350,1,1,1,10,1,1,1,11,1949,58,1,3,1,,,1,1,57700,2,1,2,,3,5,,8,5,8,451.755.100.896.305
848350,1,2,1,10,2,2,1,5,1955,53,2,3,1,,,1,5,,2,2,2,,1,0,,8,0,8,451.755.100.896.305
848350,1,3,1,10,3,2,1,11,1982,25,3,3,1,,,3,,,2,1,2,,5,11,2,8,11,8,451.755.100.896.305
848350,1,4,1,10,4,1,1,6,1981,27,5,3,1,,,3,,,2,1,2,,5,11,2,8,11,8,451.755.100.896.305
848357,1,1,1,10,1,1,1,11,1952,55,1,2,1,,,3,,,2,1,2,,5,11,2,8,11,8,546.772.353.226.825
848357,1,2,1,10,2,2,1,5,1958,50,2,2,1,,,3,,,2,1,2,,4,7,,8,7,8,546.772.353.226.825
848357,1,3,1,10,3,2,1,7,1988,20,3,6,1,,,3,,,2,1,2,,5,11,2,8,11,8,546.772.353.226.825
848357,1,4,1,10,2,2,1,9,1991,17,3,6,1,,,3,,,2,1,1,1,5,10,1,8,10,8,546.772.353.226.825
848365,1,1,1,10,1,1,1,10,1974,33,1,3,2,1,24,,,,2,1,2,,5,11,2,8,11,8,632.956.792.342.225
848365,1,2,1,10,2,2,1,12,1974,33,2,3,1,,,3,,,2,1,2,,5,11,2,8,11,8,632.956.792.342.225
848365,1,3,1,10,2,2,1,11,1996,11,3,6,1,,,3,,,2,1,1,1,3,4,,8,4,8,632.956.792.342.225
848365,1,4,1,10,2,1,1,9,2004,4,3,,1,,,3,,,2,2,2,,1,0,,8,0,8,632.956.792.342.225
848365,1,5,1,10,2,1,1,9,2006,1,3,,1,,,3,,,2,,,,,,,8,,8,632.956.792.342.225
848376,1,1,1,10,1,1,1,5,1960,48,1,2,1,,,3,,,2,1,2,,5,11,2,8,11,8,494.568.774.102.013
848376,1,2,1,10,2,2,1,1,1952,56,2,2,1,,,3,,,2,1,2,,3,5,,8,5,8,494.568.774.102.013
848376,1,3,1,10,3,2,1,8,1986,22,3,6,1,,,3,,,2,1,2,,5,11,2,8,11,8,494.568.774.102.013
848376,1,4,1,10,4,2,1,12,1989,18,3,4,2,2,,,,,2,1,2,,5,11,2,8,11,8,494.568.774.102.013
848376,1,5,1,10,4,2,1,5,2007,1,4,,2,2,,,,,2,,,,,,,8,,8,494.568.774.102.013
848388,1,1,1,10,1,1,1,2,1967,41,1,4,1,,,3,,,2,1,2,,3,5,,8,5,8,495.538.875.991.069
848391,1,1,1,10,1,1,1,11,1970,37,1,2,1,,,1,1,18460,2,1,2,,4,6,,8,6,8,614.889.366.785.333
848391,1,2,1,10,2,2,1,9,1975,32,2,2,1,,,1,5,,2,1,2,,4,6,,8,6,8,614.889.366.785.333
848391,1,3,1,10,2,2,1,1,1992,16,3,6,1,,,1,5,,2,1,1,1,5,11,1,8,11,8,614.889.366.785.333
848391,1,4,1,10,2,1,1,9,1994,13,3,6,1,,,1,5,,2,1,2,,4,6,,8,6,8,614.889.366.785.333
848391,1,5,1,10,2,1,1,1,1999,9,3,,1,,,1,5,,2,1,1,1,3,1,,8,1,8,614.889.366.785.333
848391,1,6,1,10,2,2,1,1,2003,5,3,,1,,,1,5,,2,2,1,1,2,0,,8,0,8,614.889.366.785.333
848402,1,1,1,10,1,1,1,6,1957,51,1,2,1,,,3,,,2,1,2,,3,4,,8,4,8,598.512.499.641.509
848402,1,2,1,10,2,2,1,9,1969,39,2,2,1,,,3,,,2,1,2,,3,5,,8,5,8,598.512.499.641.509
848402,1,3,1,10,3,2,1,9,1990,18,3,6,1,,,3,,,2,1,1,1,4,6,,8,6,8,598.512.499.641.509
848402,1,4,1,10,2,1,1,10,1997,10,3,6,1,,,3,,,2,1,1,1,4,0,,8,5,8,598.512.499.641.509
848402,1,5,1,10,2,1,1,9,2005,2,3,,1,,,3,,,2,,,,,,,8,,8,598.512.499.641.509
848410,1,1,1,10,1,1,1,8,1983,25,1,6,2,2,,,,,2,1,2,,4,7,,8,7,8,488.598.421.902.684
848410,1,2,1,10,2,2,1,1,1958,50,2,5,1,,,3,,,2,1,2,,3,3,,8,3,8,488.598.421.902.684
848410,1,3,1,10,2,2,1,7,1996,12,4,6,1,,,3,,,2,1,1,1,3,1,,8,1,8,488.598.421.902.684
848416,1,1,1,10,1,1,1,7,1951,57,1,2,2,2,,,,,2,1,2,,6,1,2,8,12,8,501.034.170.112.292
848416,1,2,1,10,2,2,1,3,1960,48,2,2,1,,,3,,,2,1,2,,5,11,2,8,11,8,501.034.170.112.292
848422,1,1,1,10,1,1,1,12,1944,63,1,5,1,,,1,5,,2,1,2,,3,5,,8,5,8,525.394.713.942.862
848422,1,2,1,10,2,1,1,9,1977,30,3,6,1,,,1,1,40000,2,1,2,,6,5,4,8,16,8,525.394.713.942.862
848422,1,3,1,10,3,1,1,11,1985,22,3,6,1,,,3,,,2,1,2,,5,11,2,8,11,8,525.394.713.942.862
848431,1,1,1,10,1,1,1,1,1978,30,1,2,1,,,1,1,18460,2,1,2,,5,11,2,8,11,8,503.573.191.033.065
848431,1,2,1,10,2,2,1,12,1982,25,2,2,1,,,1,5,,2,1,2,,5,11,2,8,11,8,503.573.191.033.065
848431,1,3,1,10,1,2,1,9,1997,11,3,6,1,,,1,5,,2,1,1,1,3,4,,8,4,8,503.573.191.033.065
848431,1,4,1,10,4,1,1,7,1976,32,5,6,1,,,3,,,2,1,2,,5,11,2,8,11,8,503.573.191.033.065
848442,1,1,1,10,1,1,1,3,1937,71,1,2,1,,,3,,,2,2,2,,1,0,,8,0,8,632.200.280.741.246
848442,1,2,1,10,2,2,1,6,1939,69,2,2,1,,,3,,,2,2,2,,1,0,,8,0,8,632.200.280.741.246
848442,1,3,1,10,3,1,1,2,1982,26,3,6,1,,,3,,,2,1,2,,4,8,,8,8,8,632.200.280.741.246
848442,1,4,1,10,4,1,1,5,1961,47,3,4,1,,,3,,,2,1,2,,3,5,,8,5,8,632.200.280.741.246
848442,1,5,1,10,4,1,1,10,1990,17,4,6,2,2,,,,,2,1,2,,5,11,2,8,11,8,632.200.280.741.246
848442,1,6,1,10,6,1,1,2,1972,36,3,2,1,,,3,,,2,1,2,,3,5,,8,5,8,632.200.280.741.246
848442,1,7,1,10,7,2,1,7,1985,23,5,2,1,,,3,,,2,1,2,,3,5,,8,5,8,632.200.280.741.246
848442,1,8,1,10,6,1,1,9,1999,8,4,,1,,,3,,,2,1,1,1,3,0,,8,0,8,632.200.280.741.246
848442,1,9,1,10,6,2,1,5,2003,5,4,,1,,,3,,,2,2,1,1,2,0,,8,0,8,632.200.280.741.246
848442,1,10,1,10,6,2,1,10,2003,4,4,,1,,,3,,,2,2,2,,1,0,,8,0,8,632.200.280.741.246
848442,1,11,1,10,6,2,1,12,2006,1,4,,1,,,3,,,2,,,,,,,8,,8,632.200.280.741.246
848461,1,1,1,10,1,2,1,7,1968,40,1,4,1,,,3,,,2,1,2,,4,7,,8,7,8,684.638.499.252.923
848461,1,2,1,10,2,1,1,10,1989,18,3,6,1,,,3,,,2,1,2,,4,9,,8,9,8,684.638.499.252.923
848461,1,3,1,10,1,2,1,11,1997,10,3,6,1,,,3,,,2,1,1,1,3,2,,8,2,8,684.638.499.252.923
848461,1,4,1,10,1,1,1,5,2000,8,3,,1,,,3,,,2,2,1,1,2,0,,8,0,8,684.638.499.252.923
848461,1,5,1,10,1,2,1,12,2006,1,3,,1,,,3,,,2,,,,,,,8,,8,684.638.499.252.923
848461,1,6,1,10,6,1,1,3,1924,84,5,5,1,,,3,,,2,1,2,,1,0,,8,0,8,684.638.499.252.923
848473,1,1,1,10,1,1,1,1,1948,60,1,2,1,,,3,,,2,1,2,,3,3,,8,3,8,543.095.735.378.054
848473,1,2,1,10,2,2,1,5,1958,50,2,2,1,,,3,,,2,2,2,,1,0,,8,0,8,543.095.735.378.054
848473,1,3,1,10,3,1,1,6,1988,20,3,6,2,2,,,,,2,2,2,,1,0,,8,0,8,543.095.735.378.054
848473,1,4,1,10,4,1,1,7,1990,18,3,6,1,,,3,,,2,1,2,,3,2,,8,2,8,543.095.735.378.054
848473,1,5,1,10,5,1,1,7,1990,18,3,6,1,,,3,,,2,1,2,,3,4,,8,4,8,543.095.735.378.054
848483,1,1,1,10,1,1,1,12,1949,58,1,3,1,,,1,2,300000,2,1,2,,6,5,4,8,16,8,426.822.046.496.372
848483,1,2,1,10,2,2,1,11,1949,58,2,3,1,,,1,5,,2,1,2,,5,11,2,8,11,8,426.822.046.496.372
848490,1,1,1,10,1,1,1,9,1961,47,1,2,2,2,,,,,2,1,2,,4,7,,8,7,8,609.440.364.970.251
848490,1,2,1,10,2,2,1,5,1959,49,2,2,1,,,3,,,2,1,2,,3,5,,8,5,8,609.440.364.970.251
848490,1,3,1,10,3,1,1,7,1990,18,3,6,1,,,3,,,2,1,2,,5,11,2,8,11,8,609.440.364.970.251
848490,1,4,1,10,2,1,1,11,1992,15,3,6,1,,,3,,,2,1,2,,4,6,,8,6,8,609.440.364.970.251
848490,1,5,1,10,2,2,1,4,1996,12,3,6,1,,,3,,,2,1,1,1,4,0,,8,5,8,609.440.364.970.251
848490,1,6,1,10,6,1,1,11,1978,29,3,4,1,,,3,,,2,1,2,,4,6,,8,6,8,609.440.364.970.251
848490,1,7,1,10,6,1,1,12,1998,9,4,,1,,,3,,,2,1,1,2,3,3,,8,3,8,609.440.364.970.251
848490,1,8,1,10,6,2,1,7,2001,7,4,,1,,,3,,,2,2,1,2,3,0,,8,0,8,609.440.364.970.251
848505,1,1,1,10,1,2,1,4,1944,64,1,5,2,2,,,,,2,1,2,,3,3,,8,3,8,428.406.820.042.018
848505,1,2,1,10,2,1,1,10,1979,28,3,6,1,,,1,1,19300,2,1,2,,4,8,,8,8,8,428.406.820.042.018
848505,1,3,1,10,3,2,1,5,1985,23,3,6,2,1,1,,,,2,1,2,,5,11,2,8,11,8,428.406.820.042.018
848505,1,4,1,10,4,1,1,5,1987,21,3,6,2,2,,,,,2,1,2,,5,11,2,8,11,8,428.406.820.042.018
848514,1,1,1,10,1,1,1,9,1966,41,1,2,1,,,1,3,57700,2,1,2,,3,5,,8,5,8,580.356.098.861.383
848514,1,2,1,10,2,2,1,7,1972,36,2,2,1,,,1,5,,2,1,2,,3,5,,8,5,8,580.356.098.861.383
848514,1,3,1,10,2,2,1,1,1998,10,3,6,1,,,1,5,,2,1,1,1,4,8,,8,8,8,580.356.098.861.383
848514,1,4,1,10,2,2,1,10,1998,9,3,,1,,,1,5,,2,1,1,2,3,3,,8,3,8,580.356.098.861.383
848524,1,1,1,10,1,2,1,5,1979,29,1,4,1,,,1,1,19300,2,1,2,,3,5,,8,5,8,474.838.631.277.399
848524,1,2,1,10,1,1,1,5,1998,10,3,6,1,,,1,5,,2,1,1,2,3,3,,8,3,8,474.838.631.277.399
848524,1,3,1,10,1,1,1,8,1942,66,5,2,1,,,1,4,,2,1,2,,6,5,4,8,16,8,474.838.631.277.399
848524,1,4,1,10,4,2,1,6,1952,56,5,2,1,,,3,,,2,1,2,,3,5,,8,5,8,474.838.631.277.399
848524,1,5,1,10,1,2,1,2,1995,13,5,6,2,2,,,,,2,1,2,,4,7,,8,7,8,474.838.631.277.399
848538,1,1,1,10,1,1,1,12,1975,32,1,2,1,,,3,,,2,1,2,,3,5,,8,5,8,577.999.753.472.812
848538,1,2,1,10,2,2,1,4,1980,28,2,2,1,,,3,,,2,1,2,,5,11,2,8,11,8,577.999.753.472.812
848538,1,3,1,10,2,2,1,7,2002,6,3,,1,,,3,,,2,2,1,2,2,1,,8,0,8,577.999.753.472.812
848538,1,4,1,10,2,1,1,7,2005,3,3,,1,,,3,,,2,2,2,,1,0,,8,0,8,577.999.753.472.812
848546,1,1,1,10,1,1,1,5,1950,58,1,3,1,,,3,,,2,1,2,,4,8,,8,8,8,529.581.231.322.983
848546,1,2,1,10,2,2,1,3,1955,53,2,3,1,,,3,,,2,1,2,,3,5,,8,5,8,529.581.231.322.983
848546,1,3,1,10,2,2,1,1,1993,15,3,6,1,,,3,,,2,1,1,1,4,8,,8,8,8,529.581.231.322.983
848546,1,4,1,10,4,1,1,2,1978,30,3,2,1,,,3,,,2,1,2,,5,11,2,8,11,8,529.581.231.322.983
848546,1,5,1,10,5,2,1,10,1977,30,3,2,1,,,3,,,2,1,2,,4,8,,8,8,8,529.581.231.322.983
848546,1,6,1,10,5,1,1,1,2007,1,4,,1,,,3,,,2,,,,,,,8,,8,529.581.231.322.983
848557,1,1,1,10,1,1,1,11,1971,36,1,3,1,,,1,1,19300,2,1,2,,5,11,2,8,11,8,577.999.753.472.812
848557,1,2,1,10,2,2,1,2,1982,26,2,3,1,,,1,5,,2,1,2,,5,11,2,8,11,8,577.999.753.472.812
848557,1,3,1,10,2,2,1,9,2005,3,3,,1,,,1,5,,2,2,2,,1,0,,8,0,8,577.999.753.472.812
848557,1,4,1,10,2,1,1,4,2008,0,3,,1,,,1,5,,2,,,,,,,8,,8,577.999.753.472.812
848569,1,1,1,10,1,2,1,3,1949,59,1,4,1,,,3,,,2,2,2,,1,0,,8,0,8,344.808.921.725.909
848569,1,2,1,10,1,2,1,11,1930,77,5,5,2,1,36,,,,2,2,2,,1,0,,8,0,8,344.808.921.725.909
848569,1,3,1,10,3,1,1,10,1960,47,5,5,2,2,,,,,2,1,2,,3,5,,8,5,8,344.808.921.725.909
848569,1,4,1,10,1,2,1,8,2001,7,4,,1,,,3,,,2,2,1,1,3,1,,8,1,8,344.808.921.725.909
848580,1,1,1,10,1,1,1,2,1953,55,1,2,1,,,3,,,2,1,2,,3,5,,8,5,8,51.994.571.212.778
848580,1,2,1,10,2,1,1,9,1957,51,2,2,1,,,1,1,10000,2,1,2,,5,11,2,8,11,8,51.994.571.212.778
848580,1,3,1,10,3,1,1,10,1977,30,3,6,1,,,1,1,42600,2,1,2,,6,3,3,8,14,8,51.994.571.212.778
848580,1,4,1,10,4,1,1,2,1986,22,3,6,1,,,1,1,24000,2,1,2,,6,2,3,8,13,8,51.994.571.212.778
848580,1,5,1,10,5,1,1,5,1987,21,3,6,1,,,1,1,57900,2,1,2,,6,3,3,8,14,8,51.994.571.212.778
848591,1,1,1,10,1,2,1,10,1974,33,1,4,2,1,1,,,,2,1,1,2,6,1,2,8,12,8,540.155.892.785.166
848591,1,2,1,10,1,1,1,1,2001,7,3,,1,,,1,5,,2,2,1,1,3,1,,8,1,8,540.155.892.785.166
848597,1,1,1,10,1,1,1,11,1967,40,1,2,1,,,1,1,19300,2,1,2,,4,9,,8,9,8,562.747.934.480.592
848597,1,2,1,10,2,2,1,9,1967,40,2,2,1,,,1,5,,2,1,2,,4,8,,8,8,8,562.747.934.480.592
848597,1,3,1,10,3,1,1,10,1987,20,3,4,2,2,,,,,2,1,2,,4,7,,8,7,8,562.747.934.480.592
848597,1,4,1,10,4,1,1,10,1989,18,3,6,2,1,12,,,,2,1,2,,5,11,2,8,11,8,562.747.934.480.592
848597,1,5,1,10,2,1,1,12,1994,13,3,6,1,,,1,5,,2,1,1,1,4,0,,8,5,8,562.747.934.480.592
848597,1,6,1,10,2,1,1,9,2004,4,3,,1,,,1,5,,2,2,1,1,2,0,,8,0,8,562.747.934.480.592
848609,1,1,1,10,3,1,1,12,1925,82,1,3,2,2,,,,,2,1,2,,5,11,2,8,11,8,317.351.375.419.719
848609,1,2,1,10,3,2,1,12,1924,83,2,3,2,2,,,,,2,2,2,,3,1,,8,1,8,317.351.375.419.719
848609,1,3,1,10,3,2,1,6,1953,55,3,3,2,2,,,,,2,1,2,,4,8,,8,8,8,317.351.375.419.719
848609,1,4,1,10,4,1,1,10,1953,54,3,3,2,2,,,,,2,1,2,,5,11,2,8,11,8,317.351.375.419.719
