DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;AREA;fex_c_2011
846845;1;1;1;80;1;1;4;4;;3;;2;;;;;4;2;1;5;5;764.317.789.063.972
846848;1;2;1;80;1;1;2;8;NO PUDO POR  LA  LIBRETA Y SER  MENOR;2;;2;;;;;11;2;1;5;5;60.429.769.264.198
846848;1;5;1;80;1;2;;;;2;;2;;1;1;;2;;1;5;5;60.429.769.264.198
846850;1;2;1;80;1;1;1;5;;2;;1;400000;;1;;1;1;1;5;5;966.076.230.376.886
846851;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;686.916.505.772.758
846851;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;686.916.505.772.758
846853;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;899.664.492.977.847
846856;1;2;1;80;1;1;3;7;;2;;2;;;;;2;2;1;5;5;629.171.083.947.772
846856;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;629.171.083.947.772
846857;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;855.702.861.100.724
846860;1;1;1;80;1;1;4;2;;2;;2;;;;;11;2;1;5;5;733.401.366.765.677
846863;1;1;1;80;1;1;4;3;;2;;2;;;;;4;2;1;5;5;864.968.552.119.062
846863;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;864.968.552.119.062
846863;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;864.968.552.119.062
846863;2;1;2;80;1;1;1;3;;2;;1;250000;;;;4;2;1;5;5;864.968.552.119.062
846863;2;2;2;80;1;2;;;;2;;2;;2;;.;;;1;5;5;864.968.552.119.062
846869;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;782.982.174.378.034
846871;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;852.616.571.802.909
846871;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;852.616.571.802.909
846873;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;166.145.905.292.602
846875;1;2;1;80;1;1;2;7;;2;;2;;;;EMBARAZO;12;2;1;5;5;187.568.194.824.102
846877;1;2;1;80;1;1;4;2;;2;;2;;;;;9;2;1;5;5;199.671.929.562.408
846878;1;2;1;80;1;1;4;2;;2;;2;;;;;9;2;1;5;5;156.420.968.718.707
846882;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;101.914.284.175.499
846883;1;1;1;80;1;1;4;4;;3;;2;;;;;10;2;1;5;5;997.129.479.841.315
846883;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;997.129.479.841.315
846885;1;1;1;80;1;1;4;4;;3;;2;;;;;10;2;1;5;5;645.551.629.978.147
846885;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;645.551.629.978.147
846885;1;3;1;80;1;1;4;3;;2;;2;;;;INVALIDAD  DE  PIERNA  DERECHA;12;2;1;5;5;645.551.629.978.147
846885;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;645.551.629.978.147
846888;1;1;1;80;1;1;4;4;;3;;2;;;;;10;2;1;5;5;759.938.895.059.197
846889;1;1;1;80;1;1;3;4;;3;;2;;;;;4;2;1;5;5;929.424.681.297.202
846889;1;2;1;80;1;1;4;2;;2;;2;;;;;9;2;1;5;5;929.424.681.297.202
846892;1;2;1;80;1;1;1;7;;2;;1;450000;;;;2;2;1;5;5;853.772.805.781.848
846892;1;4;1;80;1;1;1;7;;2;;1;461500;;;;4;2;1;5;5;853.772.805.781.848
846894;1;1;1;80;1;1;4;4;;3;;2;;;;;10;2;1;5;5;695.382.822.549.136
846894;1;2;1;80;1;1;4;2;;2;;2;;;;DEBE CUIDAR LA MAMA;12;2;1;5;5;695.382.822.549.136
846895;1;1;1;80;1;1;2;7;;2;;2;;;;;11;2;1;5;5;759.938.895.059.197
846898;1;2;1;80;1;1;1;5;;2;;2;;;;;1;2;1;5;5;974.633.535.177.691
846900;1;7;1;80;1;1;1;7;;2;;2;;;;EMBARAZO;12;2;1;5;5;750.756.095.141.549
846900;1;8;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;750.756.095.141.549
846903;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;793.504.154.841.066
846907;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;656.000.083.474.464
846907;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;656.000.083.474.464
846909;1;1;1;80;1;1;4;4;;3;;2;;;;;10;2;1;5;5;100.021.531.270.102
846909;1;2;1;80;1;1;4;2;;2;;2;;;;;11;2;1;5;5;100.021.531.270.102
846910;1;2;1;80;1;1;2;7;;2;;2;;;;;8;2;1;5;5;825.210.294.059.698
846910;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;825.210.294.059.698
846913;1;2;1;80;1;2;;;;2;;2;;1;1;DICE  QUE  LA LLAMAN;12;;1;5;5;795.952.993.526.964
846913;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;795.952.993.526.964
846914;1;2;1;80;1;1;4;8;CAMBIO  DE  DOMICILIO;2;;2;;;;;9;2;1;5;5;755.851.472.287.594
846914;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;755.851.472.287.594
846915;1;1;1;80;1;1;1;6;;2;;2;;;;;4;2;1;5;5;768.696.683.068.746
846915;1;3;1;80;1;1;4;4;;3;;2;;;;;4;2;1;5;5;768.696.683.068.746
846917;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;811.741.229.223.601
846919;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;96.543.877.976.497
846919;1;6;1;80;1;1;4;3;;2;;2;;;;;4;2;1;5;5;96.543.877.976.497
846921;1;1;1;80;1;1;4;5;;2;;2;;;;;8;2;1;5;5;954.522.118.245.178
846924;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;756.198.638.263.236
846924;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;756.198.638.263.236
846927;1;1;1;80;1;1;2;6;;2;;2;;;;;9;2;1;5;5;546.477.880.387.096
846927;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;546.477.880.387.096
846930;1;2;1;80;1;1;4;2;;2;;2;;;;;9;2;1;5;5;797.888.064.068.007
846930;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;797.888.064.068.007
846932;1;1;1;80;1;1;3;4;;3;;2;;;;;10;2;1;5;5;929.424.681.297.202
846932;1;2;1;80;1;1;4;4;;3;;2;;;;;11;2;1;5;5;929.424.681.297.202
846933;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;753.921.416.968.718
846933;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;753.921.416.968.718
846937;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;77.041.169.427.449
846937;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;77.041.169.427.449
846939;1;1;1;80;1;1;2;3;;2;;2;;;;;4;2;1;5;5;106.498.079.905.172
846941;1;1;1;80;1;1;3;6;;2;;2;;;;;4;2;1;5;5;805.930.525.587.116
846943;1;1;1;80;1;1;1;4;;3;;2;;;;;4;2;1;5;5;981.227.015.461.607
846945;1;1;1;80;1;1;1;6;;2;;2;;;;;9;2;1;5;5;750.040.768.651.109
846945;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;750.040.768.651.109
846947;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;670.700.959.144.594
846947;1;4;1;80;1;1;4;3;;2;;2;;;;;4;2;1;5;5;670.700.959.144.594
846947;1;5;1;80;1;1;1;3;;2;;1;12000;;;;9;2;1;5;5;670.700.959.144.594
846949;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;5;5;102.050.274.704.284
