DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S2;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S2A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;CLASE;FT;DPTO;AREA;fex_c_2011
855571;1;4;1;90;;2;;1;2;1;2;2;2;2;2;2;;;5;;14;;;;;;;1;1;47;47;396.100.491.201.898
855571;1;7;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;14;;;;;;;1;1;47;47;396.100.491.201.898
855571;1;8;1;90;;2;;1;2;1;2;2;2;2;2;2;;;28;;42;;;;;;;1;1;47;47;396.100.491.201.898
855573;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;16;;;;;;;;;1;1;47;47;110.620.128.793.227
855573;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;1;1;47;47;110.620.128.793.227
855576;1;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;14;;;;;;;1;1;47;47;17.108.727.727.964
855576;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;21;;;;;;;1;1;47;47;17.108.727.727.964
855577;1;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;14;;;;;;;1;1;47;47;204.798.508.364.086
855577;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;35;;;;;;;1;1;47;47;204.798.508.364.086
855577;1;6;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;1;1;47;47;204.798.508.364.086
855579;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;47;47;163.567.849.632.328
855579;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;1;1;47;47;163.567.849.632.328
855580;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;125.300.638.146.029
855580;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;21;;;;;;;1;1;47;47;125.300.638.146.029
855580;1;3;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;7;;;;;;;1;1;47;47;125.300.638.146.029
855580;1;4;1;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;35;;;;;;;1;1;47;47;125.300.638.146.029
855580;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;125.300.638.146.029
855580;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;125.300.638.146.029
855580;1;8;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;7;;;;;;;1;1;47;47;125.300.638.146.029
855580;1;9;1;90;;2;;1;2;1;2;2;2;2;2;2;;;7;;35;;;;;;;1;1;47;47;125.300.638.146.029
855580;1;10;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;125.300.638.146.029
855580;1;11;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;125.300.638.146.029
855582;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;47;47;114.933.324.220.302
855582;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;28;;;;;;;1;1;47;47;114.933.324.220.302
855584;1;1;1;90;;2;;2;2;2;2;2;1;2;2;1;;;;;;;;3;;;6;1;1;47;47;671.945.286.565.816
855584;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;63;;;;;;;;;1;1;47;47;671.945.286.565.816
855586;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;1;1;47;47;870.770.745.917.042
855586;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;870.770.745.917.042
855589;1;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;14;;;;;;;1;1;47;47;152.128.933.352.387
855589;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;35;;;;;;;1;1;47;47;152.128.933.352.387
855590;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;163.627.084.346.658
855590;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;35;;;;;;;1;1;47;47;163.627.084.346.658
855590;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;1;1;47;47;163.627.084.346.658
855593;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;7;;21;;;;;;;1;1;47;47;143.002.244.871.012
855593;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;35;;;;;;;1;1;47;47;143.002.244.871.012
855593;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;47;47;143.002.244.871.012
855595;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;14;;;;;;;1;1;47;47;128.972.818.018.305
855595;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;49;;35;;;;;;;1;1;47;47;128.972.818.018.305
855595;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;1;1;47;47;128.972.818.018.305
855595;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;47;47;128.972.818.018.305
855596;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;1;1;47;47;128.300.770.118.121
855596;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;47;47;128.300.770.118.121
855596;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;1;1;47;47;128.300.770.118.121
855598;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;1;1;47;47;671.945.286.565.816
855598;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;671.945.286.565.816
855598;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;1;1;47;47;671.945.286.565.816
855598;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;1;1;47;47;671.945.286.565.816
855599;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;14;;;;;;;1;1;47;47;701.555.258.188.959
855599;1;2;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;21;;;;;;;1;1;47;47;701.555.258.188.959
855599;1;3;1;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;35;;;;;;;1;1;47;47;701.555.258.188.959
855601;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;47;47;128.300.770.118.121
855601;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;1;1;47;47;128.300.770.118.121
855601;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;128.300.770.118.121
855603;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;104.479.570.089.196
855603;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;47;47;104.479.570.089.196
855603;1;3;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;14;;;;;;;1;1;47;47;104.479.570.089.196
855603;1;5;1;90;;2;;1;2;2;2;2;1;2;2;2;;;7;;;;;10;;;;1;1;47;47;104.479.570.089.196
855604;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;137.192.103.503.371
855604;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;1;1;47;47;137.192.103.503.371
855604;1;3;1;90;;2;;1;2;2;2;2;1;2;2;2;;;7;;;;;5;;;;1;1;47;47;137.192.103.503.371
855604;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;137.192.103.503.371
855604;1;5;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;47;47;137.192.103.503.371
855606;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;671.945.286.565.816
855606;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;1;1;47;47;671.945.286.565.816
855606;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;47;47;671.945.286.565.816
855606;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;671.945.286.565.816
855606;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;671.945.286.565.816
855607;1;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;7;;;;;;;1;1;47;47;152.128.933.352.387
855607;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;35;;;;;;;1;1;47;47;152.128.933.352.387
855609;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;1;1;47;47;991.219.777.989.558
855610;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;14;;;;;;;1;1;47;47;142.002.688.096.054
855610;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;28;;;;;;;1;1;47;47;142.002.688.096.054
855610;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;142.002.688.096.054
855612;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;671.945.286.565.816
855612;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;1;1;47;47;671.945.286.565.816
855612;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;1;1;47;47;671.945.286.565.816
855613;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;103.369.698.420.741
855613;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;47;47;103.369.698.420.741
855613;1;3;1;90;;2;;2;2;2;2;2;1;2;2;2;;;;;;;;8;;;;1;1;47;47;103.369.698.420.741
855614;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;1.292.696.252.307
855614;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;47;47;1.292.696.252.307
855614;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;1.292.696.252.307
855614;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;1.292.696.252.307
855614;1;5;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;1;1;47;47;1.292.696.252.307
855616;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;109.123.182.852.661
855616;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;1;1;47;47;109.123.182.852.661
855616;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;1;1;47;47;109.123.182.852.661
855616;1;4;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;14;;;;;;;1;1;47;47;109.123.182.852.661
855617;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;21;;;;;;;1;1;47;47;88.835.723.918.747
855617;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;35;;;;;;;1;1;47;47;88.835.723.918.747
855617;1;4;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;14;;;;;;;1;1;47;47;88.835.723.918.747
855617;1;5;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;1;1;47;47;88.835.723.918.747
855619;1;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;10;;;;;;;1;1;47;47;124.322.046.771.161
855619;1;2;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;14;;;;;;;1;1;47;47;124.322.046.771.161
855620;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;105.976.516.029.762
855620;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;1;1;47;47;105.976.516.029.762
855623;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;1;1;47;47;123.657.157.354.655
855623;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;1;1;47;47;123.657.157.354.655
855623;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;123.657.157.354.655
855624;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;1;1;47;47;916.617.848.659.746
855624;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;1;1;47;47;916.617.848.659.746
855626;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;965.151.601.899.347
855626;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;1;1;47;47;965.151.601.899.347
855627;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;870.770.745.917.042
855627;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;1;1;47;47;870.770.745.917.042
855629;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;1;1;47;47;671.945.286.565.816
855629;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;1;1;47;47;671.945.286.565.816
855630;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;114.195.801.514.828
855630;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;1;1;47;47;114.195.801.514.828
855630;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;114.195.801.514.828
855631;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;1;1;47;47;870.770.745.917.042
855631;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;870.770.745.917.042
855633;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;131.876.442.839.721
855633;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;1;1;47;47;131.876.442.839.721
855633;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;1;1;47;47;131.876.442.839.721
855633;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;1;1;47;47;131.876.442.839.721
855634;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;152.128.933.352.387
855634;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;30;;;;;;;1;1;47;47;152.128.933.352.387
855636;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;776.157.187.518.771
855636;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;1;1;47;47;776.157.187.518.771
855638;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;47;47;75.008.901.142.856
855638;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;1;1;47;47;75.008.901.142.856
855638;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;1;1;47;47;75.008.901.142.856
855640;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;1;1;47;47;122.118.279.787.499
855640;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;1;1;47;47;122.118.279.787.499
855640;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;47;47;122.118.279.787.499
855641;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;1;1;47;47;776.157.187.518.771
855641;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;776.157.187.518.771
855643;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;114.195.801.514.828
855643;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;1;1;47;47;114.195.801.514.828
855643;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;114.195.801.514.828
855644;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;3;;6;;;;;;;1;1;47;47;189.724.684.648.214
855647;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;159.310.980.457.967
855647;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;30;;;;;;;1;1;47;47;159.310.980.457.967
855649;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;1;1;47;47;124.322.046.771.161
855649;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;25;;15;;;;;;;1;1;47;47;124.322.046.771.161
855651;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;1;1;47;47;131.782.239.704.142
855652;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;1;1;47;47;323.835.596.133.975
855653;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;322.110.470.317.771
855653;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;1;1;47;47;322.110.470.317.771
855653;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;2;;;;;;;;;1;1;47;47;322.110.470.317.771
855653;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;2;;;;;;;;;1;1;47;47;322.110.470.317.771
855653;1;5;1;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;1;1;47;47;322.110.470.317.771
855653;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;322.110.470.317.771
855655;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;3;;5;;;;;;;1;1;47;47;204.000.740.922.825
855655;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;28;;30;;;;;;;1;1;47;47;204.000.740.922.825
855655;2;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;1;1;47;47;204.000.740.922.825
855655;2;2;2;90;;2;;1;2;1;2;2;2;2;2;2;;;3;;6;;;;;;;1;1;47;47;204.000.740.922.825
855655;2;4;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;204.000.740.922.825
855657;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;911.150.326.529.945
855657;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;1;1;47;47;911.150.326.529.945
855657;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;1;1;47;47;911.150.326.529.945
855657;1;4;1;90;;2;;1;2;1;2;2;2;2;2;2;;;6;;10;;;;;;;1;1;47;47;911.150.326.529.945
855659;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;1;1;47;47;815.355.396.096.416
855659;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;47;47;815.355.396.096.416
855659;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;47;47;815.355.396.096.416
855660;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;227.342.261.275.228
855660;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;25;;10;;;;;;;1;1;47;47;227.342.261.275.228
855660;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;227.342.261.275.228
855660;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;227.342.261.275.228
855660;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;227.342.261.275.228
855660;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;227.342.261.275.228
855660;1;7;1;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;30;;;;;;;1;1;47;47;227.342.261.275.228
855660;1;9;1;90;;2;;1;2;1;2;2;2;2;2;2;;;3;;10;;;;;;;1;1;47;47;227.342.261.275.228
855660;1;11;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;227.342.261.275.228
855660;1;12;1;90;;2;;1;2;2;2;2;2;2;2;2;;;2;;;;;;;;;1;1;47;47;227.342.261.275.228
855662;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;332.986.055.127.092
855662;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;25;;25;;;;;;;1;1;47;47;332.986.055.127.092
855663;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;17.699.162.178.286
855663;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;17.699.162.178.286
855663;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;17.699.162.178.286
855665;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;1;1;47;47;116.802.619.123.849
855665;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;116.802.619.123.849
855667;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;1;1;47;47;141.243.595.543.969
855668;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;47;47;149.557.084.164.614
855668;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;149.557.084.164.614
855668;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;149.557.084.164.614
855668;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;149.557.084.164.614
855668;1;5;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;1;1;47;47;149.557.084.164.614
855670;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;1;1;47;47;103.369.698.420.741
855670;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;1;1;47;47;103.369.698.420.741
855670;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;1;1;47;47;103.369.698.420.741
855673;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;171.181.480.415.219
855673;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;35;;15;;;;;;;1;1;47;47;171.181.480.415.219
855673;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;1;1;47;47;171.181.480.415.219
855673;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;1;1;47;47;171.181.480.415.219
855673;1;5;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;47;47;171.181.480.415.219
855674;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;159.032.834.630.565
855674;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;15;;25;;;;;;;1;1;47;47;159.032.834.630.565
855674;1;6;1;90;;2;;1;2;2;2;2;2;2;2;2;;;24;;;;;;;;;1;1;47;47;159.032.834.630.565
855676;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;2;;;;;;;;;1;1;47;47;153.500.839.090.326
855676;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;1;1;47;47;153.500.839.090.326
855676;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;2;;;;;;;;;1;1;47;47;153.500.839.090.326
855676;1;4;1;90;;2;;1;2;1;2;2;2;2;2;2;;;15;;30;;;;;;;1;1;47;47;153.500.839.090.326
855677;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;870.770.745.917.042
855677;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;1;1;47;47;870.770.745.917.042
855679;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;998.882.288.347.191
855679;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;35;;10;;;;;;;1;1;47;47;998.882.288.347.191
855679;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;1;1;47;47;998.882.288.347.191
855679;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;1;1;47;47;998.882.288.347.191
855679;1;5;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;47;47;998.882.288.347.191
855680;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;870.770.745.917.042
855680;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;1;1;47;47;870.770.745.917.042
855683;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;123.716.392.068.986
855683;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;30;;;;;;;1;1;47;47;123.716.392.068.986
855683;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;123.716.392.068.986
855683;1;6;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;47;47;123.716.392.068.986
855685;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;1;1;47;47;135.820.197.765.432
855685;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;3;;6;;;;;;;1;1;47;47;135.820.197.765.432
855685;1;3;1;90;;2;;1;2;1;2;2;2;2;2;2;;;15;;20;;;;;;;1;1;47;47;135.820.197.765.432
855686;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;3;;3;;;;;;;1;1;47;47;187.117.867.039.193
855686;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;20;;;;;;;1;1;47;47;187.117.867.039.193
855689;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;1;1;47;47;123.657.157.354.655
855689;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;1;1;47;47;123.657.157.354.655
855689;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;123.657.157.354.655
855691;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;1;1;47;47;671.945.286.565.816
855691;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;1;1;47;47;671.945.286.565.816
855691;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;47;47;671.945.286.565.816
855691;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;1;1;47;47;671.945.286.565.816
