Directorio;Secuencia_p;Orden;Hogar;Regis;P7480;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Fex_c_2011;Clase;Mes;Dpto;Area
3053977;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;80,4280932974061;1;10;15;15
3053977;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;80,4280932974061;1;10;15;15
3053978;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;96,9834833481258;1;10;15;15
3053978;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;96,9834833481258;1;10;15;15
3053978;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;96,9834833481258;1;10;15;15
3053979;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;106,11867456955;1;10;15;15
3053980;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;69,0527025141151;1;10;15;15
3053980;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;69,0527025141151;1;10;15;15
3053980;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;69,0527025141151;1;10;15;15
3053980;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;69,0527025141151;1;10;15;15
3053980;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;69,0527025141151;1;10;15;15
3053981;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;28; ; ; ; ; ; ;157,049839706002;1;10;17;17
3053982;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;35; ; ; ; ; ; ;162,566031854202;1;10;17;17
3053983;1;1;1;90; ;2;2;2;2;1;2;1;2;2;2; ; ; ; ;7; ;4; ; ; ;144,675222602748;1;10;17;17
3053983;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;35; ; ;35; ; ; ; ; ;144,675222602748;1;10;17;17
3053984;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;190,747699736517;1;10;17;17
3053984;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;190,747699736517;1;10;17;17
3053985;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;134,582579708123;1;10;17;17
3053985;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;134,582579708123;1;10;17;17
3053986;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;162,566031854202;1;10;17;17
3053987;1;1;1;90; ;2;1;2;2;2;2;2;2;1;2; ;1; ; ; ; ; ; ;6; ;175,64794596182;1;10;17;17
3053987;1;2;1;90; ;2;1;2;2;2;2;2;2;1;2; ;2; ; ; ; ; ; ;6; ;175,64794596182;1;10;17;17
3053988;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;185,231507588316;1;10;17;17
3053988;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;185,231507588316;1;10;17;17
3053989;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ;144,675222602748;1;10;17;17
3053989;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;144,675222602748;1;10;17;17
3053990;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;199,633580090721;1;10;17;17
3053990;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;14; ; ; ; ; ; ;199,633580090721;1;10;17;17
3053991;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;157,049839706002;1;10;17;17
3053992;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;104,858540126219;1;10;17;17
3053992;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;104,858540126219;1;10;17;17
3053992;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;104,858540126219;1;10;17;17
3053992;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;104,858540126219;1;10;17;17
3053993;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;149,345398876822;1;10;17;17
3053994;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;148,29493083589;1;10;17;17
3053995;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;35; ; ; ; ; ; ;145,216609375551;1;10;17;17
3053995;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;145,216609375551;1;10;17;17
3053997;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;172,856890485063;1;10;17;17
3053997;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;172,856890485063;1;10;17;17
3053997;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;172,856890485063;1;10;17;17
3053998;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;129,575468828051;1;10;17;17
3053998;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;129,575468828051;1;10;17;17
3053999;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;144,675222602748;1;10;17;17
3053999;1;2;1;90; ;2;1;2;2;2;1;2;2;2;2; ;42; ; ; ;8; ; ; ; ;144,675222602748;1;10;17;17
3054001;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;4; ;28; ; ; ; ; ; ;194,815069214813;1;10;17;17
3054001;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;21; ; ; ; ; ; ;194,815069214813;1;10;17;17
3054002;1;1;1;90; ;2;1;1;2;2;2;2;2;2;2; ;28;5; ; ; ; ; ; ; ;144,675222602748;1;10;17;17
3054002;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;144,675222602748;1;10;17;17
3054003;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;91,974841754837;1;10;17;17
3054003;1;2;1;90; ;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;3;91,974841754837;1;10;17;17
3054003;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;91,974841754837;1;10;17;17
3054003;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;91,974841754837;1;10;17;17
3054003;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;91,974841754837;1;10;17;17
3054004;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;144,675222602748;1;10;17;17
3054004;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;144,675222602748;1;10;17;17
3054006;1;1;1;90; ;2;1;1;1;2;2;2;2;2;2; ;8;8;8; ; ; ; ; ; ;139,097786929537;1;10;17;17
3054006;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;139,097786929537;1;10;17;17
3054006;1;3;1;90; ;2;2;1;2;2;2;1;2;2;2; ; ;8; ; ; ;5; ; ; ;139,097786929537;1;10;17;17
3054006;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;139,097786929537;1;10;17;17
3054006;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;139,097786929537;1;10;17;17
3054007;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;143,287819955818;1;10;17;17
3054008;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;8; ;48; ; ; ; ; ; ;172,280564964791;1;10;17;17
3054009;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;139,097786929537;1;10;17;17
3054009;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;28; ; ;21; ; ; ; ; ;139,097786929537;1;10;17;17
3054009;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;139,097786929537;1;10;17;17
3054009;1;4;1;90; ;2;1;2;2;1;2;2;2;2;2; ;21; ; ;21; ; ; ; ; ;139,097786929537;1;10;17;17
3054009;1;5;1;90; ;2;1;2;2;1;2;1;2;2;2; ;14; ; ;14; ;10; ; ; ;139,097786929537;1;10;17;17
3054010;1;1;1;90; ;2;2;2;2;2;2;2;1;2;2; ; ; ; ; ; ; ;48; ; ;129,575468828051;1;10;17;17
3054010;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;129,575468828051;1;10;17;17
3054011;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;2514,91775720353;1;10;11;11
3054012;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;12; ; ; ; ; ; ;54,4368986734521;1;10;18;18
3054013;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;12; ; ; ; ; ; ;64,5205472624257;1;10;18;18
3054014;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;79,0875446875943;1;10;18;18
3054014;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;56; ; ; ; ; ; ; ; ;79,0875446875943;1;10;18;18
3054014;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;79,0875446875943;1;10;18;18
3054014;1;4;1;90; ;2;1;2;2;2;2;1;2;2;2; ;7; ; ; ; ;8; ; ; ;79,0875446875943;1;10;18;18
3054015;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;59,3252071502017;1;10;18;18
3054016;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;83,0388730934688;1;10;18;18
3054016;1;2;1;90; ;2;1;1;2;2;2;2;2;2;2; ;21;20; ; ; ; ; ; ; ;83,0388730934688;1;10;18;18
3054016;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;83,0388730934688;1;10;18;18
3054017;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;64,202306710823;1;10;18;18
3054018;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;88,2342132056928;1;10;18;18
3054018;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;28; ; ; ; ; ; ;88,2342132056928;1;10;18;18
3054018;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;88,2342132056928;1;10;18;18
3054019;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;35; ; ; ; ; ; ;59,632238785676;1;10;18;18
3054020;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;90,7825396989422;1;10;18;18
3054020;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;32; ; ; ; ; ; ;90,7825396989422;1;10;18;18
3054020;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;15; ; ; ; ; ; ;90,7825396989422;1;10;18;18
3054021;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;15; ; ; ; ; ; ;56,8764998288172;1;10;18;18
3054021;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;10; ; ; ; ; ; ;56,8764998288172;1;10;18;18
3054022;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;80,9063035735779;1;10;18;18
3054022;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;30; ; ; ; ; ; ;80,9063035735779;1;10;18;18
3054023;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;64,202306710823;1;10;18;18
3054024;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;15; ; ; ; ; ; ;66,9601484177909;1;10;18;18
3054024;1;2;1;90; ;2;1;2;1;2;2;1;2;2;2; ;30; ;30; ; ;5; ; ; ;66,9601484177909;1;10;18;18
3054025;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;93,2312470203267;1;10;18;18
3054025;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;93,2312470203267;1;10;18;18
3054026;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;5; ; ; ; ; ; ;64,202306710823;1;10;18;18
3054027;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;88,3429385435771;1;10;18;18
3054027;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;21; ; ; ; ; ; ;88,3429385435771;1;10;18;18
3054028;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;80,0598980565109;1;10;18;18
3054028;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;80,0598980565109;1;10;18;18
3054028;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;80,0598980565109;1;10;18;18
3054029;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;75,4432479171941;1;10;18;18
3054029;1;2;1;90; ;2;1;2;1;2;2;2;2;1;2; ;20; ;70; ; ; ; ;2; ;75,4432479171941;1;10;18;18
3054029;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;30; ; ; ; ; ; ;75,4432479171941;1;10;18;18
3054029;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;75,4432479171941;1;10;18;18
3054029;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;8; ;5; ; ; ; ; ; ;75,4432479171941;1;10;18;18
3054030;1;1;1;90; ;2;1;2;1;2;2;2;1;2;2; ;12; ;15; ; ; ;6; ; ;80,9063035735779;1;10;18;18
3054030;1;2;1;90; ;2;1;2;1;2;2;1;2;2;1; ;24; ;30; ; ;2; ; ;4;80,9063035735779;1;10;18;18
3054031;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;20; ; ; ; ; ; ;55,6809103798016;1;10;18;18
3054031;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;3; ; ; ; ; ; ;55,6809103798016;1;10;18;18
3054032;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;57,8134798996924;1;10;18;18
3054032;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;57,8134798996924;1;10;18;18
3054032;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;57,8134798996924;1;10;18;18
3054034;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;24; ; ; ; ; ; ;492,131422261726;1;10;54;54
3054034;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;492,131422261726;1;10;54;54
3054034;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;492,131422261726;1;10;54;54
3054035;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;365,607702684469;1;10;54;54
3054035;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;365,607702684469;1;10;54;54
3054035;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;365,607702684469;1;10;54;54
3054036;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;294,683231178851;1;10;54;54
3054037;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;123,75187637109;1;10;63;63
3054038;1;1;1;90; ;2;1;2;2;2;2;1;2;2;2; ;15; ; ; ; ;5; ; ; ;105,295791100248;1;10;63;63
3054039;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;5; ;6; ; ; ; ; ; ;227,60019822405;1;10;63;63
3054039;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;38; ;20; ; ; ; ; ; ;227,60019822405;1;10;63;63
3054040;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;38; ; ; ; ; ; ; ; ;116,055684361449;1;10;63;63
3054040;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;35; ; ; ; ;8; ; ; ;116,055684361449;1;10;63;63
3054040;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;116,055684361449;1;10;63;63
3054041;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;119,60437767374;1;10;63;63
3054041;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;38; ; ;25; ; ; ; ; ;119,60437767374;1;10;63;63
3054042;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;149,552862219824;1;10;63;63
3054042;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;38; ; ; ; ; ; ; ; ;149,552862219824;1;10;63;63
3054042;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;149,552862219824;1;10;63;63
3054042;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;149,552862219824;1;10;63;63
3054043;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;120,253488179814;1;10;63;63
3054043;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;38; ; ; ; ; ; ; ; ;120,253488179814;1;10;63;63
3054043;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;120,253488179814;1;10;63;63
3054044;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;113,412009418335;1;10;63;63
3054044;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;38; ; ; ; ; ; ; ; ;113,412009418335;1;10;63;63
3054044;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;113,412009418335;1;10;63;63
3054045;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;141,723344769079;1;10;63;63
3054045;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;141,723344769079;1;10;63;63
3054046;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;153,078074076577;1;10;63;63
3054046;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;38; ; ; ; ; ; ; ; ;153,078074076577;1;10;63;63
3054046;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;153,078074076577;1;10;63;63
3054047;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;164,991621414423;1;10;63;63
3054047;2;1;2;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;164,991621414423;1;10;63;63
3054048;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;141,994459615384;1;10;63;63
3054048;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;141,994459615384;1;10;63;63
3054048;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;141,994459615384;1;10;63;63
3054048;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;141,994459615384;1;10;63;63
3054049;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;83,3257354670507;1;10;63;63
3054049;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;83,3257354670507;1;10;63;63
3054049;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;83,3257354670507;1;10;63;63
3054050;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;179,368021324803;1;10;63;63
3054050;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;179,368021324803;1;10;63;63
3054051;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;150,407575467986;1;10;63;63
3054051;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;150,407575467986;1;10;63;63
3054052;1;1;1;90; ;2;1;2;2;2;2;1;2;2;2; ;30; ; ; ; ;8; ; ; ;149,839563087167;1;10;63;63
3054052;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;149,839563087167;1;10;63;63
3054052;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;149,839563087167;1;10;63;63
3054052;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;149,839563087167;1;10;63;63
3054053;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;134,629888090194;1;10;63;63
3054053;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;134,629888090194;1;10;63;63
3054053;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;134,629888090194;1;10;63;63
3054054;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;116,055684361449;1;10;63;63
3054054;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;116,055684361449;1;10;63;63
3054054;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;116,055684361449;1;10;63;63
3054055;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;105,295791100248;1;10;63;63
3054056;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;138,67485050072;1;10;63;63
3054056;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;138,67485050072;1;10;63;63
3054057;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;113,412009418335;1;10;63;63
3054057;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;113,412009418335;1;10;63;63
3054057;1;3;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;4; ; ; ;113,412009418335;1;10;63;63
3054058;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;232,913623040583;1;10;66;66
3054058;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;232,913623040583;1;10;66;66
3054059;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;298,057058603827;1;10;66;66
3054059;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;298,057058603827;1;10;66;66
3054059;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;298,057058603827;1;10;66;66
3054060;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;242,914320141517;1;10;66;66
