Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3053974;1;2;1;70;1;5;30;4; ;2;40;1; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;10;15;114,947553473344;15
3053984;1;1;1;70;1;16;48;1; ;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;90;97;15;1;2;1581;10;17;190,747699736517;17
3053988;1;2;1;70;1;1;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;79; ; ;1;1; ;10;17;185,231507588316;17
3054014;1;2;1;70;1;4;42;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;10;18;79,0875446875943;18
3054014;1;3;1;70;1;4;42;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;10;18;79,0875446875943;18
3054021;1;1;1;70;1;36;40;1; ;2;48;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;2;9500;10;18;56,8764998288172;18
3054034;1;1;1;70;1;7;48;1; ;2;12;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;55;99;52;1;1;5221;10;54;492,131422261726;54
3054040;1;1;1;70;1;2;30;4; ;2;96;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;1;7493;10;63;116,055684361449;63
3054040;1;2;1;70;1;38;25;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;57; ; ;1;2; ;10;63;116,055684361449;63
3054044;1;1;1;70;1;4;50;4; ;2;4;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;93;93;45;1;1;4552;10;63;113,412009418335;63
3054066;1;1;1;70;1;40;48;1; ;2;52;1;|;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;61;01;1;2;0122;10;66;287,038281161499;66
3054066;1;2;1;70;1;12;48;1; ;2;12;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;43;50;1;1;5040;10;66;287,038281161499;66
3054071;1;2;1;70;1;8;70;2; ;2;36;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;53;55;1;1;5522;10;66;222,947047812966;66
3054085;1;1;1;70;1;4;56;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;1; ;10;73;213,890850793958;73
3054088;1;4;1;70;1;16;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;10;41;107,845695153321;41
3054089;1;3;1;70;1;96;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;10;41;149,01043648109;41
3054097;1;5;1;70;1;2;35;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;99; ; ;1;1; ;10;05;645,784941630562;05
3054103;1;1;1;70;1;12;48;1; ;2;12;1; ;3;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;95;36;1;1;3611;10;05;1247,24200874093;05
3054113;1;1;1;70;1;6;48;1; ;2;6;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;36;1;1;3699;10;05;1247,24200874093;05
3054132;1;2;1;70;1;43;40;1; ;2;52;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;80;19;1;2;1921;10;52;171,27353430035;52
3054143;1;2;1;70;1;13;48;1; ;2;13;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;59;55;1;1;5530;10;50;176,437897845826;50
3054150;1;2;1;70;1;12;50;4; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;10;50;152,971536261849;50
3054164;1;1;1;70;1;2;48;1; ;2;2;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;1200000;2;95;95;45;1;1;4559;10;17;154,258784229245;17
3054168;1;10;1;70;1;2;48;1; ;2;2;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;1;566700;2;95;83;27;1;1;2731;10;17;218,834334295218;17
3054189;1;3;1;70;1;20;30;1; ;2;20;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5529;10;17;145,923906379916;17
3054202;1;3;1;70;1;4;48;1; ;2;4;1; ;7;6; ; ; ; ; ; ; ; ; ;1; ;1;566700;2;38;33;52;1;1;5211;10;17;157,757136710366;17
3054215;1;2;1;70;1;84;24;4; ;2;84;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;2;1810;10;15;80,4280932974061;15
3054216;1;1;1;70;1;4;50;4; ;2;12;4; ;8;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;02;02;11;1;1;1110;10;15;108,699742635664;15
3054219;1;3;1;70;1;12;48;1; ;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;83;28;1;1;2811;10;15;80,2849549313614;15
3054224;1;1;1;70;1;25;40;3; ;2;25;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;10;15;84,8413290276461;15
3054231;1;4;1;70;1;8;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;1; ;10;15;81,7708011687119;15
3054231;1;5;1;70;1;24;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;10;15;81,7708011687119;15
3054232;1;2;1;70;1;52;40;1; ;2;24;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;45;52;1;2;5244;10;15;99,2037624129177;15
3054236;1;1;1;70;1;1;48;4; ;2;5;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;77;77;15;1;1;1551;10;18;101,873336726006;18
3054245;1;3;1;70;1;6;48;1; ;2;6;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;52;1;1;5221;10;18;101,862127809877;18
3054249;1;2;1;70;1;48;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;10;18;37,9542553191497;18
3054253;1;2;1;70;1;24;48;1; ;2;32;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;15;17;92;1;2;9213;10;18;67,3701318439895;18
3054276;1;1;1;70;1;192;48;1; ;2;196;1; ;6;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;10;66;279,144573488604;66
3054280;1;1;1;70;1;3;50;1; ;2;3;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;45;95;45;1;1;4521;10;66;233,82128067693;66
3054281;1;1;1;70;1;3;48;1; ;2;3;5; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;900000;2;50;51;55;1;1;5521;10;66;319,154284222898;66
3054285;1;3;1;70;1;3;48;1; ;2;10;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;75;1;1;7522;10;66;307,270329062444;66
3054286;1;3;1;70;1;16;48;1; ;2;12;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;92;1;2;9213;10;66;232,151173634378;66
3054286;1;8;1;70;1;4;48;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;566500;2;00;38;74;1;1;7499;10;66;232,151173634378;66
3054291;1;2;1;70;1;44;48;1; ;2;9;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5234;10;63;150,48867359324;63
3054292;1;3;1;70;1;40;48;1; ;2;42;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;75;1;2;7512;10;63;116,228077279129;63
3054292;1;5;1;70;1;12;48;1; ;2;12;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;74;1;1;7492;10;63;116,228077279129;63
3054296;1;4;1;70;1;12;50;1; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;84;50;1;1;5020;10;63;116,704794867523;63
3054299;1;1;1;70;1;8;48;1; ;2;8;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;95;1;1;9500;10;63;135,382065051532;63
3054300;1;4;1;70;1;4;48;1; ;2;46;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;39;80;1;1;8043;10;63;141,517742026991;63
3054303;1;2;1;70;1;36;48;1; ;2;42;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;52;1;2;5233;10;63;185,964833717577;63
