Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
2945937;1;4;3;1;1;1;1;1;3;1; ; ;70000000;400000; ;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;4;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;17;05;17;149,09429444869
2945938;1;5;2;1;1;1;1;1;3;1; ; ;90000000;500000; ;1;1;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;17;05;17;178,59326161452
2945939;1;4;3;1;1;1;1;1;3;2; ;400000;100000000;650000; ;1;1;1;1;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;3;2;2; ;5;1;1;1;4;1;1;1;1;1;3;2;1;01;17;05;17;240,879107932663
2945940;1;4;1;1;1;1;1;1;4;3; ; ; ; ;200000;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;2;4;3;1;2;1;1;1;3;2;1;01;17;05;17;176,989788365605
2945941;1;1;1;1;1;1;1;2;3;3; ; ; ; ;130000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;2;2; ;1;1;3;4;3;1;1;1;1;1;3;2;1;01;17;05;17;154,396591599285
2945942;1;1;1;1;2;1;1;6; ;3; ; ; ; ;130000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2; ;2;2; ;1;1;3;4;3;1;2;1;1;1;3;2;1;01;17;05;17;180,196065982599
2945944;1;6;3;1;1;1;1;1;3;1; ; ;100000000;700000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;2;2;1;3;2;2; ;4;1;1;1;6;1;1;1;1;1;3;3;1;01;11;05;11;2210,91850045946
2945945;1;4;3;1;1;1;1;1;3;3; ; ; ; ;700000;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;17;05;17;181,53830808937
2945946;1;6;2;1;1;1;1;1;3;1; ; ;350000000;800000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;3;2;2; ;3;1;1;1;4;1;1;1;1;1;3;2;1;01;17;05;17;169,885962511419
2945947;1;2;1;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;2;1;01;17;05;17;180,196065982599
2945949;1;7;2;1;1;1;1;1;3;2; ;1038000;145000000;600000; ;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;2;1;1;2;2;2; ;3;1;1;1;6;1;1;1;1;1;3;2;1;01;17;05;17;198,946232938242
2945950;1;6;1;1;1;1;1;1;3;3; ; ; ; ;650000;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;1;1;1;1;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;3;2;1;01;17;05;17;186,47798083851
2945951;1;6;1;1;1;1;1;1;3;1; ; ;130000000;500000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;3;2;1;01;17;05;17;180,196065982599
2945952;1;4;3;1;1;1;1;1;3;1; ; ;70000000;300000; ;1;1;1;2;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;3;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;17;05;17;178,1339750177
2945953;1;5;3;1;1;1;1;1;3;4; ; ; ;400000; ;1;1;1;2;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;3;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;17;05;17;146,175695035978
2945956;1;4;2;1;1;1;1;1;3;1; ; ;90000000;500000; ;1;1;1;1;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;05;17;167,303540438024
2945957;1;6;3;1;1;1;1;1;3;1; ; ;140000000;700000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;17;05;17;203,933449401014
2945958;1;3;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;05;17;150,697098816769
2945960;1;4;1;1;1;1;1;1;4;1; ; ;140000000;550000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;1;2;2; ;1;1;1;1;4;1;2;1;1;1;3;2;1;01;17;05;17;174,407366292209
2945961;1;4;3;1;1;1;1;1;3;2; ;350000;90000000;600000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;17;05;17;162,782136657233
2945966;1;4;1;1;1;1;1;1;3;2; ;570000;110000000;700000; ;1;1;1;1;1;1;1;2;1;1;2;2;1;2;1;1;1;1;1;2;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;4;3;1;01;76;05;76;959,988670594303
2945967;1;4;1;1;1;1;1;1;3;3; ; ; ; ;650000;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;4;3;1;01;76;05;76;1101,2802059114
2945968;1;4;1;1;1;1;1;1;3;3; ; ; ; ;500000;1;2;1;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;4;3;1;01;76;05;76;959,988670594303
2945969;1;3;1;1;1;1;1;1;3;3; ; ; ; ;700000;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;4;3;1;01;76;05;76;1101,2802059114
2945970;1;4;3;1;1;1;1;1;4;2; ;1500000;250000000;2500000; ;1;2;1;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;4;1;1;1;5;1;2;1;1;1;6;3;1;01;76;05;76;846,520874508233
2945971;1;5;1;1;1;1;1;1;3;2; ;1800000;1800000;600000000; ;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;6;3;1;01;76;05;76;873,962615523988
2945972;1;3;1;1;1;1;1;6; ;1; ; ;55000000;500000; ;2;2;1;2;1;1;2;2;1;1;2;2;1;2;1;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;4;3;1;01;76;05;76;1101,2802059114
2945973;1;3;1;1;1;1;1;6; ;1; ; ;70000000;450000; ;2;2;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;1;1;1;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;4;3;1;01;76;05;76;1101,2802059114
2945974;1;2;1;1;1;1;1;1;4;3; ; ; ; ;28000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;4;3;1;01;76;05;76;927,262058825059
2945988;1;2;1;3;1;1;7;3;4;5; ; ; ;180000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2; ;2;2; ;1;1;1;1;2;1;2;2;1;1;1;3;1;01;68;05;68;926,673039996306
2945989;1;3;2;3;1;1;1;1;3;3; ; ; ; ;230000;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2; ;5;1;1;1;2;1;1;2;1;1;1;3;1;01;68;05;68;953,490008054281
2945990;1;4;1;1;1;1;1;1;3;3; ; ; ; ;450000;1;2;1;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;3;3;1;01;68;05;68;430,477665931264
2945991;1;3;2;3;1;1;1;4;3;3; ; ; ; ;220000;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2; ;5;1;1;1;2;1;1;2;1;1;1;3;1;01;68;05;68;767,200592585604
2945992;1;4;3;3;1;1;7;1;3;5; ; ; ;220000; ;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;4;2;2; ;10;1;1;1;2;1;1;2;1;1;1;3;1;01;68;05;68;1131,52087840835
2946001;1;3;2;1;2;1;1;1;4;3; ; ; ; ;200000;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;4;1;1;1;4;1;2;1;1;1;2;3;1;01;52;05;52;208,454708615787
2946001;2;2;1;1;2;1;1;1;4;3; ; ; ; ;100000;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;2; ;2;2; ;3;2; ; ; ; ; ; ; ; ; ; ;1;01;52;05;52;208,454708615787
2946002;1;3;2;1;1;1;1;1;4;3; ; ; ; ;150000;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;1;1;2;2; ;2;1;1;1;4;1;2;1;1;1;2;3;1;01;52;05;52;187,540202221738
2946004;1;4;4;1;1;1;1;1;4;3; ; ; ; ;100000;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;4;2;2; ;8;1;1;1;2;1;2;1;1;1;1;3;1;01;52;05;52;296,907415709662
2946005;1;3;2;1;1;1;1;1;4;1; ; ;20000000;200000; ;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;11;1;1;1;2;1;2;1;1;1;1;3;1;01;52;05;52;268,044414550043
2946006;1;5;4;1;1;1;1;1;4;2; ;600000;90000000;250000; ;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;2;1;1;1;3;3;1;01;52;05;52;176,171780156222
2946007;1;4;3;1;1;1;1;1;4;4; ; ; ;200000; ;2;1;1;1;1;2;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;1;3;2;2; ;5;1;1;1;4;1;2;1;1;1;3;3;1;01;52;05;52;132,766219370617
2946008;1;2;2;1;2;1;1;2;4;4; ; ; ;100000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;2;1;4;1;2;1;2;1;1;1;3;3;1;01;52;05;52;132,101401525827
2946009;1;4;2;1;1;1;1;1;4;3; ; ; ; ;300000;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;1;1;4;1;2;1;4;1;2;1;1;1;3;3;1;01;52;05;52;200,838310206421
2946010;1;4;3;1;1;1;1;1;4;1; ; ;90000000;400000; ;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;1;1;2;1;1;4;2;2; ;5;1;1;1;4;1;2;1;1;1;3;3;1;01;52;05;52;189,417470871263
2946011;1;4;3;1;1;1;1;1;4;1; ; ;82000000;400000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;3;2;2; ;5;1;2;1;4;1;2;1;1;1;3;3;1;01;52;05;52;83,56704297373
2946012;1;5;3;1;1;1;1;1;4;1; ; ;140000000;600000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;2;2;2; ;4;1;1;1;4;1;2;1;1;1;3;3;1;01;52;05;52;175,333504661817
2946013;1;5;3;1;1;1;1;1;4;1; ; ;98;300000; ;1;2;1;1;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;6;1;1;1;4;1;2;1;1;1;2;3;1;01;52;05;52;129,310619875625
2946014;1;4;2;1;1;1;1;1;4;3; ; ; ; ;250000;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;1;3;2;2; ;4;1;2;1;2;1;2;1;1;1;2;3;1;01;52;05;52;172,649965775159
2946015;1;3;2;1;1;1;1;1;4;4; ; ; ;250000; ;1;2;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;1;2;1;2;2;2; ;4;1;2;1;4;1;2;1;1;1;2;3;1;01;52;05;52;236,426058297763
