Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;Dpto;Fex_c_2011
2950276;1;1;1;10;1;1;1;5;1953;59;1;2;1; ; ;1;4; ;2;2;2; ;3;1; ;2;1;05;63;727,063300720682
2950276;1;2;1;10;2;2;1;5;1959;52;2;2;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;05;63;727,063300720682
2950276;1;3;1;10;3;2;1;10;1989;22;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;05;63;727,063300720682
2950276;1;4;1;10;4;2;1;9;1991;20;3;6;2;1;2; ; ; ;2;1;2; ;5;11;2;2;11;05;63;727,063300720682
2950278;1;1;1;10;1;1;1;11;1954;57;1;3;1; ; ;1;4; ;2;1;2; ;3;2; ;2;2;05;63;1201,25088889447
2950278;1;2;1;10;2;2;1;5;1945;66;2;3;1; ; ;1;5; ;2;1;2; ;3;3; ;2;3;05;63;1201,25088889447
2950279;1;1;1;10;1;1;1;2;1957;55;1;2;1; ; ;3; ; ;2;1;2; ;1;0; ;2;0;05;63;1386,52599976881
2950280;1;1;1;10;1;1;1;4;1954;58;1;6;1; ; ;2;2;315000;2;1;2; ;6;5;4;2;16;05;63;1015,97577802012
2950280;1;2;1;10;2;2;1;6;1945;66;5;5;1; ; ;1;2;68000;2;1;2; ;5;11;2;2;11;05;63;1015,97577802012
2950280;1;3;1;10;3;2;1;12;1931;80;9;6;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;05;63;1015,97577802012
2950281;1;1;1;10;1;1;1;3;1950;62;1;3;1; ; ;1;1;54000;2;1;2; ;3;2; ;2;2;05;63;675,12313929738
2950281;1;2;1;10;2;2;1;11;1957;54;2;3;1; ; ;1;5; ;2;1;2; ;3;3; ;2;3;05;63;675,12313929738
2950281;1;3;1;10;3;2;1;3;1964;48;9;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;05;63;675,12313929738
2950281;1;4;1;10;4;1;1;3;1967;45;9;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;05;63;675,12313929738
2950283;1;1;1;10;1;2;1;2;1943;69;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;05;63;779,762328705608
2950283;1;2;1;10;2;1;1;5;1946;65;2;3;1; ; ;3; ; ;2;1;2; ;1;0; ;2;0;05;63;779,762328705608
2950283;1;3;1;10;3;2;1;1;1974;38;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;05;63;779,762328705608
2950283;1;4;1;10;4;2;1;9;1997;14;4;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;05;63;779,762328705608
2950283;1;5;1;10;3;2;1;2;2012;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;05;63;779,762328705608
2950296;1;1;1;10;1;1;1;4;1957;55;1;3;1; ; ;1;3;70200;2;1;2; ;4;6; ;2;6;05;63;918,830933693623
2950296;1;2;1;10;2;2;1;2;1958;54;2;3;1; ; ;1;5; ;2;1;2; ;6;6;4;2;17;05;63;918,830933693623
2950298;1;1;1;10;1;2;1;10;1952;59;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;05;63;1201,25088889447
2950298;1;2;1;10;2;1;1;2;1943;69;2;2;2;2; ; ; ; ;2;1;2; ;3;4; ;2;4;05;63;1201,25088889447
2950299;1;1;1;10;1;2;1;11;1977;34;1;4;1; ; ;1;4; ;2;1;2; ;4;6; ;2;6;05;63;1385,54951277955
2950299;1;2;1;10;2;1;1;12;1996;15;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;2;5;05;63;1385,54951277955
2950299;1;3;1;10;3;1;1;10;1998;13;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;2;6;05;63;1385,54951277955
2950299;1;4;1;10;4;2;1;8;1974;37;9;2;1; ; ;1;4; ;2;1;2; ;3;3; ;2;3;05;63;1385,54951277955
2950299;1;5;1;10;5;2;1;6;1997;14;9;6;1; ; ;1;5; ;2;1;1;1;4;8; ;2;8;05;63;1385,54951277955
2950299;1;6;1;10;6;1;1;12;1968;43;9;6;1; ; ;1;4; ;2;2;2; ;1;0; ;2;0;05;63;1385,54951277955
2950299;1;7;1;10;7;1;1;2;1979;33;9;6;1; ; ;1;4; ;2;1;2; ;4;6; ;2;6;05;63;1385,54951277955
2950312;1;1;1;10;1;1;1;10;1984;27;1;3;1; ; ;1;1;23000;2;1;2; ;3;5; ;2;5;05;63;1701,44950394739
2950312;1;2;1;10;2;2;1;12;1989;22;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;05;63;1701,44950394739
2950312;1;3;1;10;2;1;1;6;2009;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;2; ;05;63;1701,44950394739
2950312;1;4;1;10;4;1;1;1;1963;49;5;3;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;05;63;1701,44950394739
2950313;1;1;1;10;1;1;1;12;1979;32;1;2;1; ; ;1;1;23000;2;1;2; ;4;8; ;2;8;05;63;1700,50993856009
