Directorio;Secuencia_p;Orden;Hogar;Regis;P7480;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Area;Fex_c_2011;Mes;Dpto
3074958;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;17;195,83418910548;11;17
3074959;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;35; ; ;3; ; ; ; ; ;17;183,857068055197;11;17
3074959;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;183,857068055197;11;17
3074959;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;183,857068055197;11;17
3074960;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;206,863813758786;11;17
3074960;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;30; ; ; ; ; ; ;17;206,863813758786;11;17
3074960;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;206,863813758786;11;17
3074961;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;195,83418910548;11;17
3074961;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;17;195,83418910548;11;17
3074962;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;66;294,932285959797;11;66
3074962;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;294,932285959797;11;66
3074962;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;294,932285959797;11;66
3074963;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;66;304,601043783113;11;66
3074964;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;66;258,190372552297;11;66
3074964;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;258,190372552297;11;66
3074964;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;66;258,190372552297;11;66
3074964;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;258,190372552297;11;66
3074965;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;251,988186145291;11;66
3074965;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;66;251,988186145291;11;66
3074965;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;251,988186145291;11;66
3074965;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;66;251,988186145291;11;66
3074965;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;66;251,988186145291;11;66
3074965;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;66;251,988186145291;11;66
3074966;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;275,169164454679;11;66
3074966;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;66;275,169164454679;11;66
3074966;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;66;275,169164454679;11;66
3074966;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;66;275,169164454679;11;66
3074967;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;66;352,931439663003;11;66
3074967;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;66;352,931439663003;11;66
3074967;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;66;352,931439663003;11;66
3074967;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;352,931439663003;11;66
3074967;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;66;352,931439663003;11;66
3074968;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;66;267,091483704984;11;66
3074968;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;66;267,091483704984;11;66
3074969;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;244,809366055672;11;66
3074969;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;66;244,809366055672;11;66
3074969;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;66;244,809366055672;11;66
3074969;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;244,809366055672;11;66
3074970;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;21; ; ; ; ; ; ;66;313,825832343516;11;66
3074970;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;35; ; ; ; ; ; ;66;313,825832343516;11;66
3074971;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;66;299,378692082086;11;66
3074972;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;66;281,188916739948;11;66
3074972;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;2; ; ; ; ;4; ; ; ;66;281,188916739948;11;66
3074973;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;66;291,918260363108;11;66
3074973;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;5; ; ; ; ; ; ;66;291,918260363108;11;66
3074973;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;66;291,918260363108;11;66
3074974;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;66;292,439597282952;11;66
3074974;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;66;292,439597282952;11;66
3074974;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;66;292,439597282952;11;66
3074975;1;1;1;90; ;2;1;2;2;2;2;2;2;2;1; ;18; ; ; ; ; ; ; ;7;66;263,063017026857;11;66
3074975;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;20; ; ;14; ; ; ; ; ;66;263,063017026857;11;66
3074975;1;3;1;90; ;2;1;1;2;2;2;2;2;2;2; ;18;15; ; ; ; ; ; ; ;66;263,063017026857;11;66
3074976;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;66;250,760327240718;11;66
3074976;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;2; ; ; ; ;6; ; ; ;66;250,760327240718;11;66
3074977;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;66;268,950102582856;11;66
3074978;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;66;369,680535571432;11;66
3074978;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;48; ; ; ; ; ; ; ; ;66;369,680535571432;11;66
3074978;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;66;369,680535571432;11;66
3074978;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;66;369,680535571432;11;66
3074979;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;299,378692082086;11;66
3074980;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;66;294,932285959797;11;66
3074980;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;66;294,932285959797;11;66
3074980;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;294,932285959797;11;66
3074981;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;66;281,252792368995;11;66
3074981;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;10; ; ; ; ; ; ;66;281,252792368995;11;66
3074982;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;355,401704910069;11;66
3074982;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;50; ; ; ; ; ; ;66;355,401704910069;11;66
3075055;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;73;273,51177821201;11;73
3075056;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;235,98303010516;11;73
3075056;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;73;235,98303010516;11;73
3075056;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;73;235,98303010516;11;73
3075057;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;249,906146144963;11;73
3075057;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;73;249,906146144963;11;73
3075058;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;73;197,467225543051;11;73
3075058;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;73;197,467225543051;11;73
3075059;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;20; ; ; ; ; ; ;73;188,386519757364;11;73
3075059;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;20; ; ; ; ; ; ;73;188,386519757364;11;73
3075059;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;25; ; ; ; ; ; ;73;188,386519757364;11;73
3075060;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;278,791371050075;11;73
3075060;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;25; ; ; ; ; ; ;73;278,791371050075;11;73
3075062;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;20; ; ; ; ; ; ;73;249,906146144963;11;73
3075062;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;15; ; ; ; ; ; ;73;249,906146144963;11;73
3075063;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;154,658884598137;11;73
3075063;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;25; ; ; ; ; ; ;73;154,658884598137;11;73
3075063;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;73;154,658884598137;11;73
3075064;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;230,703437267095;11;73
3075064;1;2;1;90; ;2;1;2;2;2;2;2;2;1;2; ;25; ; ; ; ; ; ;3; ;73;230,703437267095;11;73
3075065;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;73;178,755940100367;11;73
3075065;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;73;178,755940100367;11;73
3075066;1;1;1;90; ;1;2;2;2;2;2;2;1;2;2;8; ; ; ; ; ; ;4; ; ;73;250,067589628303;11;73
3075066;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;42; ;10; ; ; ; ; ; ;73;250,067589628303;11;73
3075066;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;73;250,067589628303;11;73
3075068;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;4;11; ;21; ; ; ; ; ; ;73;258,065500384101;11;73
3075068;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;73;258,065500384101;11;73
3075069;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;73;118,446744186052;11;73
3075069;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;73;118,446744186052;11;73
3075071;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;73;150,472525436812;11;73
3075071;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;48; ; ; ; ; ; ; ; ;73;150,472525436812;11;73
3075071;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;73;150,472525436812;11;73
3075072;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;73;194,08514742719;11;73
3075073;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;73;137,353690442473;11;73
3075073;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;73;137,353690442473;11;73
3075073;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;73;137,353690442473;11;73
3075074;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;20; ; ; ; ; ; ;73;258,226943867441;11;73
3075074;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;18; ; ; ; ; ; ;73;258,226943867441;11;73
3075074;1;4;1;90; ;2;1;1;2;2;2;2;2;2;2; ;3;3; ; ; ; ; ; ; ;73;258,226943867441;11;73
3075075;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;15; ; ; ; ; ; ;73;229,341718962329;11;73
3075075;1;2;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;10; ; ; ; ; ; ;73;229,341718962329;11;73
3075075;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;73;229,341718962329;11;73
3075076;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;14; ; ; ; ; ; ;73;213,449299788398;11;73
3075076;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;7; ; ; ; ;4; ; ; ;73;213,449299788398;11;73
3075077;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;73;224,939675466431;11;73
3075077;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;3; ;2; ; ; ; ; ; ;73;224,939675466431;11;73
3075077;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;73;224,939675466431;11;73
3075078;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;73;177,343165118634;11;73
3075078;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;73;177,343165118634;11;73
3075078;1;3;1;90; ;2;2;1;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ;73;177,343165118634;11;73
3075079;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;73;166,238915347585;11;73
3075079;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;73;166,238915347585;11;73
3075079;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;73;166,238915347585;11;73
3075080;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;209,610468139608;11;73
3075080;1;2;1;90; ;2;1;2;1;1;1;2;2;2;2; ;42; ;4;4;4; ; ; ; ;73;209,610468139608;11;73
3075080;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;73;209,610468139608;11;73
3075080;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;73;209,610468139608;11;73
3075081;1;1;1;90; ;2;1;2;2;2;1;2;2;2;2; ;2; ; ; ;2; ; ; ; ;73;118,446744186052;11;73
3075081;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;73;118,446744186052;11;73
3075081;1;3;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;32; ; ; ; ; ; ;73;118,446744186052;11;73
3075114;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;4; ;15; ; ; ; ; ; ;76;966,862274492828;11;76
3075114;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;40; ; ; ; ; ; ;76;966,862274492828;11;76
3075115;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;950,60670326231;11;76
3075115;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;20; ; ;35; ; ; ; ; ;76;950,60670326231;11;76
3075116;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;762,818090243085;11;76
3075117;1;1;1;90; ;2;1;2;1;2;2;2;2;2;1; ;10; ;34; ; ; ; ; ;2;76;1021,14856982303;11;76
3075118;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;76;809,37223360849;11;76
3075120;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;762,818090243085;11;76
3075121;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;76;728,591747902643;11;76
3075121;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;76;728,591747902643;11;76
3075121;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;24; ; ; ; ;6; ; ; ;76;728,591747902643;11;76
