Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3074928;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;17;229,066270567988
3074929;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;17;126,534343885556
3074929;1;2;1;80;17;1;4;1; ;2; ;2; ; ; ; ;2;2;1;11;17;126,534343885556
3074930;1;2;1;80;17;1;4;8; ;2; ;2; ; ; ; ;1;2;1;11;17;185,019008304178
3074930;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;185,019008304178
3074931;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;173,989383650872
3074933;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;104,361146219758
3074933;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;104,361146219758
3074935;1;2;1;80;17;1;1;9;CAMBIO DE CIUDAD DE RESIDENCIA;2; ;2; ; ; ;POR QUE HACE POCO ESTA EN LA CIUDAD;12;2;1;11;17;170,766790857966
3074936;1;1;1;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;17;172,827443401891
3074936;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;17;172,827443401891
3074937;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;206,863813758786
3074938;1;2;1;80;17;1;2;6; ;2; ;2; ; ; ; ;1;2;1;11;17;193,237332230681
3074939;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;177,393691979244
3074942;1;2;1;80;17;1;2;2; ;2; ;2; ; ; ; ;2;2;1;11;17;169,175368052741
3074942;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;169,175368052741
3074943;1;1;1;80;17;1;4;7; ;2; ;2; ; ; ; ;1;2;1;11;17;142,549870168776
3074943;1;2;1;80;17;1;3;7; ;2; ;2; ; ; ; ;4;2;1;11;17;142,549870168776
3074945;1;1;1;80;17;1;1;4; ;2; ;2; ; ;1; ;4;1;1;11;17;172,827443401891
3074945;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;172,827443401891
3074947;1;1;1;80;17;2; ; ; ;3; ;2; ;2; ;.; ; ;1;11;17;137,811735559639
3074947;1;2;1;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;17;137,811735559639
3074947;1;4;1;80;17;2; ; ; ;2; ;2; ;1;2; ;2; ;1;11;17;137,811735559639
3074948;1;1;1;80;17;1;4;4; ;2; ;2; ; ; ; ;11;2;1;11;17;174,468442893255
3074948;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;11;2;1;11;17;174,468442893255
3074950;1;2;1;80;17;1;4;3; ;1;4;2; ; ; ; ;9;2;1;11;17;204,266956883987
3074951;1;1;1;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;17;175,75269248788
3074953;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;10;2;1;11;17;185,498067546561
3074954;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;227,253385044841
3074955;1;1;1;80;17;1;2;8; ;2; ;2; ; ; ; ;9;2;1;11;17;209,818321988179
3074955;1;2;1;80;17;1;1;8; ;2; ;2; ; ; ;DESEA ESTUDIAR;12;2;1;11;17;209,818321988179
3074956;1;2;1;80;17;1;4;8; ;2; ;2; ; ;3; ;8;1;1;11;17;225,661962239616
3074956;1;3;1;80;17;2; ; ; ;2; ;2; ;1;3; ;2; ;1;11;17;225,661962239616
3074957;1;3;1;80;17;1;2;8; ;2; ;2; ; ; ; ;2;2;1;11;17;137,639849527856
3074958;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;17;195,83418910548
3074959;1;3;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;17;183,857068055197
3074960;1;1;1;80;17;1;3;5; ;3; ;2; ; ; ; ;4;2;1;11;17;206,863813758786
3074960;1;2;1;80;17;1;2;8; ;2; ;2; ; ; ; ;9;2;1;11;17;206,863813758786
3074960;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;206,863813758786
3074962;1;1;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;294,932285959797
3074964;1;1;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;258,190372552297
3074964;1;3;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;258,190372552297
3074965;1;1;1;80;66;1;4;4; ;3; ;2; ; ; ; ;4;2;1;11;66;251,988186145291
3074965;1;2;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;251,988186145291
3074965;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;251,988186145291
3074965;1;6;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;251,988186145291
3074966;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;275,169164454679
3074966;1;4;1;80;66;1;2;8; ;2; ;2; ; ; ; ;2;2;1;11;66;275,169164454679
3074967;1;5;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;352,931439663003
3074968;1;2;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;267,091483704984
3074969;1;1;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;244,809366055672
3074969;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;244,809366055672
3074969;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;244,809366055672
3074970;1;2;1;80;66;1;1;9;CAMBIO DE RESIDENCIA;2; ;2; ; ; ; ;9;2;1;11;66;313,825832343516
3074972;1;1;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;281,188916739948
3074974;1;2;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;292,439597282952
3074974;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;292,439597282952
3074978;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;369,680535571432
3074978;1;4;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;369,680535571432
3074980;1;1;1;80;66;1;4;5; ;3; ;2; ; ; ; ;8;2;1;11;66;294,932285959797
3074980;1;2;1;80;66;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;66;294,932285959797
3074981;1;1;1;80;66;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;66;281,252792368995
3074981;1;2;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;281,252792368995
3074982;1;2;1;80;66;1;2;6; ;2; ;2; ; ;2; ;9;1;1;11;66;355,401704910069
3075056;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;73;235,98303010516
3075060;1;2;1;80;73;1;2;6; ;2; ;2; ; ;1; ;9;1;1;11;73;278,791371050075
3075063;1;1;1;80;73;1;1;4; ;2; ;2; ; ; ; ;4;2;1;11;73;154,658884598137
3075069;1;1;1;80;73;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;73;118,446744186052
3075069;1;2;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;73;118,446744186052
3075071;1;2;1;80;73;1;4;7; ;2; ;2; ; ; ; ;1;2;1;11;73;150,472525436812
