DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;clase;DPTO;ORDEN;fex_c_2011
1125504;1;2;1;6; ;4;5;5;5;4; ; ; ;20000; ;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;1;2;2;2;2;1; ; ;01;2;13;1;2459,15836146736
1125505;1;2;1;6; ;4;9;5;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;1;2;2;2;2;1; ; ;01;2;13;1;1491,98567435026
1125507;1;2;1;6; ;4;4;5;5;1; ; ;1000000;50000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;1;2;2;2;2;9; ; ;01;2;13;1;3488,28770986362
1125508;1;2;1;6; ;4;4;5;5;4; ; ; ;20000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;1;2;2;2;2;1; ; ;01;2;13;1;2029,40505755198
1125509;1;3;2;6; ;4;4;5;5;4; ; ; ;20000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;2;2;2;1; ; ;01;2;13;1;2669,22152054687
1125510;1;2;1;6; ;4;4;5;5;1; ; ;200000;15000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;2;2;2;2;2; ; ; ;01;2;13;1;3262,52616859648
1125512;1;2;1;6; ;3;4;5;5;4; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;2;2;2;2;2; ; ; ;01;2;13;1;1505,03216493482
1125513;1;3;2;6; ;4;4;5;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2; ; ; ;01;2;13;1;3027,17790106613
1125514;1;2;1;2;1;1;9;5;5;1; ; ;2000000;30000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;1;2;1;2; ;01;2;13;1;3203,69796090588
1125515;1;2;1;2;1;1;9;4;4;3; ; ; ; ;20000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;2;1;2; ;01;2;13;1;2358,93000071397
1125517;1;2;1;2;1;1;9;2;4;1; ; ;3000000;20000; ;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1;5;1;1;2;2;1;2;9;2; ;01;2;13;1;1766,25474896426
1125550;1;2;1;6; ;4;4;5;5;1; ; ;6000000;30000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;1;1;2;2;2;2;1; ; ;01;2;13;1;1982,09526320109
1125551;1;3;2;6; ;4;5;1;5;1; ; ;8500000;30000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1; ; ;01;2;13;1;3783,23591384436
1125552;1;3;2;2;1;4;5;5;5;1; ; ;1200000;50000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;13;1;4200,42301634269
1125553;1;3;2;6; ;4;5;5;5;1; ; ;6000000;40000; ;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1; ; ;01;2;13;1;1808,15105126866
1125554;1;2;1;2;1;4;5;1;5;1; ; ;15000000;40000; ;2;2;1;2;2;2;2;2;1;2;1;1;2;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;1; ; ;01;2;13;1;3096,38571581611
1125555;1;3;2;2;1;4;4;5;5;1; ; ;20000000;100000; ;2;2;1;2;1;2;2;2;1;2;2;1;2;2;2;2;1;1;2;2;2;1;1;2;1;1;2;2;2;2;1; ; ;01;2;13;1;5636,87756603778
1125556;1;2;1;6; ;4;5;5;5;1; ; ;2000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;1; ; ;01;2;13;1;2926,26868655143
1125558;1;1;1;6; ;4;5;5;5;1; ; ;3000000;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2; ; ; ;01;2;13;1;3146,28461881314
1125559;1;2;1;6; ;4;5;5;5;1; ; ;6000000;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;2;2;2;2;2; ; ; ;01;2;13;1;2097,53883357883
1125560;1;3;2;2;1;4;8;5;5;1; ; ;3000000;40000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;2;1;3; ;01;2;13;1;2907,25296906129
1125561;1;3;2;2;1;1;9;1;4;1; ; ;6000000;60000; ;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;13;1;1329,51570574458
1125562;1;2;1;6; ;1;9;5;5;1; ; ;1500000;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;1;2;1;3; ;01;2;13;1;3746,67383994615
1125595;1;3;2;6; ;3;4;5;5;1; ; ;8000000;50000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;1; ; ;01;2;13;1;1491,98567435026
1125596;1;3;2;4;1;3;4;5;5;4; ; ; ;80000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;2;2;2;1; ; ;01;2;13;1;1491,98567435026
1125597;1;2;1;6; ;3;4;5;5;4; ; ; ;40; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;1;2;2;2;2;1; ; ;01;2;13;1;3070,82454804774
1125598;1;3;2;6; ;3;5;5;5;4; ; ; ;50000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;2;2;2;1; ; ;01;2;13;1;2597,42459715075
1125599;1;2;2;6; ;3;5;5;5;5; ; ; ;50000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;13;1;3046,61347832005
1125600;1;2;1;6; ;4;4;5;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;1;2;1;2;1;1;5;1;1;2;2;2;2;1; ; ;01;2;13;1;2553,77795016913
1125601;1;2;2;6; ;4;5;5;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2;2;2;2;2;2; ; ; ;01;2;13;1;5661,36469508301
1125603;1;2;1;6; ;3;5;5;5;4; ; ; ;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;2;2;2;2;2; ; ; ;01;2;13;1;1491,98567435026
1125604;1;3;2;6; ;3;4;5;5;5; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;1;2;2;2;2;2; ; ; ;01;2;13;1;2589,93426711373
1125605;1;3;2;2;1;1;8;1;4;1; ; ;15000000;100000; ;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;1;2;1;1; ;01;2;13;1;1766,25474896426
1125606;1;3;2;2;1;1;9;1;4;1; ; ;20000000;100000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;1;2;1;2; ;01;2;13;1;3245,85594922064
1125607;1;3;2;2;1;1;9;5;5;1; ; ;10000000;80000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;5;1;1;2;2;1;2;1;1; ;01;2;13;1;2739,69096918807
1125659;1;4;3;2;1;4;1;1;5;1; ; ;35000000;80000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;4;1;2;2;2;1;2; ;2;01;2;15;1;1261,50029129135
1125660;1;3;3;2;1;4;1;1;5;1; ; ;25000000;50000; ;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;1;1;2;2;2;1;2; ;2;01;2;15;1;1787,30369438825
1125661;1;4;2;2;1;4;1;1;5;1; ; ;99;99; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;2; ;2;01;2;15;1;2599,64364910071
1125662;1;5;1;2;1;4;1;1;4;4; ; ; ;99; ;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;2; ;2;01;2;15;1;1897,46829328803
1125663;1;4;4;2;1;4;1;1;5;1; ; ;30000000;80000; ;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;3;2;1;2;2;2;1;2; ;2;01;2;15;1;2613,34638085743
1125664;1;5;4;2;1;4;1;1;5;1; ; ;35000000;99; ;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;2; ;2;01;2;15;1;1131,79329500852
1125665;1;3;1;6; ;4;1;1;5;4; ; ; ;50000; ;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;1;2; ;2;01;2;15;1;1241,52106848471
1125666;1;4;4;2;1;4;1;1;4;1; ; ;100000000;99; ;2;1;1;1;1;1;2;2;2;1;2;2;1;1;1;1;1;1;1;2;2;1;1;1;4;1;2;2;2;1;2; ;2;01;2;15;1;1498,75408154737
1125674;1;4;1;2;1;4;2;1;5;1; ; ;99;99; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2; ; ; ;01;2;15;1;2432,16779293007
1125675;1;5;3;2;1;4;1;1;4;4; ; ; ;100000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;2; ;1;01;2;15;1;1762,41399234421
1125676;1;2;2;6; ;4;1;1;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;3;2;2;2;2;1; ; ;1;01;2;15;1;1389,01770184871
1125677;1;1;1;6; ;4;2;1;5;1; ; ;1000000;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;2;2;2;2;2; ; ; ;01;2;15;1;2432,16779293007
1125690;1;2;2;6; ;4;2;1;5;1; ; ;99;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;2;2;2;2;2; ; ; ;01;2;15;1;2445,87052468679
1125691;1;3;2;6; ;4;2;1;5;1; ; ;30000;99; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;2;2;2;2;2; ; ; ;01;2;15;1;2445,87052468679
