DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;AREA;fex_c_2011
1118796;1;1;1;70;1;18;48;1; ;2;8;1; ;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;97;95;45;1;2;4521;05;05;1067,58776232373
1118799;1;1;1;70;1;10;48;4; ;2;16;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;1;7493;05;05;592,417165513261
1118799;1;2;1;70;1;32;48;1; ;2;104;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;05;05;592,417165513261
1118806;1;3;1;70;1;18;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;05;05;443,439398222656
1118806;1;9;1;70;1;12;48;1; ;2;12;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;58;75;1;1;7522;05;05;443,439398222656
1118806;1;15;1;70;1;20;48;1; ;2;3;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;50000;2;45;54;95;1;2;9500;05;05;443,439398222656
1118812;1;2;1;70;1;4;48;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;40;1;1;4020;05;05;1025,70812640413
1118817;1;1;1;70;1;28;48;1; ;2;52;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;05;05;689,492696520442
1118817;2;2;2;70;1;208;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;05;05;689,492696520442
1118822;1;2;1;70;1;8;48;1; ;2;68;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;32;51;1;1;5139;05;05;949,105329971187
1118823;1;2;1;70;1;18;48;4; ;2;18;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;99;99;50;1;2;5020;05;05;630,662778936484
1118823;1;4;1;70;1;8;48;4; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;40000;2;97;45;51;1;1;5125;05;05;630,662778936484
1118827;1;2;1;70;1;12;48;1; ;2;18;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;54;95;1;1;9500;05;05;810,989809140363
1118831;1;4;1;70;1;52;48;1; ;2;54;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;97;15;1;2;1511;05;05;820,586144386154
1118834;1;1;1;70;1;2;70;5; ;2;2;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;1;600000;2;95;95;45;1;1;4521;05;05;803,632010630981
1118834;1;3;1;70;1;24;48;1; ;2;36;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;79;18;1;2;1810;05;05;803,632010630981
1118835;1;3;1;70;1;8;48;1; ;2;8;8; ;8;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;95;62;01;1;1;0111;05;05;1204,94025477581
1118836;1;1;1;70;1;1;48;1; ;2;2;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;260000;2;95;95;45;1;1;4522;05;05;1153,92164220465
1118837;1;2;1;70;1;72;48;1; ;2;72;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;05;05;1113,60216597051
1118842;1;2;1;70;1;6;40;1; ;2;6;1; ;8;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;60;1;1;6041;05;05;1098,15624785368
1118843;1;2;1;70;1;24;48;1; ;2;164;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;79;18;1;2;1810;05;05;875,671384954966
1118846;1;1;1;70;1;12;48;1; ;2;12;1; ;5;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;85;85;45;1;1;4542;05;05;945,906919827572
1118846;1;3;1;70;1;4;40;1; ;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;51;1;1;5155;05;05;945,906919827572
1118852;1;2;1;70;1;8;40;4; ;2;9;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;05;05;1025,70812640413
1118855;1;1;1;70;1;28;48;4; ;2;96;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;05;05;900,06486764088
1118859;1;1;1;70;1;32;48;4; ;2;32;4; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6041;05;05;983,984990994329
1118863;1;2;1;70;1;48;48;1; ;2;48;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;64;1;2;6421;05;05;980,104714471528
1118884;1;2;1;70;1;4;48;4; ;2;16;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;57;79;18;1;1;1810;05;05;1172,02310444052
1118884;1;3;1;70;1;8;48;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;41;52;1;1;5234;05;05;1172,02310444052
1118896;1;1;1;70;1;10;48;4; ;2;10;5; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;05;05;1159,60884855761
1118896;1;2;1;70;1;8;48;5; ;2;8;4; ;5;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;05;05;1159,60884855761
1118897;1;2;1;70;1;51;48;1; ;2;51;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;38;74;1;2;7499;05;05;921,107254631105
1118909;1;3;1;70;1;4;48;1; ;2;48;1; ;4;2; ; ;1; ; ; ; ; ; ; ; ;2; ;2;13;13;80;1;1;8011;08;08;724,296779970087
1118919;1;3;1;70;1;48;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;08;08;567,43848785784
1118919;1;4;1;70;1;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;08;08;567,43848785784
1118926;1;5;1;70;1;6;48;4; ;2;20;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;70;1;1;7020;08;08;521,707786627301
1118927;1;2;1;70;1;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;34; ; ;1;1; ;08;08;495,691050471056
1118933;1;1;1;70;1;4;48;1; ;2;5;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;52;1;1;5244;08;08;641,356743214264
1118937;3;4;3;70;1;6;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;08;08;746,326078437045
1118938;1;2;1;70;1;24;48;1; ;2;60;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;11;35;62;1;2;6211;08;08;631,016681254921
1118943;1;1;1;70;1;48;48;1; ;2;3;1; ;6;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;45;97;25;1;2;2521;08;08;385,195766220306
1118950;1;1;1;70;1;12;48;1; ;2;24;1; ;8;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;53;53;61;1;1;6111;08;08;608,272289030559
1118952;1;3;1;70;1;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;79; ; ;1;1; ;08;08;623,165828582109
1118964;1;2;1;70;1;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;84; ; ;1;1; ;08;08;552,144284481936
1118972;1;4;1;70;1;20;48;1; ;2;52;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8011;08;08;715,113905220772
1118975;1;2;1;70;1;16;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;08;528,310246707318
1118977;1;4;1;70;1;52;48;1; ;2;52;1; ;8;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;16;35;1;2;3512;08;08;631,649977213261
1118979;1;2;1;70;1;125;48;1; ;2;125;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8011;08;08;520,086851740474
1118981;1;4;1;70;1;16;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;08;329,213997484109
1118982;1;6;1;70;1;3;48;1; ;2;15;1; ;7;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;72;1;1;7290;08;08;755,423601431293
1118985;1;1;1;70;1;16;24;2; ;2;16;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8042;08;08;570,80436528062
1118990;1;1;1;70;1;30;48;1; ;2;30;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;75;1;2;7512;08;08;543,71732326982
1118996;1;3;1;70;1;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;08;08;396,680017415857
1118996;1;4;1;70;1;2;48;1; ;2;6;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;70;1;1;7020;08;08;396,680017415857
1119001;1;2;1;70;1;70;48;1; ;2;70;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;45;52;1;2;5211;08;08;583,171748244472
1119005;1;2;1;70;1;12;48;3; ;2;30;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;08;08;483,581355309689
1119009;1;6;1;70;1;104;48;1; ;2;50;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5234;08;08;718,815799765157
1119011;1;4;1;70;1;25;48;1; ;2;25;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;41;52;1;2;5233;08;08;726,521808402154
1119016;1;2;1;70;1;12;48;1; ;2;12;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5234;08;08;576,734235793753
1119016;1;4;1;70;1;4;48;3; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;99;2;54;54;95;1;1;9500;08;08;576,734235793753
1119017;1;1;1;70;1;2;48;1; ;2;2;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;1;99;2;33;33;45;1;1;4542;08;08;726,286228731484
1119023;1;4;1;70;1;26;48;1; ;2;26;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;38;64;1;2;6421;08;08;709,635872552524
1119030;1;4;1;70;1;24;60;4; ;2;24;4; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;64;1;2;6421;08;08;352,630691541258
1119035;1;5;1;70;1;50;60;1; ;2;52;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;99;50;1;2;5020;08;08;800,47793600169
1119039;1;2;1;70;1;104;50;3; ;2;104;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;74;1;2;7493;08;08;792,307789951486
1119049;1;14;1;70;1;25;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;08;08;282,18342641495
1119052;1;2;1;70;1;48;50;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;12; ; ;1;2; ;08;08;403,927379482531
1119053;1;2;1;70;1;4;50;1; ;2;4;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;1;99;2;13;13;80;1;1;8012;08;08;582,212268462001
1119057;1;2;1;70;1;8;50;1; ;2;8;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;85;1;1;8515;08;08;624,706387035304
1119059;1;1;1;70;1;3;50;3; ;2;4;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;55;74;1;1;7493;08;08;488,223569041411
1119064;1;1;1;70;1;12;60;1; ;2;12;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5244;08;08;352,576569984044
1119064;1;3;1;70;1;16;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;08;352,576569984044
1119066;1;4;1;70;1;16;60;4; ;2;16;4; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;84;50;1;2;5020;08;08;647,794255664983
1119067;1;3;1;70;1;2;60;1; ;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;99;2;79;79;17;1;1;1743;08;08;697,519672469317
1119068;1;3;1;70;1;2;60;1; ;2;2;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;85;1;1;8511;08;08;667,522177685706
1119068;1;4;1;70;1;8;60;1; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;70;1;1;7020;08;08;667,522177685706
1119069;1;3;1;70;1;152;60;1; ;2;15;4; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;08;08;486,562297278954
1119072;2;2;2;70;1;12;60;1; ;2;12;1; ;8;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;60;1;1;6021;08;08;715,565743065657
1119073;1;1;1;70;1;2;60;4; ;2;2;4; ;5;2; ; ; ; ; ; ; ; ; ;1; ;1;1200000;2;87;93;50;1;1;5020;08;08;431,068543050545
1119076;1;3;1;70;1;4;50;1; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;71;1;1;7129;08;08;552,578829745633
1119083;1;4;1;70;1;48;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;08;08;662,044145017457
1119086;1;2;1;70;1;12;72;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;07; ; ;1;1; ;08;08;454,269284866822
1119089;1;3;1;70;1;24;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;08;629,027232493524
1119094;1;2;1;70;1;24;48;1; ;2;22;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;25;1;2;2529;08;08;432,660275524271
1119098;1;6;1;70;1;16;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;08;546,666251813688
1119099;1;3;1;70;1;24;60;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;08;447,397530956003
1119105;1;3;1;70;1;24;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;08;345,839797391639
1119113;1;7;1;70;1;18;48;1; ;2;18;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;91;91;21;1;2;2102;08;08;829,228242949756
1119126;1;3;1;70;1;5;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;08;08;708,966051421755
1119131;1;5;1;70;1;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;08;08;283,505998874211
1119143;1;2;1;70;1;16;48;1; ;2;16;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;64;1;2;6421;08;08;547,603623464343
1119143;1;3;1;70;1;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;15; ; ;1;1; ;08;08;547,603623464343
1119147;1;4;1;70;1;24;48;1; ;2;24;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;08;08;540,957543930611
1119147;2;3;2;70;1;6;48;1; ;2;7;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;24;1;1;2412;08;08;540,957543930611
1119147;2;9;2;70;1;16;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;08;08;540,957543930611
1119148;1;2;1;70;1;14;48;1; ;2;16;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;94;94;18;1;2;1810;08;08;628,325440513538
1119150;1;1;1;70;1;30;48;1; ;2;32;1; ;9;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2;21;21;65;1;2;6512;08;08;500,139114160379
1119152;1;2;1;70;1;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;05; ; ;1;1; ;08;08;419,150050394895
1119168;1;3;1;70;1;14;48;1; ;2;16;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;55;1;2;5529;08;08;652,861270268142
1119169;1;2;1;70;1;4;48;1; ;2;5;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;83;80;19;1;1;1921;08;08;546,666251813688
1119173;1;3;1;70;1;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;1; ;08;08;774,692925236732
1119178;1;4;1;70;1;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;1; ;08;08;445,027658488123
1119182;1;9;1;70;1;1;48;1; ;2;3;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;53;45;15;1;1;1551;08;08;618,537350046416
1119187;1;2;1;70;1;3;48;1; ;2;20;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;08;08;501,733794170787
1119198;1;6;1;70;1;4;54;3; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;54;54;95;1;1;9500;08;08;362,527722010114
