DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4610002;1;2;1;70;05;32;48;1; ;2;34;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;02;39;22;1;2;2220;05;05;995,975534458693
4610004;1;2;1;70;05;4;48;1; ;2;4;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;920000;800000;2; ;33;33;92;1;1;9249;05;05;1239,1552350668
4610013;1;1;1;70;05;26;48;4; ;2;26;4; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;800000;1;1;79;79;18;1;2;1810;05;05;845,583929548881
4610013;1;3;1;70;05;12;48;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;37;45;15;1;1;1541;05;05;845,583929548881
4610015;1;1;1;70;05;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;79;79;18;1;2;1810;05;05;1047,63338513034
4610024;1;1;1;70;05;3;48;3; ;2;11;3; ;1;2;1; ; ; ; ; ; ; ; ;1;YA ES PENSIONADA; ;2; ;781242;3; ;54;54;95;1;1;9500;05;05;804,61139340676
4610024;1;3;1;70;05;20;48;1; ;2;3;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;430000;1000000;2; ;33;39;64;1;2;6412;05;05;804,61139340676
4610026;1;3;1;70;05;52;48;1; ;2;52;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;75;77;15;1;2;1551;05;05;1177,49821935469
4610038;1;2;1;70;05;3;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;80;80;19;1;1;1929;05;05;1425,60597519478
4610044;1;3;1;70;05;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;04; ; ;1;2; ;05;05;1256,91879008409
4610054;1;4;1;70;05;20;50;1; ;2;16;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;53;97;22;1;2;2220;05;05;1144,77836521155
4610055;1;2;1;70;05;24;48;1; ;2;5;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;45;52;1;2;5223;05;05;986,661515990392
4610056;1;5;1;70;05;8;48;1; ;2;10;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;87;36;1;1;3611;05;05;1235,88011751734
4610058;1;3;1;70;05;12;48;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;33;33;55;1;1;5521;05;05;1012,93896426382
4610062;1;2;1;70;05;3;40;1; ;2;4;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;1;800000;781242;2; ;53;53;55;1;1;5530;05;05;1266,23280855239
4610064;1;2;1;70;05;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;21; ; ;1;2; ;05;05;1232,41755796775
4610070;1;4;1;70;05;16;48;1; ;2;16;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;58;74;1;2;7492;05;05;1066,06035045877
4610075;1;4;1;70;05;12;48;1; ;2;12;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;79;79;18;1;1;1810;05;05;1200,78077655496
4610079;1;3;1;70;05;4;48;4; ;2;4;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;1000000;1200000;2; ;16;16;74;1;1;7430;05;05;1226,56609904904
4610080;1;3;1;70;05;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;787000; ; ;59; ; ;1;1; ;05;05;865,123700723258
4610080;1;5;1;70;05;12;48;1; ;2;2;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;20000;737000;2; ;45;57;93;1;1;9302;05;05;865,123700723258
4610093;1;1;1;70;05;52;48;1; ;2;52;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;80;1;2;8060;05;05;608,255687859481
4610093;1;3;1;70;05;16;48;1; ;2;16;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;59;92;1;2;9242;05;05;608,255687859481
4610102;1;3;1;70;05;8;48;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;53;15;1;1;1551;05;05;909,484829894514
4610105;1;3;1;70;05;3;48;1; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;781242;2; ;98;98;60;1;1;6031;05;05;1127,05395585974
4610112;1;3;1;70;05;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;45; ; ;1;1; ;05;05;356,711864406796
4610118;1;1;1;70;05;60;48;1; ;2;60;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;53;55;1;2;5529;05;05;1258,76042170285
4610118;1;4;1;70;05;24;48;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;53;53;55;1;2;5530;05;05;1258,76042170285
4610119;1;3;1;70;05;54;48;1; ;2;24;4; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;85;85;45;1;2;4542;05;05;887,753013901026
4610121;1;6;1;70;05;8;48;1; ;2;8;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;39;55;1;1;5511;05;05;1471,18955907851
4610124;1;2;1;70;05;2;48;1; ;2;208;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;55;1;1;5521;05;05;1431,63218196469
4610126;1;4;1;70;05;24;48;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;781242;2; ;95;95;45;1;2;4552;05;05;1111,76596088096
4610126;1;6;1;70;05;4;48;1; ;2;8;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;53;45;52;1;1;5233;05;05;1111,76596088096
4610127;2;1;2;70;05;52;48;1; ;2;72;1; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;1;55000;781242;2; ;55;55;74;1;2;7493;05;05;984,585297255063
4610127;2;3;2;70;05;52;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;32;59;93;1;2;9309;05;05;984,585297255063
4610137;1;3;1;70;05;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;38; ; ;1;1; ;05;05;828,919550769501
4610137;1;4;1;70;05;3;24;1; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;500000;2; ;45;45;52;1;1;5233;05;05;828,919550769501
4610153;1;2;1;70;08;8;42;3; ;2;6;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;1;9500;05;08;497,8418814258
