DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4609934;1;2;1;70;1;26;48;1; ;2;52;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;19;19;75;1;2;05;7512;68;2754,20083594118; 
4609937;1;2;1;70;1;24;48;1; ;2;24;1; ;9;2;4; ; ; ; ;1; ; ; ; ; ; ;2; ;2000000;2; ;02;02;45;1;2;05;4530;68;3883,97553110465; 
4609967;1;3;1;70;1;46;48;1; ;2;47;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;39;39;63;1;2;05;6390;76;3085,9403914196; 
4609968;1;3;1;70;1;4;40;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;58;58;74;1;1;05;7492;76;2738,67975552973; 
4609971;1;1;1;70;1;20;40;2; ;2;20;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;13;13;80;1;2;05;8043;76;4093,80375194183; 
4609975;1;1;1;70;1;4;50;4; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;73;73;02;1;1;05;0201;76;2206,71307597676; 
4609998;1;1;1;70;1;18;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;740000;2; ;58;58;74;1;2;05;7492;76;2716,90006563979; 
4610002;1;2;1;70;1;32;48;1; ;2;34;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;02;39;22;1;2;05;2220;05;995,975534458693;05
4610004;1;2;1;70;1;4;48;1; ;2;4;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;920000;800000;2; ;33;33;92;1;1;05;9249;05;1239,1552350668;05
4610013;1;1;1;70;1;26;48;4; ;2;26;4; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;800000;1;1;79;79;18;1;2;05;1810;05;845,583929548881;05
