DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;clase;MES;DPTO;fex_c_2011;AREA
4609967;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;1;36;2; ;2; ;1;05;76;3085,9403914196; 
4609967;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;1;29;2; ;2; ;1;05;76;3085,9403914196; 
4609968;1;1;1;90;2; ;1;30;2; ;2; ;1;50;2; ;2; ;2; ;2; ;2; ;1;05;76;2738,67975552973; 
4609968;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2738,67975552973; 
4609968;1;3;1;90;2; ;1;10;2; ;2; ;1;10;2; ;2; ;2; ;2; ;2; ;1;05;76;2738,67975552973; 
4609969;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2543,43264648925; 
4609969;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2543,43264648925; 
4609971;1;1;1;90;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2; ;2; ;2; ;1;05;76;4093,80375194183; 
4609971;1;2;1;90;2; ;1;30;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;4093,80375194183; 
4609973;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2543,43264648925; 
4609973;1;2;1;90;2; ;2; ;2; ;2; ;1;36;2; ;2; ;2; ;2; ;2; ;1;05;76;2543,43264648925; 
4609974;1;1;1;90;2; ;1;12;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;4406,65532482217; 
4609974;1;2;1;90;2; ;1;12;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;4406,65532482217; 
4609974;1;3;1;90;2; ;1;12;2; ;1;7;2; ;2; ;1;4;2; ;2; ;2; ;1;05;76;4406,65532482217; 
4609974;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;4406,65532482217; 
4609975;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2206,71307597676; 
4609975;1;2;1;90;2; ;1;22;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2206,71307597676; 
4609975;1;3;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2206,71307597676; 
4609975;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2206,71307597676; 
4609975;1;5;1;90;2; ;1;15;2; ;1;67;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2206,71307597676; 
4609976;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2447,16583921919; 
4609976;1;5;1;90;2; ;1;10;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2447,16583921919; 
4609987;1;1;1;90;2; ;1;19;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2606,63408092967; 
4609987;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2606,63408092967; 
4609987;1;3;1;90;2; ;1;19;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2606,63408092967; 
4609987;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2606,63408092967; 
4609997;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;4127,04975962503; 
4609997;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;4127,04975962503; 
4609997;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;4127,04975962503; 
4609998;1;1;1;90;2; ;1;10;2; ;1;48;2; ;2; ;2; ;2; ;2; ;2; ;1;05;76;2716,90006563979; 
4610000;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;810,305143440941;05
4610000;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;810,305143440941;05
4610000;1;3;1;90;2; ;2; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;810,305143440941;05
4610001;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;1;3;2; ;2; ;2; ;1;05;05;934,577008961856;05
4610002;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;995,975534458693;05
4610002;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;995,975534458693;05
4610002;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;995,975534458693;05
4610003;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1038,03914018574;05
4610003;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;1;05;05;1038,03914018574;05
4610003;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;1;2;2; ;2; ;2; ;1;05;05;1038,03914018574;05
4610003;1;4;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1038,03914018574;05
4610003;1;5;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;2;1;05;05;1038,03914018574;05
4610004;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1239,1552350668;05
4610004;1;2;1;90;2; ;1;30;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1239,1552350668;05
4610005;1;1;1;90;2; ;1;5;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1382,80916287757;05
4610005;1;2;1;90;2; ;1;45;2; ;1;60;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1382,80916287757;05
4610006;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1251,06733116538;05
4610006;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1251,06733116538;05
4610006;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1251,06733116538;05
4610006;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1251,06733116538;05
4610007;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1112,04618735726;05
4610007;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1112,04618735726;05
4610007;1;3;1;90;2; ;1;8;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;1;05;05;1112,04618735726;05
4610008;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1090,5615825751;05
4610008;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1090,5615825751;05
4610008;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1090,5615825751;05
4610009;1;1;1;90;2; ;1;28;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;1;05;05;990,124075539984;05
4610009;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;990,124075539984;05
4610009;1;3;1;90;2; ;2; ;2; ;1;50;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;990,124075539984;05
4610009;1;4;1;90;2; ;2; ;2; ;1;10;1;10;2; ;2; ;2; ;2; ;2; ;1;05;05;990,124075539984;05
4610010;1;1;1;90;2; ;1;8;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;1;05;05;940,169977665291;05
4610010;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;940,169977665291;05
4610010;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;940,169977665291;05
4610011;1;1;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;934,577008961856;05
4610012;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1207,91632585141;05
4610013;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;845,583929548881;05
4610013;1;2;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;1;05;05;845,583929548881;05
4610013;1;3;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;845,583929548881;05
4610014;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1038,31936666204;05
4610014;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1038,31936666204;05
4610015;1;1;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1047,63338513034;05
4610015;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1047,63338513034;05
4610015;1;3;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1047,63338513034;05
4610016;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;934,577008961856;05
4610017;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;1;2;2; ;2; ;2; ;1;05;05;1023,31159815956;05
4610017;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1023,31159815956;05
4610018;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1225,10256352574;05
4610018;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1225,10256352574;05
4610018;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1225,10256352574;05
4610018;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1225,10256352574;05
4610018;1;5;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1225,10256352574;05
4610019;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;810,305143440941;05
4610019;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;810,305143440941;05
4610019;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;810,305143440941;05
4610020;1;1;1;90;2; ;1;10;2; ;1;12;2; ;2; ;2; ;2; ;2; ;1;2;1;05;05;1090,5615825751;05
4610020;1;2;1;90;2; ;1;21;2; ;1;24;2; ;2; ;2; ;2; ;2; ;1;2;1;05;05;1090,5615825751;05
4610020;1;3;1;90;2; ;1;1;2; ;2; ;2; ;2; ;1;10;2; ;2; ;2; ;1;05;05;1090,5615825751;05
4610021;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1168,18420088639;05
4610021;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1168,18420088639;05
4610022;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;706,562785740757;05
4610022;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;706,562785740757;05
4610023;1;1;1;90;2; ;1;4;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1158,87018241809;05
4610024;1;1;1;90;2; ;1;27;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;804,61139340676;05
4610024;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;804,61139340676;05
4610024;1;3;1;90;2; ;1;27;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;804,61139340676;05
4610024;1;4;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;804,61139340676;05
4610025;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1173,87795092057;05
4610026;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1177,49821935469;05
4610026;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1177,49821935469;05
4610026;1;3;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1177,49821935469;05
4610027;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1232,41755796775;05
4610027;1;2;1;90;2; ;1;12;2; ;1;68;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1232,41755796775;05
4610028;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;632,735183714793;05
4610028;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;632,735183714793;05
4610028;1;3;1;90;2; ;1;22;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;632,735183714793;05
4610028;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;632,735183714793;05
4610029;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1262,61254011827;05
4610029;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1262,61254011827;05
4610030;1;1;1;90;2; ;1;1;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1318,5758057962;05
4610030;1;2;1;90;2; ;1;25;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1318,5758057962;05
4610031;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;845,583929548881;05
4610031;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;845,583929548881;05
4610031;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;845,583929548881;05
4610032;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;706,562785740757;05
4610032;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;706,562785740757;05
4610033;1;1;1;90;2; ;1;3;2; ;2; ;1;35;2; ;2; ;2; ;2; ;2; ;1;05;05;1032,62561662786;05
4610033;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1032,62561662786;05
4610033;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1032,62561662786;05
4610034;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1158,87018241809;05
4610035;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1158,87018241809;05
4610036;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;872,149601153187;05
4610036;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;872,149601153187;05
4610036;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;872,149601153187;05
4610036;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;872,149601153187;05
4610036;1;5;1;90;2; ;1;20;2; ;1;23;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;872,149601153187;05
4610036;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;1;05;05;872,149601153187;05
4610037;1;1;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1173,87795092057;05
4610038;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1425,60597519478;05
4610038;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1425,60597519478;05
4610038;2;1;2;90;2; ;1;3;2; ;1;10;2; ;2; ;1;2;2; ;2; ;2; ;1;05;05;1425,60597519478;05
4610038;2;2;2;90;2; ;1;30;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1425,60597519478;05
4610038;2;3;2;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1425,60597519478;05
4610038;3;1;3;90;2; ;1;25;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1425,60597519478;05
4610039;1;1;1;90;2; ;1;13;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;845,583929548881;05
4610039;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;845,583929548881;05
4610039;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;845,583929548881;05
4610040;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1096,25533260929;05
4610040;1;2;1;90;2; ;1;1;2; ;1;36;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1096,25533260929;05
4610041;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1112,04618735726;05
4610041;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1112,04618735726;05
4610041;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1112,04618735726;05
4610042;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1023,31159815956;05
4610042;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1023,31159815956;05
4610043;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1173,87795092057;05
4610044;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1256,91879008409;05
4610044;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1256,91879008409;05
4610044;1;3;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1256,91879008409;05
4610046;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1318,5758057962;05
4610046;1;2;1;90;2; ;1;28;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1318,5758057962;05
4610048;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1192,50598785717;05
4610048;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1192,50598785717;05
4610048;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1192,50598785717;05
4610049;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1173,87795092057;05
4610050;1;1;1;90;2; ;1;22;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1294,07457367986;05
4610051;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;710,025345290349;05
4610051;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;710,025345290349;05
4610051;1;3;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;710,025345290349;05
4610051;1;4;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;710,025345290349;05
4610052;1;1;1;90;2; ;1;20;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1094,28263233997;05
4610052;1;3;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1094,28263233997;05
4610053;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1158,87018241809;05
4610054;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1144,77836521155;05
4610054;1;2;1;90;2; ;1;22;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;1;05;05;1144,77836521155;05
4610054;1;3;1;90;2; ;1;1;1;1;1;8;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1144,77836521155;05
4610054;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1144,77836521155;05
4610054;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1144,77836521155;05
4610054;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;8;2; ;2; ;2; ;1;05;05;1144,77836521155;05
4610055;1;1;1;90;2; ;1;2;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;986,661515990392;05
4610055;1;2;1;90;2; ;1;25;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;986,661515990392;05
4610056;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1235,88011751734;05
4610056;1;2;1;90;2; ;1;30;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1235,88011751734;05
4610056;1;3;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1235,88011751734;05
4610056;1;5;1;90;2; ;1;6;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2; ;1;05;05;1235,88011751734;05
4610057;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1038,31936666204;05
4610057;1;2;1;90;2; ;1;21;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1038,31936666204;05
4610058;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1012,93896426382;05
4610058;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1012,93896426382;05
4610058;1;3;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1012,93896426382;05
4610058;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1012,93896426382;05
4610059;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;1;3;2; ;2; ;2; ;1;05;05;612,608245385821;05
4610059;1;2;1;90;2; ;1;30;2; ;1;20;1;5;2; ;2; ;2; ;2; ;2; ;1;05;05;612,608245385821;05
4610059;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;612,608245385821;05
4610059;1;4;1;90;2; ;1;2;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;612,608245385821;05
4610059;1;7;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;612,608245385821;05
4610060;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;05;05;1137,83150985134;05
