DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4610000;1;2;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;05;05;810,305143440941
4610000;1;3;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;05;05;810,305143440941
4610001;1;1;1;80;05;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;934,577008961856
4610002;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;995,975534458693
4610005;1;2;1;80;05;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;05;05;1382,80916287757
4610007;1;2;1;80;05;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;05;05;1112,04618735726
4610008;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;05;1090,5615825751
4610008;1;3;1;80;05;1;1;9;ESTA EN EMBARAZO;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;05;1090,5615825751
4610009;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;1;100000; ; ; ;2;1;05;05;990,124075539984
4610009;1;2;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;990,124075539984
4610010;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;05;940,169977665291
4610010;1;3;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;05;05;940,169977665291
4610011;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;05;934,577008961856
4610014;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;1038,31936666204
4610014;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;1038,31936666204
4610015;1;2;1;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;05;1047,63338513034
4610015;1;3;1;80;05;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;05;05;1047,63338513034
4610016;1;1;1;80;05;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;05;934,577008961856
4610017;1;1;1;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;05;1023,31159815956
4610018;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;1225,10256352574
4610018;1;2;1;80;05;1;3;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;05;05;1225,10256352574
4610020;1;2;1;80;05;1;1;6; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;05;05;1090,5615825751
4610022;1;2;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;706,562785740757
4610024;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;05;05;804,61139340676
4610025;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;1173,87795092057
4610028;1;1;1;80;05;1;2;9;CAMBIO DE RESIDENCIA;2; ; ;9; ;1;1;2; ; ; ; ;1;1;05;05;632,735183714793
4610028;1;2;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;632,735183714793
4610028;1;3;1;80;05;1;1;4; ;2; ; ;9; ;1; ;2; ;2; ;781242;2;1;05;05;632,735183714793
4610028;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;632,735183714793
4610029;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;05;05;1262,61254011827
4610029;1;2;1;80;05;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;05;1262,61254011827
4610030;1;2;1;80;05;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;05;1318,5758057962
4610031;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;05;05;845,583929548881
4610031;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;845,583929548881
4610033;1;3;1;80;05;1;2;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;05;1032,62561662786
4610036;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;05;872,149601153187
4610036;1;2;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;05;872,149601153187
4610036;1;5;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;05;872,149601153187
4610036;1;6;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;872,149601153187
4610038;2;3;2;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;1425,60597519478
4610038;3;1;3;80;05;1;3;3; ;2; ; ;9; ;1; ;1;80000; ; ; ;2;1;05;05;1425,60597519478
