DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4614049;1;4;1;80; ;2;2; ; ; ; ;1;1;11; ;2; ;2; ;1;48;781242;2;1;05;68;824,434896223293
4614051;1;2;1;80; ;2;1;1;9;RENUNCIO VOLUNTARIO;2; ; ;12;ESTA RECIEN LLEGADA AL CORREGIMIENTO;2; ;1;1400000;2; ;1000000;2;1;05;68;835,587430863749
4614053;1;3;1;80; ;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;05;68;763,155662301645
4614053;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;68;763,155662301645
4614055;1;2;1;80; ;2;1;4;9;EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;68;643,772364330469
4614055;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;68;643,772364330469
4614056;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;68;1146,42027774168
4614057;1;1;1;80; ;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;68;526,817000922252
4614058;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;68;793,377813827348
4614058;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;68;793,377813827348
4614059;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;68;1066,52639626914
4614060;1;1;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;68;569,026617958653
4614060;1;2;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;600000;2;1;05;68;569,026617958653
4614062;1;3;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;700000;2;1;05;68;657,507740211403
4614064;1;2;1;80; ;2;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;1000000;2;1;05;68;1293,81978942567
4614064;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;68;1293,81978942567
4614067;1;1;1;80; ;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;68;506,684653028624
4614068;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;68;826,64083403619
4614070;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;44;781242;2;1;05;76;1448,50187377347
4614071;1;1;1;80; ;2;1;1;6; ;2; ; ;9; ;2; ;2; ;1;36;540000;2;1;05;76;1754,39034046278
4614072;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;1; ;2; ;1;20;500000;2;1;05;76;1476,64973647505
4614072;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;76;1476,64973647505
4614073;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;76;2258,37134842178
4614074;1;1;1;80; ;2;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;05;76;884,752300077576
4614074;1;2;1;80; ;2;1;4;8; ;2; ; ;12;EL MARIDO NO LA DEJO BUSCAR TRABAJO;2; ;2; ; ; ; ;2;1;05;76;884,752300077576
4614074;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;76;884,752300077576
4614075;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;05;76;1909,74666604199
4614075;1;2;1;80; ;2;1;1;4; ;2; ; ;8; ;2; ;2; ;2; ;781242;2;1;05;76;1909,74666604199
4614075;1;3;1;80; ;2;1;1;9;POR SU PROBLEMAS DE ALCOHOLISMO ABANDONO SU TRABAJO;2; ; ;12;TIENE PROBLEMAS CON EL ALCOHOL (ALCOHOLICO);2; ;1;240000;2; ;781242;2;1;05;76;1909,74666604199
4614076;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;76;884,752300077576
4614077;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;76;1635,26642015884
4614078;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;76;884,752300077576
4614080;1;2;1;80; ;2;1;1;8; ;2; ; ;9; ;2; ;1;170000;1;48;781242;2;1;05;76;2038,76220591162
4614080;1;3;1;80; ;2;1;1;8; ;2; ; ;2; ;2; ;1;74000;1;51;800000;2;1;05;76;2038,76220591162
4614080;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;76;2038,76220591162
4614080;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;76;2038,76220591162
4614080;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;76;2038,76220591162
4614082;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;76;1178,92904711058
4614083;1;1;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;76;884,752300077576
4614083;1;4;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;781242;2;1;05;76;884,752300077576
4614084;1;1;1;80; ;2;1;4;7; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;05;76;884,752300077576
4614084;1;2;1;80; ;2;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;05;76;884,752300077576
4614086;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;76;1779,5638778763
4614087;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;76;1462,57580512426
4620347;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;2090,18041752469
4620347;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;2090,18041752469
4620348;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;05;4738,2301515102
4620349;1;1;1;80; ;2;1;1;4; ;2; ; ;4; ;2; ;1;150000; ; ; ;2;1;05;05;3471,3858244888
4620350;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;05;2141,37803190258
4620350;1;2;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;2141,37803190258
4620351;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;2999,69590870986
4620353;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;5114,87608605349
4620353;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;5114,87608605349
4620360;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;3358,06070341905
4620361;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;2148,45334188372
4620362;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;48;700000;2;1;05;05;4558,37281640439
4620362;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;4558,37281640439
4620362;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;4558,37281640439
4620363;1;1;1;80; ;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;05;2152,79729284246
4620363;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;2152,79729284246
4620363;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;2152,79729284246
4620363;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;2152,79729284246
4620364;1;4;1;80; ;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;05;2947,73827299802
4620364;1;7;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;05;2947,73827299802
4620365;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;05;3820,45537064799
4620365;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;3820,45537064799
4620366;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;05;3869,68164733744
4620367;1;1;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;5579,04360444011
