DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4609935;1;1;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;68;2779,89594857669
4609956;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;68;4723,4928516508
4609956;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;68;4723,4928516508
4609957;1;2;1;80; ;1;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;3000000;2;1;05;68;3883,97553110465
4609968;1;1;1;80; ;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;76;2738,67975552973
4609968;1;2;1;80; ;1;1;4;4; ;1; ;4;4; ;2; ;2; ; ; ; ;2;1;05;76;2738,67975552973
4609969;1;1;1;80; ;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;76;2543,43264648925
4609969;1;2;1;80; ;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;76;2543,43264648925
4609971;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;600000;2;1;05;76;4093,80375194183
4609973;1;1;1;80; ;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;76;2543,43264648925
4609973;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;76;2543,43264648925
4609974;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;76;4406,65532482217
4609975;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;76;2206,71307597676
4609975;1;3;1;80; ;1;1;2;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;05;76;2206,71307597676
4609975;1;5;1;80; ;1;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;05;76;2206,71307597676
