DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
4601585;1;3;1;70;2;3;40;4; ;2;3;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;600000;2; ;95;95;45;1;1;04;4552;52;2338,88166966821
4601587;1;3;1;70;2;13;40;1; ;2;9;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;77;61;01;1;1;04;0140;52;1975,35918432441
4601769;1;4;1;70;2;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;45; ; ;1;1;04; ;66;4051,8801715981
4601789;1;1;1;70;2;6;48;1; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;95;95;45;1;1;04;4521;66;1441,60546948616
4601792;1;2;1;70;2;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;1;04;4521;66;3568,6408905778
4601793;1;2;1;70;2;8;50;8; ;2;8;8; ;7;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;62;62;01;1;1;04;0122;66;7427,65082941685
4601805;1;2;1;70;2;8;48;3; ;2;20;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;54;54;95;1;1;04;9500;66;1015,78117439522
4601908;1;3;1;70;2;1;42;1; ;2;52;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;33;95;45;1;1;04;4521;70;1078,04473415667
4601910;1;4;1;70;2;2;40;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;95;1;1;04;9500;70;1419,12177916346
4601917;1;3;1;70;2;3;48;1; ;2;36;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;39;62;95;1;1;04;9500;70;1102,46644466228
4601921;1;3;1;70;2;2;50;8; ;2;12;4; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;62;62;01;1;1;04;0121;70;1280,33177632531
4601923;1;2;1;70;2;10;44;1; ;2;12;4; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;21;95;45;1;1;04;4522;70;984,038339082786
4601924;1;2;1;70;2;5;40;3; ;2;36;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;53;55;1;1;04;5529;70;1205,05547367008
4601927;1;3;1;70;2;2;42;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;54; ; ;1;1;04; ;70;601,126367899307
4601944;1;2;1;70;2;1;35;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;45;52;1;1;04;5223;70;1392,5963774904
4601945;1;2;1;70;2;16;40;3; ;2;17;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;53;85;1;2;04;8532;70;1312,08862641677
4601967;1;2;1;70;2;1;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;32; ; ;1;1;04; ;70;1763,55152312834
4602882;1;2;1;70;2;8;48;1; ;2;9;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;62;01;1;1;04;0117;25;3421,26201879274
4602883;1;3;1;70;2;16;48;1; ;2;8;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;33;39;65;1;2;04;6512;25;2385,38489356687
4602886;1;1;1;70;2;16;48;1; ;2;16;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;03;03;45;1;2;04;4530;25;2863,60710729137
4602892;1;1;1;70;2;16;48;1; ;2;156;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;62;62;01;1;2;04;0112;25;1225,75557242199
4602894;1;1;1;70;2;12;48;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;95;95;45;1;1;04;4521;25;2013,61495256596
4602895;1;3;1;70;2;1;48;1; ;2;4;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;1;230000;781242;2; ;62;95;45;1;1;04;4521;25;2359,0703277778
4602998;1;2;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;59; ; ;1;2;04; ;27;965,888726528575
4603008;1;2;1;70;2;8;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;45; ; ;1;1;04; ;27;935,761850621784
4603070;1;1;1;70;2;16;40;1; ;2;15;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;781500;2; ;59;53;74;1;2;04;7491;44;1329,36179104351
4603253;1;7;1;70;2;52;48;1; ;2;79;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;786500;2; ;39;33;52;1;2;04;5211;47;2046,86308174635
4603383;1;1;1;70;2;16;48;3; ;2;16;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;2;04;9500;68;1620,0280444373
4603712;1;1;1;70;2;24;24;4; ;2;22;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;79;79;18;1;2;04;1810;73;1612,11386021145
4603712;1;2;1;70;2;22;45;5; ;2;13;5; ;2;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;3000000;1;2;83;83;28;1;2;04;2811;73;1612,11386021145
4603835;1;1;1;70;2;15;48;1; ;2;15;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;98;98;60;1;2;04;6021;73;1919,13331896019
4603837;1;3;1;70;2;12;40;8; ;2;16;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;62;62;01;1;1;04;0113;73;1675,05887487467
4603837;1;4;1;70;2;8;40;8; ;2;16;8; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;600000;2; ;62;62;01;1;1;04;0115;73;1675,05887487467
4603847;1;3;1;70;2;16;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;33; ; ;1;2;04; ;73;1114,69968521982
4603853;1;2;1;70;2;104;40;1; ;2;408;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;39;45;52;1;2;04;5233;73;2272,33153335292
4603923;1;3;1;70;2;4;48;1; ;2;16;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;45;45;52;1;1;04;5233;76;1738,81442991088
4603924;1;4;1;70;2;48;48;8; ;2;4;8; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;760000;760000;2; ;54;54;01;1;2;04;0114;76;3469,0223188576
4603947;1;1;1;70;2;2;70;8; ;2;2;4; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;600000;2; ;62;62;01;1;1;04;0114;76;4664,43005748572
4604016;1;9;1;70;2;4;40;1; ;2;4;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;61;95;45;1;1;04;4521;15;2227,04504010318
4604109;1;3;1;70;2;2;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781212; ; ;62; ; ;1;1;04; ;15;2363,44293241291
4604114;1;2;1;70;2;4;48;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;54;54;95;1;1;04;9500;15;2165,38842280778
4604118;1;1;1;70;2;4;48;1; ;2;4;1; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;1;1000000;781200;2; ;71;71;10;1;1;04;1010;15;921,754303684388
4604140;1;4;1;70;2;6;44;1; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;32;45;52;1;1;04;5233;68;2185,18335888482
4604146;1;3;1;70;2;57;50;1; ;2;57;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;59;63;1;2;04;6340;68;2501,21849444759
4604248;1;3;1;70;2;35;40;1; ;2;35;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;95;62;01;1;2;04;0121;15;1451,59829892408
4604259;1;3;1;70;2;12;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;45;53;15;1;1;04;1551;15;2169,4504471967
4604311;1;1;1;70;2;25;48;1; ;2;25;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;54;62;01;1;2;04;0118;15;968,472811949533
4604329;1;5;1;70;2;2;40;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;58;58;70;1;1;04;7020;15;1599,25547439029
4604330;1;2;1;70;2;4;40;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;95;53;55;1;1;04;5521;15;1479,34016239984
4604340;1;2;1;70;2;12;40;3; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;53;55;1;1;04;5529;18;344,158332581459
4604341;1;2;1;70;2;2;40;3; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;74;1;1;04;7493;18;286,613387033141
4604343;1;2;1;70;2;20;40;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;45;53;55;1;2;04;5511;18;234,68937162998
4604384;1;1;1;70;2;4;40;1; ;2;1;1; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;62;62;01;1;1;04;0121;18;307,423947364148
4604392;1;2;1;70;2;5;35;1; ;2;28;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;53;45;15;1;1;04;1551;18;350,083814701813
4604498;1;4;1;70;2;1;40;1; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;300000;2; ;95;61;01;1;1;04;0140;18;303,065459371678
4604507;1;2;1;70;2;35;35;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ;45; ; ;1;2;04; ;18;506,892474744056
4604544;1;2;1;70;2;2;30;1; ;2;30;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;53;53;80;1;1;04;8011;18;372,525192712383
4606153;1;2;1;70;2;14;48;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;95;53;55;1;2;04;5521;25;1374,7290472101
4606178;1;2;1;70;2;3;40;1; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;58;58;15;1;1;04;1530;25;991,726278982227
4606237;1;3;1;70;2;12;40;4; ;2;12;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;54;53;55;1;1;04;5529;27;625,733740677165
4606279;1;2;1;70;2;8;36;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ;54; ; ;1;1;04; ;27;870,529450435292
4606282;1;2;1;70;2;8;40;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;250000; ; ;54; ; ;1;1;04; ;27;1394,61456358925
4606380;1;2;1;70;2;4;40;3; ;2;360;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;55;55;55;1;1;04;5529;41;3009,62219872997
4606380;1;6;1;70;2;4;40;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;53;55;74;1;1;04;7493;41;3009,62219872997
4606381;1;2;1;70;2;4;45;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781300; ; ;55; ; ;1;1;04; ;41;1486,5952338112
4606389;1;2;1;70;2;4;40;1; ;2;72;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;58;58;11;1;1;04;1110;41;1383,71197477831
4606430;1;2;1;70;2;2;45;1; ;2;120;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;53;53;80;1;1;04;8045;41;2504,42174172925
4606430;1;5;1;70;2;4;45;1; ;2;36;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;45;54;74;1;1;04;7493;41;2504,42174172925
4606440;1;2;1;70;2;4;48;3; ;2;12;4; ;1;2;9;AFILIADA AL REGIMEN SUBSIDIADO EN OTRO MUNICIPIO; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;55;55;74;1;1;04;7493;41;841,943565599379
4606446;1;2;1;70;2;12;40;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;39;39;45;1;1;04;4530;41;1013,65553134885
4606452;1;1;1;70;2;4;40;2; ;2;4;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;780000;2; ;95;32;91;1;1;04;9192;41;1618,05895552186
4606508;1;2;1;70;2;156;40;3; ;2;240;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;788300;2; ;54;45;55;1;2;04;5529;50;1823,06590016038
4606608;1;2;1;70;2;72;40;1; ;2;72;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;13;13;80;1;2;04;8011;50;2121,56916771802
4606652;1;2;1;70;2;24;48;1; ;2;24;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;33;45;52;1;2;04;5211;73;1885,95078650549
4606655;1;2;1;70;2;12;48;4; ;2;48;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;55;54;95;1;1;04;9500;73;1520,47490299629
4606657;1;1;1;70;2;4;25;4; ;2;22;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;53;53;55;1;1;04;5530;73;1333,6328969927
4606694;1;2;1;70;2;52;20;4; ;2;20;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;61;61;01;1;2;04;0117;73;2454,56041952898
4606694;1;6;1;70;2;16;40;4; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;61;61;01;1;2;04;0117;73;2454,56041952898
4606697;1;2;1;70;2;120;40;4; ;2;120;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;55;55;74;1;2;04;7493;73;925,159342816385
4606699;1;4;1;70;2;24;60;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;45;52;1;2;04;5211;73;925,159342816385
4606703;1;2;1;70;2;24;48;3; ;2;24;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;54;54;95;1;2;04;9500;73;1128,8619185348
4606708;1;2;1;70;2;4;24;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;781242;2; ;55;55;74;1;1;04;7493;73;1885,95078650549
4606709;1;2;1;70;2;52;45;4; ;2;99;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;54;95;1;2;04;9500;73;925,159342816385
4606716;1;2;1;70;2;8;48;3; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;54;53;55;1;1;04;5529;73;2405,63476794949
4606720;1;2;1;70;2;16;40;1; ;2;12;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;59;59;85;1;2;04;8512;73;1852,51693954209
4606722;1;3;1;70;2;20;48;1; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;33;97;52;1;2;04;5239;73;925,159342816385
4606724;1;5;1;70;2;4;40;4; ;2;16;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;61;61;01;1;1;04;0123;73;925,159342816385
4606727;1;1;1;70;2;8;20;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;58;53;55;1;1;04;5521;73;1810,93216785225
4606727;1;2;1;70;2;24;48;1; ;2;28;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;33;92;1;2;04;9212;73;1810,93216785225
4606790;1;1;1;70;2;22;40;3; ;2;22;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;720000;2; ;54;54;95;1;2;04;9500;76;3883,84570138069
4606797;1;3;1;70;2;259;48;1; ;2;23;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;58;59;74;1;2;04;7499;76;3040,40096998065
4606798;1;3;1;70;2;7;48;1; ;2;17;1; ;9;2;9;EL PADRE DE SU HIJA LE AYUDARIA; ; ; ; ; ; ; ; ; ;1;1;50000;400000;2; ;45;45;52;1;1;04;5234;76;2325,1640952581
4606798;2;2;2;70;2;4;48;1; ;2;104;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;93;45;1;1;04;4552;76;2325,1640952581
4606807;1;1;1;70;2;4;36;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;58;74;1;1;04;7492;76;3350,9560209982
4607224;1;2;1;70;2;12;40;1; ;2;20;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;79;79;18;1;1;04;1810;19;2640,57147775438
4607225;1;1;1;70;2;16;48;1; ;2;16;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;55;1;2;04;5511;19;2524,44152398264
4607245;1;2;1;70;2;32;40;1; ;2;105;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;87;84;50;1;2;04;5020;19;4348,13925306086
4607252;1;2;1;70;2;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;95;45;1;1;04;4521;19;6237,94686112947
4607254;2;1;2;70;2;32;40;1; ;2;80;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;55;92;1;2;04;9242;19;1960,78883712878
4609869;1;2;1;70;2;32;56;1; ;2;32;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;790000;2; ;53;53;55;1;2;04;5521;50;2917,23196662307
4609869;1;3;1;70;2;36;48;1; ;2;36;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;32;39;85;1;2;04;8532;50;2917,23196662307
4609921;1;2;1;70;2;4;48;8; ;2;4;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;62;53;01;1;1;04;0115;50;3552,32446206648
