DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;clase;MES;DPTO;fex_c_2011;AREA
4585998;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1160,89538033605;05
4585999;1;1;1;90;2; ;1;7;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1278,42558779533;05
4585999;1;2;1;90;2; ;1;30;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1278,42558779533;05
4585999;1;4;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1278,42558779533;05
4586000;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1094,8959375945;05
4586000;1;2;1;90;2; ;1;35;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1094,8959375945;05
4586001;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;874,062588761472;05
4586001;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;874,062588761472;05
4586002;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1160,89538033605;05
4586003;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;990,879427209239;05
4586003;1;2;1;90;2; ;1;3;2; ;2; ;1;6;2; ;2; ;2; ;2; ;2; ;1;04;05;990,879427209239;05
4586003;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;990,879427209239;05
4586004;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;953,442626626263;05
4586004;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;953,442626626263;05
4586004;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;953,442626626263;05
4586004;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;953,442626626263;05
4586004;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;953,442626626263;05
4586005;1;1;1;90;2; ;1;3;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1385,0510684528;05
4586005;1;2;1;90;2; ;1;21;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1385,0510684528;05
4586006;1;1;1;90;2; ;1;42;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1372,20736773932;05
4586006;1;2;1;90;2; ;1;12;2; ;1;60;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1372,20736773932;05
4586006;1;4;1;90;2; ;1;16;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1372,20736773932;05
4586007;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1160,89538033605;05
4586008;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1112,51174897939;05
4586008;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1112,51174897939;05
4586008;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;2;1;04;05;1112,51174897939;05
4586008;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1112,51174897939;05
4586009;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1069,48723974139;05
4586010;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1149,54482366122;05
4586011;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1185,91356036489;05
4586011;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1185,91356036489;05
4586011;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1185,91356036489;05
4586012;1;1;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;766,488408169613;05
4586012;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;766,488408169613;05
4586013;1;1;1;90;2; ;1;28;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1035,74121131578;05
4586013;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1035,74121131578;05
4586013;1;3;1;90;2; ;2; ;2; ;1;26;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1035,74121131578;05
4586014;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1200,36221936745;05
4586014;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;1;04;05;1200,36221936745;05
4586014;1;3;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1200,36221936745;05
4586015;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1007,04546720644;05
4586015;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1007,04546720644;05
4586015;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1007,04546720644;05
4586016;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1160,89538033605;05
4586017;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1444,20632466051;05
4586017;1;2;1;90;2; ;1;28;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1444,20632466051;05
4586017;1;3;1;90;2; ;1;7;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1444,20632466051;05
4586018;1;1;1;90;2; ;2; ;2; ;1;15;2; ;2; ;1;6;2; ;2; ;2; ;1;04;05;1385,0510684528;05
4586018;1;2;1;90;2; ;1;12;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1385,0510684528;05
4586019;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1426,19999545136;05
4586019;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1426,19999545136;05
4586020;1;1;1;90;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1156,66016407441;05
4586020;1;2;1;90;1;8;2; ;2; ;2; ;2; ;1;30;1;4;2; ;2; ;2; ;1;04;05;1156,66016407441;05
4586020;1;3;1;90;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1156,66016407441;05
