DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;CLASE;DPTO;ORDEN;AREA;fex_c_2011
525553;1;5;3;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;868,158634402125
525554;1;4;3;1;1;1;1;1;4;3; ; ; ; ;400000;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;856,045299024427
525555;1;4;2;1;1;1;1;1;1;1; ; ;38000000;300000; ;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;944,482995599583
525556;1;1;1;1;1;1;1;1;1;3; ; ; ; ;130000;1;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;691,469340838842
525557;1;3;1;1;1;1;1;6; ;1; ; ;20000000;150000; ;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;779,834103241988
525558;1;2;2;1;1;1;1;1;1;3; ; ; ; ;130000;1;1;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;870,364239002095
525559;1;3;2;1;1;1;1;1;3;3; ; ; ; ;120000;1;1;2;2;1;2;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;750,599510890722
525560;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;642,241201541006
525560;2;2;1;1;1;1;1;1;1;3; ; ; ; ;100000;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;1;05;1;05;642,241201541006
525561;1;5;3;1;1;1;1;1;3;1; ; ;60000000;600000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;769,932588527601
525562;1;4;3;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;659,992082691394
525563;1;4;3;1;1;1;1;1;1;3; ; ; ; ;220000;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;1006,49837655737
525564;1;4;3;1;1;1;1;1;3;3; ; ; ; ;150000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;704,907591690349
525565;1;3;2;1;1;1;1;1;3;1; ; ;50000000;600000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;750,599510890722
525566;1;3;2;1;1;1;1;1;3;3; ; ; ; ;750000;1;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;944,482995599583
525568;1;4;2;1;1;1;1;1;3;3; ; ; ; ;630000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;885,610257824072
525569;1;4;2;1;1;1;1;1;3;1; ; ;35000000;350000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;796,366789702965
525570;1;4;2;1;1;1;1;1;4;3; ; ; ; ;260000;1;1;1;2;1;1;1;1;1;1;1;2;2;1;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;796,366789702965
525571;1;4;3;1;1;1;1;1;3;3; ; ; ; ;260000;1;1;2;1;1;1;1;1;1;2;1;2;1;2;2;2;2;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;759,483616739825
525572;1;5;3;1;1;1;1;1;1;1; ; ;13000000;380000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;948,402668565056
525573;1;4;2;1;1;1;1;1;4;3; ; ; ; ;240000;1;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;925,383958984387
525574;1;4;3;1;1;1;1;1;1;1; ; ;30000000;250000; ;1;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;844,424449752062
525575;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;1;1;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;832,196376518803
525576;1;3;2;1;1;1;1;1;1;2; ;295000;25000000;250000; ;1;2;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;844,424449752062
525577;1;3;2;1;1;1;1;1;3;1; ; ;28000000;350000; ;1;1;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;898,623320517364
525578;1;3;1;1;1;1;1;1;3;3; ; ; ; ;430000;1;2;2;1;1;1;1;2;1;1;1;2;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;797,809248885767
525579;1;3;1;1;1;1;1;1;3;3; ; ; ; ;410000;1;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;1049,42450124065
525580;1;5;1;1;1;1;1;1;3;1; ; ;70000000;600000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;2872,11616810493
525581;1;4;3;1;1;1;1;1;3;3; ; ; ; ;480000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;1;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;3027,24455276687
525582;1;4;3;1;1;1;1;1;3;3; ; ; ; ;750000;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;709,527636394716
525583;1;2;1;1;1;1;1;1;3;4; ; ; ;250000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;777,988004344512
525584;1;3;1;1;1;1;1;1;2;4; ; ; ;60000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;808,921756715563
525585;1;2;1;1;1;1;1;1;1;1; ; ;8000000;120000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;984,844418656781
525586;1;2;1;1;1;1;1;1;1;4; ; ; ;180000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;746,699303735301
525587;1;4;3;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;2;2;1;1;1;1;2;2;1;1;2;1;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;704,907591690349
525588;1;3;2;1;1;1;1;1;3;1; ; ;24000000;180000; ;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;2;1;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;1;05;1;05;932,893759621074
525589;1;3;2;1;1;1;1;1;4;1; ; ;15000000;220000; ;1;1;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;735,110067756792
525590;1;6;5;1;1;1;1;1;3;1; ; ;45000000;200000; ;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;675,885672636237
525591;1;2;1;1;1;1;1;1;4;3; ; ; ; ;150000;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;769,932588527601
525592;1;3;2;1;1;1;1;1;4;3; ; ; ; ;150000;1;2;2;2;1;1;1;1;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;841,896596734112
525593;1;4;1;1;1;1;1;1;1;3; ; ; ; ;640000;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;01;1;05;1;05;718,029042026232
525594;1;2;1;1;1;1;1;1;4;3; ; ; ; ;140000;1;1;2;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;803,067388034289
525595;1;2;1;1;1;1;1;1;1;3; ; ; ; ;150000;1;1;2;2;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;718,029042026232
525596;1;3;1;1;1;1;1;1;3;3; ; ; ; ;650000;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;718,029042026232
525597;1;2;1;1;1;1;1;1;3;3; ; ; ; ;650000;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;718,029042026232
525598;1;4;3;1;1;1;1;1;1;3; ; ; ; ;750000;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;01;1;05;1;05;752,191093487352
525599;1;3;1;1;1;1;1;1;3;4; ; ; ;600000; ;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;677,667618969034
525600;1;4;2;1;1;1;1;1;1;2; ;240000;40000000;250000; ;1;2;2;2;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;813,758324447858
525601;1;3;1;1;1;1;1;1;1;4; ; ; ;200000; ;1;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;1066,91150406345
525604;1;3;1;1;1;1;1;1;3;1; ; ;27000000;250000; ;1;1;2;2;2;2;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;943,834807455601
525606;1;3;1;1;1;1;1;1;3;1; ; ;60000000;400000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;1017,56868675309
525607;1;3;1;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;2;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;1049,42450124065
525608;1;4;2;1;1;1;1;1;3;1; ; ;60000000;500000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;887,335612926466
525610;1;3;2;1;1;1;1;1;3;1; ; ;50000000;400000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;940,866891492443
525611;1;4;3;1;1;1;1;1;4;2; ;980000;60000000;500000; ;1;1;2;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;1;1;2;1;1;1;4;1;2;1;1;1;4;2;1;01;1;05;1;05;2760,77823503135
525612;1;5;2;1;1;1;1;1;3;1; ; ;75000000;550000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;3002,39804356289
525613;1;4;3;1;1;1;1;1;1;2; ;583000;60000000;400000; ;1;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;1;2;1;2;1;1;1;4;1;2;1;1;1;4;2;1;01;1;05;1;05;3348,91775798163
525614;1;5;2;1;1;1;1;1;3;2; ;550000;63000000;505000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;2958,92044984463
525615;1;1;1;1;1;1;1;2;4;3; ; ; ; ;150000;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;770,095641953666
525616;1;3;1;1;1;1;1;1;4;3; ; ; ; ;230000;1;2;2;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;735,110067756792
525617;1;2;1;1;1;1;1;1;1;3; ; ; ; ;120000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;3;2;1;01;1;05;1;05;838,964273293867
525618;1;4;3;1;1;1;1;1;4;1; ; ;40000000;380000; ;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;3;4;1;2;1;1;1;3;2;1;01;1;05;1;05;608,635934202768
525620;1;2;1;1;1;1;1;1;3;3; ; ; ; ;100000;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;1;05;1;05;841,896596734112
525621;1;4;1;1;1;1;1;1;1;1; ; ;30000000;160000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;984,844418656781
525622;1;3;2;3;1;2;1;1;1;1; ; ;4000000;80000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;5;3;1;2;2;2;1;1; ;1;01;1;05;1;05;719,736565514589
525623;1;2;1;1;1;1;1;1;4;3; ; ; ; ;130000;1;2;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;735,110067756792
525624;1;1;1;3;1;1;2;1;1;1; ; ;99;50000; ;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;5;3;1;2;2;1;2;1;2; ;01;1;05;1;05;978,645047060702
525625;1;1;1;3;1;1;1;2;2;1; ; ;8500000;50000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;4;5;1;2;2;2;1;1; ;2;1;01;1;05;1;05;838,964273293867
525626;1;5;1;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;1;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;984,844418656781
525627;1;4;1;1;1;1;1;1;4;3; ; ; ; ;250000;1;2;2;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;808,761797227425
525628;1;3;2;1;1;1;1;1;1;3; ; ; ; ;220000;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;608,635934202768
525629;1;5;2;1;1;1;1;1;4;1; ; ;99;250000; ;1;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;944,482995599583
525630;1;1;1;3;1;1;1;1;1;1; ; ;99;100000; ;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;1;2;2;1;01;1;05;1;05;1666,77160998492
525631;1;3;1;3;1;1;1;1;4;1; ; ;9000000;100000; ;1;2;2;2;1;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;1;2;2;1;01;1;05;1;05;1888,96599119917
525632;1;4;3;3;1;1;1;1;4;1; ; ;15000000;150000; ;1;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;1;2;2;1;01;1;05;1;05;1505,60890052541
525633;1;2;2;3;2;1;1;2;4;1; ; ;8000000;60000; ;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;1;2;2;1;01;1;05;1;05;1528,80246552106
525634;1;3;2;1;1;1;1;1;1;3; ; ; ; ;150000;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;787,013614258161
525635;1;3;2;3;1;1;1;1;1;1; ; ;99;100000; ;1;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;3;1;2;2;1;1;1;2;1;01;1;05;1;05;1470,45201729704
525636;1;4;3;1;1;1;1;1;3;2; ;300000;99;300000; ;1;2;2;1;1;1;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;838,91716075953
525637;1;3;2;1;1;1;1;1;4;1; ; ;25000000;250000; ;1;2;2;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;750,599510890722
525638;1;1;1;3;1;1;1;1;1;3; ; ; ; ;160000;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;2;1;1;2;2;1;01;1;05;1;05;751,16384153292
525639;1;1;1;3;1;1;1;1;1;3; ; ; ; ;200000;1;1;2;2;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;1;2;2;1;01;1;05;1;05;768,400374170227
525640;1;5;1;1;1;1;1;1;4;2; ;365000;110000000;1000000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;1;1;1;2;1;4;1;2;1;1;1;6;2;1;01;1;05;1;05;1539,8651770552
525642;1;5;1;1;1;1;1;1;4;2; ;700000;120000000;700000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;4;1;2;1;1;1;6;2;1;01;1;05;1;05;1436,05808405246
525643;1;1;1;1;1;1;1;1;1;1; ; ;99;150000; ;1;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;838,964273293867
525644;1;4;1;1;1;1;1;1;3;1; ; ;18000000;230000; ;1;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;961,564021330142
525645;1;4;3;1;1;1;1;1;1;4; ; ; ;200000; ;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;668,49348832291
525646;1;4;3;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;772,864911967846
525647;1;1;1;3;1;1;1;2;1;1; ; ;8000000;100000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;2;1;1;2;2;1;01;1;05;1;05;838,964273293867
525649;1;5;4;3;1;1;2;1;4;1; ; ;99;140000; ;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;2;2;2; ;01;1;05;1;05;636,038960350147
525650;1;1;1;3;1;1;1;1;1;1; ; ;99;80000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;5;1;1;2;2;1;1;1;2;1;01;1;05;1;05;687,82656595979
525651;1;4;2;1;1;1;1;1;3;1; ; ;20000000;200000; ;1;2;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;665,16707192782
525652;1;3;2;1;1;1;1;1;3;3; ; ; ; ;150000;1;2;2;2;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;3;2;1;01;1;05;1;05;756,811138191718
