DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6050;P6060;P6060S1;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6180;P6180S1;P6180S2;P6190;P6190S1;P6200;P6200S1;P6210;P6210S1;P6220;P6177S1;P6040;DPTO;fex_c_2011
535573;1;2;66;10;2;2;1;3;1982;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;25;66;247,065763551021
535573;1;3;66;10;2;1;1;5;2003;3;2; ; ;1; ; ;3; ; ;2;2;1;1;1;0;3000;2; ;2; ;2;0; ; ;4;66;247,065763551021
535574;1;1;66;10;1;2;1;4;1969;1;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;38;66;252,773245308085
535574;1;2;66;10;1;2;1;6;1990;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1; ;17;66;252,773245308085
535574;1;3;66;10;1;2;1;5;1992;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;8; ; ;15;66;252,773245308085
535574;1;4;66;10;1;1;1;12;1993;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ; ;13;66;252,773245308085
535575;1;1;66;10;1;1;1;4;1979;1;2; ;1;1; ; ;1;1;26800;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;28;66;296,8721961096
535575;1;2;66;10;2;2;1;6;1989;2;2; ;1;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;10;1; ;18;66;296,8721961096
535575;1;3;66;10;1;1;1;4;2007;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;66;296,8721961096
535576;1;1;66;10;1;2;1;4;1966;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ; ;41;66;255,155557102801
535576;1;2;66;10;1;1;1;5;1994;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ; ;13;66;255,155557102801
535577;1;1;66;10;1;2;1;9;1968;1;2; ;3;1; ; ;1;1;19000;2;1;2; ; ; ; ; ; ; ; ;5;10;1; ;39;66;287,604035314597
535577;1;2;66;10;3;1;1;2;1995;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;0; ; ;12;66;287,604035314597
535577;1;3;66;10;3;1;1;1;1967;5;2; ;3;2;1;24; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;6; ; ;40;66;287,604035314597
535578;1;1;66;10;1;1;1;8;1946;1;1;4;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ; ;61;66;259,196151018337
535578;1;2;66;10;2;2;1;1;1947;2;2; ;6;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;1; ; ;60;66;259,196151018337
535579;1;1;66;10;1;2;1;3;1964;1;2; ;5;1; ; ;1;1;80000;2;1;2; ; ; ; ; ; ; ; ;6;6;5; ;43;66;204,157968646865
535579;1;2;66;10;2;2;1;6;1978;5;2; ;6;1; ; ;1;3;54300;1;1;1;1;2; ; ;2; ;2; ;6;4;2; ;29;66;204,157968646865
535579;1;3;66;10;3;1;1;10;1983;9;2; ;6;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;6;2;3; ;24;66;204,157968646865
535580;1;1;66;10;1;1;1;10;1982;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;25;66;335,125812420513
535580;1;2;66;10;2;2;1;7;1987;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;9; ; ;20;66;335,125812420513
535580;1;3;66;10;3;1;1;8;1989;5;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;18;66;335,125812420513
535580;1;4;66;10;4;2;1;10;1994;5;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;FALTA DE DOCUMENTOS PARA LA INSCRIPCION;13;66;335,125812420513
535580;1;5;66;10;2;1;1;10;2006;3;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;335,125812420513
535581;1;1;66;10;1;1;1;3;1963;1;2; ;2;1; ; ;1;1;100000;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;44;66;247,065763551021
535581;1;2;66;10;2;2;1;6;1962;2;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ; ;45;66;247,065763551021
535581;1;3;66;10;2;1;1;5;2004;3;2; ; ;1; ; ;1;5; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;3;66;247,065763551021
535582;1;1;66;10;1;1;1;4;1976;1;2; ;6;1; ; ;1;1;17000;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;31;66;264,058314628014
535582;1;2;66;10;2;2;1;10;1972;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;35;66;264,058314628014
535582;1;3;66;10;2;1;1;2;2003;3;2; ; ;1; ; ;1;5; ;2;2;1;1;1;3300;4000;2; ;2; ;2;0; ; ;4;66;264,058314628014
535582;1;4;66;10;4;1;1;5;1952;5;2; ;3;1; ; ;1;3;53000;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;55;66;264,058314628014
535583;1;1;66;10;1;1;1;10;1975;1;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;10;1; ;32;66;275,069807217382
535583;1;2;66;10;2;2;1;10;1979;2;2; ;6;1; ; ;1;3;54250;2;1;2; ; ; ; ;2; ;2; ;6;6;4; ;28;66;275,069807217382
535583;1;3;66;10;2;2;1;12;1998;3;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ; ;8;66;275,069807217382
535583;1;4;66;10;2;1;1;1;2001;3;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;1; ; ;6;66;275,069807217382
535584;1;1;66;10;1;2;1;10;1974;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;33;66;218,338971976597
535584;1;2;66;10;1;2;1;3;1993;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;8; ; ;14;66;218,338971976597
535584;1;3;66;10;1;2;1;1;1995;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;7; ; ;12;66;218,338971976597
535584;1;4;66;10;1;2;1;9;2004;5;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;3;66;218,338971976597
535584;1;5;66;10;1;2;1;5;2007;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;66;218,338971976597
535584;1;6;66;10;6;2;1;6;1954;5;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;53;66;218,338971976597
535585;1;1;66;10;1;1;1;5;1945;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;62;66;181,705747515585
535585;1;2;66;10;2;2;1;2;1957;2;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;50;66;181,705747515585
535585;1;3;66;10;3;2;1;5;1977;3;2; ;5;1; ; ;1;1;17000;2;1;2; ; ; ; ;2; ;2; ;6;6;4; ;30;66;181,705747515585
535587;1;1;66;10;1;1;1;8;1938;1;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;69;66;133,354186675233
535587;1;2;66;10;2;2;1;10;1943;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;64;66;133,354186675233
535587;1;3;66;10;3;2;1;4;1965;3;2; ;5;1; ; ;1;3;56000;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;42;66;133,354186675233
535587;1;4;66;10;4;2;1;7;1966;3;2; ;3;1; ; ;1;4; ;2;1;2; ; ; ; ; ; ; ; ;6;6;4; ;41;66;133,354186675233
535587;1;5;66;10;5;2;1;7;1947;5;2; ;4;1; ; ;1;2;50000;2;1;2; ; ; ; ; ; ; ; ;4;7; ; ;60;66;133,354186675233
535588;1;1;66;10;1;2;1;9;1935;1;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;72;66;308,983587922284
535588;1;2;66;10;2;1;1;10;1961;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;46;66;308,983587922284
535589;1;1;66;10;1;1;1;12;1976;1;2; ;5;1; ; ;1;1;50000;2;1;2; ; ; ; ;2; ;2; ;6;6;4; ;30;66;251,611300909355
535589;1;2;66;10;2;2;1;9;1955;5;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;52;66;251,611300909355
535589;1;3;66;10;3;2;1;10;1929;5;2; ;4;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;78;66;251,611300909355
535591;1;1;66;10;1;1;1;8;1952;1;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ; ;55;66;180,514591618227
535591;1;2;66;10;2;2;1;9;1957;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;50;66;180,514591618227
535591;1;3;66;10;3;2;1;8;1978;3;2; ;5;1; ; ;1;1;17000;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;29;66;180,514591618227
535591;1;4;66;10;4;2;1;5;1987;3;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;20;66;180,514591618227
535592;1;1;66;10;1;1;1;1;1954;1;2; ;3;1; ; ;1;1;26000;2;1;2; ; ; ; ; ; ; ; ;6;2;3; ;53;66;322,167996584431
535593;1;1;66;10;1;2;1;8;1970;1;2; ;6;1; ; ;3; ; ;2;1;1;2;2; ; ;2; ;2; ;6;2;3; ;37;66;273,499342946166
535593;1;2;66;10;2;2;1;2;1989;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1; ;18;66;273,499342946166
535593;1;3;66;10;3;1;1;10;1990;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;7; ; ;17;66;273,499342946166
535594;1;1;66;10;1;1;1;2;1976;1;2; ;6;1; ; ;1;3;55000;2;1;1;2;2; ; ;2; ;2; ;5;11;2; ;31;66;296,228176788543
535594;1;2;66;10;2;2;1;11;1977;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;30;66;296,228176788543
535594;1;3;66;10;2;1;1;10;2002;3;2; ; ;1; ; ;1;5; ;2;2;1;1;1;2000;10000;2; ;2; ;1;0; ; ;5;66;296,228176788543
535594;1;4;66;10;2;2;1;5;2007;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;66;296,228176788543
535596;1;1;66;10;1;1;1;4;1968;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;39;66;273,976307662078
535596;1;2;66;10;2;2;1;6;1968;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;39;66;273,976307662078
535596;1;3;66;10;1;1;1;11;1997;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;700;2; ;2; ;3;3; ; ;10;66;273,976307662078
535596;1;4;66;10;2;2;1;3;2000;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;0;700;2; ;2; ;3;1; ; ;7;66;273,976307662078
535596;1;5;66;10;2;1;1;11;2001;3;2; ; ;1; ; ;3; ; ;2;2;1;1;1;0;700;2; ;2; ;2;0; ; ;6;66;273,976307662078
535597;1;1;66;10;1;1;1;8;1950;1;2; ;6;2;1;4; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;11;2; ;57;66;259,196151018337
535597;1;2;66;10;2;2;1;6;1950;2;2; ;6;1; ; ;1;2;54200;2;1;2; ; ; ; ; ; ; ; ;4;9; ; ;57;66;259,196151018337
535598;1;1;66;10;1;2;1;3;1956;1;2; ;1;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ; ;51;66;262,325835072359
535598;1;2;66;10;2;1;1;5;1956;2;2; ;1;1; ; ;1;1;61900;2;1;2; ; ; ; ; ; ; ; ;6;3;3; ;51;66;262,325835072359
535598;1;3;66;10;3;2;1;7;1976;3;2; ;5;1; ; ;1;1;17600;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;31;66;262,325835072359
535598;1;4;66;10;4;2;1;10;1998;4;2; ; ;1; ; ;1;5; ;2;1;1;1;1;0;800;2; ;2; ;3;2; ; ;9;66;262,325835072359
535598;1;5;66;10;5;1;1;9;1984;5;2; ;1;1; ; ;1;1;54000;2;1;1;2;2; ; ;2; ;2; ;6;3;2; ;23;66;262,325835072359
535598;1;6;66;10;6;2;1;5;1984;3;2; ;1;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;6;4;2; ;23;66;262,325835072359
535598;1;7;66;10;6;1;1;4;2007;4;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;66;262,325835072359
535604;1;1;66;10;1;1;1;12;1958;1;2; ;6;1; ; ;1;3;54200;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;48;66;322,214489344394
535604;1;2;66;10;2;2;1;9;1958;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;49;66;322,214489344394
535604;1;3;66;10;3;1;1;5;1991;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;8; ; ;16;66;322,214489344394
535604;1;4;66;10;2;2;1;12;1990;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1; ;16;66;322,214489344394
535605;1;1;66;10;1;1;1;5;1963;1;2; ;6;1; ; ;1;1;24000;2;1;2; ; ; ; ; ; ; ; ;4;8; ; ;44;66;245,776951311609
535605;1;2;66;10;2;2;1;1;1964;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;10;2; ;43;66;245,776951311609
535605;1;3;66;10;3;2;1;7;1985;3;2; ;5;2;1;36; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;22;66;245,776951311609
535605;1;4;66;10;2;2;1;1;1991;3;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;5;10;1; ;16;66;245,776951311609
535606;1;1;66;10;1;2;1;2;1978;1;2; ;5;1; ; ;1;1;54200;2;1;2; ; ; ; ;2; ;2; ;6;6;5; ;29;66;219,210055151769
535606;1;2;66;10;1;2;1;1;2000;3;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;2; ; ;7;66;219,210055151769
535606;1;3;66;10;3;2;1;12;1943;5;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;63;66;219,210055151769
535607;1;1;66;10;1;2;1;9;1961;1;2; ;3;2;1;12; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;7; ; ;46;66;285,221723519881
535607;1;2;66;10;2;1;1;3;1982;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;25;66;285,221723519881
535607;1;3;66;10;1;2;1;4;1984;3;2; ;5;2;1;24; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;23;66;285,221723519881
535607;1;4;66;10;1;2;1;1;1992;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;8; ;SE  FUE  A  PASEAR Y  NO QUIZO  VOLVER  A ESTUDIAR;15;66;285,221723519881
535607;1;5;66;10;2;1;1;10;1995;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;0; ; ;12;66;285,221723519881
535608;1;1;66;10;1;2;1;4;1963;1;2; ;6;1; ; ;1;3;54200;2;1;2; ; ; ; ; ; ; ; ;4;8; ; ;44;66;287,604035314597
535608;1;2;66;10;2;1;1;8;1981;3;2; ;5;2;1;3; ; ; ; ;1;1;1;2; ; ;2; ;2; ;6;2;2; ;26;66;287,604035314597
535608;1;3;66;10;1;1;1;10;1995;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;0; ; ;12;66;287,604035314597
535609;1;1;66;10;1;1;1;12;1951;1;2; ;6;1; ; ;1;3;54200;2;1;2; ; ; ; ; ; ; ; ;4;7; ; ;55;66;259,196151018337
535609;1;2;66;10;2;2;1;10;1947;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;60;66;259,196151018337
535610;1;1;66;10;1;1;1;1;1953;1;2; ;6;1; ; ;1;1;127000;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;54;66;342,188269243928
535610;1;2;66;10;2;2;1;2;1973;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;34;66;342,188269243928
535610;1;3;66;10;3;2;1;11;1998;3;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;2; ; ;9;66;342,188269243928
535610;1;4;66;10;4;2;1;9;2001;3;2; ; ;1; ; ;1;5; ;2;2;1;1;2; ; ;2; ;2; ;2;0; ; ;6;66;342,188269243928
535612;1;1;66;10;1;1;1;5;1962;1;2; ;6;1; ; ;1;3;54200;2;1;2; ; ; ; ; ; ; ; ;5;13;3; ;45;66;276,718796995182
535612;1;2;66;10;2;2;1;1;1974;2;2; ;6;1; ; ;1;1;59000;2;1;2; ; ; ; ;2; ;2; ;5;13;3; ;33;66;276,718796995182
535612;1;3;66;10;3;1;1;6;1997;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ; ;10;66;276,718796995182
535612;1;4;66;10;4;1;1;12;1998;3;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;2; ; ;8;66;276,718796995182
535613;1;1;66;10;1;1;1;4;1954;1;2; ;6;1; ; ;1;1;150000;2;1;1;2;2; ; ;1;5000000;2; ;6;8;5; ;53;66;221,806883981688
535613;1;2;66;10;2;2;1;7;1959;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ; ;48;66;221,806883981688
535613;1;3;66;10;3;2;1;7;1982;3;2; ;5;2;1;12; ; ; ; ;1;2; ; ; ; ;2; ;2; ;6;5;4; ;25;66;221,806883981688
535614;1;1;66;10;1;1;1;8;1947;1;1;1;6;1; ; ;1;3;54200;1;1;2; ; ; ; ; ; ; ; ;3;3; ; ;60;66;259,196151018337
535614;1;2;66;10;2;2;1;3;1930;2;2; ;6;1; ; ;1;5; ;1;1;2; ; ; ; ; ; ; ; ;3;3; ; ;77;66;259,196151018337
535615;1;1;66;10;1;1;1;12;1920;1;2; ;6;1; ; ;1;2;60000;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;86;66;259,196151018337
535615;1;2;66;10;2;2;1;12;1928;2;2; ;6;1; ; ;1;5; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;78;66;259,196151018337
535616;1;1;66;10;1;1;1;5;1951;1;2; ;6;1; ; ;1;2;55000;2;1;2; ; ; ; ; ; ; ; ;4;9; ; ;56;66;265,151814183318
535616;1;2;66;10;2;2;1;4;1954;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ; ;53;66;265,151814183318
535616;1;3;66;10;3;1;1;1;1966;5;2; ;5;1; ; ;1;2;55000;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;41;66;265,151814183318
535617;1;1;66;10;1;1;1;2;1976;1;2; ;2;1; ; ;1;1;17320;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;31;66;297,965695664904
535617;1;2;66;10;2;2;1;10;1984;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;23;66;297,965695664904
535619;1;1;66;10;1;1;1;2;1942;1;2; ;2;1; ; ;1;2;80000;2;1;2; ; ; ; ; ; ; ; ;3;1; ; ;65;66;190,067181382501
535619;1;2;66;10;2;2;1;5;1953;2;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;54;66;190,067181382501
535619;1;3;66;10;3;2;1;11;1975;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;13;3; ;32;66;190,067181382501
535619;1;4;66;10;4;2;1;9;1974;3;2; ;2;1; ; ;1;1;17320;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;33;66;190,067181382501
535619;1;5;66;10;5;1;1;8;1977;9;2; ;2;1; ; ;1;1;17320;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;30;66;190,067181382501
535619;1;6;66;10;2;1;1;12;2004;4;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;66;190,067181382501
535619;1;7;66;10;2;2;1;5;2006;4;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;190,067181382501
535620;1;1;66;10;1;2;1;3;1962;1;1;2;3;1; ; ;1;3;54200;2;1;2; ; ; ; ; ; ; ; ;4;6; ; ;45;66;214,519628997171
535620;1;2;66;10;2;2;1;7;1986;3;2; ;5;1; ; ;1;1;17320;2;1;2; ; ; ; ;2; ;2; ;5;13;3; ;21;66;214,519628997171
535621;1;1;66;10;1;1;1;4;1933;1;2; ;6;1; ; ;1;2;80000;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;74;66;268,157683486727
535621;1;2;66;10;2;2;1;12;1940;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;66;66;268,157683486727
535621;1;3;66;10;3;1;1;9;1981;3;2; ;5;2;1;12; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;26;66;268,157683486727
535621;1;4;66;10;4;2;1;11;1982;3;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;25;66;268,157683486727
535621;1;5;66;10;5;2;1;4;1987;3;2; ;5;2;1;6; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;20;66;268,157683486727
535621;1;6;66;10;4;1;1;3;1999;4;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;0; ; ;8;66;268,157683486727
535623;1;1;66;10;1;2;1;7;1919;1;2; ;4;1; ; ;1;2;45000;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;88;66;242,183664716386
535623;1;2;66;10;2;1;1;8;1948;3;2; ;5;1; ; ;1;1;17320;2;1;2; ; ; ; ; ; ; ; ;4;9; ; ;59;66;242,183664716386
535623;1;3;66;10;3;1;1;8;1949;3;2; ;5;2;1;60; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;8; ; ;58;66;242,183664716386
535623;1;4;66;10;4;1;1;12;1951;3;2; ;5;1; ; ;1;1;17320;2;1;2; ; ; ; ; ; ; ; ;4;7; ; ;55;66;242,183664716386
535623;1;5;66;10;5;2;1;3;1970;6;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;37;66;242,183664716386
535624;1;1;66;10;1;2;1;5;1937;1;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;70;66;242,203599941345
535625;1;1;68;10;1;2;1;3;1957;1;2; ;4;1; ; ;1;1;98;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;50;68;260,039814540752
535625;1;2;68;10;2;2;1;5;1986;3;2; ;5;1; ; ;1;1;17350;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;21;68;260,039814540752
535625;1;3;68;10;2;2;1;2;2004;4;2; ; ;1; ; ;1;5; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;3;68;260,039814540752
535626;1;1;68;10;1;1;1;2;1979;1;2; ;6;1; ; ;1;1;17350;2;1;2; ; ; ; ;2; ;2; ;6;2;3; ;28;68;327,983168679466
535626;1;2;68;10;2;2;1;6;1974;2;2; ;6;1; ; ;1;1;17350;2;1;2; ; ; ; ;2; ;2; ;6;2;3; ;33;68;327,983168679466
535626;1;3;68;10;2;1;1;12;2004;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;68;327,983168679466
535627;1;1;68;10;1;1;1;9;1968;1;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;39;68;367,197277549501
535627;1;2;68;10;2;2;1;11;1972;2;2; ;6;1; ; ;1;1;17350;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;35;68;367,197277549501
535627;1;3;68;10;3;2;1;11;1995;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;0; ; ;12;68;367,197277549501
535627;1;4;68;10;4;2;1;8;1997;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ; ;10;68;367,197277549501
535627;1;5;68;10;1;1;1;6;2006;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;367,197277549501
535627;1;6;68;10;6;1;1;10;1978;5;2; ;5;1; ; ;1;1;17350;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;29;68;367,197277549501
535628;1;1;68;10;1;1;1;3;1970;1;2; ;6;1; ; ;1;3;60000;2;1;2; ; ; ; ; ; ; ; ;4;6; ; ;37;68;356,970982024647
535628;1;2;68;10;2;2;1;9;1970;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ; ;37;68;356,970982024647
535628;1;3;68;10;3;1;1;3;1989;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;1500;9000;2; ;2; ;6;0;2; ;18;68;356,970982024647
535628;1;4;68;10;4;1;1;7;1996;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ; ;11;68;356,970982024647
535628;1;5;68;10;2;2;1;10;2006;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;356,970982024647
535629;1;1;68;10;1;1;1;3;1960;1;2; ;6;1; ; ;1;1;17350;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;47;68;274,73919421388
535629;1;2;68;10;2;2;1;7;1966;2;2; ;6;2;1;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;10;1; ;41;68;274,73919421388
535629;1;3;68;10;2;2;1;10;1998;3;2; ; ;2;1;2; ; ; ; ;1;1;1;1;0;1500;2; ;2; ;3;2; ; ;9;68;274,73919421388
535629;1;4;68;10;2;2;1;2;2004;3;2; ; ;2;1;2; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ; ;3;68;274,73919421388
535629;1;5;68;10;5;2;1;8;1939;5;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;68;68;274,73919421388
