Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
4026128;1;4;1;1;1;1;2;1;4;1; ; ;98;500000; ;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;1; ;2; ;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;04;05;880,931153625372
4026129;1;5;1;1;1;1;1;1;3;1; ; ;180000000;800000; ;2;1;1;2;1;1;2;2;1;1;2;2;1;2;2;1;1;1;1;1;1;1;1; ;2; ;1;1;2;1;4;1;1;1;1;1;4;3;1;01;05;04;05;1262,61971075804
4026131;1;4;2;1;1;1;1;1;3;1; ; ;98;4000000; ;1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2; ;2; ;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;04;05;1028,97300240473
4026132;1;2;2;1;1;1;1;2;3;1; ; ;98;200000; ;1;2;1;1;1;1;2;2;1;1;2;2;2;2;1;2;1;1;1;2;2;1;3; ;2; ;4;1;2;1;2;1;1;1;1;1;2;2;1;01;05;04;05;1217,09439535866
4026133;1;1;1;1;1;1;2;1;4;4; ; ; ;150000; ;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;2;1;1; ;2; ;4;1;2;1;2;1;2;1;1;1;2;2;1;01;05;04;05;1411,6977907833
4026134;1;4;2;1;1;1;1;1;3;3; ; ; ; ;380000;2;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2; ;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;05;04;05;1546,88874415135
4026136;1;5;3;1;1;1;1;1;3;3; ; ; ; ;390000;1;1;1;2;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;2;1;3; ;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;05;04;05;963,11107281512
4026137;1;5;2;1;1;1;1;1;3;1; ; ;60000000;500000; ;1;2;1;2;2;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;1;1;1; ;2; ;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;04;05;1254,18368645561
4026138;1;4;3;1;1;1;1;1;3;3; ; ; ; ;98;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5; ;2; ;5;1;2;1;4;1;1;1;1;1;4;2;1;01;05;04;05;712,463114019245
4026139;1;5;2;1;1;1;1;1;3;3; ; ; ; ;800000;1;1;1;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;3; ;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;05;04;05;1410,69020144486
4026141;1;3;2;1;2;1;1;1;3;4; ; ; ;350000; ;1;2;1;1;2;1;2;2;1;1;2;1;2;2;1;2;1;1;1;1;1;1;3; ;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;05;04;05;1266,05563443595
4026142;1;4;3;1;1;1;1;1;3;1; ; ;70000000;380000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;4; ;1;1;4;1;2;1;4;1;1;1;1;1;2;2;1;01;05;04;05;875,456740493101
4026143;1;4;3;1;1;1;1;1;3;1; ; ;175000000;900000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;1;1;1;1;1;1;1;1;1;3; ;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;05;04;05;1000,22900581954
4026145;1;5;1;1;1;1;1;1;3;1; ; ;80000000;550000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2; ; ;2; ;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;04;05;880,931153625372
4026146;1;4;3;1;1;1;1;1;3;2; ;98;98;800000; ;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;1;1;4; ;2; ;6;1;2;1;4;1;1;1;1;1;4;2;1;01;05;04;05;1484,33353640194
4026147;1;5;2;1;1;1;1;1;4;1; ; ;400000000;1300000; ;1;1;1;1;2;1;2;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2; ;2; ;3;1;1;1;4;1;2;1;1;1;5;2;1;01;05;04;05;1156,70687890132
4026148;1;6;1;1;1;1;1;1;3;1; ; ;98;1800000; ;1;1;1;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;1; ;2; ;2;1;1;1;4;1;1;1;1;1;5;2;1;01;05;04;05;1008,66503012197
4026149;1;1;1;1;2;1;1;1;4;3; ; ; ; ;150000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1; ;2; ;1;1;3;1;2;1;2;1;1;1;2;2;1;01;05;04;05;1282,9276830408
4026150;1;4;2;1;1;1;1;1;3;3; ; ; ; ;1100000;1;1;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;1;2; ;2; ;3;1;2;1;4;1;1;1;1;1;5;2;1;01;05;04;05;1448,91628371797
4026150;2;1;1;1;1;1;1;1;3;3; ; ; ; ;350000;1;1;1;1;1;1;2;2;1;1;1;2;2;2;1;1;1;1;1;2;1;1;1; ;2; ;1;2;2;1;4;1;1;1;1;1;5;2;1;01;05;04;05;1448,91628371797
4026151;1;2;2;1;2;1;1;1;3;4; ; ; ;200000; ;1;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;1;1; ;2; ;4;1;2;1;2;1;1;1;1;1;3;2;1;01;05;04;05;887,300046565966
4026152;1;1;1;1;2;1;1;1;1;3; ; ; ; ;200000;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2; ; ;2; ;1;1;3;1;4;1;2;1;1;1;4;7;1;01;05;04;05;880,931153625372
4026153;1;1;1;1;2;1;1;6; ;3; ; ; ; ;270000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1; ;2; ;1;1;3;1;4;1;2;1;1;1;4;2;1;01;05;04;05;1282,9276830408
4026154;1;4;1;1;1;1;1;1;4;3; ; ; ; ;500000;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;2;1;2; ;2; ;2;1;2;1;4;1;2;1;1;1;4;8;1;01;05;04;05;1008,66503012197
4026156;1;4;3;1;1;1;1;1;3;1; ; ;180000000;1100000; ;1;1;1;1;1;1;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;3; ;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;05;04;05;878,734820425827
4026158;1;1;1;1;2;1;1;1;4;3; ; ; ; ;300000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;1; ;2; ;1;1;3;1;4;1;2;1;1;1;4;7;1;01;05;04;05;1126,44980995902
4026159;1;4;2;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;2;1;2; ;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;05;04;05;1410,69020144486
4026161;1;1;1;1;2;1;1;2;4;3; ; ; ; ;180000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2; ; ;2; ;1;1;3;1;4;1;2;1;1;1;3;2;1;01;05;04;05;1282,9276830408
4026162;1;4;3;1;1;1;1;1;3;3; ; ; ; ;1200000;1;1;1;1;1;1;2;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;4; ;2; ;5;1;2;1;4;1;1;1;1;1;5;2;1;01;05;04;05;1371,74744844643
4026163;1;6;3;1;1;1;1;1;4;1; ; ;350000000;1800000; ;1;1;1;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1;4; ;2; ;4;1;1;1;4;1;2;1;1;1;5;2;1;01;05;04;05;1006,46869692242
4026164;1;4;1;1;1;1;1;1;3;1; ; ;250000000;1500000; ;2;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2; ;2; ;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;04;05;1274,49165873837
4026165;1;5;1;1;1;1;1;1;4;1; ; ;98;400000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1; ;2; ;1;1;1;1;2;1;1;1;1;1;2;2;1;01;05;04;05;1126,44980995902
4026166;1;4;1;1;1;1;1;1;3;1; ; ;200000000;1000000; ;2;1;1;1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;2;1;1;1; ;2; ;1;1;2;1;4;1;1;1;1;1;5;2;1;01;05;04;05;1126,44980995902
4026167;1;4;1;1;1;1;1;1;3;3; ; ; ; ;2000000;2;1;1;2;2;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1; ;2; ;1;1;1;1;4;1;1;1;1;1;5;2;1;01;05;04;05;1282,9276830408
4026168;1;5;1;1;1;1;1;1;3;1; ; ;140000000;750000; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1; ;2; ;1;1;2;1;4;1;1;1;1;1;4;3;1;01;05;04;05;880,931153625372
4026170;1;4;2;1;1;1;1;1;3;3; ; ; ; ;855000;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2; ;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;05;04;05;775,018321768656
4026172;1;5;1;1;1;1;1;1;3;2; ;320000;180000000;1000000; ;1;1;1;1;1;2;2;2;2;1;2;2;1;2;2;1;1;1;1;1;1;1;1; ;2; ;1;1;2;1;4;1;1;1;1;1;4;3;1;01;05;04;05;880,931153625372
4026174;1;4;1;1;1;1;1;1;3;1; ; ;160000000;1000000; ;1;1;1;1;1;1;2;2;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1; ;2; ;1;1;2;1;4;1;1;1;1;1;4;3;1;01;05;04;05;1126,44980995902
4026176;1;5;1;1;1;1;1;1;3;3; ; ; ; ;757000;1;1;1;1;1;1;2;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1; ;2; ;1;1;2;1;4;1;1;1;1;1;4;3;1;01;05;04;05;1126,44980995902
4026177;1;4;2;1;1;1;1;1;3;1; ; ;85000000;450000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2; ;2; ;2;1;2;1;4;1;1;1;1;1;2;3;1;01;05;04;05;687,33534753917
4026178;1;4;2;1;1;1;1;1;3;3; ; ; ; ;883000;1;2;1;2;1;1;1;2;1;1;2;2;2;2;1;1;1;1;1;2;1;1;3; ;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;05;04;05;1000,22900581954
4026179;1;4;3;1;1;1;1;1;3;3; ; ; ; ;385000;1;1;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;1;5; ;2; ;6;1;2;1;4;1;1;1;1;1;2;3;1;01;05;04;05;1267,1924256121
4026180;1;5;5;1;1;1;1;1;3;3; ; ; ; ;480000;1;2;1;2;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;2;2;1;5; ;2; ;7;1;2;1;4;1;1;1;1;1;2;2;1;01;05;04;05;1811,99870204243
4026181;1;4;2;1;1;1;1;1;3;3; ; ; ; ;820000;1;1;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2; ;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;05;04;05;826,811970178385
4026182;1;4;1;1;1;1;1;1;3;3; ; ; ; ;850000;1;1;1;1;1;1;2;2;2;1;2;2;1;1;1;1;1;1;1;1;2;1;2; ;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;05;04;05;1008,66503012197
4026183;1;6;3;1;1;1;1;1;3;1; ; ;250000000;1200000; ;1;1;1;2;1;1;1;2;1;1;2;2;1;2;1;1;1;1;1;1;2;1;4; ;2; ;4;1;2;1;7;1;1;1;1;1;4;2;1;01;05;04;05;946,109822372556
4026184;1;1;1;1;1;1;1;1;1;4; ; ; ;200000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1; ;2; ;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;04;05;1274,49165873837
4026185;1;3;3;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1; ;2; ;3;1;2;1;4;1;1;1;1;1;1;2;1;01;05;04;05;954,545846674982
4026186;1;4;3;1;1;1;1;1;3;1; ; ;60000000;500000; ;1;1;1;2;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;1;1;2; ;2; ;5;1;2;1;4;1;1;1;1;1;2;3;1;01;05;04;05;1750,05736571613
4026187;1;4;2;1;1;1;1;1;3;1; ; ;250000000;1000000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2; ;2; ;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;04;05;1008,66503012197
4026188;1;4;2;1;1;1;1;3;3;1; ; ;98;750000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2; ;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;05;04;05;872,495129322947
4026189;1;4;2;1;1;1;1;1;3;1; ; ;40000000;300000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;4; ;2; ;4;1;2;1;2;1;1;1;1;1;1;2;1;01;05;04;05;1014,93336313232
4026190;1;4;1;1;1;1;1;1;3;1; ; ;100000000;700000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1; ;2; ;1;1;2;1;4;1;1;1;1;1;4;3;1;01;05;04;05;880,931153625372
4026191;1;5;4;1;1;1;1;1;3;1; ; ;120000000;350000; ;1;1;1;2;2;1;1;2;1;1;2;1;2;2;1;1;1;1;1;1;1;1;11; ;2; ;12;1;2;1;4;1;1;1;1;1;2;3;1;01;05;04;05;1264,67928261151
4026192;1;4;3;1;1;1;1;1;3;2; ;390000;190000000;1100000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;4; ;2; ;4;1;2;1;4;1;1;1;1;1;4;2;1;01;05;04;05;1356,57101799787
4026193;1;4;3;1;1;1;1;1;3;4; ; ; ;250000; ;1;2;1;2;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;2;1;3; ;2; ;4;1;2;1;2;1;1;1;1;1;1;2;1;01;05;04;05;1026,77666920518
4026194;1;4;3;1;1;1;1;1;1;3; ; ; ; ;715000;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2; ;2; ;3;1;2;1;4;1;2;1;1;1;3;3;1;01;05;04;05;864,059105020521
4026195;1;4;3;1;1;1;1;1;3;1; ; ;75000000;600000; ;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;5; ;2; ;6;1;2;1;4;1;1;1;1;1;2;3;1;01;05;04;05;1331,16014578839
4026196;1;5;3;1;1;1;1;1;3;3; ; ; ; ;1000000;2;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;3; ;2; ;4;1;2;1;4;1;1;1;1;1;4;2;1;01;05;04;05;1284,06447421695
4026197;1;4;2;1;1;1;1;1;3;3; ; ; ; ;650000;1;2;1;1;1;1;2;2;1;1;1;2;2;2;1;1;1;1;1;1;1;1;2; ;2; ;4;1;2;1;4;1;1;1;1;1;3;3;1;01;05;04;05;1613,85882300964
4026198;1;6;2;1;1;1;1;1;3;1; ; ;200000000;1200000; ;1;1;1;2;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1;2; ;2; ;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;04;05;872,495129322947
4026199;1;3;2;1;1;1;1;1;3;1; ; ;25000000;300000; ;1;2;1;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;2;1;1;2; ;2; ;4;1;2;1;4;1;1;1;1;1;1;2;1;01;05;04;05;1613,85882300964
4026200;1;3;1;1;1;1;1;1;4;1; ; ;100000000;600000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;2; ; ;2; ;1;1;2;1;4;1;2;1;1;1;3;3;1;01;05;04;05;1262,61971075804
4026201;1;7;4;1;1;1;1;1;3;1; ; ;98;1500000; ;1;1;1;1;2;1;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;5; ;2; ;6;1;2;1;4;1;1;1;1;1;4;2;1;01;05;04;05;567,442917130721
4026202;1;4;1;1;1;1;1;1;3;3; ; ; ; ;515000;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1; ;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;05;04;05;880,931153625372
4026203;1;4;3;1;1;1;1;1;3;3; ; ; ; ;410000;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;4; ;2; ;6;1;2;1;4;1;1;1;1;1;2;2;1;01;05;04;05;1005,13952980751
4026204;1;2;1;1;1;1;1;1;4;3; ; ; ; ;670000;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;1; ;2; ;1;1;2;1;4;1;2;1;1;1;4;2;1;01;05;04;05;1282,9276830408
4026205;1;5;3;1;1;1;1;1;3;1; ; ;280000000;1300000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;3; ;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;05;04;05;1000,22900581954
4026206;1;4;2;1;1;1;1;1;3;1; ; ;260000000;1200000; ;1;1;1;2;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;2; ;2; ;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;04;05;1008,66503012197
4026207;1;6;3;1;1;1;1;1;1;3; ; ; ; ;1020000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;3; ;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;05;04;05;1020,5369781023
4026208;1;4;3;1;1;1;1;1;1;1; ; ;98;1200000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;3; ;2; ;3;1;2;1;4;1;2;1;1;1;4;2;1;01;05;04;05;567,442917130721
4026209;1;3;2;1;1;1;1;1;4;3; ; ; ; ;180000;1;2;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;3; ;2; ;3;1;2;1;4;1;2;1;1;1;2;2;1;01;05;04;05;954,545846674982
4026210;1;2;1;1;1;1;1;1;4;3; ; ; ; ;400000;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1; ;2; ;1;1;2;1;4;1;2;1;1;1;3;3;1;01;05;04;05;1126,44980995902
4026211;1;2;1;1;1;1;1;1;1;3; ; ; ; ;380000;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;2;1;1; ;2; ;1;1;2;1;4;1;2;1;1;1;3;3;1;01;05;04;05;1282,9276830408
4026212;1;5;3;1;1;1;1;1;1;4; ; ; ;800000; ;1;1;1;2;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1; ;2; ;3;1;1;1;4;1;2;1;1;1;3;3;1;01;05;04;05;567,442917130721
4026213;1;4;1;1;1;1;1;1;3;1; ; ;100000000;600000; ;1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1; ;2; ;1;1;1;1;4;1;1;1;1;1;3;3;1;01;05;04;05;1262,61971075804
4026214;1;5;3;1;1;1;1;1;3;3; ; ; ; ;480000;1;2;1;2;1;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;2; ;2; ;3;1;1;1;4;1;1;1;1;1;3;3;1;01;05;04;05;1156,70687890132
4026216;1;3;1;1;1;1;1;1;3;1; ; ;100000000;98; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1; ;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;05;04;05;880,931153625372
4026217;1;2;2;1;1;1;1;1;4;3; ; ; ; ;350000;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;2; ;2; ;4;1;2;1;4;1;2;1;1;1;2;2;1;01;05;04;05;1478,66786964159
4026218;1;3;2;1;1;1;1;1;3;1; ; ;200000000;600000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;3; ;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;05;04;05;567,442917130721
4026218;2;1;1;1;1;1;1;1;4;3; ; ; ; ;350000;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;1;2;1;2; ;2; ;2;2;2;1;4;1;1;1;1;1;3;3;1;01;05;04;05;567,442917130721
4026219;1;4;3;1;1;1;1;1;3;3; ; ; ; ;630000;1;1;1;1;1;2;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;5; ;2; ;6;1;2;1;4;1;1;1;1;1;3;3;1;01;05;04;05;1157,84367007747
4026220;1;3;2;1;1;1;1;1;3;1; ; ;110000000;500000; ;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;1;2;2;1;1; ;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;05;04;05;1208,50052731105
4026221;1;3;2;1;1;1;1;1;4;3; ; ; ; ;340000;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;2; ;1;1;3;1;2;1;4;1;2;1;1;1;2;2;1;01;05;04;05;1292,50049851937
4026222;1;6;2;1;1;1;1;1;3;1; ; ;80000000;500000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;2; ; ;2; ;2;1;1;1;4;1;1;1;1;1;3;3;1;01;05;04;05;1028,97300240473
4026223;1;6;2;1;1;1;1;1;3;1; ; ;220000000;800000; ;1;1;1;2;2;1;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;3; ;2; ;4;1;2;1;4;1;1;1;1;1;3;3;1;01;05;04;05;1223,70559966708
4026224;1;6;4;1;1;1;1;1;3;1; ; ;250000000;8000000; ;1;1;1;1;2;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;3; ;2; ;5;1;2;1;4;1;1;1;1;1;3;3;1;01;05;04;05;897,148583295269
4026225;1;4;2;1;1;1;1;1;3;3; ; ; ; ;615000;1;2;1;2;1;2;2;2;1;1;1;2;2;2;1;1;1;1;1;2;1;1;3; ;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;05;04;05;618,540448686877
