Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;P5220;P5220s1;P6006;P6008;P6007;P6007s1;Hogar;P4000;P4010;P4020;P4030s1;P4030s1a1;P4030s2;P4030s3;P4030s4;P4030s4a1;P4030s5;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011
4068735;1;1;1;6; ;2;6;1;4;1; ; ;3000000;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;5;1;2; ;2;2;2; ;2; ;01;2;05;27;1080,85750658522
4068736;1;2;1;3;1;2;6;1;5;1; ; ;2000000;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;5;1;2; ;2;2;2; ;2; ;01;2;05;27;1080,85750658522
4068737;1;3;2;6; ;2;6;1;4;1; ; ;3000000;100000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;4;2; ;1;1;8;1;2; ;2;2;2; ;2; ;01;2;05;27;1905,60331537708
4068738;1;4;1;3;1;2;6;1;4;1; ; ;5000000;100000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;3;2; ;1;1;5;3;2; ;2;2;2; ;2; ;01;2;05;27;2020,87170042575
4068739;1;1;1;6; ;2;6;1;4;1; ; ;98;98; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;1;5;1;2; ;2;2;2; ;2; ;01;2;05;27;1481,30402963653
4068740;1;3;1;6; ;2;5;1;5;1; ; ;98;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;1;5;3;2; ;2;2;2; ;2; ;01;2;05;27;911,404602588635
4068741;1;8;7;3;1;1;5;1;4;1; ; ;98;150000; ;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;3; ;9;1;1;1;1;1;2;1;1;2;2;1;1;2; ;01;2;05;27;2922,05167949065
4068742;1;3;2;6; ;1;5;1;4;1; ; ;98;98; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ;6;2; ;1;1;5;2;1;1;2;2;1;1;2; ;01;2;05;27;3772,20696395054
4068743;1;4;3;6; ;1;5;1;4;1; ; ;10000000;100000; ;2;1;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2; ; ;3;1;1;1;1;1;2;1;1;2;2;1;1;2; ;01;2;05;27;3612,27202114433
4068744;1;6;5;3;1;1;5;1;4;1; ; ;98;98; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;1;1;2;1;1;2;2;1;1;2; ;01;2;05;27;1663,62168777603
4068745;1;5;1;3;1;1;5;1;4;1; ; ;20000000;150000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2; ; ;2;2; ;1;1;1;2;1;1;2;2;1;1;2; ;01;2;05;27;2724,38728001152
4068746;1;4;3;3;1;1;5;1;4;1; ; ;98;300000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;2; ;4;2; ;1;1;1;2;1;1;2;2;1;1;2; ;01;2;05;27;4803,22466331665
4068747;1;4;1;3;1;1;5;1;4;3; ; ; ; ;130000;2;1;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;1;1;2;1;1;2;2;1;1;2; ;01;2;05;27;4518,19601772438
4068753;1;3;2;1;1;1;1;1;3;1; ; ;20000000;250000; ;2;2;2;2;1;2;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;1;2; ;5;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;2;05;41;528,205464186676
4068754;1;4;3;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;4; ;7;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;2;05;41;967,90033886967
4068755;1;4;3;1;1;1;1;1;3;1; ; ;30000000;250000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;3; ;3;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;2;05;41;528,205464186676
4068756;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;1;2;1;1;2;1;2;2;2;1;1;1;1;2;2;2;1;2;2;2;1;1; ;4;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;2;05;41;1600,81637580692
4068757;1;4;3;1;1;1;1;1;3;3; ; ; ; ;250000;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;3; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;2;05;41;830,670016717231
4068758;1;3;1;1;1;1;1;1;3;1; ; ;30000000;250000; ;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;2;05;41;923,866644608984
4068759;1;3;2;1;1;1;1;1;3;1; ; ;60000000;200000; ;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;1;2;1;3; ;5;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;2;05;41;533,820885387992
4068760;1;2;2;1;1;1;1;1;3;1; ; ;20000000;200000; ;2;1;1;2;1;1;1;2;2;2;1;1;2;1;2;2;1;2;1;2;2;1;4; ;4;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;2;05;41;800,533158351132
4068761;1;4;3;1;1;1;1;1;3;1; ; ;40000000;250000; ;2;1;1;2;2;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2; ;5;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;2;05;41;637,047469493281
4068762;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;5; ;10;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;2;05;41;1683,43251778576
4068763;1;3;2;1;1;1;1;3;3;1; ; ;40000000;300000; ;2;2;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;1;2; ;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;2;05;41;528,205464186676
4068764;1;2;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;2;05;41;1025,05901786439
4068765;1;4;3;1;1;1;1;1;3;2; ;200000;45000000;300000; ;1;2;2;2;1;1;1;2;2;2;1;1;1;1;2;1;1;1;2;2;2;1;1; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;2;05;41;955,611350661104
4068766;1;4;2;1;1;1;1;1;3;1; ; ;40000000;250000; ;1;1;2;2;1;1;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;1;2; ;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;2;05;41;528,205464186676
4068854;1;4;3;2;1;4;1;1;5;1; ; ;10000000;200000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;3; ;4;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;05;41;1713,65455354208
4068855;1;4;2;2;1;4;1;1;5;1; ; ;40000000;100000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;05;41;1024,84440804946
4068856;1;6;4;2;2;4;1;1;5;1; ; ;12000000;200000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;3; ;6;2; ;1;1;4;2;1;2;2;2;2; ;1;1;01;2;05;41;2667,70024775187
4068857;1;3;2;2;1;4;1;1;5;1; ; ;2000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;4;1;1;1;2;2;2; ;1;1;01;2;05;41;1102,35031023617
4068858;1;4;2;6; ;4;1;1;4;2; ;300000;40000000;100000; ;2;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;2; ;4;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;05;41;2033,04806596395
4068859;1;1;1;2;1;4;1;1;4;1; ; ;20000000;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;1;4;1;0;2;2;2; ;1;1;01;2;05;41;1714,64263681526
4068861;1;3;2;3;1;3;1;1;5;1; ; ;15000000;300000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;4;1;1;2;2;2; ;1;1;01;2;05;41;1437,34548908521
4068862;1;4;3;2;1;4;1;1;5;1; ; ;50000000;200000; ;2;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;4; ;5;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;05;41;787,550724196881
4068863;1;4;2;2;1;3;1;1;5;1; ; ;15000000;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ; ;2;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;05;41;1331,40220374751
4068864;1;2;1;2;1;4;1;1;4;1; ; ;15000000;100000; ;2;1;2;2;1;1;1;2;2;2;1;1;2;1;2;2;2;2;1;2;2;1;1; ;2;2; ;1;1;4;2;1;2;2;2;2; ;1;1;01;2;05;41;2034,85970037504
4068865;1;3;1;2;1;4;1;1;4;1; ; ;30000000;150000; ;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;1; ;1;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;05;41;1299,97292822161
4068869;1;2;1;1;1;1;1;1;4;3; ; ; ; ;70000;2;2;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1; ;3;2; ;1;2;1;2;1;1;2;1;1;3;1;2;01;2;05;41;1239,66607499002
4068870;1;3;1;1;1;1;1;1;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;4;2;1;1;2;1;1;2;1;1;01;2;05;41;1377,47883040832
4068871;1;5;4;1;1;1;1;1;3;4; ; ; ;500000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2; ;8;2; ;1;1;4;2;1;2;1;1;1;3;1;1;01;2;05;41;2602,13959085447
4068872;1;2;2;1;1;1;1;1;3;4; ; ; ;100000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2; ;8;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;2;05;41;2317,38886089932
4068874;1;2;1;1;2;1;1;1;3;1; ; ;90000000;200000; ;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;2;05;41;1299,97292822161
4068875;1;1;1;1;1;1;1;6; ;3; ; ; ; ;70000;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;3;1;2;1;1;2;1;1;3;1;1;01;2;05;41;1285,26878097696
4068876;1;1;1;1;2;1;1;1;4;3; ; ; ; ;120000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;4;2; ;1;3;1;3;1;2;2;1;1;3;1;1;01;2;05;41;1790,43480275044
4068879;1;1;1;1;2;1;1;6; ;4; ; ; ;70000; ;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1; ;2;2; ;1;3;1;3;1;2;2;1;1;3;1;1;01;2;05;41;2034,85970037504
4068882;1;2;1;6; ;4;6;5;5;1; ; ;14000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;6;2; ;1;1;7;2;2; ;2;2;2; ;2; ;01;2;05;41;2712,6340968702
4068883;1;3;1;3;1;4;1;1;4;4; ; ; ;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;05;41;931,510610443118
4068884;1;3;3;3;1;3;6;1;5;1; ; ;40000000;150000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;4;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;05;41;787,550724196881
4068885;1;2;1;3;1;4;1;1;5;1; ; ;5000000;30000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;4;2;1;1;2;2;2; ;1;2;01;2;05;41;1102,35031023617
4068886;1;7;2;2;1;1;2;1;5;1; ; ;30000000;150000; ;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2; ;3;1;2;1;1;1;4;1;1;2;2;1;8;2; ;01;2;05;41;1056,27368357536
4068887;1;4;1;3;1;4;6;1;5;1; ; ;10000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;05;41;1299,97292822161
4068888;1;2;2;6; ;4;2;1;5;1; ; ;20000000;80000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;4;1;2; ;2;2;2; ;2; ;01;2;05;41;2034,19084350644
4068889;1;5;3;2;2;5;6;1;4;1; ; ;90000000;300000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;1;2;2;1;3; ;6;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;05;41;1424,29580679915
4068891;1;4;3;2;2;1;2;5;5;4; ; ; ;150000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;3; ;5;2; ;1;2;1;2;1;1;2;2;1;8;2; ;01;2;05;41;2296,26968139253
4068893;1;4;3;2;1;1;2;1;4;1; ; ;40000000;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;4; ;6;2; ;1;1;4;2;1;2;2;2;1;8;2; ;01;2;05;41;1181,1107247522
4068894;1;1;1;3;2;1;2;1;4;4; ; ; ;300000; ;2;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;1;2;2;1;2; ;4;2; ;1;4;1;2;1;1;2;2;1;8;2; ;01;2;05;41;2219,33473791486
4068895;1;3;2;3;1;4;6;1;4;1; ; ;35000000;100000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2; ;7;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;05;41;2099,67291342251
4068907;1;5;3;2;1;5;1;1;5;1; ; ;30000000;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;1;1;2;1;4; ;5;2; ;1;1;4;2;1;2;2;2;2; ;1;1;01;2;05;41;787,550724196881
4068908;1;5;1;2;1;5;1;1;4;1; ; ;100000000;350000; ;2;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;3;2;2;2; ;1;1;01;2;05;41;1102,35031023617
4068909;1;4;2;2;1;4;1;1;5;1; ; ;4000000;30000; ;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;1;4;2;1;2;2;2;2; ;1;1;01;2;05;41;1839,4057099475
4068910;1;2;1;2;1;4;1;1;4;4; ; ; ;200000; ;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;05;41;1529,02482173295
4068911;1;1;1;2;1;5;1;1;4;4; ; ; ;100000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2; ;3;2; ;1;2;1;2;1;0;2;2;2; ;1;1;01;2;05;41;2387,94901404028
4068912;1;4;3;2;1;4;1;1;4;1; ; ;20000000;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;3; ;5;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;05;41;1239,05401423117
4068914;1;2;1;2;1;4;10;1;4;4; ; ; ;30000; ;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;05;41;1837,18028627986
4068917;1;4;2;2;1;5;1;1;3;1; ; ;60000000;80000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1; ;2;2; ;1;1;4;2;1;2;1;2;2; ;1;1;01;2;05;41;1331,40220374751
4068918;1;4;3;2;1;4;1;1;4;3; ; ; ; ;110000;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;3; ;8;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;05;41;3064,18339792072
4068919;1;4;3;6; ;3;1;1;3;4; ; ; ;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2; ;5;2; ;1;1;1;1;1;1;1;2;2; ;1;2;01;2;05;41;2449,01524636939
4068920;1;4;2;2;1;4;1;1;3;1; ; ;20000000;150000; ;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;2; ;3;2; ;1;1;4;2;1;1;1;2;2; ;1;1;01;2;05;41;787,550724196881
4068921;1;4;1;2;1;1;1;1;3;1; ; ;50000000;300000; ;2;2;1;2;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;2; ;2;2; ;1;1;4;2;1;2;1;2;1;8;1;1;01;2;05;41;787,550724196881
4068922;1;3;1;2;1;4;1;1;5;4; ; ; ;250000; ;2;1;2;2;2;1;1;2;2;2;1;1;1;2;2;2;1;1;1;1;2;1;2; ;3;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;05;41;2387,94901404028
4068923;1;5;3;2;1;5;4;1;4;1; ; ;150000000;300000; ;2;2;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;1;2;1;3; ;5;2; ;1;1;1;4;1;4;2;2;2; ;2; ;01;2;05;41;2130,49288969362
4068925;1;4;3;2;1;1;1;1;3;1; ; ;40000000;300000; ;2;2;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;3; ;4;2; ;1;1;4;4;1;2;1;2;1;8;1;2;01;2;05;41;1364,42914812227
4068926;1;4;2;2;1;3;1;1;4;1; ; ;5000000;300000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;1;2;1;1;2;1;3; ;4;2; ;1;1;4;2;1;2;2;2;2; ;1;2;01;2;05;41;1393,4374899823
4068927;1;4;2;2;1;4;1;1;3;1; ; ;20000000;100000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;2;1;1;1;2;2; ;1;1;01;2;05;41;1883,31370905041
4068930;1;5;1;2;1;4;1;1;4;3; ; ; ; ;250000;2;2;2;2;1;1;2;2;2;2;1;2;1;1;2;2;2;2;2;1;2;1;2; ;2;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;05;41;931,510610443118
4068931;1;7;6;2;1;4;1;1;4;4; ; ; ;500000; ;2;2;2;1;1;1;1;1;2;2;1;2;1;1;2;2;2;1;1;1;2;1;5; ;9;2; ;1;1;1;4;1;1;2;2;2; ;1;2;01;2;05;41;1252,17518937864
4068933;1;2;2;2;2;5;5;1;5;4; ; ; ;40000; ;2;1;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;05;41;2022,32418068828
4068935;1;3;2;2;1;4;2;1;5;1; ; ;400000;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;05;41;1239,66607499002
4068937;1;2;1;2;1;3;2;1;5;2; ;320000;8000000;180000; ;2;1;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2; ;3;2; ;1;1;1;4;1;0;2;2;2; ;2; ;01;2;05;41;1836,03750873737
4068938;1;4;3;2;1;3;6;1;5;4; ; ; ;300000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;5;2; ;1;1;4;1;1;1;2;2;2; ;2; ;01;2;05;41;1744,35817608963
4068939;1;4;3;2;1;4;1;1;5;4; ; ; ;200000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2; ;8;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;05;41;2789,62583645761
4068941;1;3;1;2;1;4;1;1;5;1; ; ;40000000;300000; ;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1; ;1;2; ;1;1;4;2;1;1;2;2;2; ;1;2;01;2;05;41;1377,47883040832
4069042;1;2;1;2;1;1;8;4;3;1; ; ;40000000;160000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;2; ;4;2; ;1;1;1;2;1;1;1;2;1;2;2; ;01;2;05;44;986,983266959513
4069043;1;2;1;2;1;1;8;1;3;3; ; ; ; ;130000;2;1;2;1;2;2;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1; ;3;2; ;1;1;1;2;1;1;1;2;1;2;2; ;01;2;05;44;1132,38995398765
4069044;1;4;3;2;1;1;8;4;3;5; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;5;2; ;1;1;1;2;1;1;1;2;1;2;2; ;01;2;05;44;957,506200499229
4069045;1;2;1;2;1;1;8;1;4;3; ; ; ; ;100000;2;1;2;1;1;2;1;2;2;2;1;2;1;1;2;1;1;2;2;2;2;1;1; ;5;2; ;1;1;1;4;1;1;2;2;1;2;2; ;01;2;05;44;1186,05934124475
4069045;2;1;1;2;2;1;8;2;4;3; ; ; ; ;100000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;6;2; ;2;1;1;4;1;1;2;2;1;2;2; ;01;2;05;44;1186,05934124475
4069046;1;4;1;2;1;1;8;1;3;5; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;1;1;2;1;2;2; ;01;2;05;44;974,953358327462
4069047;1;6;1;2;1;1;8;6; ;4; ; ; ;400000; ;2;1;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;1;2;2;1;2;2; ;01;2;05;44;845,980876653189
4069048;1;2;1;2;1;1;8;5;5;3; ; ; ; ;150000;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;1;1;2;1;1;2;2;1;2;2; ;01;2;05;44;713,15010914238
4069049;1;4;3;2;1;1;8;1;3;5; ; ; ;300000; ;2;1;2;1;1;1;1;1;2;2;1;2;1;2;2;1;1;2;2;2;2;1;1; ;4;2; ;1;1;1;2;1;1;1;2;1;2;2; ;01;2;05;44;784,830379824113
4069050;1;4;1;2;1;1;8;4;4;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;4;2; ;1;1;1;2;1;1;2;2;1;2;2; ;01;2;05;44;671,307407937721
4069051;1;3;1;2;1;1;8;1;3;4; ; ; ;200000; ;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;1;2;2;1;2;1;1; ;3;2; ;1;1;1;2;1;1;1;2;1;2;2; ;01;2;05;44;1256,14840904535
4069052;1;3;1;2;1;1;8;1;3;3; ; ; ; ;350000;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ;3;2; ;1;1;1;4;1;1;1;2;1;2;2; ;01;2;05;44;789,834121667729
4069053;1;3;1;2;1;1;8;1;3;1; ; ;15000000;300000; ;2;1;2;1;2;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;1;1;2;1;1;1;2;1;2;2; ;01;2;05;44;636,483811328155
4069054;1;3;2;2;1;1;8;1;3;3; ; ; ; ;200000;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1; ;4;2; ;1;2;1;2;1;1;1;2;1;2;2; ;01;2;05;44;991,236941413431
4069055;1;2;1;2;1;1;8;4;4;1; ; ;20000000;140000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;1;1;2;1;1;2;2;1;2;2; ;01;2;05;44;446,527659592771
4069059;1;3;2;2;1;1;8;1;5;5; ; ; ;160000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2; ;10;2; ;1;1;8;2;1;1;2;2;1;2;2; ;01;2;05;44;1465,83764040816
4069060;1;3;2;2;1;1;8;2;3;3; ; ; ; ;150000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;6;2; ;1;2;1;2;1;1;1;2;1;2;2; ;01;2;05;44;1148,85864091805
4069063;1;2;1;2;1;1;9;2;4;4; ; ; ;150000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2; ;2;2; ;1;1;1;2;1;1;2;2;1;2;2; ;01;2;05;44;713,15010914238
4069064;1;3;2;2;1;1;8;1;3;5; ; ; ;200000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1; ;3;2; ;1;1;1;2;1;1;1;2;1;2;2; ;01;2;05;44;926,751174499155
4069070;1;3;2;2;1;1;8;4;3;4; ; ; ;100000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2; ;5;2; ;1;2;1;2;1;1;1;2;1;2;2; ;01;2;05;44;1072,1746283927
4069101;1;3;1;2;1;3;8;1;3;2; ;350000;20000000;150000; ;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ;4;2; ;1;2;1;2;1;0;1;2;1;2;2; ;01;2;05;44;866,518134193078
4069102;1;3;1;2;1;1;8;5;5;5; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;1;2;2;1;2;2; ;01;2;05;44;760,224551674732
