Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;P5220;P5220s1;P6006;P6008;P6007;P6007s1;Hogar;P4000;P4010;P4020;P4030s1;P4030s1a1;P4030s2;P4030s3;P4030s4;P4030s4a1;P4030s5;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
4052505;1;6;2;1;1;1;1;1;3;1; ; ;220000000;3000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;3; ;3;2; ;1;2;1;4;1;6;1;1;1;6;1;1;01;68;05;68;402,031006442368
4052506;1;4;3;1;1;1;1;1;3;3; ; ; ; ;350000;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;68;05;68;478,224889258101
4052507;1;7;3;1;1;1;1;1;3;3; ; ; ; ;1300000;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;1;2;1;2; ;4;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;68;05;68;605,099866743804
4052508;1;3;2;1;1;1;1;1;3;3; ; ; ; ;600000;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2; ;5;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;68;05;68;712,007661382581
4052509;1;4;3;1;1;1;1;1;3;1; ; ;400000000;500000; ;1;1;2;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;1;2;1;3; ;3;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;68;05;68;397,742181317084
4052510;1;6;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;3; ;5;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;05;68;508,021415454182
4052511;1;7;5;1;1;1;1;1;3;4; ; ; ;1000000; ;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;1;1;1;2;1;10; ;14;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;68;05;68;629,465098031968
4052512;1;3;1;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;4;1;1;1;2;1;2;1;2;1;1;1;3;1;1;01;68;05;68;617,537562326962
4052513;1;5;3;1;1;1;1;1;3;1; ; ;98;1200000; ;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;2;1;2;1;2;1;2; ;3;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;68;05;68;425,238761625612
4052514;1;5;1;1;1;1;1;1;3;1; ; ;185000000;1500000; ;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;68;05;68;463,903190671877
4052515;1;6;4;1;1;1;1;1;3;1; ; ;600000000;1200000; ;2;1;1;2;1;1;1;2;1;1;1;1;2;1;2;2;2;1;2;1;1;1;5; ;5;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;68;05;68;458,257706411176
4052516;1;5;2;1;1;1;1;1;3;3; ; ; ; ;1300000;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;1;2;2;1;2;1;3; ;3;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;68;05;68;457,006013312589
4052517;1;5;2;1;1;1;1;1;3;1; ; ;98;1200000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;2;2;1;2;1;2; ;2;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;68;05;68;427,287809339204
4052518;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;1;2; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;05;68;559,624982826082
4052519;1;2;1;1;2;1;1;1;3;3; ; ; ; ;98;2;1;2;1;1;2;1;2;2;2;1;1;2;1;2;2;1;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;05;68;488,535214904972
4052519;2;1;1;1;2;1;1;1;3;3; ; ; ; ;200000;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;2;2; ;2;2;1;4;1;2;1;1;1;3;1;1;01;68;05;68;488,535214904972
4052520;1;5;2;1;1;1;1;1;3;1; ; ;180000000;1200000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;1;2;1;2;1;2; ;3;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;68;05;68;426,568866749058
4052521;1;2;1;1;1;1;1;1;4;3; ; ; ; ;180000;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1; ;1;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;68;05;68;505,010927241618
4052522;1;2;1;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;2; ;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;68;05;68;413,420539038725
4052523;1;4;2;1;1;1;1;1;3;1; ; ;98;500000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;68;05;68;436,24687690587
4052524;1;2;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;05;68;489,332569519978
4052525;1;4;2;1;1;1;1;1;3;3; ; ; ; ;450000;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;68;05;68;579,670487895703
4052526;1;3;2;1;1;1;1;1;3;3; ; ; ; ;420000;1;1;1;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;05;68;534,195603977981
4052527;1;5;4;1;1;1;1;1;3;3; ; ; ; ;700000;1;1;1;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;1;2;1;3; ;4;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;68;05;68;441,327655590949
4052528;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;1;1;2;1;3; ;3;1;1;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;416,279694058945
4052529;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;1;3; ;5;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;68;05;68;472,323419748472
4052530;1;5;4;1;1;1;1;1;3;3; ; ; ; ;400000;1;2;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;2; ;5;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;68;05;68;527,376748841389
4052531;1;5;3;1;1;1;1;1;3;1; ; ;180000000;1200000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;2;2;1;2;1;4; ;4;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;68;05;68;458,357271392794
4052532;1;4;2;1;1;1;1;1;3;2; ;1135000;25000000;800000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;68;05;68;489,332569519978
4052533;1;4;2;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;469,443708895748
4052534;1;5;3;1;1;1;1;1;3;3; ; ; ; ;650000;2;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;3; ;4;2; ;1;1;1;3;1;4;1;1;1;3;1;1;01;68;05;68;487,183956824768
4052535;1;4;1;1;1;1;1;1;3;4; ; ; ;500000; ;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;463,903190671877
4052536;1;4;2;1;1;1;1;1;3;1; ; ;70000000;550000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;401,061165678261
4052537;1;4;3;1;1;1;1;1;3;1; ; ;60000000;550000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;3; ;4;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;68;05;68;420,468954202612
4052538;1;4;3;1;1;1;1;1;3;3; ; ; ; ;560000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;1;2;2;1;5; ;5;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;462,468209313765
4052539;1;4;3;1;1;1;1;1;3;1; ; ;150000000;700000; ;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;1;2;1;3; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;410,890509027417
4052540;1;4;3;1;1;1;1;1;3;1; ; ;160000000;700000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;1;2;1;1;2;1;3; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;563,913807951366
4052541;1;4;2;1;1;1;1;1;3;3; ; ; ; ;720000;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;68;05;68;401,061165678261
4052542;1;4;3;1;1;1;1;1;3;3; ; ; ; ;650000;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;1;2;1;2; ;4;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;68;05;68;365,415625109695
4052543;1;4;2;1;1;1;1;1;3;2; ;620000;120000000;700000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;2;1;2;1;3; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;487,183956824768
4052544;1;4;2;1;1;1;1;1;3;3; ; ; ; ;700000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;3; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;441,787395129742
4052545;1;4;3;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;1;2;1;2;1;2; ;4;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;68;05;68;487,183956824768
4052546;1;4;2;1;1;1;1;1;3;2; ;1200000;140000000;700000; ;2;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;2;1;2;1;2; ;3;2; ;1;2;1;4;1;3;1;1;1;7;1;1;01;68;05;68;579,592165673007
4052547;1;4;1;1;1;1;1;1;3;1; ; ;80000000;550000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;472,68437103423
4052548;1;4;2;1;1;1;1;1;3;1; ; ;99;500000; ;2;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;68;05;68;397,742181317084
4052549;1;4;2;1;1;1;1;1;3;4; ; ; ;600000; ;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;452,795510410001
4052550;1;7;1;1;1;1;1;1;3;1; ; ;98;98; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;68;05;68;417,709364164009
4052551;1;6;2;1;1;1;1;1;3;1; ; ;300000000;2000000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;1;2; ;3;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;68;05;68;579,592165673007
4052552;1;5;1;1;1;1;1;1;3;1; ; ;196000000;1500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2; ;2;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;68;05;68;401,061165678261
4052553;1;7;2;1;1;1;1;1;3;3; ; ; ; ;1300000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;68;05;68;443,936007824952
4052554;1;4;1;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;1;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;68;05;68;472,68437103423
4052555;1;3;2;1;1;1;1;1;3;1; ; ;98;350000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1; ;3;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;68;05;68;795,484362634168
4052556;1;7;3;1;1;1;1;1;3;3; ; ; ; ;1300000;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;2;2;1;2;1;2;1;2; ;5;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;68;05;68;712,007661382581
4052557;1;3;2;1;1;1;1;1;3;1; ; ;30000000;400000; ;2;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;1;2;2;2;2;1;4; ;4;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;68;05;68;423,171560165185
4052558;1;4;2;1;1;1;1;1;3;1; ; ;98;1200000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;1;2;2;1;4; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;410,812186804721
4052559;1;8;7;1;1;1;1;1;3;4; ; ; ;350000; ;1;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;1;2;2;2;2;1;4; ;7;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;68;05;68;541,798012409231
4052560;1;3;2;1;1;1;1;1;3;1; ; ;25000000;250000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;1;2;2;2;1;4; ;4;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;68;05;68;568,584050392748
4052561;1;4;3;1;1;1;1;1;3;1; ; ;20000000;250000; ;1;2;1;1;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2; ;5;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;68;05;68;585,132683896878
4052562;1;6;2;1;1;1;1;1;3;3; ; ; ; ;98;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;1;2;1;3; ;3;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;68;05;68;452,717188187305
4052563;1;4;3;1;1;1;1;1;3;1; ; ;30000000;400000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;3; ;4;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;68;05;68;423,171560165185
4052564;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;05;68;487,183956824768
4052565;1;5;3;1;1;1;1;1;3;1; ; ;500000000;700000; ;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1; ;4;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;68;05;68;386,352648720727
4052566;1;2;2;1;1;1;1;1;3;3; ; ; ; ;320000;2;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;1;2;2;2;2;1;4; ;4;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;68;05;68;450,668140473712
4052567;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;1;2;2;1;2; ;3;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;68;05;68;461,676255753971
4052568;1;4;3;1;1;1;1;1;3;4; ; ; ;400000; ;1;2;1;1;1;1;1;2;2;2;1;1;2;1;2;2;1;2;2;2;2;1;2; ;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;68;05;68;260,035366932002
4052569;1;4;1;1;1;1;1;1;3;1; ; ;45000000;400000; ;1;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;68;05;68;417,709364164009
4052570;1;4;3;1;1;1;1;1;3;1; ; ;87000000;500000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;1;3; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;445,997898032331
4052571;1;3;2;1;1;1;1;1;4;3; ; ; ; ;400000;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;1;1;2;1;2;2;1;1;3;1;1;01;68;05;68;510,629767688185
4052572;1;4;2;1;1;1;1;1;3;3; ; ; ; ;560000;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;68;05;68;448,224832950236
4052573;1;4;3;1;1;1;1;1;3;1; ; ;98;600000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;1;3; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;468,56812186021
4052574;1;4;2;1;1;1;1;1;3;3; ; ; ; ;780000;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;461,676255753971
4052575;1;3;2;1;1;1;1;5;3;3; ; ; ; ;750000;1;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;487,183956824768
4052576;1;6;3;1;1;1;1;1;3;1; ; ;150000000;800000; ;1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;1;2;2;2;2;1;3; ;3;2; ;1;1;3;4;1;3;1;1;1;3;1;1;01;68;05;68;457,006013312589
4052577;1;5;2;1;1;1;1;1;3;1; ; ;250000000;1500000; ;1;2;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;2;2;1;2;1;3; ;3;2; ;1;1;3;4;1;3;1;1;1;3;1;1;01;68;05;68;461,676255753971
4052578;1;2;1;1;1;1;1;1;3;3; ; ; ; ;320000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;3;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;68;05;68;579,670487895703
4052580;1;6;5;1;1;1;1;1;3;1; ; ;80000000;450000; ;1;1;1;1;2;2;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2; ;7;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;68;05;68;544,578940594499
4052581;1;3;1;1;1;1;1;1;3;1; ; ;85000000;500000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;68;05;68;505,010927241618
4052582;1;6;5;1;1;1;1;1;3;1; ; ;70000000;450000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;1;3; ;7;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;68;05;68;508,760824074669
4052583;1;5;3;1;1;1;1;1;3;3; ; ; ; ;700000;1;2;2;1;1;1;1;1;2;2;1;1;2;1;2;2;1;1;1;2;2;1;4; ;5;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;68;05;68;430,700957626787
4052584;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;2; ;2;1;1;1;2;1;4;1;1;1;1;1;3;1;1;01;68;05;68;414,928435978741
4052585;1;1;1;1;2;1;1;1;3;3; ; ; ; ;400000;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;3;1;2;1;1;1;1;1;3;1;1;01;68;05;68;579,592165673007
4052586;1;1;1;1;2;1;1;1;3;3; ; ; ; ;200000;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;4;2; ;1;3;3;2;1;1;1;1;1;3;1;1;01;68;05;68;581,021745975907
4052587;1;1;1;1;2;1;1;1;3;4; ; ; ;250000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;3;1;2;1;1;1;1;1;3;1;1;01;68;05;68;505,010927241618
4052588;1;2;1;1;2;1;1;1;3;4; ; ; ;400000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;3;2;1;2;1;1;1;3;1;1;01;68;05;68;299,067292675524
4052588;2;1;1;1;2;1;1;1;3;3; ; ; ; ;100000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;2;1;3;2;1;2;1;1;1;3;1;1;01;68;05;68;299,067292675524
4052588;3;1;1;1;2;1;1;1;3;3; ; ; ; ;200000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;3;1;3;2;1;2;1;1;1;3;1;1;01;68;05;68;299,067292675524
4052588;4;1;1;1;2;1;1;1;3;3; ; ; ; ;150000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;4;1;3;2;1;2;1;1;1;3;1;1;01;68;05;68;299,067292675524
4052589;1;1;1;1;2;1;1;1;3;3; ; ; ; ;150000;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;3;3;2;1;1;1;1;1;3;1;1;01;68;05;68;459,614365546593
4052590;1;3;2;1;1;1;1;1;3;3; ; ; ; ;380000;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;1;2;2;2;1;2; ;5;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;68;05;68;1115,15187022498
4052592;1;5;2;1;1;1;1;1;3;1; ; ;98;1200000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;1;2;1;2; ;3;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;68;05;68;443,13874301211
4052593;1;4;3;1;1;1;1;1;3;1; ; ;20000000;500000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;68;05;68;468,56812186021
4052594;1;3;1;1;1;1;1;1;3;1; ; ;40000000;300000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;68;05;68;447,254992186129
4052595;1;4;1;1;1;1;1;1;3;4; ; ; ;400000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;1; ;2;2; ;1;1;3;4;1;2;1;1;1;3;1;1;01;68;05;68;315,12291402282
4052599;1;4;3;1;1;1;1;1;3;1; ; ;87000000;500000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;2;1;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;452,717188187305
4052600;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;1; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;532,146556264389
4052603;1;3;1;1;1;1;1;1;3;2; ;450000;70000000;450000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;1; ;1;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;68;05;68;447,254992186129
4052608;1;4;2;1;1;1;1;1;3;4; ; ; ;640000; ;2;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2;2;1;1; ;2;1;1;1;2;1;4;1;3;1;1;1;3;1;1;01;68;05;68;472,762693256926
4052795;1;1;1;1;2;1;1;1;3;4; ; ; ;300000; ;1;1;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;1;2;2;2;1;4; ;4;2; ;1;4;1;2;1;1;1;1;1;3;1;2;01;73;05;73;208,965795804987
4052796;1;2;2;1;1;1;1;1;4;3; ; ; ; ;250000;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1; ;4;2; ;1;1;1;2;1;2;2;1;1;3;1;1;01;73;05;73;267,822671807423
4052797;1;2;2;1;2;1;1;1;3;4; ; ; ;300000; ;1;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;2;2;1;2; ;3;2; ;1;4;1;2;1;1;1;1;1;3;1;2;01;73;05;73;251,781221172521
4052798;1;1;1;1;2;1;1;1;3;4; ; ; ;250000; ;2;1;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;1; ;2;1;3;1;4;1;2;1;1;1;1;1;3;1;1;01;73;05;73;232,995092041409
4052799;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;73;05;73;284,582874290519
4052800;1;2;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;2;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;1;1;1;1;3;1;2;01;73;05;73;248,784942828143
4052801;1;1;1;1;2;1;1;1;3;1; ; ;30000000;200000; ;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;3; ;5;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;73;05;73;262,741126163275
4052801;2;1;1;1;2;1;1;1;3;3; ; ; ; ;100000;2;1;1;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;4; ;7;2; ;2;1;1;2;1;1;1;1;1;3;1;1;01;73;05;73;262,741126163275
4052802;1;2;2;1;1;1;1;1;3;3; ; ; ; ;150000;2;1;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2; ;5;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;73;05;73;328,558094720185
