DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5247017;1;2;1;70;23;1;78;48;1; ;2;416;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;33;33;1;2;10;4772;23;207,668990228791
5247019;1;2;1;70;23;1;36;48;1; ;2;28;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;45;45;55;1;2;10;4520;23;205,28271119406
5247022;1;1;1;70;23;1;48;48;3; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;81;54;55;1;2;10;8121;23;194,828674538953
5247025;1;2;1;70;68;1;5;40;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;47;58;45;1;1;10;4711;68;523,791432470353
5247030;1;3;1;70;68;1;42;48;1; ;2;50;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;82;98;38;1;2;10;8220;68;623,166938990314
5247036;3;2;3;70;68;1;24;48;4; ;2;32;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;88;59;59;1;2;10;8810;68;538,472736420794
5247048;1;2;1;70;68;1;43;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;95; ;1;2;10;.;68;643,783041144548
5247051;1;2;1;70;68;1;30;48;1; ;2;30;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;56;53;53;1;2;10;5611;68;590,302093109206
5247054;1;1;1;70;05;1;160;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;81;45;54;1;2;10;8121;05;1064,77574967805
5247061;1;3;1;70;15;1;10;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2500000; ; ; ;02; ;1;1;10;.;15;145,581085028965
5247070;1;2;1;70; ;1;32;40;4; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;47;41;45;1;2;10;4792;76;1668,31438072377
5247073;1;1;1;70; ;1;4;48;1; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;950000;2; ;25;87;87;1;1;10;2592;76;2132,6117936708
5247073;1;2;1;70; ;1;48;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;52;39;39;1;2;10;5224;76;2132,6117936708
5247080;1;1;1;70;52;1;12;48;2; ;2;12;1; ;8;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;1700000;2; ;86;06;06;1;1;10;8622;52;299,355271842721
5247099;1;3;1;70;15;1;40;40;1; ;2;30;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;56;02;53;1;2;10;5613;15;117,412583968713
5247101;1;4;1;70;15;1;144;40;4; ;2;144;4; ;9;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;84;08;08;1;2;10;8412;15;138,505063992989
5247106;1;1;1;70;15;1;20;48;4; ;2;24;4; ;1;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;877803;2; ;41;95;95;1;2;10;4111;15;91,5279709812255
5247106;1;3;1;70;15;1;12;48;1; ;2;12;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;71;21;21;1;1;10;7110;15;91,5279709812255
5247121;1;1;1;70;68;1;48;48;4; ;2;3;4; ;9;2;3; ; ; ;1; ; ; ; ; ; ; ;1;3600000;5000000;1;1;84;15;15;1;2;10;8414;68;539,28031476336
5247125;1;1;1;70;27;1;36;40;1; ;2;72;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;86;45;03;1;2;10;8622;27;32,2429494712116
5247132;1;1;1;70;41;1;12;48;2; ;2;124;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;3000000;3; ;86;19;19;1;1;10;8610;41;123,308149306407
5247138;1;1;1;70;27;1;32;40;1; ;2;45;2; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;84;21;21;1;2;10;8412;27;32,2429494712116
5247145;1;2;1;70;23;1;42;40;3; ;2;60;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;54;54;1;2;10;9700;23;136,206403575499
5247147;1;3;1;70;23;1;56;48;1; ;2;58;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;85;19;19;1;2;10;8530;23;198,849558226938
5247158;1;3;1;70;15;1;28;40;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;64;44;44;1;2;10;6412;15;101,924991936091
5247166;1;1;1;70;27;1;24;48;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;85;77;77;1;2;10;8530;27;32,2429494712116
5247168;1;2;1;70;27;1;256;48;2; ;2;540;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;3; ;86;32;32;1;2;10;8621;27;32,2429494712116
5247170;1;3;1;70;23;1;5;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;85;13;13;1;1;10;8530;23;110,638805034652
5247179;1;3;1;70;52;1;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;45; ;1;1;10;.;52;229,607077541622
5247181;1;2;1;70;27;1;32;48;4; ;2;32;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;84;39;39;1;2;10;8412;27;32,2429494712116
5247181;1;5;1;70;27;1;52;48;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;56;53;53;1;2;10;5611;27;32,2429494712116
5247181;1;6;1;70;27;1;28;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1500000; ; ; ;58; ;1;2;10;.;27;32,2429494712116
5247185;1;1;1;70;27;1;32;48;1; ;2;32;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;55;54;54;1;2;10;5511;27;32,2429494712116
5247186;1;2;1;70;27;1;8;48;4; ;2;8;4; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;41;95;95;1;1;10;4112;27;174,111927144543
5247188;1;5;1;70;05;1;20;48;1; ;2;20;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;877900;2; ;56;53;53;1;2;10;5611;05;886,669516686656
5247199;1;3;1;70;52;1;16;40;2; ;2;25;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;94;19;19;1;2;10;9499;52;154,482627566291
5247203;1;1;1;70;52;1;20;48;1; ;2;20;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;45;44;45;1;2;10;4530;52;277,862872928992
5247213;1;1;1;70;52;1;25;48;4; ;2;25;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;56;55;53;1;2;10;5611;52;110,851297968401
5247218;1;2;1;70;19;1;20;40;1; ;2;22;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;49;95;97;1;2;10;4921;19;122,762570848665
5247226;1;2;1;70;52;1;40;24;3; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;47;54;41;1;2;10;4759;52;277,703602008951
5247237;1;2;1;70;23;1;38;48;1; ;2;38;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;96;45;57;1;2;10;9602;23;207,668990228791
5247240;1;3;1;70;23;1;3;48;1; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;23;89;89;1;1;10;2392;23;207,246884842424
5247240;1;10;1;70;23;1;40;48;1; ;2;40;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;86;59;59;1;2;10;8699;23;207,246884842424
5247248;1;2;1;70;54;1;24;48;4; ;2;24;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;45;44;44;1;2;10;4512;54;434,000422776699
5247248;1;3;1;70;54;1;32;48;4; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;47;45;41;1;2;10;4723;54;434,000422776699
5247248;1;4;1;70;54;1;30;48;4; ;2;30;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;52;97;97;1;2;10;5224;54;434,000422776699
5247262;1;1;1;70;70;1;28;48;4; ;2;28;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;56;45;51;1;2;10;5611;70;108,544679412436
5247262;1;2;1;70;70;1;28;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;877803;2; ;10;51;77;1;2;10;1081;70;108,544679412436
5247267;1;3;1;70;70;1;28;48;1; ;2;28;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;84;58;58;1;2;10;8423;70;112,173479600687
5247275;1;1;1;70;19;1;28;20;1; ;2;28;4; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;450000;3; ;95;81;81;1;2;10;9524;19;133,257635968368
5247278;1;2;1;70;19;1;28;45;1; ;2;29;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;53;37;37;1;2;10;5320;19;134,194614089577
5247281;1;4;1;70;19;1;8;45;1; ;2;8;1; ;7;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1400000;2; ;85;13;13;1;1;10;8544;19;113,701187137508
5247282;1;2;1;70;19;1;52;45;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;38;97;99;1;2;10;3830;19;141,961100541326
5247283;1;3;1;70;19;1;20;45;1; ;2;34;1; ;7;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;56;53;53;1;2;10;5611;19;134,861154868585
5247284;1;2;1;70;19;1;28;48;1; ;2;28;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;49;97;97;1;2;10;4921;19;175,634120808002
5247287;1;1;1;70;19;1;8;45;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;47;45;45;1;1;10;4761;19;159,779538387256
5247292;1;1;1;70;54;1;4;48;4; ;2;48;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;56;53;51;1;1;10;5613;54;340,228685769046
5247294;1;2;1;70;54;1;10;25;4; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;47;45;45;1;1;10;4771;54;368,047428749927
5247305;1;2;1;70;70;1;2;48;1; ;2;42;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;56;33;50;1;1;10;5619;70;94,292808528765
5247315;1;2;1;70;50;1;8;40;1; ;2;8;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;84;97;58;1;1;10;8422;50;240,672758951959
5247315;1;3;1;70;50;1;32;40;3; ;2;32;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;56;55;53;1;2;10;5619;50;240,672758951959
5247337;1;1;1;70;54;1;30;48;4; ;2;30;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;47;41;41;1;2;10;4771;54;433,9600901673
5247338;1;2;1;70;44;1;6;48;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;97;54;54;1;1;10;9700;44;147,921672426656
5247338;1;4;1;70;44;1;4;40;3; ;2;48;3; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;97;54;54;1;1;10;9700;44;147,921672426656
5247356;1;1;1;70;17;1;72;48;1; ;2;30;1; ;3;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;3000000;2; ;69;11;11;1;2;10;6920;17;153,795550311781
5247361;1;2;1;70;05;1;24;48;1; ;2;24;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;47;97;45;1;2;10;4771;05;1045,69575659839
5247366;1;1;1;70;63;1;30;48;1; ;2;30;4; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;877052;2; ;47;11;45;1;2;10;4771;63;107,578450354533
5247371;1;1;1;70;63;1;12;48;4; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877052;2; ;14;79;79;1;1;10;1410;63;89,4673826426686
5247371;1;3;1;70;63;1;12;48;4; ;2;14;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877052;2; ;14;79;79;1;1;10;1410;63;89,4673826426686
5247375;1;1;1;70;63;1;24;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;79;13;59;1;2;10;7990;63;128,411625903687
5247379;1;2;1;70;63;1;2;40;4; ;2;2;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;1800000;1800000;1;1;84;11;11;1;1;10;8412;63;102,16908125049
5247382;1;3;1;70;63;1;32;30;1; ;2;36;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;650000;2; ;47;45;33;1;2;10;4772;63;103,058066962058
5247388;1;2;1;70;76;1;24;48;3; ;2;26;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;54;54;1;2;10;9700;76;1095,4047875323
5247388;1;4;1;70;76;1;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877807;2; ;10;55;97;1;2;10;1089;76;1095,4047875323
5247393;1;1;1;70;17;1;28;48;1; ;2;32;4; ;7;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;85;19;19;1;2;10;8530;17;209,661455276417
5247395;1;1;1;70;17;1;8;36;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;61;53;38;1;1;10;6190;17;163,033729534926
5247396;1;1;1;70;17;1;8;48;4; ;2;24;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;49;98;98;1;1;10;4921;17;149,158460432267
5247396;1;2;1;70;17;1;20;48;1; ;2;384;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;97;55;54;1;2;10;9700;17;149,158460432267
5247397;1;1;1;70;17;1;4;36;1; ;2;28;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;88;44;54;1;1;10;8890;17;203,227209033113
5247404;1;1;1;70;23;1;24;48;1; ;2;30;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;69;12;12;1;2;10;6910;23;208,973619981564
5247412;1;1;1;70;63;1;3;48;4; ;2;3;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;150000;877803;2; ;41;95;95;1;1;10;4111;63;155,076492671792
5247415;1;4;1;70;63;1;24;48;1; ;2;24;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;41;03;03;1;2;10;4111;63;176,331990335855
5247427;1;2;1;70;63;1;20;50;4; ;2;28;4; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;49;85;98;1;2;10;4921;63;176,387151705651
5247427;1;3;1;70;63;1;12;40;4; ;2;16;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;49;98;98;1;1;10;4921;63;176,387151705651
5247428;1;4;1;70;63;1;104;48;1; ;2;364;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;56;45;53;1;2;10;5630;63;210,390764429444
5247437;1;1;1;70;66;1;24;48;1; ;2;24;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;880000;2; ;47;45;45;1;2;10;4772;66;451,981848429097
5247442;1;1;1;70;66;1;28;48;1; ;2;28;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;62;08;08;1;2;10;6202;66;424,071538982116
5247443;1;2;1;70;66;1;26;48;1; ;2;26;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;46;32;32;1;2;10;4645;66;536,858419150795
5247444;1;1;1;70;66;1;16;48;1; ;2;20;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;47;19;19;1;2;10;4754;66;267,989343314708
5247445;1;4;1;70;66;1;27;48;1; ;2;27;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;69;93;32;1;2;10;6920;66;178,683815350394
5247447;1;1;1;70;66;1;36;48;1; ;2;456;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;45;45;1;2;10;4771;66;388,631385728154
5247449;1;3;1;70;66;1;25;48;1; ;2;25;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;56;53;53;1;2;10;5611;66;178,683815350394
5247450;1;2;1;70;66;1;26;48;1; ;2;26;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;92;59;59;1;2;10;9200;66;280,574451088542
5247451;1;6;1;70;66;1;26;48;1; ;2;26;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;47;32;32;1;2;10;4771;66;194,390901527517
5247453;1;2;1;70;66;1;26;24;1; ;2;26;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;56;34;53;1;2;10;5630;66;387,82911247731
5247455;1;2;1;70;68;1;24;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;15;75;75;1;2;10;1522;68;571,616014404462
5247467;1;2;1;70;20;1;3;48;1; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;53;54;1;1;10;9700;20;187,24046486498
5247468;1;2;1;70;20;1;4;24;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;55;53;53;1;1;10;5511;20;230,753328117836
5247469;1;2;1;70;05;1;40;48;1; ;2;40;1; ;4;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;878000;1;2;32;39;94;1;2;10;3250;05;1112,8367236346
5247469;1;3;1;70;05;1;2;48;1; ;2;2;1; ;9;2;9;POR COBERTURA; ; ; ; ; ; ; ; ; ;1;1;1350000;1000000;2; ;86;59;59;1;1;10;8699;05;1112,8367236346
5247475;1;2;1;70;05;1;24;48;4; ;2;24;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;95;03;03;1;2;10;9511;05;1411,92465003303
5247477;1;1;1;70;17;1;28;48;1; ;2;34;1; ;7;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2000000;1;1;74;60;03;1;2;10;7490;17;133,818933406326
5247477;1;2;1;70;17;1;20;48;1; ;2;34;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;42;19;19;1;2;10;4210;17;133,818933406326
5247479;1;1;1;70;17;1;50;48;1; ;2;50;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;86;59;59;1;2;10;8610;17;163,033729534926
5247479;1;2;1;70;17;1;36;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877802; ; ; ;38; ;1;2;10;.;17;163,033729534926
5247483;1;3;1;70;17;1;90;48;1; ;2;90;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;82;97;38;1;2;10;8220;17;131,915127474245
5247484;1;1;1;70;17;1;25;48;1; ;2;27;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;47;45;45;1;2;10;4771;17;163,033729534926
5247487;1;2;1;70;17;1;12;48;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877802; ; ; ;55; ;1;1;10;.;17;186,817958304543
5247489;1;1;1;70;05;1;4;48;4; ;2;72;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;96;59;59;1;1;10;9609;05;957,780293694378
5247489;1;4;1;70;05;1;4;48;1; ;2;1;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;41;95;95;1;1;10;4111;05;957,780293694378
5247497;1;3;1;70;68;1;52;48;1; ;2;36;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;60;17;17;1;2;10;6020;68;477,683597116845
5247500;1;2;1;70;68;1;8;48;4; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;84;55;97;1;1;10;8412;68;597,647865818358
5247516;1;2;1;70;73;1;28;48;1; ;2;28;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;14;45;79;1;2;10;1410;73;250,169092394302
5247518;1;1;1;70;18;1;28;48;1; ;2;53;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;987000;2; ;47;45;45;1;2;10;4719;18;105,234792885428
5247518;3;1;3;70;18;1;24;48;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;987000;2; ;47;45;45;1;2;10;4771;18;105,234792885428
5247526;1;2;1;70;17;1;48;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;86;59;59;1;2;10;8610;17;171,371781710312
5247529;1;2;1;70;05;1;12;48;1; ;2;40;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;39;45;1;1;10;4771;05;1131,26619432311
5247532;1;2;1;70;05;1;100;48;1; ;2;100;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;68;38;39;1;2;10;6820;05;1125,18777525735
5247540;1;2;1;70;76;1;8;48;1; ;2;8;1; ;4;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;64;33;33;1;1;10;6412;76;975,441632401606
5247545;1;1;1;70;76;1;5;48;1; ;2;5;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;61;45;32;1;1;10;6110;76;1103,80363937269
5247556;1;5;1;70;17;1;4;48;4; ;2;4;4; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;41;95;95;1;1;10;4111;17;160,576691810652
5247559;1;2;1;70;17;1;144;48;1; ;2;144;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;47;45;45;1;2;10;4771;17;241,159586302792
5247573;1;1;1;70;15;1;24;48;1; ;2;24;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;39;45;1;2;10;4774;15;150,030138524534
5247579;1;1;1;70;50;1;144;48;1; ;2;146;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;38;11;21;1;2;10;3811;50;323,750720991544
5247579;1;2;1;70;50;1;40;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2500000; ; ; ;19; ;1;2;10;.;50;323,750720991544
5247587;1;2;1;70;50;1;32;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;86;39;39;1;2;10;8610;50;325,126207115636
5247598;1;2;1;70;05;1;16;48;1; ;2;16;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;96;55;56;1;2;10;9601;05;1144,85174496117
5247599;1;1;1;70;05;1;24;48;1; ;2;24;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;14;33;33;1;2;10;1410;05;1453,65556434827
5247600;1;1;1;70;05;1;8;48;1; ;2;8;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;14;55;70;1;1;10;1410;05;1551,3206878371
