DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5260529;1;1;1;70;2;12;48;1; ;2;12;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;170000;870000;2; ;16;81;81;1;1;10;1620;05;1703,38510681053
5260531;1;4;1;70;2;50;48;1; ;2;50;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;47;45;45;1;2;10;4721;05;2516,09463912621
5260531;1;5;1;70;2;20;25;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;97; ;1;2;10;.;05;2516,09463912621
5260597;1;3;1;70;2;32;40;3; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ;1;ESTUDIANDO; ;2; ;877000;2; ;97;54;54;1;2;10;9700;41;670,366912199887
5260616;1;3;1;70;2;36;48;2; ;2;36;4; ;7;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;3500000;1;2;84;12;12;1;2;10;8412;41;502,43712996504
5260875;1;1;1;70;2;5;48;4; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;300000;2; ;81;54;54;1;1;10;8121;54;1012,90735388083
5260878;1;5;1;70;2;2;50;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;300000;2; ;01;61;61;1;1;10;0113;54;514,688290828814
5260881;1;1;1;70;2;4;50;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;61;61;1;1;10;0111;54;456,498033373468
5260888;1;1;1;70;2;24;54;4; ;2;24;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;93;21;21;1;2;10;9329;54;403,191478785749
5260915;1;2;1;70;2;3;50;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;600000;2; ;01;61;61;1;1;10;0161;54;511,489131976819
5260922;1;1;1;70;2;4;45;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;400000;2; ;01;61;61;1;1;10;0161;54;1287,68286610543
5260925;1;2;1;70;2;2;40;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;700000;2; ;01;62;62;1;1;10;0161;54;433,229861422358
5260929;1;1;1;70;2;8;50;4; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;61;61;1;1;10;0161;54;403,191478785749
5260929;1;4;1;70;2;4;48;3; ;2;4;3; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;1;80000;600000;2; ;97;54;54;1;1;10;9700;54;403,191478785749
5261050;1;1;1;70;2;4;54;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;600000;2; ;01;61;61;1;1;10;0121;54;901,416153754207
5261054;1;1;1;70;2;6;48;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;800000;2; ;01;62;62;1;1;10;0161;54;873,30340434635
5261055;1;2;1;70;2;24;54;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;46;45;45;1;2;10;4631;54;403,191478785749
5261069;1;5;1;70;2;6;54;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;59; ;1;1;10;.;54;464,445055265918
5261070;1;2;1;70;2;4;40;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;600000;2; ;01;61;61;1;1;10;0113;54;1323,38429641639
5261086;1;3;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;33; ;1;1;10;.;54;689,504940873728
5261087;1;1;1;70;2;4;48;4; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;150000;500000;2; ;01;61;61;1;1;10;0161;54;2453,80618505279
5261096;1;1;1;70;2;3;48;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;550000;2; ;43;85;85;1;1;10;4321;54;1612,76591514299
5261097;1;3;1;70;2;6;48;4; ;2;7;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;600000;2; ;43;61;85;1;1;10;4321;54;810,262474265714
5261100;1;1;1;70;2;4;40;4; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;180000;300000;2; ;01;61;61;1;1;10;0113;54;1037,35979386252
5261100;1;2;1;70;2;7;40;4; ;2;7;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;01;61;61;1;1;10;0111;54;1037,35979386252
5261106;1;2;1;70;2;25;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;79; ;1;2;10;.;05;1078,65804619721
5261112;1;2;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;45; ;1;1;10;.;05;2228,68283167243
5261115;1;2;1;70;2;24;48;1; ;2;32;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;41;95;95;1;2;10;4111;05;950,62945003179
5261133;1;1;1;70;2;1;50;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;500000;2; ;01;61;61;1;1;10;0161;54;1064,65305170686
5261135;1;1;1;70;2;1;40;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;500000;2; ;01;61;61;1;1;10;0161;54;1048,6087841918
5261140;1;1;1;70;2;4;50;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;500000;2; ;01;61;61;1;1;10;0161;54;1390,76589376542
5261148;1;1;1;70;2;2;50;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;180000;500000;2; ;01;61;61;1;1;10;0161;54;403,191478785749
5261789;1;1;1;70;2;2;48;8; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;877803;2; ;47;62;45;1;1;10;4792;76;2207,74255976818
5261999;1;3;1;70;2;24;40;1; ;2;98;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;86;03;59;1;2;10;8610;41;373,532379382959
5262101;1;1;1;70;2;1;48;8; ;2;1;4; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;1;150000;700000;2; ;45;62;99;1;1;10;4520;18;403,191385749386
5262101;1;2;1;70;2;20;48;1; ;2;20;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;47;45;45;1;2;10;4711;18;403,191385749386
5262216;1;2;1;70;2;5;42;3; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;81;54;54;1;1;10;8121;18;337,129563314967
5262233;1;2;1;70;2;20;35;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;10;32;45;1;2;10;1040;18;291,520545094097
5262237;1;3;1;70;2;5;30;1; ;2;12;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;86;59;59;1;1;10;8610;18;369,026710001486
5262246;1;1;1;70;2;4;40;4; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;01;61;61;1;1;10;0142;18;338,086160166531
5262247;1;3;1;70;2;5;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;45; ;1;1;10;.;18;488,489186114084
5262252;1;1;1;70;2;30;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;49;98;98;1;2;10;4921;18;467,249798277151
5262267;1;2;1;70;2;2;40;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;97;54;54;1;1;10;9700;18;516,14427622353
5262269;1;3;1;70;2;28;48;1; ;2;28;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;33;37;1;2;10;4775;18;346,992633192865
5262286;1;1;1;70;2;1;52;4; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;525000;600000;2; ;10;61;77;1;1;10;1040;18;335,126153408314
5262292;1;2;1;70;2;8;30;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ; ;54; ;1;1;10;.;18;385,237457637961
5262295;1;3;1;70;2;4;48;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;54;54;1;1;10;9700;18;202,234054896022
5262298;1;3;1;70;2;12;48;4; ;2;28;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;90;17;17;1;1;10;9007;18;425,225462558007
5262301;1;3;1;70;2;3;48;3; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;54;54;1;1;10;9700;18;202,234054896022
5262303;1;3;1;70;2;5;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;45; ;1;1;10;.;18;313,554621902717
5262314;1;1;1;70;2;1;52;4; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;400000;2; ;01;61;60;1;1;10;0141;18;455,545226372477
5262321;1;4;1;70;2;24;48;4; ;2;28;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;01;61;62;1;2;10;0141;18;202,234054896022
5262321;1;5;1;70;2;12;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ; ;54; ;1;1;10;.;18;202,234054896022
5262344;1;1;1;70;2;8;48;1; ;2;8;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;01;60;62;1;1;10;0141;18;601,436750812032
5262346;1;2;1;70;2;4;40;4; ;2;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;600000;2; ;97;54;54;1;1;10;9700;18;554,551008548503
5262360;1;3;1;70;2;12;40;2; ;2;42;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;64;32;45;1;1;10;6499;18;828,507005189314
5262377;1;2;1;70;2;2;45;1; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;600000;2; ;96;45;57;1;1;10;9602;18;1853,09462331198
5262464;1;3;1;70;2;5;40;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;43;93;93;1;1;10;4330;70;1367,43896828097
5262467;1;1;1;70;2;8;40;4; ;2;8;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;41;95;95;1;1;10;4112;70;835,648559743078
5262467;1;2;1;70;2;2;40;3; ;2;98;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;97;54;54;1;1;10;9700;70;835,648559743078
5262477;1;2;1;70;2;12;40;4; ;2;208;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;300000;2; ;97;41;54;1;1;10;9700;70;1568,5481602797
5262490;1;1;1;70;2;3;48;3; ;2;6;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;97;54;54;1;1;10;9700;70;1747,59641324247
5262495;1;5;1;70;2;3;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ; ;45; ;1;1;10;.;70;1313,73062659185
5262498;1;1;1;70;2;48;48;3; ;2;240;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;97;54;54;1;2;10;9700;70;1088,17608186053
5262500;1;2;1;70;2;2;48;1; ;2;40;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;56;53;53;1;1;10;5611;70;1205,19681096645
5262505;1;2;1;70;2;2;48;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;97;54;54;1;1;10;9700;70;834,424693549042
5263322;1;3;1;70;2;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;33;33;1;2;10;4759;47;980,816292448593
5263463;1;5;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877800; ; ; ;45; ;1;1;10;.;47;950,85198558509
5263471;1;2;1;70;2;12;48;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;97;54;54;1;1;10;9700;47;965,744255473806
5263476;2;2;2;70;2;24;48;4; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;56;77;77;1;2;10;5619;47;743,838526864762
5263496;1;3;1;70;2;52;48;1; ;2;52;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;86;11;32;1;2;10;8610;47;795,940271406926
5263498;1;1;1;70;2;6;48;3; ;2;28;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;97;54;54;1;1;10;9700;47;820,723723841695
5263499;1;6;1;70;2;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ; ;53; ;1;2;10;.;47;1090,09623870613
5263672;1;3;1;70;2;16;48;1; ;2;16;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;86;03;03;1;2;10;8691;23;962,155214424768
5263672;1;4;1;70;2;28;48;1; ;2;28;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;25;39;83;1;2;10;2511;23;962,155214424768
5263796;1;1;1;70;2;2;50;8; ;2;3;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;878000;2; ;01;62;62;1;1;10;0122;50;481,360246232761
5263804;1;1;1;70;2;28;56;8; ;2;28;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;01;62;62;1;2;10;0141;50;896,517435797156
5263813;1;2;1;70;2;24;48;1; ;2;25;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;97;54;54;1;2;10;9700;50;657,959460542947
5263817;1;2;1;70;2;3;48;1; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;800000;2; ;41;95;95;1;1;10;4111;50;1466,49772919176
5264162;1;2;1;70;2;8;48;1; ;2;9;8; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;53;53;1;1;10;0111;50;481,360246232761
5264182;1;3;1;70;2;8;48;1; ;2;40;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;47;39;45;1;1;10;4771;50;962,169936301477
5264197;1;3;1;70;2;12;48;8; ;2;19;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;01;62;62;1;1;10;0126;50;1787,69457143158
5264207;1;1;1;70;2;4;60;8; ;2;4;8; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;62;62;1;1;10;0122;50;1194,87655669301
5264209;1;1;1;70;2;4;48;1; ;2;4;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;880000;2; ;01;33;62;1;1;10;0121;50;481,360246232761
5264294;1;1;1;70;2;4;48;3; ;2;28;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;54;54;1;1;10;9700;23;1101,40448929766
5264312;1;1;1;70;2;10;36;3; ;2;28;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;54;54;1;1;10;9700;23;1474,36022571834
5264564;1;1;1;70;2;6;40;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;97;54;54;1;1;10;9700;70;1088,17608186053
5264585;1;2;1;70;2;2;30;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ; ;54; ;1;1;10;.;70;1097,44325175365
5264598;1;1;1;70;2;3;40;1; ;2;26;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;96;58;57;1;1;10;9602;70;1710,15701467696
5266104;1;1;1;70;2;2;50;8; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;360000;600000;2; ;93;62;62;1;1;10;9329;76;4499,47113216528
5266106;1;2;1;70;2;4;72;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;56;45;45;1;1;10;5611;76;6179,79286438319
5266108;1;1;1;70;2;27;48;8; ;2;27;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;01;62;62;1;2;10;0141;76;2207,74255976818
5266108;1;3;1;70;2;28;48;1; ;2;29;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;56;97;55;1;2;10;5611;76;2207,74255976818
5266163;1;2;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;58; ;1;2;10;.;76;5334,87724356022
5266170;1;4;1;70;2;5;54;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;80;98;58;1;1;10;8010;76;2464,84401059411
5266173;1;1;1;70;2;4;48;1; ;2;4;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;870000;2; ;01;97;62;1;1;10;0145;76;2500,24424804201
5266385;1;3;1;70;2;16;48;1; ;2;24;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;47;45;45;1;2;10;4771;20;1202,55055468765
5266413;1;2;1;70;2;12;40;1; ;2;22;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;56;32;53;1;1;10;5619;20;1285,99974393102
5266422;1;4;1;70;2;40;40;3; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;97;54;54;1;2;10;9700;20;864,38417374329
5266430;1;3;1;70;2;36;48;1; ;2;150;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;86;59;39;1;2;10;8610;20;1348,18272106988
5266462;1;2;1;70;2;24;48;3; ;2;25;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;910000;2; ;97;54;54;1;2;10;9700;20;1072,8897850595
5266464;1;1;1;70;2;24;48;4; ;2;30;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;56;39;53;1;2;10;5611;20;1620,80395958987
5266476;1;3;1;70;2;4;48;1; ;2;32;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;920000;2; ;56;99;53;1;1;10;5619;20;1665,12215733957
5266479;1;2;1;70;2;8;48;1; ;2;9;1; ;6;2;8; ; ; ; ; ; ; ;1; ; ; ;2; ;920000;2; ;56;77;77;1;1;10;5619;20;990,21654528101
5266509;1;3;1;70;2;8;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;800000;2; ;45;84;84;1;1;10;4542;76;6243,89921569041
5266511;1;2;1;70;2;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;900000;2; ;10;97;97;1;1;10;1089;76;2500,24424804201
5266759;1;2;1;70;2;32;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ;1;BUSCAR TRABAJO; ;2; ;877803;2; ;85;55;55;1;2;10;8530;13;1392,36295392036
5266759;1;4;1;70;2;8;56;1; ;2;40;4; ;9;2;4; ; ; ; ; ; ; ; ;1;BUSCAR TRABAJO; ;2; ;877803;2; ;84;45;32;1;1;10;8412;13;1392,36295392036
5266763;1;1;1;70;2;10;48;3; ;2;30;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;88;54;53;1;1;10;8890;13;1384,06223368752
5266764;1;6;1;70;2;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;45; ;1;2;10;.;13;1897,70955129625
5267587;1;1;1;70;2;20;48;1; ;2;20;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;10;45;55;1;2;10;1011;63;2600,53324346713
5267588;1;1;1;70;2;24;48;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;56;53;53;1;2;10;5611;63;3244,7935055421
5267609;1;1;1;70;2;2;40;8; ;2;36;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;62;62;1;1;10;9700;63;1703,38510681053
5267643;1;2;1;70;2;5;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ; ;45; ;1;1;10;.;63;1703,38510681053
5267644;1;1;1;70;2;48;48;4; ;2;25;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;87;54;54;1;2;10;8790;63;2685,66895843611
5267644;1;4;1;70;2;32;48;1; ;2;32;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;15;59;76;1;2;10;1512;63;2685,66895843611
5267645;1;1;1;70;2;4;35;1; ;2;104;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;97;45;54;1;1;10;9700;63;3524,24447664914
5267650;1;4;1;70;2;5;48;1; ;2;312;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;47;45;45;1;1;10;4761;63;2614,75612278174
5267674;1;2;1;70;2;4;30;3; ;2;52;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;81;55;55;1;1;10;8121;63;1270,07993197404
5267676;1;3;1;70;2;1;60;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ; ;45; ;1;1;10;.;63;3986,33961174487
5267681;1;2;1;70;2;12;48;4; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;69;11;11;1;1;10;6920;63;2455,43093668316
5267765;1;2;1;70;2;32;50;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;64;44;44;1;2;10;6412;66;659,472039342716
5267837;1;2;1;70;2;54;48;1; ;2;54;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;97;33;54;1;2;10;9700;66;659,472039342716
