DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4274421;1;5;1;70;50;52;48;1; ;2;24;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;59;45;55;1;2;5529;03;50;188,424404797919
4274437;1;1;1;70;50;61;48;1; ;2;61;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;44;21;45;1;2;4530;03;50;188,043517110605
4274439;1;1;1;70;52;4;48;5; ;2;14;5; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;03;52;222,92879098414
4274441;1;4;1;70;52;52;28;1; ;2;29;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;54;95;1;2;9500;03;52;98,9192399049903
4274443;1;3;1;70;52;8;40;1; ;2;8;4; ;9;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;05;05;85;1;1;8532;03;52;176,947536157776
4274448;1;1;1;70;52;26;42;1; ;2;98;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;55;40;1;2;4010;03;52;352,130264566221
4274460;1;3;1;70;52;8;36;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;77;77;55;1;1;5529;03;52;303,431796552739
4274470;1;2;1;70;52;40;40;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;98;60;1;2;6031;03;52;231,830052998175
4274473;1;2;1;70;52;259;44;1; ;2;884;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;55;59;85;1;2;8514;03;52;177,857116706674
4274477;1;2;1;70;52;4;44;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;93;45;1;1;4521;03;52;290,203291258803
4274481;1;2;1;70;52;52;40;2; ;2;26;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;12;13;91;1;2;9199;03;52;104,42389971042
4274482;1;2;1;70;52;52;40;1; ;2;104;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;55;45;51;1;2;5127;03;52;269,497475871518
4274485;1;2;1;70;52;8;40;1; ;2;4;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;59;85;1;1;8511;03;52;222,92879098414
4274488;1;3;1;70;52;24;40;1; ;2;52;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;11;11;74;1;2;7412;03;52;194,547932551146
4274489;1;1;1;70;52;13;40;1; ;2;13;4; ;9;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;09;09;74;1;1;7421;03;52;144,516937113232
4274497;1;2;1;70;52;52;24;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;53;55;1;2;5529;03;52;276,567264443863
4274500;1;3;1;70;52;26;40;1; ;2;52;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;21;39;75;1;2;7512;03;52;184,036640444328
4274503;1;4;1;70;52;104;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;03;52;182,835753581328
4274509;1;2;1;70;52;212;48;1; ;2;60;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;07;07;74;1;2;7414;03;52;241,13593315273
4274510;1;3;1;70;52;16;48;1; ;2;24;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;50;1;2;5030;03;52;226,997847309896
4274512;1;2;1;70;52;52;40;1; ;2;156;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;33;33;55;1;2;5521;03;52;194,047657168653
4274514;1;2;1;70;52;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;03;52;139,465241549354
4274516;1;2;1;70;52;21;40;4; ;2;25;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;02;02;45;1;2;4530;03;52;196,044943161057
4274517;1;2;1;70;52;6;50;1; ;2;6;2; ;9;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;45;58;75;1;1;7522;03;52;171,289094818677
4274522;1;1;1;70;52;9;40;2; ;2;9;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;19;19;75;1;1;7512;03;52;157,745442407168
4274527;1;2;1;70;52;21;40;4; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;95;1;2;9500;03;52;217,376820037769
4274529;1;1;1;70;52;13;24;3; ;2;40;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;03;52;248,205721725075
4274544;1;3;1;70;52;10;45;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;45;79;52;1;1;5271;03;52;186,681342557297
4274544;1;4;1;70;52;8;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;84;84;52;1;1;5272;03;52;186,681342557297
4274548;1;1;1;70;54;3;50;1; ;2;3;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;1;780000;95;95;45;1;1;4521;03;54;319,965458456906
4274548;1;2;1;70;54;6;48;3; ;2;16;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;54;55;74;1;1;7493;03;54;319,965458456906
4274552;1;2;1;70;54;72;48;1; ;2;144;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;85;1;2;8511;03;54;426,712562804587
4274554;1;4;1;70;54;8;48;4; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;97;59;95;1;1;9500;03;54;400,729582339212
4274556;2;1;2;70;54;5;40;4; ;2;4;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;100000;55;55;74;1;1;7493;03;54;320,710000186583
4274565;1;1;1;70;54;3;44;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;79;59;17;1;1;1749;03;54;391,855716879714
4274567;1;1;1;70;54;8;44;4; ;2;8;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;55;55;74;1;1;7493;03;54;316,560679153634
4274682;1;1;1;70;66;1;40;1; ;2;356;2; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;32;34;85;1;1;8511;03;66;308,914588780499
4274691;1;1;1;70;66;4;48;1; ;2;4;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;1;737717;45;45;52;1;1;5233;03;66;511,697872925144
4274696;1;1;1;70;66;12;40;2; ;2;24;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;18;18;80;1;1;8043;03;66;317,130730426062
4274712;1;2;1;70;66;4;48;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;13;30;64;1;1;6421;03;66;270,21005729197
4274717;1;2;1;70;66;4;42;1; ;2;4;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;1;350000;33;33;85;1;1;8514;03;66;249,164037403446
4274739;1;3;1;70;66;8;48;1; ;2;8;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5211;03;66;254,113188707674
4274756;1;3;1;70;66;14;48;2; ;2;14;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;12;19;75;1;2;7512;03;66;328,500611268367
4274758;1;1;1;70;66;52;24;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;55;74;1;2;7493;03;66;337,52455268876
4274764;1;1;1;70;66;8;48;1; ;2;8;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;80;19;1;1;1921;03;66;351,668316547096
4274766;1;1;1;70;66;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;79;79;18;1;1;1810;03;66;306,439498425342
4274789;1;1;1;70;68;36;48;1; ;2;36;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;21;21;74;1;2;7493;03;68;499,364989861948
4274795;1;2;1;70;68;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;32;32;80;1;2;8050;03;68;630,721749320878
4274805;1;1;1;70;68;12;48;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;36;41;52;1;1;5222;03;68;627,074164881754
4274807;1;2;1;70;68;2;48;1; ;2;6;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;03;68;623,28673891657
4274810;1;3;1;70;68;20;48;1; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;21;21;74;1;2;7414;03;68;503,599815019171
4274813;1;4;1;70;68;4;48;1; ;2;6;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;1;5529;03;68;466,115020719067
4274813;1;5;1;70;68;16;48;1; ;2;16;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;33;33;51;1;2;5135;03;68;466,115020719067
4274828;1;2;1;70;68;5;48;1; ;2;208;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;63;1;1;6340;03;68;199,3652596018
4274828;1;4;1;70;68;2;48;1; ;2;3;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;1;450000;53;53;55;1;1;5521;03;68;199,3652596018
4274832;2;1;2;70;68;12;48;4; ;2;8;4; ;1;2;4; ; ; ; ;1; ; ; ; ; ; ;2; ;98;98;60;1;1;6042;03;68;165,46839964938
4274837;1;3;1;70;68;4;48;1; ;2;6;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;1;140000;45;95;45;1;1;4521;03;68;557,606925576772
4274839;1;1;1;70;68;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;98;95;45;1;1;4521;03;68;517,466323658406
4274840;1;2;1;70;68;1;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;97;54;85;1;1;8532;03;68;711,753834431074
4274854;1;2;1;70;68;24;48;1; ;2;56;1; ;6;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;21;80;1;2;8011;03;68;565,524186942862
4274868;1;1;1;70;68;16;60;1; ;2;32;1; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5511;03;68;600,800572816743
4274873;1;2;1;70;68;8;48;1; ;2;6;1; ;3;2;8; ; ; ; ;1; ; ; ; ; ; ;2; ;45;95;45;1;1;4521;03;68;600,800572816743
4274918;1;1;1;70;73;3;48;1; ;2;3;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;53;45;15;1;1;1551;03;73;179,158150627976
4274923;1;2;1;70;73;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;737717;58;58;52;1;1;5211;03;73;230,711222450179
4274925;1;2;1;70;73;2;48;1; ;2;112;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;53;45;52;1;1;5261;03;73;229,319452904008
4274934;1;1;1;70;73;20;48;1; ;2;52;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;19;1;2;1929;03;73;270,735212322894
4274942;1;1;1;70;73;12;40;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;77;55;74;1;1;7493;03;73;217,841897529834
4274949;1;1;1;70;73;12;48;2; ;2;68;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;05;59;80;1;1;8050;03;73;178,327927682377
4274951;1;1;1;70;73;16;48;1; ;2;16;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;02;02;74;1;2;7421;03;73;228,899624544547
4274960;1;2;1;70;73;12;48;4; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;03;73;210,436786333208
4274961;1;1;1;70;73;12;48;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;57;57;93;1;1;9302;03;73;438,066837680962
4274963;1;1;1;70;73;28;48;1; ;2;24;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;97;97;65;1;2;6511;03;73;172,682987614868
4274968;1;4;1;70;73;8;48;1; ;2;24;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;32;33;85;1;1;8515;03;73;148,135859084825
4274971;1;1;1;70;73;3;48;1; ;2;16;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;53;55;1;1;5529;03;73;163,647004856401
4274976;1;4;1;70;73;2;48;1; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;840000;53;53;55;1;1;5521;03;73;199,368579920691
4274982;1;5;1;70;73;67;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;2; ;03;73;206,259115519486
4274996;1;1;1;70;73;8;84;1; ;2;8;1; ;2;2;1; ; ; ; ;1; ; ; ; ; ; ;1;700000;98;98;60;1;1;6042;03;73;425,407659111232
4274999;1;1;1;70;73;2;48;1; ;2;2;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;1;400000;95;95;45;1;1;4522;03;73;343,996676795024
4275012;1;2;1;70;73;24;48;1; ;2;24;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;53;55;1;2;5529;03;73;438,066837680962
4275013;1;1;1;70;73;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;33;37;74;1;1;7430;03;73;448,763266330628
4275014;1;2;1;70;73;32;48;1; ;2;56;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;59;80;1;2;8041;03;73;454,769504763185
4275020;1;2;1;70;73;24;48;1; ;2;24;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;33;33;92;1;2;9242;03;73;171,998338397512
4275032;1;2;1;70;76;3;48;1; ;2;999;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;79;79;18;1;1;1810;03;76;934,585594858186
4275035;1;2;1;70;76;76;48;1; ;2;12;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;60000;54;55;80;1;2;8046;03;76;844,756630775864
4275049;1;1;1;70;76;12;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;280000;95;95;45;1;1;4521;03;76;1045,82747631389
4275051;1;2;1;70;76;52;44;1; ;2;104;4; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;97;24;1;2;2424;03;76;1364,13147823929
4275051;1;3;1;70;76;3;60;1; ;2;8;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;53;55;1;1;5530;03;76;1364,13147823929
4275051;1;5;1;70;76;52;40;1; ;2;208;1; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5211;03;76;1364,13147823929
4275066;1;3;1;70;76;4;44;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;79;16;74;1;1;7494;03;76;1042,00691921673
4275075;1;1;1;70;76;3;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;03;76;829,700423084245
4275076;1;5;1;70;76;8;48;1; ;2;8;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;33;11;74;1;1;7491;03;76;1005,61656442336
4275079;1;3;1;70;76;2;24;1; ;2;8;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;53;99;50;1;1;5020;03;76;1196,78627835635
4275101;1;2;1;70;76;82;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;03;76;997,848106042567
4275184;1;3;1;70;05;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;03;05;1231,14829993427
4275185;1;2;1;70;05;2;48;1; ;2;2;1; ;5;2;3; ; ; ; ; ; ; ; ; ; ;1;1;155000;97;95;45;1;1;4522;03;05;885,904416634284
4275187;1;6;1;70;05;8;24;1; ;2;156;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;13;45;52;1;1;5239;03;05;1000,97841804251
4275190;1;3;1;70;05;4;48;1; ;2;96;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;39;45;52;1;1;5233;03;05;1037,70468214681
4275190;1;4;1;70;05;2;48;1; ;2;6;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;1300000;77;77;15;1;1;1511;03;05;1037,70468214681
4275192;1;2;1;70;05;4;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;79;79;18;1;1;1810;03;05;885,194264283959
4275201;1;2;1;70;05;20;50;1; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;17;1;2;1710;03;05;990,480973739002
4275203;1;3;1;70;05;8;48;1; ;2;14;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;97;45;52;1;1;5219;03;05;927,668037865374
4275204;1;3;1;70;05;2;40;1; ;2;3;1; ;9;2;4; ; ; ; ;1; ; ; ; ; ; ;1;800000;38;38;74;1;1;7499;03;05;906,431151074667
4275206;1;3;1;70;05;6;48;1; ;2;64;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;32;32;01;1;1;0113;03;05;1073,47596517167
4275208;1;1;1;70;05;52;48;1; ;2;950;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;97;42;92;1;2;9220;03;05;1023,30785279821
4275214;1;5;1;70;05;4;48;1; ;2;10;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;100000;95;95;45;1;1;4521;03;05;989,770821388677
4275215;1;1;1;70;05;52;48;1; ;2;468;2; ;9;2;1; ; ; ; ; ; ; ; ;1;LA PENSION; ;2; ;33;32;80;1;2;8043;03;05;996,266199949439
4275215;1;2;1;70;05;12;48;1; ;2;15;1; ;7;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;21;40;52;1;1;5231;03;05;996,266199949439
