DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011
4273685;1;2;1;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ;1;03;05;999,417715910887
4273686;1;1;1;80;05;1;4;7; ;2; ; ;4; ;3; ;2; ;1;03;05;1181,30532659453
4273689;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;03;05;879,389498225898
4273694;1;2;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;1;03;05;1042,14248505207
4273694;1;5;1;80;05;2; ; ; ; ;1;2;9; ;2; ;2; ;1;03;05;1042,14248505207
4273696;1;1;1;80;05;1;4;7; ;2; ; ;9; ;2; ;2; ;1;03;05;790,264601701451
4273697;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;05;927,668037865374
4273699;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;03;05;1133,02678695506
4273699;1;2;1;80;05;1;4;4; ;2; ; ;8; ;2; ;2; ;1;03;05;1133,02678695506
4273699;1;3;1;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ;1;03;05;1133,02678695506
4273700;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;1;480000;1;03;05;1034,77328529374
4273701;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;03;05;1008,56634456826
4273702;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;03;05;1013,53639850304
4273702;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;05;1013,53639850304
4273706;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;05;790,264601701451
4273706;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;05;790,264601701451
4273707;1;1;1;80;05;1;4;4; ;2; ; ;4; ;3; ;2; ;1;03;05;1016,79293438982
4273708;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ;1;03;05;1189,9169297327
4273708;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;03;05;1189,9169297327
4273710;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;03;05;1029,09307900865
4273712;1;1;1;80;05;1;4;1; ;2; ; ;8; ;3; ;2; ;1;03;05;1079,88028545126
4273712;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;05;1079,88028545126
4273714;1;1;1;80;05;1;4;4; ;2; ; ;4; ;1;2;2; ;1;03;05;1148,47844753533
4273714;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;05;1148,47844753533
4273717;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;05;912,601390601708
4273719;1;1;1;80;05;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ;1;03;05;1029,09307900865
4273720;1;1;1;80;05;1;2;8; ;2; ; ;12;EL HIJO MAYOR QUE NO VIVE CON ELLA NO LA DEJA TRABAJAR;2; ;2; ;1;03;05;1002,78111835783
4273720;1;2;1;80;05;2; ; ; ; ;1;2;8; ;2; ;2; ;1;03;05;1002,78111835783
4273721;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;05;985,784593303944
4273721;1;5;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;03;05;985,784593303944
4273723;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;05;1023,30785279821
4273725;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;03;05;1019,94445035127
4273726;1;2;1;80;05;1;4;8; ;2; ; ;8; ;2; ;2; ;1;03;05;1176,23025273442
4273728;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;05;996,651213266043
4273729;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;05;927,668037865374
4273731;1;1;1;80;05;1;2;6; ;2; ; ;11; ;2; ;2; ;1;03;05;1008,56634456826
4273733;1;2;1;80;05;1;2;2; ;2; ; ;2; ;2; ;2; ;1;03;05;907,141303424992
4273735;1;2;1;80;05;1;2;2; ;2; ; ;2; ;2; ;2; ;1;03;05;930,196728189027
4273736;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;05;1016,79293438982
4273736;1;2;1;80;05;2; ; ; ; ;1;4;9; ;2; ;2; ;1;03;05;1016,79293438982
4273737;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;03;05;1023,30785279821
4273737;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;05;1023,30785279821
4273738;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;05;939,968182484197
