DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011;AREA
4273781;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;03;13;416,760946411311;13
4273782;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;03;13;264,096605269895;13
4273782;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;264,096605269895;13
4273782;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;264,096605269895;13
4273782;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;264,096605269895;13
4273783;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;03;13;381,757095536113;13
4273783;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;381,757095536113;13
4273784;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;377,50694304027;13
4273785;1;1;1;80;1;1;4;3; ;2; ; ;6; ;2; ;2; ;1;03;13;483,305640138137;13
4273786;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;03;13;412,80838839601;13
4273787;1;1;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;03;13;425,731110936649;13
4273787;1;3;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;03;13;425,731110936649;13
4273788;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;417,116412663074;13
4273788;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;417,116412663074;13
4273788;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;13;417,116412663074;13
4273789;1;7;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;13;365,96237641096;13
4273789;1;8;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;13;365,96237641096;13
4273790;1;1;1;80;1;1;3;7; ;2; ; ;8; ;2; ;2; ;1;03;13;348,698380935531;13
4273790;1;2;1;80;1;1;3;7; ;2; ; ;1; ;2; ;2; ;1;03;13;348,698380935531;13
4273790;1;5;1;80;1;1;4;5; ;2; ; ;8; ;2; ;2; ;1;03;13;348,698380935531;13
4273790;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;348,698380935531;13
4273791;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;353,402245754458;13
4273793;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;391,007314824082;13
4273794;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ;1;03;13;367,374373017741;13
4273795;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;391,007314824082;13
4273795;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;13;391,007314824082;13
4273796;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;13;457,370800835008;13
4273797;1;5;1;80;1;1;3;3; ;2; ; ;8; ;2; ;2; ;1;03;13;348,208367283375;13
4273798;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;360,056261518259;13
4273799;1;1;1;80;1;1;4;5; ;2; ; ;8; ;2; ;2; ;1;03;13;527,395944766382;13
4273800;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;434,148454283756;13
4273800;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;434,148454283756;13
4273800;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;434,148454283756;13
4273801;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;13;430,740199306969;13
4273803;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;03;13;436,450351780544;13
4273805;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;68,9783629020145;15
4273806;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;68,9783629020145;15
4273807;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;84,6319613914441;15
4273807;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;84,6319613914441;15
4273811;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;102,748492133003;15
4273811;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;102,748492133003;15
4273811;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;102,748492133003;15
4273812;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;94,5081130003386;15
4273813;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;111,481568694553;15
4273813;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;111,481568694553;15
4273813;1;6;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;03;15;111,481568694553;15
4273814;1;1;1;80;1;1;4;8; ;2; ; ;8; ;2; ;2; ;1;03;15;104,066307261146;15
4273814;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;03;15;104,066307261146;15
4273814;1;3;1;80;1;1;4;7; ;2; ; ;9; ;2; ;2; ;1;03;15;104,066307261146;15
4273815;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;84,8852190481581;15
4273816;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;108,410181685064;15
4273817;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;03;15;114,768228525714;15
4273817;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;114,768228525714;15
4273817;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;114,768228525714;15
4273818;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;108,410181685064;15
4273819;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;96,7645087704543;15
4273821;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;88,2495215787884;15
4273821;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;88,2495215787884;15
4273822;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;96,7645087704543;15
4273823;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;03;15;128,939856776527;15
4273823;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;03;15;128,939856776527;15
4273824;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;88,4133607281329;15
4273825;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;03;15;113,490752692469;15
4273825;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;113,490752692469;15
4273826;1;2;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;1;03;15;94,7122914445818;15
4273827;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;03;15;120,575113769693;15
4273827;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;120,575113769693;15
4273828;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;26,4748564736365;15
4273830;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;26,1407654684664;15
4273830;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;26,1407654684664;15
4273831;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;28,4265974317615;15
4273831;1;3;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;03;15;28,4265974317615;15
4273831;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;28,4265974317615;15
4273832;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;03;15;31,1844975800333;15
4273832;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;31,1844975800333;15
4273832;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;31,1844975800333;15
4273832;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;31,1844975800333;15
4273833;1;5;1;80;1;1;3;3; ;2; ; ;8; ;2; ;2; ;1;03;15;152,298755598194;15
4273833;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;152,298755598194;15
4273833;1;7;1;80;1;2; ; ; ; ;1;3;8; ;2; ;2; ;1;03;15;152,298755598194;15
4273834;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;03;15;87,3400633391313;15
4273834;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;87,3400633391313;15
4273836;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;91,8509461745968;15
4273837;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;76,315981635952;15
4273838;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;03;15;102,133282801375;15
4273838;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;03;15;102,133282801375;15
4273839;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;120,658486392548;15
4273840;1;3;1;80;1;2; ; ; ; ;1;1;6; ;2; ;2; ;1;03;15;80,6240358166239;15
4273842;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;142,588983765667;15
4273844;1;1;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ;1;03;15;131,852453129586;15
4273845;1;1;1;80;1;2; ; ; ; ;1;3;10; ;3; ;2; ;1;03;15;82,6579456803575;15
4273845;1;2;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;03;15;82,6579456803575;15
4273846;1;5;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;03;15;141,404917467007;15
4273847;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;102,296785955431;15
4273847;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;102,296785955431;15
4273849;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;03;15;87,7917695167027;15
4273849;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;87,7917695167027;15
4273850;1;1;1;80;1;1;2;5; ;2; ; ;10; ;3; ;2; ;1;03;15;105,045879154433;15
4273851;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;80,1723296390525;15
4273852;1;1;1;80;1;1;1;4; ;2; ; ;4; ;2; ;1;200000;1;03;15;142,588983765667;15
4273853;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;114,316522348142;15
4273856;1;2;1;80;1;1;1;8; ;2; ; ;9; ;2; ;2; ;1;03;15;113,490752692469;15
4273856;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;113,490752692469;15
4273857;1;1;1;80;1;1;4;5; ;2; ; ;4; ;3; ;2; ;1;03;15;105,045879154433;15
4273858;1;2;1;80;1;1;3;5; ;2; ; ;11; ;3; ;2; ;1;03;15;87,3400633391313;15
4273859;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;102,133282801375;15
4273859;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;03;15;102,133282801375;15
4273863;1;3;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;03;15;111,771607593383;15
4273868;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;87,1358848948881;15
4273869;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;75,8642754583805;15
4273872;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;03;15;87,3400633391313;15
4273872;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;87,3400633391313;15
4273873;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;03;15;113,864816170571;15
4273874;1;2;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ;1;03;15;87,3400633391313;15
4273875;1;1;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ;1;03;15;105,045879154433;15
4273876;1;2;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;03;15;123,571082745607;15
4273877;1;2;1;80;1;1;4;4; ;2; ; ;12;ACCIDENTE LABORAL LO DEJO CON AFECTACIONES MENTALES;3; ;2; ;1;03;15;131,317374329159;15
4273880;1;1;1;80;1;1;1;8; ;2; ; ;1; ;2; ;2; ;1;03;15;137,384730314563;15
4273880;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;137,384730314563;15
4273881;1;1;1;80;1;1;1;3; ;1; ;1;9; ;2; ;2; ;1;03;15;73,1561735106934;15
4273882;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;87,50994837299;15
4273883;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;86,6841787173167;15
4273884;1;2;1;80;1;1;1;1; ;2; ; ;4; ;2; ;2; ;1;03;15;113,490752692469;15
4273884;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;113,490752692469;15
4273885;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;125,58813178465;15
4273885;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;125,58813178465;15
4273886;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;03;15;80,1723296390525;15
4273887;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;125,136425607078;15
4273888;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;154,330773159723;15
4273888;1;9;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;1;03;15;154,330773159723;15
4273888;1;10;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;154,330773159723;15
4273890;1;1;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;03;15;124,684719429507;15
4273890;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;124,684719429507;15
4273891;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;87,3400633391313;15
4273892;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;03;15;66,0657665489556;15
4273892;1;4;1;80;1;2; ; ; ; ;1;1;8; ;2; ;2; ;1;03;15;66,0657665489556;15
4273893;1;1;1;80;1;1;4;4; ;2; ; ;4; ;3; ;2; ;1;03;15;77,2597332859936;15
4273894;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;03;15;87,7917695167027;15
4273894;1;3;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;03;15;87,7917695167027;15
4273901;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;87,50994837299;15
4273902;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;34,1827376610121;15
4273905;1;1;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;03;15;96,7645087704543;15
4273908;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;76,6900451140538;15
4273909;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;24,45823445153;15
4273910;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;85,5705420334164;15
4273910;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;85,5705420334164;15
4273911;1;1;1;80;1;2; ; ; ; ;1;4;9; ;2; ;2; ;1;03;15;88,2495215787884;15
4273911;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;88,2495215787884;15
4273912;1;5;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;03;15;46,5634055853758;15
4273913;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;34,3182495142836;15
4273914;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;37,2068366769534;15
4273914;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;15;37,2068366769534;15
4273915;1;2;1;80;1;1;1;8; ;2; ; ;6; ;2; ;2; ;1;03;15;124,684719429507;15
4273917;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;15;77,2597332859936;15
4273918;1;2;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;03;15;98,3298516319261;15
4273920;1;2;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ;1;03;15;78,1631456411365;15
4273920;1;4;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;03;15;78,1631456411365;15
4273920;1;5;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;03;15;78,1631456411365;15
4273922;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ;1;03;15;128,4047779761;15
4273922;2;1;2;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;03;15;128,4047779761;15
4273924;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;03;17;175,242120312965;17
4273924;1;3;1;80;1;1;2;8; ;2; ; ;2; ;2; ;2; ;1;03;17;175,242120312965;17
4273927;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;03;17;154,287869665377;17
4273928;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;03;17;154,287869665377;17
