DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;OFICIO;RAMA2D;OCI;P6430;RAMA4D;RAMA4DP8;RAMA2DP8;INGLABO;MES;DPTO;fex_c_2011
4284681;1;3;1;60;2;63;1;1; ; ;1; ; ;2;2;2;2;15; ;1; ;2;600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;43; ;.;43; ; ;5;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;1;1;1;1;2;1;1;1;2; ;2;1;2;2;2;2;2;1;3; ;62;01;1;8;0117; ; ;600000;03;63;4354,80183761912
4284681;1;5;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;0;1;100000;1; ;1;10;2; ;10; ; ;1;8; ;2; ; ; ; ; ;1; ; ; ; ; ; ;1;ESTUDIAR; ;2;2;1;1;1;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;61;01;1;4;0111; ; ;0;03;63;4354,80183761912
4284682;1;1;1;60;2;63;1;1; ; ;1; ; ;1;2;2;2;1; ;1; ;2;200000;2; ; ;1;200000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;1;45; ;.;45; ; ;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ;1;ESTUDIAR; ;2;2;1;15;24;1; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;1;1;2;1;2;2;2;2;2; ;2;1;1;2;1;2;2;2;3; ;55;95;1;3;9500; ; ;400000;03;63;2890,78360145432
4284684;1;1;1;60;2;76;2; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;400000;1;4800000;2; ;12;20;1; ;20; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;1;8; ;2; ; ; ; ; ; ; ;1;25;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;61;01;1;4;0117; ; ;400000;03;63;3095,58960074898
4284684;1;3;1;60;2;63;1;2;2;3;1; ; ;1;2;2;2;2; ;1; ;2;737700;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;83100;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;9;9; ;1; ;1;1;1;0;1;1; ; ; ; ; ; ; ; ;1;1;1;0;4;4; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;2;1;2;1;1;1;2;2;2; ;2;1;2;2;1;2;2;1;2; ;95;45;1;1;4530; ; ;737700;03;63;3095,58960074898
4284685;1;1;1;60;2;63;1;1; ; ;1; ; ;2;2;2;2;1; ;1; ;2;440000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10;47; ;.;47; ; ;5;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;3;8; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;2;1;2;1;2;2;1;1;2; ;1;1;2;2;1;2;2;1;9; ;62;01;1;8;0117; ; ;440000;03;63;2560,37443409806
4284685;2;1;2;60;2;63;2; ; ; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;650000;1;7500000;3; ;12;54; ;.;54; ; ;1;4; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;3;48;8; ;2; ; ; ; ; ; ; ;1;15;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;8; ;98;60;1;4;6041; ; ;650000;03;63;2560,37443409806
4284686;1;1;1;60;2;76;1;2;1; ;1; ; ;1;1;2;1;228; ;1; ;2;1600000;2; ; ;2; ;2; ;1;180000;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1600000;2; ;1;800000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;9;9; ;1; ;1;2;1;19;1;1; ; ; ; ; ; ; ; ;1;2;1;0;24;1; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;97;45;1;1;4530; ; ;1600000;03;63;2545,57852345035
4284687;1;1;1;60;2;63;1;1; ; ;1; ; ;2;2;2;2;1; ;1; ;2;800000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;600000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;56; ;.;56; ; ;3;8; ;6; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2;1;0;72;1; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;1;1;2;1;2;2;1;2;2; ;2;1;2;2;1;2;2;1;9; ;62;01;1;8;0117; ; ;800000;03;63;2112,19922978598
4284687;1;3;1;60;2;63;1;1; ; ;1; ; ;2;2;2;2;1; ;1; ;2;200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10;40; ;.;40; ; ;2;8; ;6; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;14;2; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;1;1;2;1;2;1;1;1;2; ;2;2;2;2;2;2;2;1;9; ;62;01;1;8;0117; ; ;200000;03;63;2112,19922978598
4284688;1;1;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;550000;1;3000000;2; ;12;35;1; ;21;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;36;6; ;1;63;51;6; ; ;2;1;2; ; ; ;1;1;2;1;2;1;2;1;1;2;2; ;2;1;2;2;1;2;2;1;9; ;71;14;1;4;1411; ; ;550000;03;63;2702,75958022544
4284688;1;2;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;450000;1;6000000;3; ;7;105; ;.;105; ; ;2;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;36;1;4; ;1;63;3;4; ;16000;1;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;3; ;41;52;1;4;5211; ; ;466000;03;63;2702,75958022544
4284688;1;3;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;400000;1;4800000;3; ;12;24;1; ;24; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ;1;24;2;1;1;1;1;1;2;1;2;1;1;1;2; ;2;1;2;2;1;2;2;1;9; ;71;14;1;4;1411; ; ;400000;03;63;2702,75958022544
4284689;1;1;1;60;2;63;1;1; ; ;1; ; ;1;1;2;1;180; ;1; ;2;640000;2; ; ;2; ;1;200000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;600000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;55; ;.;55; ; ;6;8; ;1; ;1;2;3;17;1;1; ; ; ; ; ; ; ; ;2;2;1;0;120;1; ;2; ; ; ; ; ; ; ;1;12;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;62;01;1;8;0117; ; ;840000;03;63;2425,1818471862
4284699;1;1;1;60;2;63;1;2;2;12;1; ; ;1;1;2;1;107; ;1; ;2;800000;2; ; ;2; ;1;200000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;700000;2; ;2; ;1;100000;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;43; ;.;43; ; ;2;8; ;1; ;1;2;3;10;1;1; ; ; ; ; ; ; ; ;1;1;1;1;36;1; ;1;63;5;4; ;50000;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;62;01;1;8;0113; ; ;1050000;03;63;960,866160506655
4284699;1;2;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;107; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12;28;2; ;28; ; ;2;1; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;36;6; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;53;55;1;6;5529; ; ; ;03;63;960,866160506655
4284699;1;3;1;60;2;63;1;2;2;6;1; ; ;1;2;2;2;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;2300000;1;27600000;3; ;12;60; ;.;60; ; ;9;7; ;1; ;1;1;2;1;1;1; ; ; ; ; ; ; ; ;1;2;1;3;12;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;3; ;11;74;1;4;7412; ; ;2300000;03;63;960,866160506655
4284700;1;1;1;60;2;63;1;2;1; ;1; ; ;1;1;2;1;120; ;1; ;2;737700;1;200000;2;2; ;1;300000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;300000;2;1;690000;2; ;2; ;2; ;1;1800000;1;10; ; ; ; ; ; ; ; ; ; ; ;12;72; ;.;82; ; ;9;8; ;1; ;1;1;1;10;1;1; ; ; ; ; ; ; ; ;1;1;1;0;1;4; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;1;1;1;2;2;2;1;1;2; ;2;2;1;2;2;2;1;2;1; ;62;15;1;1;1511; ; ;1037700;03;63;1319,06857359565
4284700;1;4;1;60;2;63;1;1; ; ;1; ; ;1;2;2;2;8; ;1; ;2;737700;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;83100;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10;45; ;.;40;1; ;2;9; ;1; ;1;1;1;5;1;1; ; ; ; ; ; ; ; ;1;2;1;2;6;1; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;2; ;95;45;1;1;4530; ; ;737700;03;63;1319,06857359565
4284701;1;1;1;60;2;63;1;2;1; ;1; ; ;1;1;2;1;48; ;1; ;2;1000000;2; ; ;2; ;1;250000;2; ;2; ;2; ; ;2; ; ;1;25000;2;2; ; ;2; ; ;1;300000;1;1;678000;2; ;1;340000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;84; ;.;84; ; ;9;8; ;1; ;1;1;1;15;1;1; ; ; ; ; ; ; ; ;1;1;1;0;120;1; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;62;15;1;1;1511; ; ;1250000;03;63;1079,27270494447
4284701;1;2;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;324000;1;1400000;1; ;3;27;1; ;27; ; ;1;7; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;12;2;1; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;61;01;1;4;0123; ; ;324000;03;63;1079,27270494447
4284702;1;1;1;60;2;63;1;2;1; ;1; ; ;1;1;2;1;4; ;1; ;2;737700;2; ; ;2; ;1;200000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;8;84; ;.;84; ; ;9;8; ;1; ;1;1;1;0;1;1; ; ; ; ; ; ; ; ;1;2;1;4;6;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;62;15;1;1;1511; ; ;937700;03;63;1079,27270494447
4284703;1;1;1;60;2;63;1;1; ; ;1; ; ;1;2;2;2;36; ;1; ;2;640000;2; ; ;2; ;1;150000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;50; ;.;50; ; ;5;8; ;1; ;1;1;3;3;1; ; ; ; ; ; ; ; ;1;9;2;1;0;72;1; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;8; ;41;01;1;1;0113; ; ;790000;03;63;1663,67816031273
4284703;1;2;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;200000;1;2400000;3; ;12;36;2; ;36; ; ;1;1; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;53;15;1;4;1589; ; ;200000;03;63;1663,67816031273
4284704;1;1;1;60;2;63;1;1; ; ;1; ; ;1;2;2;2;5; ;1; ;2;600000;2; ; ;1;240000;1;80000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;77; ;.;77; ; ;5;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;36;8; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;62;01;1;8;0113; ; ;920000;03;63;2818,01186770975
4284704;1;2;1;60;2;63;1;1; ; ;1; ; ;1;2;2;2;1; ;1; ;2;380000;2; ; ;1;170000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;8;45; ;.;45; ; ;5;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;2;8; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;62;01;1;8;0113; ; ;550000;03;63;2818,01186770975
4284705;1;1;1;60;2;63;1;2;1; ;1; ; ;1;2;2;1;96; ;1; ;2;737700;2; ; ;2; ;1;150000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;45; ;.;45; ; ;2;8; ;1; ;1;1;1;9;1; ; ; ; ; ; ; ; ;1;1;1;1;0;60;1; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;62;01;1;8;0113; ; ;887700;03;63;2378,02370866407
