Directorio;Secuencia_p;Orden;Hogar;Regis;P7495;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s6;P7510s2a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;P7510s7a1;P7510s7;P750s1;P750s1a1;P750s2;P750s2a1;P750s3;P750s3a1;P750s4;Area;Mes;Dpto;Fex_c_2011
3886080;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1051,14583821263
3886081;1;1;1;95;1;2;1; ;750000; ;2;1;2;2; ; ; ; ; ;2;2;2;1400000;1; ; ; ; ; ; ; ;05;12;05;1181,0201410008
3886081;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1181,0201410008
3886081;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1181,0201410008
3886082;1;1;1;95;2; ; ; ; ; ; ;1;2;2;8400000; ; ; ; ;2;2;1; ;2; ; ; ; ; ; ; ;05;12;05;945,565802039072
3886082;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;7800000;2;1;2; ;2; ; ; ; ; ; ; ;05;12;05;945,565802039072
3886083;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;848,299689370236
3886083;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;848,299689370236
3886083;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;848,299689370236
3886084;1;1;1;95;1;1;2; ; ;800000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;240,58477514186
3886084;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;240,58477514186
3886085;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;197,553097111491
3886085;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;197,553097111491
3886085;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;197,553097111491
3886085;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;197,553097111491
3886086;1;1;1;95;1;1;2; ; ;450000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;216,711502370024
3886088;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;173,679824339655
3886088;1;2;1;95;1;2;1; ;2000000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;173,679824339655
3886088;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;73;12;73;173,679824339655
3886089;1;1;1;95;1;2;1; ;3000000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;154,705699480316
3886089;1;2;1;95;1;2;1; ;1000000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;154,705699480316
3886091;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;2000000;2;1;2; ;2; ; ; ; ; ; ; ;73;12;73;240,58477514186
3886091;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;240,58477514186
3886092;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;366,502272605741
3886095;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;325,305433891252
3886095;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;325,305433891252
3886095;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;325,305433891252
3886096;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;397,632403094347
3886096;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;397,632403094347
3886096;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;397,632403094347
3886096;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;397,632403094347
3886097;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;347,343867347208
3886097;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;347,343867347208
3886097;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;347,343867347208
3886097;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;347,343867347208
3886098;1;1;1;95;1;1;2; ; ;95000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;260,963713738031
3886098;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;73;12;73;260,963713738031
3886098;2;1;2;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;260,963713738031
3886099;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;4560000;2;1;2; ;2; ; ; ; ; ; ; ;73;12;73;242,490666826324
3886099;1;2;1;95;1;2;2;400000; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;242,490666826324
3886099;1;3;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000;200000;2;1;2; ;2; ; ;1;900000; ; ; ;73;12;73;242,490666826324
3886100;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;296,53301320692
3886100;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;296,53301320692
3886102;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;299,597321803536
3886102;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;2000000;2;1;2;1800000;1; ; ; ; ; ; ; ;73;12;73;299,597321803536
3886103;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;199,322668170432
3886103;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;300000;840000;2;1;2; ;2; ; ;1;300000; ; ; ;73;12;73;199,322668170432
3886103;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;199,322668170432
3886104;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;324,511774301209
3886104;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;324,511774301209
3886104;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;324,511774301209
3886105;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;328,051722078735
3886105;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;328,051722078735
3886106;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1270,01608706896
3886106;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1270,01608706896
3886106;1;3;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;1228000; ;2;2;2; ;2; ; ;1;1228000; ; ; ;05;12;05;1270,01608706896
3886106;1;6;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1400000;2;1;2;750000;1; ; ; ; ; ; ; ;05;12;05;1270,01608706896
3886106;1;7;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1270,01608706896
3886107;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;80000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;05;12;05;1220,76403041083
3886107;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1220,76403041083
3886107;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1220,76403041083
3886107;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1220,76403041083
3886107;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1220,76403041083
3886108;1;1;1;95;1;1;2; ; ;600000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1102,06368178244
3886108;1;2;1;95;2; ; ; ; ; ; ;1;2;9; ; ; ; ; ;2;2;2;1500000;1; ; ; ; ; ; ; ;05;12;05;1102,06368178244
3886108;1;3;1;95;1;2;1; ;750000; ;2;1;2;2; ; ; ; ; ;2;2;2;1900000;1; ; ; ; ; ; ; ;05;12;05;1102,06368178244
3886109;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;940,677655194372
3886109;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;940,677655194372
3886110;1;1;1;95;1;2;1; ;1000000; ;2;1;2;2; ; ; ; ; ;2;2;2;2200000;1; ; ; ; ; ; ; ;05;12;05;1206,86355863401
3886110;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1206,86355863401
3886111;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;6000000;2;1;2; ;2; ; ; ; ; ; ; ;05;12;05;1051,14583821263
3886112;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;800000;1; ; ; ; ; ; ; ;05;12;05;1153,54516764878
3886112;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1153,54516764878
3886113;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1542,95670777525
3886113;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1542,95670777525
3886113;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1542,95670777525
3886113;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1542,95670777525
3886114;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;899,584913191915
3886114;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;899,584913191915
3886114;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;899,584913191915
3886115;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1206,86355863401
3886115;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1206,86355863401
3886116;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;600000;1; ; ; ; ; ; ; ;05;12;05;895,50500512721
3886116;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;895,50500512721
3886117;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;4200000; ;2;2;2; ;2; ; ;1;4200000; ; ; ;05;12;05;1011,07672322008
3886117;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1011,07672322008
3886118;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1028,55951317905
3886119;1;1;1;95;1;1;2; ; ;400000;2;1;2;1; ;130000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;05;12;05;1130,9588426152
3886119;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;130000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;05;12;05;1130,9588426152
3886121;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1130,9588426152
3886121;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1130,9588426152
3886122;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1309,26288807017
3886122;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1309,26288807017
3886122;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1309,26288807017
3886123;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1500000;1; ; ; ; ; ; ; ;05;12;05;1031,41499433393
3886123;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;140000;2;1;2; ;2; ; ; ; ; ; ; ;05;12;05;1031,41499433393
3886124;1;1;1;95;1;2;1; ;2000000; ;2;1;2;2; ; ; ; ; ;2;2;2;2259000;1; ; ; ; ; ; ; ;05;12;05;1067,079477153
3886124;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1067,079477153
3886124;1;3;1;95;2; ; ; ; ; ; ;1;2;1; ;900000; ; ; ;2;2;2;1500000;1; ; ; ; ; ; ; ;05;12;05;1067,079477153
3886124;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1067,079477153
3886125;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1092,11415453248
3886125;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;160000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;05;12;05;1092,11415453248
3886125;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1092,11415453248
3886126;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1039,60450380098
3886126;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;644350; ; ; ;2;2;2;1200000;1; ; ; ; ; ; ; ;05;12;05;1039,60450380098
3886126;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1039,60450380098
3886127;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1092,11415453248
3886127;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1092,11415453248
3886127;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1092,11415453248
3886128;1;1;1;95;1;2;1; ;3200000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;173,679824339655
3886128;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;173,679824339655
3886128;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;173,679824339655
3886129;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;266,728696920269
3886129;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;266,728696920269
3886129;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;266,728696920269
3886130;1;1;1;95;1;2;1; ;830000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;237,090440966195
3886130;1;2;1;95;1;1;2; ; ;700000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;237,090440966195
3886131;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;296,53301320692
3886131;1;2;1;95;1;2;2;150000; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;296,53301320692
3886132;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;388,117525871652
3886132;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;388,117525871652
3886132;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;388,117525871652
3886132;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;388,117525871652
3886133;1;1;1;95;1;2;1; ;2400000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;899,696141942933
3886133;1;2;1;95;1;1;2; ; ;680000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;899,696141942933
3886133;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;2000000;2;1;2; ;2; ; ; ; ; ; ; ;73;12;73;899,696141942933
3886133;1;4;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;73;12;73;899,696141942933
3886133;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;899,696141942933
3886133;1;7;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;6000000;2;1;2; ;2; ; ; ; ; ; ; ;73;12;73;899,696141942933
3886134;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;605,181156063138
3886141;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;403,563446609162
3886141;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;403,563446609162
3886142;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;702,898711339323
3886142;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;702,898711339323
3886142;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;702,898711339323
3886142;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;702,898711339323
3886143;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;302,590578031569
3886144;1;1;1;95;1;2;1; ;840000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;221,426369883327
3886144;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;221,426369883327
3886144;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;221,426369883327
3886144;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;221,426369883327
3886144;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;221,426369883327
3886145;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;73;12;73;240,58477514186
3886145;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;73;12;73;240,58477514186
3886146;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1800000;2;1;2; ;2; ; ; ; ; ; ; ;73;12;73;211,812354457528
3886147;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;293,038679031255
3886147;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;293,038679031255
3886148;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1000,75981571825
3886148;1;2;1;95;1;1;2; ; ;150000;2;1;2;2; ; ; ; ; ;2;2;2;700000;1; ; ; ; ; ; ; ;05;12;05;1000,75981571825
3886148;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1000,75981571825
3886148;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1000,75981571825
3886149;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1206,86355863401
3886149;1;2;1;95;1;1;1; ;950000;30000;2;1;2;2; ; ; ; ; ;2;2;2;2128000;1; ; ; ; ; ; ; ;05;12;05;1206,86355863401
3886150;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1090,88972762266
3886150;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1090,88972762266
3886150;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1090,88972762266
3886151;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;600000;2;1;2; ;2; ; ; ; ; ; ; ;05;12;05;961,015926308222
3886151;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;961,015926308222
3886152;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;870,560788821306
3886152;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;870,560788821306
3886152;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;870,560788821306
3886152;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;870,560788821306
3886152;1;6;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;250000;1; ; ; ; ; ; ; ;05;12;05;870,560788821306
3886152;1;7;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;870,560788821306
3886153;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;5600000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;05;12;05;1204,83039147046
3886153;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1204,83039147046
3886154;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1060,36351254482
3886154;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1060,36351254482
3886154;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1060,36351254482
3886155;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;05;12;05;1048,09409501307
3886157;1;1;1;95;2; ; ; ; ; ; ;1;2;2;2000000; ; ; ; ;2;2;1; ;2; ; ; ; ; ; ; ;05;12;05;1028,55951317905
3886158;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;12;05;1153,54516764878
