Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;Dpto;Fex_c_2011
3887964;1;1;1;10;1;2;1;3;1964;51;1;3;1; ; ;2;1;300000;2;1;2; ;6;6;5;2;17;12;05;1753,79635393522
3887964;1;2;1;10;2;1;1;7;1973;42;2;3;1; ; ;2;5; ;2;1;2; ;3;5; ;2;5;12;05;1753,79635393522
3887964;1;3;1;10;3;1;1;1;2002;13;3;6;1; ; ;2;5; ;2;1;1;1;4;7; ;2;7;12;05;1753,79635393522
3887964;1;4;1;10;1;2;1;4;1969;46;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;05;1753,79635393522
3887971;1;1;1;10;2;1;1;11;1977;38;1;3;1; ; ;1;1;25775;2;1;2; ;6;2;3;2;13;12;05;4227,57146354642
3887971;1;2;1;10;2;2;1;7;1982;33;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;12;05;4227,57146354642
3887971;1;3;1;10;3;1;1;12;2002;13;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;2;6;12;05;4227,57146354642
3887971;1;4;1;10;2;1;1;2;2013;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;2; ;12;05;4227,57146354642
3887972;1;1;1;10;1;1;1;9;1962;53;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;05;3530,16696182714
3887972;1;2;1;10;2;2;1;11;1978;37;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;3530,16696182714
3887972;1;3;1;10;3;1;1;11;1998;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;12;05;3530,16696182714
3887972;1;4;1;10;2;2;1;7;2005;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;12;05;3530,16696182714
3887972;1;5;1;10;2;2;1;10;2009;6;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;12;05;3530,16696182714
3887972;1;6;1;10;2;2;1;9;1929;86;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;05;3530,16696182714
3887973;1;1;1;10;1;1;1;12;1960;54;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;3873,82890432829
3887973;1;2;1;10;2;2;1;3;1949;66;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;05;3873,82890432829
3887974;1;1;1;10;3;2;1;8;1917;98;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;12;05;1735,3257803272
3887974;1;2;1;10;3;2;1;4;1948;67;3;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;12;05;1735,3257803272
3887974;1;3;1;10;3;2;1;6;1955;60;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;05;1735,3257803272
3887979;1;1;1;10;2;1;1;4;1953;62;1;3;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;12;05;1785,56461495991
3887979;1;2;1;10;2;2;1;4;1967;48;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;12;05;1785,56461495991
3887979;1;3;1;10;3;1;1;2;1996;19;3;6;1; ; ;3; ; ;2;1;1;1;6;1;2;2;12;12;05;1785,56461495991
3887980;1;1;1;10;1;1;1;9;1953;62;1;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;12;05;2103,00732277491
3887980;1;2;1;10;1;1;1;9;1945;70;5;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;2103,00732277491
3887981;1;1;1;10;1;1;1;4;1948;67;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;2103,00732277491
3887981;1;2;1;10;2;1;1;3;1952;63;5;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;12;05;2103,00732277491
3887985;1;1;1;10;1;2;1;1;1953;62;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;1735,3257803272
3887985;1;2;1;10;1;1;1;7;1954;61;5;4;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;12;05;1735,3257803272
3887985;1;3;1;10;1;1;1;5;1956;59;5;4;1; ; ;1;1;25775;2;1;2; ;4;9; ;2;9;12;05;1735,3257803272
3887986;1;1;1;10;2;1;1;12;1919;95;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;12;05;3121,82884372638
3887986;1;2;1;10;2;1;1;9;1971;44;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;3121,82884372638
3887986;1;3;1;10;3;2;1;5;1969;46;3;3;1; ; ;3; ; ;2;1;2; ;6;5;4;2;16;12;05;3121,82884372638
3887986;1;4;1;10;4;1;1;3;1974;41;5;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;3121,82884372638
3887988;1;1;1;10;2;1;1;3;1956;59;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;12;05;2139,41700341238
3887988;1;2;1;10;2;2;1;10;1959;56;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;2139,41700341238
3887989;1;1;1;10;2;1;1;3;1971;44;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;4318,45023699514
3887989;1;2;1;10;2;2;1;12;1973;42;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;12;05;4318,45023699514
3887989;1;3;1;10;2;1;1;1;1992;23;3;6;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;12;05;4318,45023699514
3887989;1;4;1;10;2;2;1;3;2009;6;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;12;05;4318,45023699514
3887994;1;1;1;10;2;1;1;4;1982;33;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;12;05;3462,65612836056
3887994;1;2;1;10;2;2;1;2;1989;26;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;12;05;3462,65612836056
3887994;1;3;1;10;2;1;1;7;2011;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;05;3462,65612836056
3887995;1;1;1;10;1;1;1;8;1943;72;1;3;1; ; ;1;2;132000;2;1;2; ;3;5; ;2;5;12;05;2139,41700341238
3887995;1;2;1;10;2;2;1;10;1957;58;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;12;05;2139,41700341238
3888002;1;1;1;10;1;2;1;2;1932;83;1;6;1; ; ;1;5; ;2;1;2; ;3;4; ;2;4;12;05;4277,00624800217
3888002;1;2;1;10;1;1;2; ; ;48;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;12;05;4277,00624800217
3888002;1;3;1;10;3;2;1;9;1958;57;3;4;1; ; ;1;3;84500;2;1;2; ;3;5; ;2;5;12;05;4277,00624800217
3888002;1;4;1;10;3;1;1;1;1983;32;4;6;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;12;05;4277,00624800217
3888003;1;1;1;10;1;1;1;4;1952;63;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;05;2786,82944171466
3888004;1;1;1;10;1;2;1;7;1971;44;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;12;05;4284,89185106168
3888004;1;2;1;10;1;1;1;6;1969;46;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;12;05;4284,89185106168
3888004;1;3;1;10;3;1;1;11;1997;18;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;12;05;4284,89185106168
3888004;1;4;1;10;1;1;1;10;2000;15;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;12;05;4284,89185106168
3888005;1;1;1;10;1;1;1;7;1960;55;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;12;05;2786,82944171466
3888006;1;1;1;10;1;1;1;6;1952;63;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;2139,41700341238
3888006;1;2;1;10;2;2;1;3;1952;63;2;3;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;12;05;2139,41700341238
3888007;1;1;1;10;1;1;1;2;1956;59;1;3;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;12;05;1735,3257803272
3888007;1;2;1;10;1;2;1;11;1966;49;2;3;1; ; ;1;5; ;2;1;2; ;3;4; ;2;4;12;05;1735,3257803272
3888011;1;1;1;10;1;1;1;12;1967;47;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;12;05;3238,23484214437
3888011;1;2;1;10;2;2;1;7;1969;46;2;1;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;05;3238,23484214437
3888011;1;3;1;10;2;1;1;6;1993;22;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;05;3238,23484214437
3888011;1;4;1;10;2;2;1;3;1995;20;3;6;1; ; ;3; ; ;2;1;2; ;6;1;3;2;12;12;05;3238,23484214437
3888011;1;5;1;10;2;2;1;5;2005;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;12;05;3238,23484214437
3888012;1;1;1;10;1;1;1;7;1988;27;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;12;05;2755,06118068997
3888012;1;2;1;10;2;2;1;1;1977;38;2;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;12;05;2755,06118068997
3888013;1;1;1;10;1;1;1;10;1944;71;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;05;2786,82944171466
3888014;1;1;1;10;1;1;1;7;1962;53;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;2473,31950695851
3888014;1;2;1;10;2;2;1;6;1964;51;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;12;05;2473,31950695851
3888014;1;3;1;10;2;2;1;10;1996;19;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;12;05;2473,31950695851
3888014;1;4;1;10;2;2;1;6;1999;16;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;12;05;2473,31950695851
3888020;1;1;1;10;1;1;1;3;1942;73;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;4240,5965673647
3888020;1;2;1;10;2;2;1;7;1950;65;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;12;05;4240,5965673647
3888020;1;3;1;10;1;1;1;12;1972;42;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;05;4240,5965673647
3888020;1;4;1;10;1;1;1;5;1975;40;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;4240,5965673647
3888021;1;1;1;10;1;1;1;5;1956;59;1;6;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;12;05;2786,82944171466
3888022;1;1;1;10;1;1;1;7;1940;75;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;2515,27821393451
3888022;1;2;1;10;2;2;1;9;1952;63;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;2515,27821393451
3888022;1;3;1;10;2;2;1;2;1996;19;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;12;05;2515,27821393451
3888022;1;4;1;10;2;2;1;2;1998;17;4;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;12;05;2515,27821393451
3888022;1;5;1;10;2;2;1;5;2015;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;12;05;2515,27821393451
3888022;1;6;1;10;2;2;1;12;1996;19;4;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;12;05;2515,27821393451
3888023;1;1;1;10;2;1;1;12;1964;51;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;12;05;4992,48679873227
3888023;1;2;1;10;2;2;1;4;1974;41;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;05;4992,48679873227
3888023;1;3;1;10;2;1;1;12;1998;17;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;12;05;4992,48679873227
3888023;1;4;1;10;2;1;1;3;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;12;05;4992,48679873227
3888023;1;5;1;10;2;1;1;6;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;12;05;4992,48679873227
3888027;1;1;1;10;1;1;1;12;1994;20;1;2;2;2; ; ; ; ;1;1;2; ;5;11;2;2;11;12;05;4893,16978009385
3888027;1;2;1;10;2;2;1;10;1992;23;2;2;1; ; ;3; ; ;1;1;2; ;5;11;2;2;11;12;05;4893,16978009385
3888027;1;3;1;10;2;2;1;6;2010;5;3; ;1; ; ;3; ; ;2;1;1;1;2;1; ;2;0;12;05;4893,16978009385
3888028;1;1;1;10;1;2;1;2;1985;30;1;4;1; ; ;1;5; ;2;1;2; ;6;2;3;2;13;12;05;3210,54006750372
3888028;1;2;1;10;2;2;1;9;2009;6;3; ;1; ; ;1;5; ;2;2;1;1;2;0; ;2;0;12;05;3210,54006750372
3888028;1;3;1;10;1;1;1;7;2014;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;2; ;12;05;3210,54006750372
3888029;1;1;1;10;1;1;1;3;1950;65;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;12;05;2786,82944171466
3888030;1;1;1;10;1;2;1;6;1946;69;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;1735,3257803272
3888030;1;2;1;10;2;1;1;2;1950;65;5;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;1735,3257803272
3888030;1;3;1;10;3;1;1;4;1954;61;5;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;1735,3257803272
3888030;1;4;1;10;4;2;1;12;1959;55;5;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;12;05;1735,3257803272
3888030;1;5;1;10;5;2;1;3;1962;53;5;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;1735,3257803272
3888030;1;6;1;10;6;1;1;3;2006;9;9; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;12;05;1735,3257803272
3888030;1;7;1;10;5;1;1;2;2010;5;9; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;12;05;1735,3257803272
3888030;1;8;1;10;5;1;1;3;2012;3;9; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;05;1735,3257803272
3888031;1;1;1;10;1;1;1;8;1956;59;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;05;2139,41700341238
3888031;1;2;1;10;2;2;1;7;1958;57;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;05;2139,41700341238
3888032;1;1;1;10;1;1;1;9;1953;62;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;05;2786,82944171466
3888732;1;1;1;10;3;2;1;3;1975;40;1;3;1; ; ;1;1;25774;2;1;2; ;3;5; ;2;5;12;05;1295,90474740625
3888732;1;2;1;10;3;1;1;6;1970;45;2;3;1; ; ;1;1;32000;2;1;2; ;3;3; ;2;3;12;05;1295,90474740625
3888732;1;3;1;10;3;1;1;4;1994;21;3;6;1; ; ;1;1;25774;2;1;2; ;5;11;2;2;11;12;05;1295,90474740625
3888733;1;1;1;10;1;2;1;5;1941;74;1;5;1; ; ;1;2;77322;2;1;2; ;3;2; ;2;2;12;05;3450,08826915737
3888733;1;2;1;10;1;1;1;7;1957;58;3;5;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;3450,08826915737
3888733;1;3;1;10;3;1;1;1;1968;47;3;4;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;12;05;3450,08826915737
3888734;1;1;1;10;3;1;1;7;1939;76;1;3;1; ; ;1;5; ;2;1;2; ;3;3; ;2;3;12;05;2676,15575379551
3888734;1;2;1;10;2;2;1;6;1942;73;2;3;1; ; ;1;5; ;1;1;2; ;3;3; ;2;3;12;05;2676,15575379551
3888734;1;3;1;10;3;2;1;11;1967;48;3;6;1; ; ;1;3;80544;1;1;2; ;3;3; ;2;3;12;05;2676,15575379551
3888734;1;4;1;10;2;1;2; ; ;46;3;6;1; ; ;1;1;25774;2;1;2; ;3;2; ;2;2;12;05;2676,15575379551
3888734;1;5;1;10;3;1;1;7;1963;52;3;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;2676,15575379551
3888735;1;1;1;10;1;1;1;1;1959;56;1;2;1; ; ;1;1;25774;2;1;2; ;3;5; ;2;5;12;05;1876,80701661706
3888735;1;2;1;10;2;2;1;4;1963;52;2;2;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;12;05;1876,80701661706
3888735;1;3;1;10;1;2;1;5;1981;34;3;4;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;12;05;1876,80701661706
3888735;1;4;1;10;1;2;1;3;2002;13;4;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;12;05;1876,80701661706
3888735;1;5;1;10;1;1;1;7;2004;11;4;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;12;05;1876,80701661706
3888736;1;1;1;10;2;1;1;2;1956;59;1;3;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;12;05;1876,80701661706
3888736;1;2;1;10;2;2;1;2;1957;58;2;3;1; ; ;1;2;77322;2;1;2; ;6;3;3;2;14;12;05;1876,80701661706
3888736;1;3;1;10;2;1;1;2;1958;57;5;6;1; ; ;1;2;77322;2;1;2; ;4;8; ;2;8;12;05;1876,80701661706
3888736;1;4;1;10;4;2;1;2;1975;40;6;6;1; ; ;1;4; ;2;1;2; ;4;6; ;2;6;12;05;1876,80701661706
3888736;1;5;1;10;4;1;1;5;2000;15;6;6;1; ; ;1;5; ;2;1;1;1;4;7; ;2;7;12;05;1876,80701661706
3888737;1;1;1;10;1;1;1;7;1943;72;1;2;1; ; ;3; ; ;2;1;2; ;1;0; ;2;0;12;05;1876,80701661706
3888737;1;2;1;10;1;2;2; ; ;50;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;1876,80701661706
3888738;1;1;1;10;1;2;1;10;1959;56;1;6;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;12;05;4037,30640850041
3888738;1;2;1;10;1;1;1;7;1985;30;3;6;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;12;05;4037,30640850041
3888738;1;3;1;10;1;2;1;6;1995;20;3;6;1; ; ;3; ; ;1;1;1;1;6;3;2;2;14;12;05;4037,30640850041
3888743;1;1;1;10;1;1;1;12;1948;67;1;3;1; ; ;1;2;77322;2;1;2; ;3;2; ;2;2;12;05;1635,83010864937
3888743;1;2;1;10;2;2;1;2;1953;62;2;3;1; ; ;1;5; ;2;1;2; ;3;4; ;2;4;12;05;1635,83010864937
3888743;1;3;1;10;3;1;1;12;1985;30;3;6;1; ; ;1;1;25774;2;1;2; ;4;6; ;2;6;12;05;1635,83010864937
3888743;1;4;1;10;2;2;1;12;1985;29;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;12;05;1635,83010864937
3888743;1;5;1;10;2;1;1;10;2004;11;4;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;12;05;1635,83010864937
3888743;1;6;1;10;2;2;1;11;2015;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;12;05;1635,83010864937
3888743;1;7;1;10;2;2;1;4;1991;24;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;05;1635,83010864937
3888743;1;8;1;10;8;2;1;12;2006;9;4; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;12;05;1635,83010864937
3888743;1;9;1;10;9;2;1;12;2008;7;4; ;1; ; ;3; ; ;2;1;1;1;3;0; ;2;0;12;05;1635,83010864937
3888749;1;1;1;10;1;2;1;7;1985;30;1;4;1; ; ;1;1;25774;2;1;2; ;4;9; ;2;9;12;05;1148,52581062163
3888749;1;2;1;10;2;1;1;10;2010;5;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ;2;0;12;05;1148,52581062163
3888749;1;3;1;10;1;1;1;1;2015;0;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;2; ;12;05;1148,52581062163
3888750;1;1;1;10;1;1;1;12;1953;61;1;3;1; ; ;1;4; ;1;1;2; ;3;2; ;2;2;12;05;1876,80701661706
3888750;1;2;1;10;2;2;1;3;1973;42;2;3;1; ; ;1;5; ;2;2;2; ;3;1; ;2;1;12;05;1876,80701661706
