Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3883816;1;3;1;70;1;12;40;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8060;12;41;182,559149952804;41
3883816;1;4;1;70;1;20;48;1; ;2;2;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;45;13;80;1;2;8011;12;41;182,559149952804;41
3883820;1;5;1;70;1;10;48;1; ;2;10;1; ;8;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;39;72;1;1;7220;12;41;106,602637796593;41
3883828;1;2;1;70;1;4;48;1; ;2;4;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;44;85;1;1;8512;12;41;141,938150814091;41
3883838;1;1;1;70;1;1;48;4; ;2;1;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;44;64;1;1;6421;12;41;170,828180469914;41
3883841;1;3;1;70;1;48;48;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;84; ; ;1;2; ;12;41;159,875387441467;41
3883845;1;2;1;70;1;52;48;1; ;2;4;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;81;84;50;1;2;5020;12;18;92,2100161218727;18
3883852;1;2;1;70;1;1;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;12;18;68,208880943226;18
3883861;1;2;1;70;1;1;40;2; ;2;32;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;54;85;1;1;8532;12;15;55,6530238240697;15
3883864;1;1;1;70;1;48;40;1; ;2;48;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;19;85;1;2;8532;12;15;100,886201840586;15
3883874;1;2;1;70;1;8;48;1; ;2;8;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;99;50;1;1;5020;12;15;98,9690722038859;15
3883888;1;3;1;70;1;24;48;2; ;2;24;4; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;18;18;80;1;2;8043;12;17;140,639778447545;17
3883893;1;1;1;70;1;50;48;2; ;2;28;4; ;1;1; ; ; ; ; ; ; ; ;1; ;TIENE LA PENSION;2; ;2;58;93;45;1;2;4552;12;17;191,017802096643;17
3883909;1;4;1;70;1;8;48;1; ;2;240;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;21;15;1;1;1551;12;17;205,141908371547;17
3883911;1;2;1;70;1;1;48;1; ;2;144;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;53;55;1;1;5521;12;17;286,377045613219;17
3883915;1;2;1;70;1;4;48;1; ;2;24;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5231;12;17;314,078909485746;17
3883922;1;1;1;70;1;6;48;1; ;2;6;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;65;1;1;6512;12;63;164,325984561367;63
3883923;1;2;1;70;1;28;40;1; ;2;260;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;65;1;2;6512;12;63;96,9121292363136;63
3883929;1;2;1;70;1;52;40;1; ;2;104;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;12;76;932,916689428383;76
3883949;1;2;1;70;1;1;20;1; ;2;52;6; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;52;1;1;5239;12;63;144,810047085519;63
