Directorio;Secuencia_p;Orden;Hogar;Regis;P7495;P7500;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s6;P7510s2a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;P7510s7a1;P7510s7;Clase;Mes;Dpto;Fex_c_2011
3040092;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;63;837,248411082927
3040092;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;63;837,248411082927
3040092;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;63;837,248411082927
3040092;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;63;837,248411082927
3040093;1;1;1;95;2; ; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2; ;2;2;09;63;1285,61209406105
3040093;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;63;1285,61209406105
3041883;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1743,55487451539
3041883;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1743,55487451539
3041884;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;3000,36875512536
3041884;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;600000; ;2;2;2; ;2;2;09;73;3000,36875512536
3041885;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2544,65020908204
3041885;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2544,65020908204
3041886;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2613,28283130992
3041886;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2613,28283130992
3041887;1;1;1;95;1; ;2;1; ;566700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2383,43477830992
3041887;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;60000; ;2;2;2; ;2;2;09;73;2383,43477830992
3041887;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2383,43477830992
3041888;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2507,29876279017
3041888;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2507,29876279017
3041889;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2520,71382485022
3041891;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1743,55487451539
3041891;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1743,55487451539
3041896;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2520,71382485022
3041897;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1979,90512691923
3041897;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;240000; ;2;2;2; ;2;2;09;73;1979,90512691923
3041897;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1979,90512691923
3041898;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2479,04625236936
3041898;1;2;1;95;1; ;1;1; ;5000000;800000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2479,04625236936
3041898;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2479,04625236936
3041899;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2216,25537932308
3041899;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;30000; ;2;2;2; ;2;2;09;73;2216,25537932308
3041899;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2216,25537932308
3041899;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2216,25537932308
3041911;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1932,78619616127
3041911;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1932,78619616127
3041911;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1932,78619616127
3041912;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2194,85397703859
3041912;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2194,85397703859
3041912;1;3;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;260000;2;1;2; ;2;2;09;73;2194,85397703859
3041913;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2622,3200126611
3041913;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2622,3200126611
3041913;1;3;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;500000;2;1;2; ;2;2;09;73;2622,3200126611
3041913;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2622,3200126611
3041914;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2504,76378084284
3041914;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2504,76378084284
3041915;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2656,19792506432
3041915;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2656,19792506432
3041915;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2656,19792506432
3041916;1;1;1;95;1; ;2;1; ;566700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2129,25002032591
3041916;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2129,25002032591
3041916;1;3;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;240000; ;2;2;2; ;2;2;09;73;2129,25002032591
3041916;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2129,25002032591
3041917;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2;2;09;73;2520,71382485022
3041918;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2266,63238419733
3041918;1;2;1;95;2; ; ; ; ; ; ; ;1;2;1; ;630000; ; ; ;2;2;2; ;2;2;09;73;2266,63238419733
3041918;1;3;1;95;2; ; ; ; ; ; ; ;1;2;1; ;630000; ; ; ;2;2;2; ;2;2;09;73;2266,63238419733
3041920;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2048,53774914711
3041920;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2048,53774914711
3041920;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2048,53774914711
3041921;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1998,88383644182
3041921;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1998,88383644182
3041921;1;4;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;5000000;2;1;2; ;2;2;09;73;1998,88383644182
3041927;1;1;1;95;1; ;1;2; ; ;120000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2409,90614448907
3041927;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;300000; ;2;2;2; ;2;2;09;73;2409,90614448907
3041927;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2409,90614448907
3041927;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2409,90614448907
3041928;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1979,90512691923
3041928;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1979,90512691923
3041928;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1979,90512691923
3041929;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;840000;2;1;2; ;2;2;09;73;2504,76378084284
3041929;1;2;1;95;1; ;2;1; ;1800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2504,76378084284
3041932;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2504,76378084284
3041932;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2504,76378084284
3041933;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;120000;2;1;2; ;2;2;09;73;2927,81037294524
3041933;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2927,81037294524
3041933;1;3;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;900000;200000;2;1;2; ;2;2;09;73;2927,81037294524
3041933;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2927,81037294524
3041944;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;300000; ;2;2;2; ;2;2;09;73;2103,53249185244
3041944;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2;2;09;73;2103,53249185244
3041944;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2103,53249185244
3041944;1;4;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;200000;2;1;2; ;2;2;09;73;2103,53249185244
3041944;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2103,53249185244
3041945;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2504,76378084284
3041945;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2504,76378084284
3041946;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2;2;09;73;2145,2000643333
3041946;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2145,2000643333
3041946;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2145,2000643333
3041947;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2292,34991267081
3041947;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2292,34991267081
3041948;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ;500000; ; ;1;2;2; ;2;2;09;73;2731,34654878059
3041948;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2731,34654878059
3041948;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2731,34654878059
3041949;1;1;1;95;1; ;2;1; ;566700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2479,04625236936
3041949;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2479,04625236936
3041949;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2479,04625236936
3041950;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1914,30117020655
3041950;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;50000;2;1;2; ;2;2;09;73;1914,30117020655
3041950;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1914,30117020655
3041950;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1914,30117020655
3041953;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2052,95719266722
3041953;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2052,95719266722
3041954;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2308,71385750571
3041954;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2308,71385750571
3041954;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2308,71385750571
3041954;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2308,71385750571
3041954;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2308,71385750571
3041960;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1979,90512691923
3041960;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;240000; ;2;2;2; ;2;2;09;73;1979,90512691923
3041960;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;1979,90512691923
3041961;1;1;1;95;1; ;2;1; ;566700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2355,83278826367
3041961;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2355,83278826367
3041961;1;3;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2;2;09;73;2355,83278826367
3041961;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2355,83278826367
3041961;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2355,83278826367
3041962;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2641,83695337282
3041962;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2641,83695337282
3041962;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2641,83695337282
3041962;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2641,83695337282
3041962;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2641,83695337282
3041962;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2641,83695337282
3041964;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2520,71382485022
3041965;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2887,02609281688
3041965;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;840000; ;2;2;2; ;2;2;09;73;2887,02609281688
3041965;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2887,02609281688
3041965;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2887,02609281688
3041965;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;73;2887,02609281688
3042079;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;891,510912866464
3042079;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;891,510912866464
3042090;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1009,95826546629
3042090;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1009,95826546629
3042111;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1209,30659393811
3042111;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;720000; ;2;2;2; ;2;2;09;66;1209,30659393811
3042111;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1209,30659393811
3042111;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1209,30659393811
3042111;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1209,30659393811
3042111;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1209,30659393811
3042112;1;1;1;95;1; ;2;1; ;566000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1240,07250193809
3042113;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;980,028704336486
3042113;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;600000; ;2;2;2; ;2;2;09;66;980,028704336486
3042115;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;865,560463299456
3042115;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;865,560463299456
3042116;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;830,483320284748
3042116;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;830,483320284748
3042116;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;830,483320284748
3042117;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;946,460907837798
3042117;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;946,460907837798
3042117;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;946,460907837798
3042118;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1087,89248692434
3042118;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1087,89248692434
3042119;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1028,3971054413
3042119;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1028,3971054413
3042119;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1028,3971054413
3042119;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1028,3971054413
3042119;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1028,3971054413
3042120;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1041,28130669357
3042120;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1041,28130669357
3042120;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1041,28130669357
3042121;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;884,991344490745
3042121;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;600000; ;2;2;2; ;2;2;09;66;884,991344490745
3042121;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;884,991344490745
3042122;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1213,93830843894
3042122;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1213,93830843894
3042122;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1213,93830843894
3042123;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;857,746894626213
3042123;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;857,746894626213
3042124;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2400000;2;1;2; ;2;2;09;66;888,677981679956
3042125;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;1077,65916979612
3042126;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;720000;2400000;2;1;2; ;2;2;09;66;866,644222397327
3042126;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;866,644222397327
3042127;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2400000;2;1;2; ;2;2;09;66;938,347102872603
3042127;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;09;66;938,347102872603
