Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
3031918;1;3;2;1;1;1;1;1;4;3; ; ; ; ;420000;2;1;1;1;2;1;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2; ;2;1;2;1;4;1;2;1;1;1;5;2;1;01;17;09;17;199,879132824884
3031919;1;2;1;1;1;1;1;1;4;3; ; ; ; ;384000;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;5;4;1;2;1;1;1;4;5;1;01;17;09;17;139,80640527524
3031920;1;1;1;1;1;1;1;1;4;3; ; ; ; ;380000;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;4;5;1;01;17;09;17;139,80640527524
3031921;1;2;2;2;1;1;1;1;4;4; ; ; ;150000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;2;2;1;1;1;2;1;01;17;09;17;161,8289600509
3031922;1;3;2;3;1;1;1;1;4;5; ; ; ;250000; ;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;3;2;2; ;3;1;1;1;4;1;2;2;1;1;1;2;1;01;17;09;17;161,8289600509
3031923;1;2;2;1;1;1;1;1;4;3; ; ; ; ;250000;2;1;1;2;2;1;2;2;2;1;2;2;2;2;1;2;2;1;1;2;1;1;1;2;2; ;1;1;2;4;4;1;2;1;1;1;4;2;1;01;17;09;17;139,80640527524
3031924;1;2;1;3;1;1;1;1;4;3; ; ; ; ;190000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;1;1;2;1;4;1;2;2;1;1;1;2;1;01;17;09;17;176,351494306936
3031925;1;4;2;3;1;1;1;1;4;5; ; ; ;150000; ;2;2;1;2;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;5;1;1;4;3;1;2;2;1;1;1;2;1;01;17;09;17;204,169754520073
3031926;1;2;1;1;1;1;1;3;4;3; ; ; ; ;250000;2;1;1;2;2;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;1;2;2; ;1;1;2;4;3;1;2;1;1;1;4;2;1;01;17;09;17;152,492378128752
3031927;1;2;1;1;1;1;1;3;4;3; ; ; ; ;380000;2;1;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;6;1;2;1;1;1;4;2;1;01;17;09;17;139,80640527524
3031928;1;2;1;1;1;1;1;3;3;3; ; ; ; ;350000;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;2;1;2;1;6;1;1;1;1;1;4;2;1;01;17;09;17;127,103393913562
3031929;1;2;1;2;1;1;1;1;4;3; ; ; ; ;200000;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;1;1;4;1;2;2;1;1;1;2;1;01;17;09;17;141,89204404406
3031930;1;2;1;1;1;1;1;3;3;3; ; ; ; ;344000;2;1;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;6;1;1;1;1;1;4;2;1;01;17;09;17;139,80640527524
3031931;1;4;1;2;1;1;1;1;4;3; ; ; ; ;190000;2;1;1;2;2;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;2;2;1;1;1;2;1;01;17;09;17;156,752971565177
3031932;1;5;3;2;1;1;1;1;4;1; ; ;90000000;300000; ;1;1;1;1;2;2;2;2;2;1;1;2;1;2;2;1;1;1;1;2;1;1;3;2;2; ;5;1;2;1;4;1;2;2;1;1;1;2;1;01;17;09;17;192,588831573211
3031933;1;5;3;2;1;3;1;1;4;1; ; ;100000000;100000; ;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;2;2;1;2;2;2; ;3;1;1;4;3;1;2;2;2;1;1; ;1;01;17;09;17;152,493591562074
3031934;1;4;3;2;1;1;1;1;4;2; ;350000;50000000;250000; ;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2; ;4;1;2;1;4;1;2;2;1;1;1;2;1;01;17;09;17;82,5976947452147
3031954;1;4;2;1;1;1;1;1;3;3; ; ; ; ;700000;1;1;1;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;5;2;1;01;66;09;66;1127,91850218919
3031955;1;5;1;1;1;1;1;1;3;1; ; ;150000000;1000000; ;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;1;1;1;1;2;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;5;2;1;01;66;09;66;995,321168207334
3031956;1;4;2;1;1;1;1;1;4;3; ; ; ; ;290000;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;3;2;1;01;66;09;66;270,78688382688
3031957;1;5;1;1;1;1;1;1;3;1; ; ;200000000;800000; ;1;2;1;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;2;1;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;5;2;1;01;66;09;66;868,839246309563
3031958;1;6;3;1;1;1;1;1;3;1; ; ;130000000;800000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;3;2;2; ;3;1;1;1;4;1;1;1;1;1;5;2;1;01;66;09;66;850,160967111044
3031959;1;5;2;1;1;1;1;1;3;1; ; ;135000000;600000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;4;1;1;1;1;1;5;2;1;01;66;09;66;1087,38926964817
3031960;1;5;2;1;1;1;1;1;3;1; ; ;140000000;700000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;5;3;1;01;66;09;66;845,250534959063
3031961;1;4;3;1;1;1;1;1;3;1; ; ;120000000;700000; ;1;1;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;2;2;1;3;2;1;1;3;1;1;1;4;1;1;1;1;1;5;3;1;01;66;09;66;850,160967111044
3031962;1;6;1;1;1;1;1;1;3;1; ; ;130000000;600000; ;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;5;2;1;01;66;09;66;845,250534959063
3031963;1;6;1;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;4;1;1;1;1;1;5;3;1;01;66;09;66;952,927625882249
3031964;1;5;2;1;1;1;1;1;3;2; ;868000;150000000;600000; ;1;1;1;1;2;1;1;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;5;3;1;01;66;09;66;798,015358160366
3031965;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;2;1;2;2;1;2;2;2;2;2;2;1;2;1;1;1;1;1;2;2;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;3;3;1;01;66;09;66;796,214876398697
3031966;1;4;2;1;1;1;1;1;3;3; ; ; ; ;440000;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;4;2;1;1;5;1;1;1;4;1;1;1;1;1;3;3;1;01;66;09;66;763,829294431806
3031967;1;5;1;1;1;1;1;1;3;3; ; ; ; ;390000;1;2;1;1;2;1;2;2;1;1;1;1;2;2;1;2;1;1;1;1;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;1;01;66;09;66;746,490876155501
3031968;1;4;1;1;1;1;1;1;4;1; ; ;130000000;290000; ;1;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;2;1;2;1;4;1;2;1;1;1;2;2;1;01;66;09;66;211,312633739766
3031969;1;4;3;1;1;1;1;1;3;2; ;230000;90000000;450000; ;1;2;1;1;1;1;2;2;1;1;1;2;2;2;1;1;1;1;1;2;1;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;1;01;66;09;66;652,224626733923
3031970;1;5;3;1;1;1;1;1;3;4; ; ; ;450000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;66;09;66;506,046958316119
3031972;1;5;3;1;1;1;1;1;3;3; ; ; ; ;700000;1;1;1;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;2;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;5;2;1;01;66;09;66;893,154409569094
3031973;1;3;1;1;1;1;1;1;3;1; ; ;98;300000; ;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;2;1;01;66;09;66;238,231906470562
3031974;1;3;1;1;1;1;1;1;3;4; ; ; ;300000; ;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;66;09;66;215,214881110354
3031975;1;3;2;1;1;1;1;1;3;1; ; ;25000000;220000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;1;1;2;1;2;1;4;1;1;1;1;1;1;2;1;01;66;09;66;271,847317412041
3031976;1;4;3;1;1;1;1;1;3;4; ; ; ;400000; ;1;2;1;1;2;2;2;2;2;2;1;1;2;2;2;1;1;1;1;2;2;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;66;09;66;278,441361037235
3031977;1;4;3;1;1;1;1;1;3;3; ; ; ; ;220000;2;2;1;2;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;1;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;66;09;66;217,408208911308
3031978;1;5;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;2;1;1;2;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;4;2;1;01;66;09;66;250,20787512307
3031979;1;5;3;1;1;1;1;1;3;2; ;193000;75000000;400000; ;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;2;1;1;1;1;1;1;3;2;2; ;3;1;1;1;4;1;1;1;1;1;3;2;1;01;66;09;66;244,825950095756
3031980;1;4;2;1;1;1;1;1;3;2; ;1180000;120000000;600000; ;1;1;1;2;2;1;2;2;2;1;2;1;1;2;1;1;1;1;1;2;1;1;1;2;2; ;4;1;1;1;4;1;1;1;1;1;2;2;1;01;66;09;66;283,823286064549
3031981;1;1;1;1;1;1;1;1;4;3; ; ; ; ;80000;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;2;1;2;1;1;1;3;2;1;01;66;09;66;238,231906470562
3031982;1;5;3;1;1;1;1;1;3;1; ; ;70000000;350000; ;1;2;1;2;2;1;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;3;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;66;09;66;234,947421558707
3031983;1;2;1;1;2;1;1;1;3;1; ; ;80000000;300000; ;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;2;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;2;2;1;01;66;09;66;241,872680629047
3031983;2;1;1;1;2;1;1;1;3;4; ; ; ;100000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;01;66;09;66;241,872680629047
3031984;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;66;09;66;281,979625547298
3032024;1;2;1;1;1;1;1;1;3;1; ; ;98;98; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;2;3;2;01;54;09;54;364,989303016125
3032025;1;7;4;1;1;1;1;1;3;1; ; ;90000000;400000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;2;1;1;1;1;1;1;5;2;2; ;5;1;1;1;4;1;1;1;1;1;3;3;1;01;11;09;11;2696,29964426198
3032140;1;4;2;1;1;1;1;1;3;1; ; ;70000000;350000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;5;1;1;1;4;1;1;1;1;1;2;3;2;01;73;09;73;152,990854923414
3032141;1;3;2;1;1;1;1;1;4;1; ; ;30000000;200000; ;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;2;1;1;1;2;3;2;01;73;09;73;305,334077462993
3032143;1;2;1;1;1;1;1;3;4;3; ; ; ; ;180000;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;2;2; ;4;1;2;1;4;1;2;1;1;1;2;3;2;01;73;09;73;324,009556308183
3032144;1;3;2;1;1;1;1;1;3;1; ; ;35000000;200000; ;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2; ;2;2; ;1;1;1;1;4;1;1;1;1;1;2;3;2;01;73;09;73;215,482534621056
3032146;1;3;2;1;2;1;1;1;3;4; ; ; ;280000; ;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;2;1;2;1;2;2;1;4;2;2; ;5;1;1;1;2;1;1;1;1;1;2;3;2;01;73;09;73;372,248981880074
3032146;2;1;1;1;2;1;1;6; ;3; ; ; ; ;70000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;2; ; ; ; ; ; ; ; ; ; ;2;01;73;09;73;372,248981880074
3032147;1;3;2;1;1;1;1;3;3;3; ; ; ; ;240000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2; ;5;1;2;1;4;1;1;1;1;1;2;3;2;01;73;09;73;175,498520996109
3032148;1;1;1;1;1;1;1;1;4;3; ; ; ; ;150000;2;2;1;2;2;2;2;2;1;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;2;3;2;01;73;09;73;264,592208442982
3032149;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;2;2;1;1;4;1;2;1;4;1;1;1;1;1;2;3;1;01;73;09;73;226,380963254582
3032151;1;5;1;1;1;1;1;1;3;1; ; ;45000000;180000; ;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;1;1;2;1;3;1;1;1;1;1;2;2;2;01;73;09;73;215,482534621056
3032152;1;3;2;1;1;1;1;1;3;3; ; ; ; ;230000;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;6;1;2;1;4;1;1;1;1;1;2;3;2;01;73;09;73;313,177845412213
3032153;1;5;3;1;1;1;1;1;3;1; ; ;30000000;400000; ;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;2;1;1;1;2;2;1;4;2;2; ;4;1;2;1;4;1;1;1;1;1;3;3;1;01;73;09;73;284,195598626985
3032154;1;4;3;1;1;1;1;1;3;3; ; ; ; ;525000;2;2;1;1;1;1;2;2;1;1;2;1;2;2;1;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;2;01;73;09;73;456,761029565651
3032155;1;3;1;1;1;1;1;1;3;3; ; ; ; ;240000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;2;3;2;01;73;09;73;293,531361579316
3032156;1;3;2;1;2;1;1;1;4;3; ; ; ; ;175000;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;2;1;1;1;2;3;2;01;73;09;73;115,552727272733
3032156;2;3;2;1;2;1;1;1;4;3; ; ; ; ;175000;2;2;1;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;2; ; ; ; ; ; ; ; ; ; ;2;01;73;09;73;115,552727272733
3032157;1;5;3;1;1;1;1;1;3;3; ; ; ; ;450000;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;1;2;1;3;2;2; ;4;1;1;1;4;1;1;1;1;1;2;3;2;01;73;09;73;272,603498810664
3032158;1;6;2;1;1;1;1;1;3;3; ; ; ; ;250000;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;1;1;1;1;2;3;2;01;73;09;73;119,12553077832
3032159;1;4;3;1;1;1;1;1;3;3; ; ; ; ;380000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;2;01;73;09;73;276,302281948593
3032160;1;4;2;1;1;1;1;1;3;4; ; ; ;300000; ;1;2;1;2;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;3;2;2; ;3;1;1;1;4;1;1;1;1;1;2;3;2;01;73;09;73;235,264182022176
3032161;1;3;2;1;1;1;1;1;3;1; ; ;35000000;250000; ;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;1;1;1;1;2;3;2;01;73;09;73;275,078139703373
3032162;1;4;1;1;1;1;1;1;3;2; ;190000;75000000;650000; ;1;2;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;1;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;2;01;73;09;73;183,67986730754
3032163;1;4;3;1;1;1;1;1;3;1; ; ;85000000;450000; ;1;2;1;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;2;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;2;01;73;09;73;234,274279932974
3032164;1;4;2;1;1;1;1;1;3;4; ; ; ;400000; ;2;2;1;1;2;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;1;1;2;2;1;1;2;1;1;1;4;1;1;1;1;1;3;3;2;01;73;09;73;263,665977254046
3032165;1;5;2;1;1;1;1;1;3;1; ; ;35000000;250000; ;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;4;1;1;1;2;1;1;1;1;1;1;3;1;01;73;09;73;306,167666273863
3032166;1;4;1;1;1;1;1;1;3;1; ; ;30000000;200000; ;1;2;1;1;2;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;1;2; ;2;2; ;2;1;1;1;4;1;1;1;1;1;1;3;1;01;73;09;73;264,413951225865
3032167;1;4;1;1;1;1;1;1;3;3; ; ; ; ;580000;2;2;1;1;1;1;2;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;1;2;2; ;1;1;2;1;5;1;1;1;1;1;4;3;1;01;76;09;76;1034,98702911059
3032168;1;1;1;1;2;1;1;6; ;4; ; ; ;80000; ;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2; ;2;2; ;1;1;3;1;2;1;2;1;1;1;1;3;1;01;76;09;76;893,667341099429
3032169;1;2;1;1;2;1;1;3;3;4; ; ; ;250000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;2;1;1;1;1;1;1;3;1;01;76;09;76;1007,79452588285
3032170;1;4;1;1;1;1;1;1;4;4; ; ; ;800000; ;1;2;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2; ;2;1;1;1;4;1;2;1;1;1;4;3;1;01;76;09;76;767,874480938718
3032171;1;5;2;1;1;1;1;1;3;1; ; ;230000000;1000000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;1;1;4;1;1;1;1;1;4;3;1;01;76;09;76;1348,4569107528
3032172;1;4;3;1;1;1;1;1;4;4; ; ; ;350000; ;1;2;1;2;1;1;2;2;2;1;1;1;2;2;1;2;1;1;1;1;2;1;2;2;2; ;4;1;2;1;4;1;2;1;1;1;2;3;1;01;76;09;76;918,806990043418
