DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,fex_c_2011
2705284,1,2,1,70,73,8,48,4,,2,8,4,,9,1,,,,1,,,,,,,,2,,2,2,39,75,1,1,7512,6,73,270.400.597.279.603
2705296,1,2,1,70,73,4,48,1,,2,96,1,,9,2,,,,,,,,,,1,,2,,2,59,33,64,1,1,6411,6,73,256.060.732.681.862
2705306,1,3,1,70,73,4,48,1,,2,4,1,,9,1,,,,,,,,,,1,,1,850000,2,97,37,64,1,1,6412,6,73,259.507.688.348.929
2705309,1,3,1,70,73,104,48,1,,2,104,1,,9,1,,,,,,,,,,1,,2,,2,21,44,65,1,2,6512,6,73,240.824.951.840.563
2705353,1,2,1,70,23,40,48,1,,2,780,1,,4,1,,,,,,,,,,1,,2,,2,55,55,15,1,2,1551,6,23,145.942.537.898.523
2705355,1,2,1,70,23,4,45,1,,2,4,1,,9,4,,,,,,,,,,1,,1,800000,2,33,8,85,1,1,8532,6,23,125.876.275.556.994
2705355,1,3,1,70,23,8,45,1,,2,52,4,,9,4,,,,,,,,,,1,,2,,2,33,39,75,1,1,7512,6,23,125.876.275.556.994
2705394,1,3,1,70,68,2,15,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,6,68,475.831.683.241.686
2705396,1,1,1,70,68,20,48,1,,2,44,4,,1,1,,,,,,,,,1,,YA ES PENSIONADO,2,,2,85,85,74,1,2,7493,6,68,719.332.061.429.692
2705416,1,1,1,70,17,21,48,1,,2,24,1,,3,1,,,,,,,,,,1,,2,,2,53,53,55,1,2,5522,6,17,167.550.065.137.065
2705417,1,3,1,70,17,24,48,1,,2,4,1,,4,1,,,,,,,,,,1,,1,300000,2,45,45,52,1,2,5234,6,17,269.846.707.085.064
2705423,1,2,1,70,17,48,48,1,,2,240,2,,7,2,,,,,,,,,,1,,2,,2,38,55,80,1,2,8043,6,17,228.908.525.068.042
2705447,1,2,1,70,73,156,44,1,,2,48,1,,8,2,,,,,,,,,,1,,2,,2,32,32,18,1,2,1810,6,73,269.772.297.548.205
2705448,1,2,1,70,73,8,48,1,,2,12,1,,9,1,,,,,,,,,,1,,2,,2,45,33,52,1,1,5219,6,73,215.046.027.026.748
2705448,1,4,1,70,73,104,54,1,,2,104,1,,4,2,,,,,,,,,,1,,2,,2,87,87,50,1,2,5020,6,73,215.046.027.026.748
2705451,1,1,1,70,73,2,50,4,,2,2,5,,2,1,,,,,,,,,,1,,1,600000,2,95,95,45,1,1,4521,6,73,248.192.550.649.265
2705451,1,3,1,70,73,2,50,1,,2,22,1,,2,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4522,6,73,248.192.550.649.265
2705456,1,5,1,70,73,4,48,4,,2,4,4,,1,1,,,,,,,,,,1,,1,450000,2,93,93,45,1,1,4552,6,73,192.348.217.093.753
2705460,1,2,1,70,73,4,24,4,,2,4,4,,1,1,,,,,,,,,,1,,1,35000,2,57,57,93,1,1,9302,6,73,301.685.031.660.885
2705465,1,1,1,70,73,2,40,1,,2,4,3,,1,1,,,,,,,,,,1,,1,72000,2,99,54,95,1,1,9500,6,73,264.018.784.302.645
2705501,1,1,1,70,66,60,40,1,,2,60,1,,9,1,,,,,,,,,,1,,2,,2,79,45,52,1,2,5233,6,66,195.393.078.343.293
2705506,1,1,1,70,66,26,60,3,,2,26,1,,2,1,,,,,,,,,,1,,2,,2,54,81,36,1,2,3611,6,66,179.766.253.766.375
2705521,1,2,1,70,66,52,48,1,,2,52,1,,7,1,,,,,,,,,,1,,2,,2,95,95,45,1,2,4521,6,66,198.063.567.832.671
2705591,1,1,1,70,54,2,50,1,,2,2,1,,6,1,,,,,,,,,,1,,1,850000,2,71,71,10,1,1,1010,6,54,320.280.291.076.989
2705596,1,1,1,70,54,4,48,1,,2,6,1,,2,6,,,,,,,,,,1,,2,,2,45,95,45,1,1,4521,6,54,450.024.250.183.368
2705604,1,3,1,70,54,4,48,1,,2,5,1,,6,4,,,,,,,,,,1,,2,,2,11,33,52,1,1,5211,6,54,389.537.274.305.544
2705660,1,2,1,70,11,2,40,4,,2,2,1,,4,1,,,,,,,,,,1,,1,112000,2,54,54,51,1,1,5135,6,11,229.487.684.776.975
2705676,1,1,1,70,5,104,48,1,,2,64,4,,1,1,,,,,,,,,,1,,1,120000,2,98,84,50,1,2,5040,6,5,107.625.733.489.569
2705677,1,3,1,70,5,20,48,1,,2,28,1,,9,8,,,,,,,,,,1,,2,,2,84,84,50,1,2,5020,6,5,120.440.292.719.722
2705678,1,2,1,70,5,20,24,1,,2,20,1,,3,1,,,,,,,,,,1,,1,15000,2,45,53,55,1,2,5529,6,5,824.620.804.669.328
2705683,1,1,1,70,5,50,48,1,,2,52,1,,4,1,,,,,,,,,,1,,2,,2,45,45,52,1,2,5233,6,5,843.701.791.595.033
2705689,1,3,1,70,5,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,19,,,1,2,,6,5,123.209.053.933.917
2705698,1,1,1,70,5,8,48,1,,2,32,1,,9,1,,,,,,,,,,1,,2,,1,85,39,15,1,1,1551,6,5,138.167.473.773.067
2705699,1,1,1,70,5,52,48,1,,2,1,1,,2,2,,,,,,,,,,1,,1,20000,2,98,84,50,1,2,5020,6,5,106.262.821.462.989
2705701,1,3,1,70,5,110,48,1,,2,110,1,,8,1,,,,,,,,,,1,,1,50000,2,39,56,93,1,2,9301,6,5,131.193.229.912.493
2705701,1,4,1,70,5,8,48,1,,2,12,1,,9,4,,,,,,,,,,1,,2,,2,53,53,55,1,1,5529,6,5,131.193.229.912.493
2705707,1,1,1,70,5,24,48,1,,2,24,1,,2,8,,,,,,,,,,1,,2,,2,55,97,18,1,2,1810,6,5,864.568.017.613.897
2705707,1,2,1,70,5,20,48,1,,2,20,1,,4,7,,,,,,,,,,1,,2,,2,45,99,55,1,2,5529,6,5,864.568.017.613.897
2705712,1,2,1,70,5,26,48,1,,2,52,4,,1,1,,,,,,,,,,1,,2,,2,99,99,50,1,2,5020,6,5,116.998.542.044.888
2705732,1,1,1,70,76,8,48,1,,2,8,1,,9,4,,,,,,,,,,1,,2,,2,45,45,22,1,1,2212,6,76,868.081.502.288.853
2705739,1,3,1,70,52,48,48,1,,2,4,1,,3,1,,,,,,,,,,1,,1,80000,2,95,95,45,1,2,4521,6,52,254.608.968.392.215
2705747,1,3,1,70,52,52,40,2,,2,104,1,,3,1,,,,,,,,,,1,,2,,2,19,21,15,1,2,1551,6,52,168.651.556.067.957
2705747,1,5,1,70,52,4,40,1,,2,104,4,,9,4,,,,,,,,,,1,,2,,2,2,85,80,1,1,8050,6,52,168.651.556.067.957
2705760,1,4,1,70,52,2,45,1,,2,2,1,,5,4,,,,,,,,,,1,,1,360000,2,97,97,45,1,1,4521,6,52,178.996.811.687.645
2705763,1,2,1,70,52,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,6,52,152.051.473.364.653
2705766,1,3,1,70,52,104,48,1,,2,52,4,,1,4,,,,,,,,,,1,,2,,2,59,59,85,1,2,8512,6,52,218.867.651.830.679
2705766,1,4,1,70,52,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,58,,,1,2,,6,52,218.867.651.830.679
2705769,1,1,1,70,52,42,48,1,,2,104,4,,1,2,,,,,,,,,,1,,2,,2,19,79,18,1,2,1810,6,52,133.934.903.753.778
2705799,1,2,1,70,50,28,50,1,,2,28,1,,5,8,,,,,,,,,,1,,2,,2,98,98,80,1,2,8060,6,50,172.863.745.602.784
2705803,1,1,1,70,50,52,48,1,,2,52,1,,9,1,,,,,,,,,,1,,2,,2,58,39,11,1,2,1110,6,50,160.470.145.263.462
2705803,1,3,1,70,50,12,84,1,,2,12,1,,9,2,,,,,,,,,,1,,2,,2,39,39,11,1,1,1110,6,50,160.470.145.263.462
2705818,1,3,1,70,23,3,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,33,,,1,1,,6,23,136.262.629.372.413
2705822,1,1,1,70,23,4,48,3,,2,51,4,,1,1,,,,,,,,,,1,,2,,2,54,41,52,1,1,5211,6,23,119.552.762.318.798
2705824,1,2,1,70,23,8,48,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,98,98,60,1,1,6031,6,23,709.692.923.898.512
2705824,1,3,1,70,23,24,48,1,,2,51,1,,4,1,,,,,,,,,,1,,2,,2,59,59,85,1,2,8512,6,23,709.692.923.898.512
2705827,1,1,1,70,23,6,48,8,,2,104,8,,4,1,,,,,,,,,,1,,2,,2,60,60,1,1,1,121,6,23,163.463.638.957.666
2705832,1,1,1,70,23,20,48,1,,2,520,4,,1,2,,,,,,,,,,1,,2,,2,55,53,55,1,2,5529,6,23,270.085.056.488
2705846,1,2,1,70,23,1,48,1,,2,3,4,,1,1,,,,,,,,,,1,,2,,2,45,95,45,1,1,4521,6,23,125.876.275.556.994
2705846,1,3,1,70,23,3,48,1,,2,8,3,,1,4,,,,,,,,,,1,,2,,2,45,54,95,1,1,9500,6,23,125.876.275.556.994
2705848,1,2,1,70,23,4,48,1,,2,6,1,,2,2,,,,,,,,,,1,,2,,2,58,95,45,1,1,4521,6,23,165.675.612.307.784
2705980,1,2,1,70,66,3,40,1,,2,4,1,,6,1,,,,,,,,,,1,,1,60000,2,53,17,92,1,1,9249,6,66,229.503.884.935.998
