Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
2889006;1;1;1;80;2;1;4;6; ;2; ;2; ; ; ; ;8;2;1;02;63;3242,8510908495
2889017;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;3418,66744060484
2889017;1;5;1;80;2;1;1;8; ;2; ;2; ; ; ; ;8;2;1;02;63;3418,66744060484
2889023;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;3362,06905800483
2889023;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;3362,06905800483
2889024;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;1616,40652345134
2889024;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;1616,40652345134
2889048;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;2850,40677514559
2889051;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;02;63;5483,65931140754
2889054;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;3372,10710195164
2889054;1;4;1;80;2;1;2;2; ;2; ;2; ; ; ; ;8;2;1;02;63;3372,10710195164
2892390;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;63;3418,66744060484
2892393;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;2003,41048388572
2892394;1;5;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;02;63;3758,04829959574
2892395;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;2055,3946091783
2892853;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;3734,20427949973
2892853;1;8;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;3734,20427949973
2892854;1;2;1;80;2;1;4;6; ;2; ;2; ; ; ; ;9;2;1;02;63;2490,94982826107
2892855;1;2;1;80;2;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;63;2650,74640529424
2892855;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;2650,74640529424
2892856;1;2;1;80;2;1;4;3; ;2; ;1;10000; ; ; ;9;2;1;02;63;4115,95064051559
2892856;1;3;1;80;2;2; ; ; ;2; ;2; ;1;1; ;2; ;1;02;63;4115,95064051559
2892856;1;6;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;63;4115,95064051559
2892856;1;7;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;4115,95064051559
2892859;1;1;1;80;2;1;4;7; ;2; ;2; ; ; ; ;4;2;1;02;63;2291,28945840971
2892860;1;2;1;80;2;1;3;9;CAMBIO DE RESIDENCIA;2; ;2; ; ; ; ;9;2;1;02;63;3084,2358887655
2892860;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;3084,2358887655
2892860;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;3084,2358887655
2892860;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;3084,2358887655
2892872;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;1921,36803348779
2892872;1;3;1;80;2;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;63;1921,36803348779
2892873;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;63;1616,40652345134
2892873;1;3;1;80;2;1;4;1; ;2; ;2; ; ; ; ;8;2;1;02;63;1616,40652345134
2892875;1;2;1;80;2;1;2;8; ;2; ;2; ; ; ; ;8;2;1;02;63;3165,94361404048
2892875;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;3165,94361404048
2892875;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;3165,94361404048
2892875;1;6;1;80;2;1;3;7; ;2; ;2; ; ; ; ;5;2;1;02;63;3165,94361404048
2892876;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;3673,55904630945
2892877;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;4326,30896505499
2893286;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;2825,80935717388
2893286;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;2825,80935717388
2893287;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;63;2165,65386380725
2893287;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;2165,65386380725
2893292;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;63;2848,33066618962
2893292;1;3;1;80;2;1;1;8; ;2; ;2; ; ; ; ;9;2;1;02;63;2848,33066618962
