"DIRECTORIO","SECUENCIA_P","ORDEN","HOGAR","REGIS","CLASE","P6290","P6290S1","P6230","P6240","P6240S1","P6250","P6260","P6270","P6280","P6300","P6310","P6310S1","P6320","P6330","P6340","P6350","P6351","MES","DPTO","fex_c_2011"
4451347,1,1,1,"50","2",1.79769313486232e+308,"",1,1,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",1896.65844394943
4451347,1,2,1,"50","2",1.79769313486232e+308,"",2,1,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",1896.65844394943
4451347,1,3,1,"50","2",1.79769313486232e+308,"",3,3,"",2,2,2,2,1,12,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",1896.65844394943
4451347,1,4,1,"50","2",1.79769313486232e+308,"",4,3,"",2,2,2,2,1,12,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",1896.65844394943
4451347,1,5,1,"50","2",1.79769313486232e+308,"",5,3,"",2,2,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",1896.65844394943
4451348,1,1,1,"50","2",1.79769313486232e+308,"",1,1,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",982.529232458216
4451348,1,2,1,"50","2",1.79769313486232e+308,"",2,3,"",2,2,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",982.529232458216
4451349,1,1,1,"50","2",1.79769313486232e+308,"",1,4,"",2,2,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",767.407389662152
4451349,1,2,1,"50","2",1.79769313486232e+308,"",1,1,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",767.407389662152
4451349,1,3,1,"50","2",1.79769313486232e+308,"",3,1,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",767.407389662152
4451349,1,4,1,"50","2",1.79769313486232e+308,"",1,1,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",767.407389662152
4451349,1,5,1,"50","2",1.79769313486232e+308,"",1,1,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",767.407389662152
4451349,1,6,1,"50","2",1.79769313486232e+308,"",6,3,"",2,2,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",767.407389662152
4451350,1,1,1,"50","2",1.79769313486232e+308,"",1,1,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",1200.58938932039
4451350,1,2,1,"50","2",1.79769313486232e+308,"",2,1,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",1200.58938932039
4451351,1,1,1,"50","2",1.79769313486232e+308,"",1,6,"TRABAJADOR FAMILIAR SIN REMUNERACION",2,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",1335.9044736047
4451351,1,2,1,"50","2",1.79769313486232e+308,"",2,1,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",1335.9044736047
4451352,1,1,1,"50","2",1.79769313486232e+308,"",1,1,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",1286.12137140745
4451353,1,1,1,"50","2",1.79769313486232e+308,"",1,1,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",1495.09154662955
4451353,1,2,1,"50","2",1.79769313486232e+308,"",2,1,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"10","66",1495.09154662955
