Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3332350;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;20;135,742945216938;20
3332352;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;20;176,202042658641;20
3332354;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;20;127,115032067182;20
3332355;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;20;120,033731202594;20
3332357;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;20;128,523350015568;20
3332357;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;20;128,523350015568;20
3332358;1;2;1;80;1;1;2;8; ;2; ;2; ; ; ; ;2;2;1;11;20;129,888655852029;20
3332359;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;20;127,196821163308;20
3332361;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;11;20;129,713380105105;20
3332361;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;20;129,713380105105;20
3332362;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;20;164,493463928822;20
3332362;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;20;164,493463928822;20
3332363;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;20;139,28436855601;20
3332364;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;20;151,756617234909;20
3332365;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;20;100,613805460663;20
3332367;1;2;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;11;20;132,021761242715;20
3332369;1;1;1;80;1;1;4;4; ;3; ;2; ; ; ; ;10;2;1;11;20;139,28436855601;20
3332369;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;20;139,28436855601;20
3332371;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;11;41;98,8923144559448;41
3332373;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;11;41;107,274470854949;41
3332376;1;1;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;11;63;127,855489613495;63
3332377;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;11;63;125,673975161663;63
3332377;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;125,673975161663;63
3332377;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;125,673975161663;63
3332378;1;2;1;80;1;1;3;8; ;2; ;2; ; ;3; ;1;1;1;11;63;167,305385982859;63
3332380;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;63;188,906592342506;63
3332386;1;2;1;80;1;1;2;7; ;2; ;2; ; ; ; ;8;2;1;11;63;137,886438189982;63
3332387;1;2;1;80;1;1;4;7; ;2; ;2; ; ; ; ;8;2;1;11;63;118,224360487693;63
3332388;1;4;1;80;1;1;4;8; ;2; ;2; ; ; ; ;9;2;1;11;73;253,173963280619;73
3332389;1;1;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;11;73;205,67155197142;73
3332390;1;4;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;73;172,212214479005;73
3332392;1;1;1;80;1;1;3;5; ;3; ;2; ; ; ; ;10;2;1;11;73;194,053457539561;73
3332392;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;11;73;194,053457539561;73
3332392;1;3;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;11;73;194,053457539561;73
