Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3336841;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;761,002295590656
3336841;1;5;1;80;2;1;4;4; ;2; ;2; ; ; ; ;8;2;1;11;63;761,002295590656
3336842;1;3;1;80;2;1;1;8; ;2; ;2; ; ; ;CARECE DE EXPERIENCIA;12;2;1;11;63;860,548269608528
3336846;1;3;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;11;63;2034,74789283983
3336846;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;63;2034,74789283983
3336848;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;63;2310,88779090171
3336919;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;11;63;751,503748389245
3336919;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;751,503748389245
3336919;1;5;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;11;63;751,503748389245
3336919;1;6;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;63;751,503748389245
3336919;1;7;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;11;63;751,503748389245
3336921;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;63;797,737658609933
3336923;1;3;1;80;2;1;1;1; ;2; ;2; ; ; ; ;9;2;1;11;63;550,62708599453
3336923;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;550,62708599453
3336925;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;369,849778003524
3336928;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;63;462,898405942327
3336938;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;8;2;1;11;63;497,777894046781
3336939;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;322,497179710773
3336939;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;322,497179710773
3336941;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;686,554423044653
3336941;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;63;686,554423044653
3336941;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;63;686,554423044653
3336943;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;419,456909518477
3336943;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;63;419,456909518477
3336944;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;11;63;956,108588684783
3336944;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;63;956,108588684783
3336945;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;299,52762527588
3336945;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;299,52762527588
3336945;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;63;299,52762527588
3336959;1;2;1;80;2;2; ; ; ;2; ;2; ;1;4; ;9; ;1;11;63;770,957776159442
3336959;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;770,957776159442
3336960;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;348,129029791599
3336960;1;4;1;80;2;1;2;4; ;2; ;2; ; ; ; ;4;2;1;11;63;348,129029791599
3336961;1;4;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;11;63;555,123962794918
3336962;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;497,777894046781
3341362;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;633,036189660799
3341362;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;63;633,036189660799
3341366;1;2;1;80;2;1;2;8; ;2; ;2; ; ; ; ;9;2;1;11;63;369,849778003524
3341366;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;63;369,849778003524
