Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3336847;1;2;1;70;2;28;40;3; ;2;28;3; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;11;63;2004,85853147553
3336919;1;3;1;70;2;24;20;4; ;2;32;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5261;11;63;751,503748389245
3336920;1;1;1;70;2;8;40;4; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0111;11;63;583,41687092632
3336941;1;3;1;70;2;14;50;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;11;63;686,554423044653
3341364;1;6;1;70;2;52;48;1; ;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;53;55;1;2;5521;11;63;674,053924188798
3341460;1;4;1;70;2;24;40;1; ;2;24;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;59;85;1;2;8520;11;63;299,52762527588
3341463;1;2;1;70;2;2;40;1; ;2;156;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;55;95;1;1;9500;11;63;729,410144537016
3341463;1;6;1;70;2;4;20;4; ;2;156;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;53;55;1;1;5521;11;63;729,410144537016
3341465;1;4;1;70;2;2;40;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;480000;2;61;61;01;1;1;0111;11;63;574,028779716696
3341465;1;5;1;70;2;2;40;1; ;2;20;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5522;11;63;574,028779716696
3341465;1;7;1;70;2;4;40;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;11;63;574,028779716696
3341482;1;2;1;70;2;8;24;4; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;1;5521;11;63;1111,27703421392
3341482;1;5;1;70;2;5;48;1; ;2;48;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;59;85;1;1;8531;11;63;1111,27703421392
3342012;1;5;1;70;2;16;48;1; ;2;16;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;39;74;1;2;7499;11;13;1379,92285224513
3342338;1;3;1;70;2;4;48;4; ;2;104;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;59;85;1;1;8531;11;73;1000,83008384069
3342357;1;2;1;70;2;6;28;4; ;2;2;6; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;62;01;1;1;0111;11;73;1540,00831322797
3343758;1;6;1;70;2;8;48;1; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;1;9500;11;50;4304,42852968907
3343834;1;4;1;70;2;28;20;3; ;2;52;3; ;1;9;SOLO VINCULADA AL SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;11;50;1104,44742450568
3343852;1;2;1;70;2;16;50;1; ;2;16;8; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;62;01;1;2;0115;11;50;2121,70278473472
3343853;1;5;1;70;2;48;48;1; ;2;52;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;2;7492;11;50;1259,33502580654
3343887;1;3;1;70;2;52;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;11;50;648,109042821335
3343923;1;2;1;70;2;42;48;3; ;2;288;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;2;5521;11;50;2629,75618412524
3343938;1;4;1;70;2;1;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;60; ; ;1;1; ;11;50;3558,06991677853
3345794;1;2;1;70;2;40;48;1; ;2;192;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;55;92;1;2;9249;11;05;3788,11571006954
3345827;1;1;1;70;2;4;24;4; ;2;4;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;55;55;74;1;1;7493;11;05;2975,29720262246
3345828;1;4;1;70;2;2;48;8; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;1; ;11;05;4552,74063382796
3345847;1;3;1;70;2;1;48;1; ;2;2;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;71;13;1;1;1320;11;05;2574,68297559545
3345853;1;5;1;70;2;8;60;3; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;01;1;1;0121;11;05;3068,35505012007
3345875;1;2;1;70;2;8;48;3; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;11;05;810,009501167801
3345920;1;2;1;70;2;4;50;1; ;2;16;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;75;1;1;7524;11;05;1774,98086420093
3346033;1;4;1;70;2;44;63;1; ;2;44;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;55;1;2;5522;11;68;1633,58383711197
3346034;1;2;1;70;2;36;48;4; ;2;36;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;52;1;2;5211;11;68;1923,3659091791
3346165;1;3;1;70;2;40;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;11;15;1407,18854092433
3346197;1;1;1;70;2;2;40;4; ;2;2;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;61;62;01;1;1;0117;11;15;1264,88899374995
3346220;1;4;1;70;2;2;40;4; ;2;2;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;54;54;95;1;1;9500;11;15;1486,07234947051
3346221;1;2;1;70;2;3;40;4; ;2;3;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;30000;2;61;62;01;1;1;0117;11;15;617,088141947521
3346225;1;1;1;70;2;2;40;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;84000;2;61;61;01;1;1;0111;11;15;821,931520750053
3346259;1;3;1;70;2;2;60;1; ;2;2;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;95;62;01;1;1;0118;11;15;1550,21543410494
3346271;1;1;1;70;2;4;48;8; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;62;62;01;1;1;0115;11;15;3399,00441261991
3346283;1;1;1;70;2;5;42;8; ;2;5;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0118;11;15;3119,59464437807
3346291;1;3;1;70;2;24;48;1; ;2;48;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;62;01;1;2;0115;11;15;1658,23667358883
3346316;1;1;1;70;2;5;48;1; ;2;6;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;71;71;10;1;1;1010;11;15;3828,75197397775
3346325;1;3;1;70;2;16;8;1; ;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;97;60;1;2;6042;11;15;1158,23673555449
3346329;1;1;1;70;2;40;40;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;61; ; ;1;2; ;11;15;3029,87784511111
3346336;1;3;1;70;2;16;8;1; ;2;24;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;71;71;10;1;2;1010;11;15;1658,23667358883
3346592;1;1;1;70;2;120;48;8; ;2;120;8; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0117;11;19;1800,20235136668
3346611;1;1;1;70;2;3;40;1; ;2;6;8; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;62;01;1;1;0121;11;19;955,576643315524
3346614;2;1;2;70;2;4;40;3; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;55;74;1;1;7493;11;19;955,576643315524
3346651;1;3;1;70;2;24;40;1; ;2;144;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;39;80;1;2;8012;11;19;1439,02234407932
3346673;1;2;1;70;2;20;48;1; ;2;88;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;53;55;1;2;5521;11;19;1213,92198148494
3346714;1;3;1;70;2;2;40;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;71; ; ;1;1; ;11;19;1096,96624246035
3346878;1;4;1;70;2;4;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;11;52;3728,56328901461
3346886;1;3;1;70;2;26;40;1; ;2;26;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;11;52;2563,11919037166
3346892;1;2;1;70;2;3;40;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;56;61;01;1;1;0118;11;52;2902,45989511495
3346893;1;9;1;70;2;6;20;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;99; ; ;1;1; ;11;52;1391,86478156275
3346927;1;1;1;70;2;2;40;1; ;2;2;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;1;800000;2;37;97;51;1;1;5125;11;52;4049,34116371815
3346927;1;2;1;70;2;2;40;1; ;2;2;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;1;98;2;45;97;51;1;1;5125;11;52;4049,34116371815
3347007;1;2;1;70;2;54;40;2; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;79;18;1;2;1810;11;52;3518,11319823611
3347008;1;1;1;70;2;3;48;1; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;95;61;01;1;1;0140;11;52;2409,4994989555
3347010;1;2;1;70;2;13;16;4; ;2;13;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;11;52;1818,95648012415
3347290;1;2;1;70;2;20;50;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;11;19;573,908301124884
3347313;1;3;1;70;2;1;48;4; ;2;1;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;96000;2;61;61;01;1;1;0140;11;19;1309,78040948824
3347336;1;3;1;70;2;15;1;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;11;19;935,279208402584
3347336;1;4;1;70;2;4;1;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;11;19;935,279208402584
3347339;1;1;1;70;2;2;48;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;61;61;01;1;1;0140;11;19;886,372200928583
3347341;1;3;1;70;2;2;48;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;61; ; ;1;1; ;11;19;1702,69325589018
3347349;2;2;2;70;2;16;40;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;61; ; ;1;2; ;11;19;1205,79231306748
3347355;1;1;1;70;2;1;48;4; ;2;1;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;61;61;01;1;1;0140;11;19;1367,01835300197
3347835;1;4;1;70;2;12;48;3; ;2;24;3; ;1;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;54;54;95;1;1;9500;11;20;1222,75384058745
3348000;1;1;1;70;2;8;48;3; ;2;12;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;11;47;1106,38803939358
3348040;1;1;1;70;2;16;48;3; ;2;104;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;11;47;551,56565194714
3348073;1;3;1;70;2;3;25;4; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;11;47;1443,77664061313
3348077;1;1;1;70;2;8;48;3; ;2;9;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;11;47;1080,19354306663
3348169;1;4;1;70;2;5;40;2; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;11;47;966,306874758328
3348173;1;3;1;70;2;9;60;1; ;2;9;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;58;75;1;1;7522;11;47;979,763810177167
3348173;1;6;1;70;2;4;40;1; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5239;11;47;979,763810177167
3348195;1;1;1;70;2;52;40;3; ;2;58;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;11;47;1197,23665327535
