Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3332364;1;2;1;70;1;16;48;1; ;2;16;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;2;9500;11;20;151,756617234909;20
3332365;1;2;1;70;1;3;48;1; ;2;3;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5211;11;20;100,613805460663;20
3332367;1;1;1;70;1;4;40;1; ;2;16;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5211;11;20;132,021761242715;20
3332379;1;1;1;70;1;2;48;1; ;2;96;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;59;93;1;1;9309;11;63;123,374439929138;63
3332381;1;1;1;70;1;16;48;1; ;2;16;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;52;1;2;5211;11;63;137,886438189982;63
3332386;1;1;1;70;1;9;48;4; ;2;7;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;11;63;137,886438189982;63
3332387;1;1;1;70;1;48;48;4; ;2;36;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;09;21;55;1;2;5521;11;63;118,224360487693;63
3332391;1;1;1;70;1;12;40;1; ;2;14;1; ;5;6; ; ; ; ;1; ; ; ; ; ; ;2; ;2;53;45;52;1;1;5211;11;73;237,510533884965;73
3332403;1;1;1;70;1;240;48;1; ;2;240;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;33;74;1;2;7412;11;73;208,345985648472;73
3332406;1;1;1;70;1;8;50;1; ;2;8;1; ;3;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;40;51;55;1;1;5521;11;73;225,707212747946;73
3332406;1;3;1;70;1;16;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;19; ; ;1;2; ;11;73;225,707212747946;73
3332408;1;1;1;70;1;258;48;1; ;2;728;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;75;1;2;7512;11;73;213,503555067026;73
3332417;1;1;1;70;1;48;40;1; ;2;48;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;06;06;85;1;2;8520;11;17;213,623951404266;17
3332418;1;5;1;70;1;40;50;1; ;2;40;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;28;1;2;2811;11;17;209,297956725978;17
3332423;1;3;1;70;1;24;48;1; ;2;24;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;53;55;1;2;5521;11;17;198,304570584075;17
3332423;1;6;1;70;1;16;48;1; ;2;16;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;11;17;198,304570584075;17
