DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6440;P6450;P6460;P6460S1;P6400;P6422;P6424;P6424S2;P6424S3;P6424S1;P6426;P6430;P6430S1;P6480;P6480S1;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585;P6585S2A1;P6585S3A1;P6585S4A1;P6585S3A2;P6585S2A2;P6585S1A2;P6585S2;P6585S3;P6585S1A1;P6585S4;P6585S1;P6580;P6580S1;P6580S2;P6630S3;P6630S4A1;P6630S3A1;P6630S2A1;P6630S1A1;P6630S4;P6630S2;P6630S1;P6640;P6642S2;P6642S1;P6765;P6765S1;P6772;P6750;P6760;P550;P6780;P6780S1;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6835;P6835S1;P6835S2;P6836;P6836S1;P6836S2;P6837;P6837S1;P6837S2;P6870;P6880;P6880S1;P6910;P6910S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S8;P6980S7A1;P6990;P7020;P7026;P7028;P7028S1;P7040;P7045;P7050;P7050S1;P7070;P760;P6410;P6640S1;P6642S11;P6642S7;P6642S8;P6642S9;P6642S10;P6642S12;P6642S5;P6642S4;P6642S3;P6642S6;P9440;P9450;P6630S6;P6630S6A1;P6410S1;P6545S1;P6545;P6545S2;P6915S1;P6915;P6585S4A2;P6773;P6773S1;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170;P7170S1;P7170S2;P7170S3;P7170S4;P7170S5;P7170S6;P7180;P7190;P7200;P7240;P7240S1;CLASE;OCI;P6420S1;RAMA4D;OFICIO;RAMA2D;RAMA4DP8;RAMA2DP8;DPTO;fex_c_2011
602933;1;1;60;2;;;;;;;;;;132;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;200000;1;2400000;3;;12;48;;.;48;;;1;7;16;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;9;;2;1;;118;61;1;;;25;220.408.316.681.655
602933;1;5;60;2;;;;;;;;;;1;1;;1;;300000;2;;;1;30000;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;1;30;1;;30;;;1;7;13;2;;;;;;9;7;;;;2;;;;1;;;;;;;;1;;2;1;2;1;;2;;;;;48;;;;;;;;;;;;;2;2;2;;;;2;;;7;;;;2;;;;2;;;;;;;;;;;;;;;3;3;3;2;2;2;2;2;3;3;;2;1;;8012;53;80;;;25;220.408.316.681.655
602933;1;6;60;2;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;200000;1;2400000;3;;12;48;;.;48;;;1;7;16;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;118;61;1;;;25;220.408.316.681.655
602934;1;1;60;2;;;;;;;;;;180;8;;1;;360000;2;;;1;120000;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;10;48;;.;48;;;1;7;16;2;;;;;;5;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;1;1;2;1;2;2;2;2;1;2;2;;2;1;;3;2;2;3;3;2;2;3;3;3;;2;1;;118;62;1;;;25;192.882.911.729.881
602967;1;1;60;2;;;;;;;;;;252;1;;1;;720000;2;;;2;;1;300000;2;;2;;;;19000;;1;;;2;1;;2;2;2;;;2;;;330000;330000;2;1;1;2;;;;;;;;;;;12;84;;.;84;;;1;3;18;2;;;;;;3;8;;;;1;2;1;25;1;1;;;;;;;;;2;1;120;1;;2;;;;;0;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;1;1;2;1;1;2;2;2;1;2;2;;2;1;;3;3;2;3;2;3;2;3;2;1;;2;1;;121;62;1;;;25;748.649.390.743.102
602968;1;1;60;2;;;;;;;;;;10;1;;1;;461500;2;;;2;;1;250000;2;;2;;;;80000;;2;;;2;1;;2;2;2;;;2;;;204000;60000;2;1;1;2;;;;;;;;;;;10;84;;.;84;;;1;3;18;2;;;;;;4;8;;;;1;1;1;12;1;1;;;;;;;;;1;1;24;1;;2;;;;;0;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;1;1;2;2;2;2;2;2;1;2;2;;2;1;;2;3;2;2;2;2;2;3;3;8;;2;1;;121;62;1;;;25;582.609.813.935.101
602969;1;1;60;2;;;;;;;;;;312;1;;1;;500000;2;;;2;;1;200000;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;225000;225000;2;1;1;2;;;;;;;;;;;12;84;;.;84;;;1;3;17;2;;;;;;4;8;;;;1;2;1;33;1;1;;;;;;;;;2;1;90;1;;2;;;;;0;;;;;;;;;;;;;2;9;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;3;2;2;2;2;2;3;3;9;;2;1;;121;62;1;;;25;926.115.185.225.561
602970;1;1;60;1;2;1;;1;1;;1;1;1;5;1;;2;;510000;2;;;2;;1;150000;2;;2;;;;53150;;2;;;2;1;;2;2;2;;;2;;;250000;216000;2;1;1;2;;;;;;;;;;;12;84;;.;84;;;1;3;18;2;;;;;;4;8;;;;1;1;1;7;1;1;;;;;1;;;;2;1;8;1;;2;;;;;0;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;1;1;1;1;1;2;2;2;2;2;2;;2;1;;2;2;2;3;2;3;2;3;3;5;;2;1;;121;62;1;;;25;503.599.629.518.969
602970;1;2;60;1;2;1;;1;1;;1;1;1;3;1;;2;;461500;2;;;2;;2;;1;60000;2;;;57000;98;;2;2;;1;1;;2;2;2;;;2;;;250000;;2;1;2;2;;;;;;;;;;;7;48;;.;48;;;1;6;15;2;;;;;;9;8;;;;1;1;1;3;1;1;;;;;;;;;1;1;30;1;;2;;;;;5;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;1;1;1;1;2;2;2;2;1;2;2;;2;1;;3;2;2;3;2;2;2;2;3;8;;2;1;;112;62;1;;;25;503.599.629.518.969
602975;1;1;60;2;;;;;;;;;;252;8;;1;;150000;2;;;1;84000;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;59;;.;59;;;1;7;17;2;;;;;;4;8;;;;2;;;;1;;;1;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;2;3;3;;2;1;;118;62;1;;;25;661.619.998.351.233
602975;1;2;60;2;;;;;;;;;;36;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;150000;1;1800000;3;;12;14;2;;14;;;1;8;9;1;14;15;2;;;1;8;;;;2;;;;1;;;1;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;121;62;1;;;25;661.619.998.351.233
602976;1;3;60;2;;;;;;;;;;180;8;;1;;180000;2;;;1;72000;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;1;8;17;2;;;;;;4;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;1;1;2;1;2;2;1;2;1;2;2;;1;1;;2;2;2;3;2;2;2;3;3;8;;2;1;;118;62;1;;;25;871.030.933.619.427
602976;1;4;60;2;;;;;;;;;;12;8;;1;;480000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;10;48;;.;48;;;1;7;17;2;;;;;;2;8;;;;2;;;;1;;;1;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;2;3;5;;2;1;;118;62;1;;;25;871.030.933.619.427
602977;1;1;60;2;;;;;;;;;;192;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;100000;1;1200000;3;;12;45;;.;45;;;1;7;17;2;;;;;;2;8;;;;2;;;;1;;;1;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;2;3;2;2;3;3;;2;1;;118;62;1;;;25;577.589.368.078.485
602977;1;2;60;2;;;;;;;;;;108;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;100000;1;1200000;3;;12;36;2;;36;;;2;;;;;;;;;1;8;;;;2;;;;1;;;1;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;24;2;2;1;1;2;1;2;2;2;2;2;2;2;;2;1;;3;3;2;3;3;2;2;2;3;5;;2;1;;121;62;1;;;25;577.589.368.078.485
603006;1;1;60;1;2;1;;1;1;;1;1;1;60;8;;1;;461500;2;;;1;48000;1;150000;2;;2;;;;28000;;2;;;2;1;;2;2;2;;;1;;230000;220000;;2;1;2;2;;;;;;;;;;;12;70;;.;70;;;2;;;;;;;;;2;8;;;;1;2;1;1;1;1;;;;;;;;;1;1;42;1;;2;;;;;0;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;1;1;1;1;1;2;1;1;1;2;2;;2;1;;2;3;2;2;2;3;2;3;3;1;;2;1;;121;62;1;;;25;549.624.548.643.211
603006;1;2;60;2;;;;;;;;;;60;1;;1;;38000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;84;;.;84;;;2;;;;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;3;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;3;2;2;3;3;;2;1;;121;58;1;;;25;549.624.548.643.211
603007;1;1;60;1;2;1;;1;1;;1;1;1;2;1;;1;;461500;2;;;1;48000;1;250000;2;;2;;;;28000;;2;;;2;1;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;11;70;;.;70;;;2;;;;;;;;;2;8;;;;1;1;1;9;1;;;1;;;;;;;9;1;96;1;;2;;;;;1;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;1;;2;1;;121;62;1;;;25;577.589.368.078.485
603008;1;1;60;1;2;1;;1;1;;1;1;1;5;1;;1;;461500;2;;;1;48000;1;100000;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;225000;;2;1;2;2;;;;;;;;;;;12;72;;.;72;;;2;;;;;;;;;2;8;;;;1;1;1;2;1;1;;;;;;;;;1;1;7;1;;2;;;;;0;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;1;;2;1;;121;62;1;;;25;674.126.540.840.005
603013;1;1;60;2;;;;;;;;;;360;8;;1;;150000;2;;;1;40000;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;6;27;1;;28;;;2;;;;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;1;20;2;1;2;;;;;;;;;;;;;;;3;3;2;3;3;3;2;1;3;5;;2;1;;118;62;1;;;25;730.013.417.573.888
603013;1;2;60;2;;;;;;;;;;72;1;;1;;0;2;;;2;;1;50000;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;40;;.;40;;;2;;;;;;;;;3;7;;;;2;;;;1;;;;;;;;1;;2;2;;;;1;8;4;;148000;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;1;21;2;1;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;7493;55;74;;;25;730.013.417.573.888
603014;1;1;60;2;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;30000;1;360000;3;;12;8;1;;8;;;2;;;;;;;;;1;1;;;;2;;;;1;;;;;;;;1;;2;1;12;8;;2;;;;;24;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;20;2;1;1;1;2;1;2;2;2;2;2;2;2;;2;1;;3;3;3;3;3;3;2;2;3;5;;2;1;;5211;41;52;;;25;623.614.287.202.728
603014;1;2;60;2;;;;;;;;;;240;8;;1;;340000;2;;;2;;2;;2;;2;;;;;;;;2;2;2;80000;2;1;2;;;2;;;;;2;2;2;2;;;;;;;;;;;10;48;;.;48;;;1;7;17;2;;;;;;4;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;5;;2;1;;118;62;1;;;25;623.614.287.202.728
603015;1;1;60;2;;;;;;;;;;84;8;;1;;40000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;9;80;;.;80;;;2;;;;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;3;3;2;3;3;3;2;2;3;3;;2;1;;118;62;1;;;25;521.659.729.207.937
603015;1;2;60;2;;;;;;;;;;1;8;;1;;50000;2;;;1;15000;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;1;20;1;;20;;;2;;;;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;3;3;3;3;3;3;2;2;3;5;;2;1;;117;62;1;;;25;521.659.729.207.937
603049;1;1;60;2;;;;;;;;;;252;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1500000;1;18000000;3;;12;30;2;;30;;;2;;;;;;;;;1;8;;;;1;1;2;1;1;;;;;;;;1;;2;2;;;;1;0;4;;1500000;;;;;;;;;;;;;;;2;;;;;;;;1;;;;2;;;;2;;;;;;;;;;;;;;;3;2;2;3;3;2;1;2;3;3;;2;1;;8520;6;85;;;25;837.056.990.480.857
603050;1;1;60;2;;;;;;;;;;24;1;;1;;461500;2;;;1;40000;1;180000;2;;2;;;;35000;;2;;;2;1;;2;2;2;;;2;;;217000;217000;2;1;1;2;;;;;;;;;;;12;77;;.;77;;;1;20;7;2;;;;;;5;8;;;;2;;;;1;;;;;;;;1;;1;1;36;1;;2;;;;;0;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;1;1;2;1;1;2;2;2;1;1;2;;2;1;;2;3;2;2;2;2;2;3;3;8;;2;1;;121;62;1;;;25;707.644.917.475.475
603051;1;1;60;1;2;2;6;1;1;;1;1;1;1;1;;1;;461500;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;217000;217000;2;1;1;2;;;;;;;;;;;12;62;;.;62;;;1;7;17;1;7;9;2;;;2;8;;;;2;;;;1;;;;;;;;1;;2;1;36;1;;2;;;;;0;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;1;1;2;1;2;1;2;2;2;1;2;;2;1;;3;2;2;3;3;2;2;2;3;8;;2;1;;121;60;1;;;25;820.335.635.381.637
603051;1;2;60;2;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;56000;1;56000;1;;1;6;1;;0;6;;2;;;;;;;;;1;2;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;3;;;;1;12;2;1;1;1;2;1;2;1;2;2;2;2;2;;2;1;;3;3;2;3;3;3;2;1;3;3;;2;1;;9301;56;93;;;25;820.335.635.381.637
603056;1;1;60;2;;;;;;;;;;264;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;396000;1;4752000;1;;12;40;;.;40;;;1;7;18;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;36;1;;1;26;4;;600000;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;3;2;2;2;2;2;2;3;3;3;;2;1;;140;61;1;;;25;111.571.871.613.946
603056;1;2;60;2;;;;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;96000;1;384000;3;;4;7;2;;7;;;1;7;8;2;;;;;;1;8;;;;2;;;;1;;;1;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;121;62;1;;;25;111.571.871.613.946
603056;1;3;60;2;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;400000;1;4800000;3;;12;50;;.;50;;;1;6;16;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;140;62;1;;;25;111.571.871.613.946
603056;1;4;60;2;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;396000;1;4752000;1;;12;40;;.;40;;;1;6;16;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;118;62;1;;;25;111.571.871.613.946
603056;1;5;60;2;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;400000;1;4800000;1;;12;40;;.;40;;;1;7;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;118;62;1;;;25;111.571.871.613.946
603056;1;6;60;2;;;;;;;;;;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;240000;1;720000;1;;3;30;1;;30;;;1;7;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;118;62;1;;;25;111.571.871.613.946
603057;1;1;60;2;;;;;;;;;;360;8;;1;;300000;2;;;1;48000;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;40;;.;40;;;1;7;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;3;2;2;3;3;3;2;2;3;3;;2;1;;118;62;1;;;25;844.092.594.323.533
603057;1;2;60;2;;;;;;;;;;12;1;;1;;192000;2;;;1;72000;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;36;2;;36;;;1;7;13;2;;;;;;2;2;;;;2;;;;1;;;;;;;;1;;2;1;12;3;;1;3;4;;80000;48;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;3;;2;1;;118;53;1;;;25;844.092.594.323.533
603057;1;3;60;2;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;300000;1;3600000;1;;9;50;;.;0;1;;1;7;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;3;;2;1;;118;62;1;;;25;844.092.594.323.533
603057;1;5;60;2;;;;;;;;;;540;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;360000;1;4320000;1;;12;50;;.;50;;;1;7;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;4;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;2;2;2;2;3;3;;2;1;;118;62;1;;;25;844.092.594.323.533
603058;1;1;60;2;;;;;;;;;;480;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;280000;1;3360000;3;;12;7;2;;0;1;;1;7;8;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;121;61;1;;;25;66.963.920.632.697
603058;1;2;60;2;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;300000;1;3600000;1;;12;40;;.;0;7;AL CUIDADO DE LA ESPOSA ENFERMA;1;7;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;3;;2;1;;140;62;1;;;25;66.963.920.632.697
603089;1;1;60;1;2;1;;1;1;;1;1;1;3;1;;1;;460000;2;;;2;;1;250000;2;;2;;;;;;;;;2;2;;2;2;2;;;1;;200000;200000;;2;1;2;2;;;;;;;;;;;12;70;;.;70;;;2;;;;;;;;;3;8;;;;1;1;1;15;1;1;;;;;;;;;1;1;4;1;;2;;;;;0;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;1;14;2;1;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;5;;2;1;;121;62;1;;;25;549.624.548.643.211
603089;1;2;60;2;;;;;;;;;;1;3;;1;;64000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;11;8;1;;8;;;2;;;;;;;;;3;2;;;;2;;;;1;;;;;;;;1;;2;1;11;1;;2;;;;;1;;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;1;40;2;1;1;1;2;1;2;2;2;2;2;2;2;;2;1;;2;2;2;2;3;2;2;2;3;3;;2;1;;9500;54;95;;;25;549.624.548.643.211
603090;1;1;60;2;;;;;;;;;;0;1;;3;;461500;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;250000;;2;1;2;2;;;;;;;;;;;12;72;;.;0;7;LASEMANA  PASADA  NO ESTABA TRABAJANDO EN ESTA  FINCA;1;5;18;2;;;;;;3;8;;;;1;1;1;4;1;1;;;;;;;;;2;1;24;1;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;8;;2;1;;121;62;1;;;25;836.895.000.124.568
603094;1;2;60;2;;;;;;;;;;0;8;;1;;250000;2;;;1;60000;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;40;;.;40;;;1;7;17;2;;;;;;4;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;1;12;2;1;1;1;2;1;2;1;2;2;1;1;2;;2;1;;2;2;2;2;2;2;2;2;3;8;;2;1;;118;62;1;;;25;968.890.985.980.915
603094;1;3;60;2;;;;;;;;;;0;8;;1;;150000;2;;;1;35000;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;9;40;;.;40;;;1;7;17;2;;;;;;4;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;1;12;1;1;1;1;2;1;2;1;2;2;1;1;2;;1;1;;2;2;2;2;2;2;2;2;3;8;;2;1;;118;62;1;;;25;968.890.985.980.915
603094;1;4;60;2;;;;;;;;;;0;8;;1;;100000;2;;;1;35000;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;9;40;;.;40;;;1;7;17;2;;;;;;4;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;1;12;1;1;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;8;;2;1;;118;62;1;;;25;968.890.985.980.915
603095;1;1;60;2;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;300000;1;4200000;3;;12;35;2;;35;;;2;;;;;;;;;2;8;;;;2;;;;1;;;1;;;;;;;2;1;48;4;;1;27;5;;0;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;9;;2;1;;121;62;1;;;25;781.634.656.034.991
603095;1;2;60;2;;;;;;;;;;60;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;14;1;;8;7;DILIGENCIAS  PERSONALES;2;;;;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;1;36;2;1;1;1;1;1;2;2;2;2;1;2;2;;2;1;;2;2;2;2;2;2;2;3;3;3;;2;1;;121;62;1;;;25;781.634.656.034.991
603096;1;1;60;2;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;150000;1;800000;3;;8;40;;.;40;;;2;;;;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;2;3;;1;5;4;;10000;0;;;;;;;;;;;;;;2;;;;;;;;1;;;;1;18;1;1;1;1;2;1;2;1;2;2;1;2;2;;2;1;;4;4;4;4;4;4;2;2;3;8;;2;1;;121;62;1;;;25;791.403.192.343.906
