DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S4,P7510S6,P7510S2A1,P7510S4A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,CLASE,P7510S7A1,P7510S7,DPTO,fex_c_2011
604710,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,914.908.951.290.034
604710,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,914.908.951.290.034
604710,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,914.908.951.290.034
604711,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,982.444.519.405.558
604711,1,2,95,2,,,,,,,,1,2,,2,,,,,,200000,2,1,2,2,,2,15,982.444.519.405.558
604713,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,102.646.166.798.481
604713,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,102.646.166.798.481
604713,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,102.646.166.798.481
604713,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,102.646.166.798.481
604714,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,600.898.254.488.876
604714,1,2,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,2,,2,15,600.898.254.488.876
604715,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,708.556.162.343.766
604715,1,2,95,2,,,,,,,,1,2,,2,,,,,,100000,2,1,2,2,,2,15,708.556.162.343.766
604716,1,1,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,2,5000000,1,15,118.331.158.848.031
604716,1,2,95,2,,,,,,,,1,2,,2,,,,,,100000,2,1,2,2,,2,15,118.331.158.848.031
604716,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,118.331.158.848.031
604716,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,118.331.158.848.031
604716,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,118.331.158.848.031
604717,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.596.236.562.186
604717,1,2,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,2,,2,15,117.596.236.562.186
604717,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.596.236.562.186
604717,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.596.236.562.186
604717,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.596.236.562.186
604718,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,126.305.353.182.182
604718,1,2,95,2,,,,,,,,1,2,,2,,,,,,200000,2,1,2,2,,2,15,126.305.353.182.182
604718,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,126.305.353.182.182
604718,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,126.305.353.182.182
604719,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,816.676.717.611.474
604719,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,816.676.717.611.474
604719,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,816.676.717.611.474
604719,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,816.676.717.611.474
604719,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,816.676.717.611.474
604720,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,879.386.515.640.419
604720,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,879.386.515.640.419
604722,1,1,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,2,1600000,1,15,121.619.701.792.002
604722,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,121.619.701.792.002
604723,1,1,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,2,,2,15,118.915.765.751.707
604724,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,624.615.217.276.514
604724,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,624.615.217.276.514
604726,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,148.604.436.330.868
604726,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,148.604.436.330.868
604726,1,3,95,2,,,,,,,,1,2,,2,,,,,,200000,2,1,2,2,,2,15,148.604.436.330.868
604727,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,103.225.158.074.218
604727,1,2,95,2,,,,,,,,1,2,,2,,,,,,120000,2,1,2,2,,2,15,103.225.158.074.218
604728,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,121.619.701.792.002
604728,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,121.619.701.792.002
604729,1,1,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,2,,2,15,102.306.841.069.453
604730,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,102.270.806.152.928
604730,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,102.270.806.152.928
604730,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,102.270.806.152.928
604731,1,1,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,2,5000000,1,15,915.354.346.560.247
604731,1,2,95,2,,,,,,,,1,2,,2,,,,,,200000,2,1,2,2,,2,15,915.354.346.560.247
604731,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,915.354.346.560.247
604732,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,982.444.519.405.558
604732,1,2,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,2,,2,15,982.444.519.405.558
604733,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,103.629.259.241.531
604734,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,721.780.344.064.548
604734,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,721.780.344.064.548
604735,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,146.324.939.592.117
604735,1,2,95,2,,,,,,,,1,2,,2,,,,,,800000,2,1,2,2,,2,15,146.324.939.592.117
604735,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,146.324.939.592.117
604735,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,146.324.939.592.117
604735,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,146.324.939.592.117
604735,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,146.324.939.592.117
604735,1,7,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,146.324.939.592.117
604735,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,146.324.939.592.117
604735,1,9,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,146.324.939.592.117
604735,1,10,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,146.324.939.592.117
604736,1,1,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,2,4000000,1,15,879.386.515.640.419
604736,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,879.386.515.640.419
604766,1,1,95,1,,2,1,,400000,,2,1,2,,2,,,,,,100000,2,1,2,2,,2,15,140.344.189.458.516
604767,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,14.986.027.684.505
604768,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,126.576.173.408.223
604768,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,126.576.173.408.223
604768,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,126.576.173.408.223
604769,1,1,95,2,,2,2,,,,2,2,,,,,,,,,,,,,2,,,15,134.659.971.582.929
604769,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,134.659.971.582.929
604769,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,134.659.971.582.929
604769,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,134.659.971.582.929
604769,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,134.659.971.582.929
604771,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,990.135.911.693.917
604771,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,990.135.911.693.917
604772,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,104.051.388.708.685
604772,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,104.051.388.708.685
604773,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,939.757.936.300.982
604773,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,939.757.936.300.982
604774,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,107.304.873.895.066
604774,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,107.304.873.895.066
604775,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,166.837.508.535.695
604775,1,2,95,2,,,,,,,,1,2,,2,,,,,,2500000,2,1,2,2,,2,15,166.837.508.535.695
604776,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,133.859.292.149.518
604776,1,2,95,2,,,,,,,,1,2,,2,,,,,,3500000,2,1,2,2,,2,15,133.859.292.149.518
604776,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,133.859.292.149.518
604777,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,193.330.827.612.874
604777,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,193.330.827.612.874
604777,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,193.330.827.612.874
604778,1,1,95,2,,,,,,,,1,2,,2,1500000,,,,,,2,2,1,2,,2,15,163.128.257.932.745
604779,1,1,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,2,,2,15,140.344.189.458.516
604824,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,142.158.278.375.204
604826,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,128.274.853.452.607
604826,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,128.274.853.452.607
604827,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,168.959.031.405.438
604827,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,168.959.031.405.438
604827,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,168.959.031.405.438
604827,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,168.959.031.405.438
604827,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,168.959.031.405.438
604828,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,169.062.773.680.922
604828,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,169.062.773.680.922
604828,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,169.062.773.680.922
604828,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,169.062.773.680.922
604829,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,132.957.328.441.737
604829,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,132.957.328.441.737
604830,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,155.802.496.093.239
604830,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,155.802.496.093.239
604831,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,934.902.516.497.532
604832,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,122.210.781.961.978
604832,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,122.210.781.961.978
604832,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,122.210.781.961.978
604832,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,122.210.781.961.978
604833,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,195.144.916.529.563
604833,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,195.144.916.529.563
604833,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,195.144.916.529.563
604834,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,148.100.497.623.394
604834,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,148.100.497.623.394
604835,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,164.061.861.829.647
604835,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,164.061.861.829.647
604835,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,164.061.861.829.647
604835,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,164.061.861.829.647
604835,1,5,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,2,,2,15,164.061.861.829.647
604837,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,131.984.104.055.557
604837,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,131.984.104.055.557
604837,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,131.984.104.055.557
604851,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,91.485.279.501.064
604851,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,91.485.279.501.064
604851,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,91.485.279.501.064
604851,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,91.485.279.501.064
604851,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,91.485.279.501.064
604852,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,107.144.801.597.538
604852,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,107.144.801.597.538
604852,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,107.144.801.597.538
604852,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,107.144.801.597.538
604852,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,107.144.801.597.538
604853,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,107.220.426.705.575
604853,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,107.220.426.705.575
604853,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,107.220.426.705.575
604853,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,107.220.426.705.575
604854,1,1,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,2,,2,15,121.619.701.792.002
604854,1,2,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,2,,2,15,121.619.701.792.002
604855,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,105.010.777.109.747
604855,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,105.010.777.109.747
604856,1,1,95,1,,2,1,,560000,,2,2,,,,,,,,,,,,,2,,,15,12.702.757.387.259
604856,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,12.702.757.387.259
604856,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,12.702.757.387.259
604856,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,12.702.757.387.259
604857,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,878.630.264.560.049
604857,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,878.630.264.560.049
604857,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,878.630.264.560.049
604858,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,878.630.264.560.049
604858,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,878.630.264.560.049
604858,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,878.630.264.560.049
604859,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,975.795.391.348.084
604859,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,975.795.391.348.084
604859,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,975.795.391.348.084
604860,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,104.288.556.419.339
604860,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,104.288.556.419.339
604862,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,972.613.594.975.059
604862,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,972.613.594.975.059
604862,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,972.613.594.975.059
604862,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,972.613.594.975.059
604862,1,7,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,972.613.594.975.059
604863,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,129.672.410.216.746
604863,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,129.672.410.216.746
604863,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,129.672.410.216.746
604863,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,129.672.410.216.746
604864,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,108.614.646.169.228
604864,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,108.614.646.169.228
604864,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,108.614.646.169.228
604864,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,108.614.646.169.228
604864,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,108.614.646.169.228
604867,1,1,95,1,,2,1,,500000,,2,2,,,,,,,,,,,,,2,,,15,105.929.094.114.512
604867,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,105.929.094.114.512
604867,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,105.929.094.114.512
604868,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,121.619.701.792.002
604868,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,121.619.701.792.002
604869,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.601.852.190.126
604869,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.601.852.190.126
604869,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,117.601.852.190.126
604870,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,975.795.391.348.084
604870,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,975.795.391.348.084
604870,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,975.795.391.348.084
604871,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,121.619.701.792.002
604871,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,121.619.701.792.002
604872,1,1,95,1,,2,1,,750000,,2,2,,,,,,,,,,,,,2,,,15,102.306.841.069.453
604874,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,124.305.253.846.717
604874,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,124.305.253.846.717
604874,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,124.305.253.846.717
604874,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,124.305.253.846.717
604875,1,1,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,2,,2,15,94.288.107.208.281
604875,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,94.288.107.208.281
604876,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,118.915.765.751.707
604877,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,821.998.982.507.138
604877,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,821.998.982.507.138
604878,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,131.260.589.362.768
604878,1,2,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,2,,2,15,131.260.589.362.768
604878,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,131.260.589.362.768
604879,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,119.619.602.456.537
604879,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,119.619.602.456.537
604880,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,106.333.195.281.825
604880,1,2,95,2,,,,,,,,1,2,,2,,,,,,400000,2,1,2,2,,2,15,106.333.195.281.825
604881,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,106.333.195.281.825
604881,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,106.333.195.281.825
604882,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,141.240.802.662.563
604882,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,141.240.802.662.563
604882,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,141.240.802.662.563
604882,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,141.240.802.662.563
604882,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,141.240.802.662.563
604882,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,141.240.802.662.563
604882,1,7,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,141.240.802.662.563
604886,1,1,95,2,,,,,,,,1,2,,2,,,,,,100000,2,1,2,2,,2,15,878.630.264.560.049
604886,1,2,95,2,,,,,,,,1,2,,2,,,,,,400000,2,1,2,2,,2,15,878.630.264.560.049
604886,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,878.630.264.560.049
604887,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,862.262.524.630.862
604887,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,862.262.524.630.862
604887,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,862.262.524.630.862
604888,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,721.780.344.064.548
604888,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,721.780.344.064.548
604889,1,1,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,2,,2,15,118.915.765.751.707
604890,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,874.589.252.886.916
604890,1,2,95,2,,,,,,,,1,2,,2,,,,,,900000,2,1,2,2,,2,15,874.589.252.886.916
604890,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,874.589.252.886.916
604890,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,874.589.252.886.916
604891,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,721.780.344.064.548
604891,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,721.780.344.064.548
604893,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,104.288.556.419.339
604893,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,104.288.556.419.339
604894,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,975.795.391.348.084
604894,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,975.795.391.348.084
604894,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,975.795.391.348.084
604895,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,921.947.318.338.329
604895,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,921.947.318.338.329
604895,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,921.947.318.338.329
604895,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,921.947.318.338.329
604896,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,121.619.701.792.002
604896,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,121.619.701.792.002
604897,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,124.323.637.832.296
604897,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,124.323.637.832.296
604897,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,124.323.637.832.296
604898,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,975.039.140.267.714
604898,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,975.039.140.267.714
604898,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,975.039.140.267.714
604898,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,975.039.140.267.714
604899,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,113.341.948.103.873
604899,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,113.341.948.103.873
604899,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,113.341.948.103.873
604903,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,103.225.158.074.218
604903,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,103.225.158.074.218
604904,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,10.795.534.899.142
604904,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,10.795.534.899.142
604904,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,10.795.534.899.142
604904,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,10.795.534.899.142
604905,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,119.619.602.456.537
604905,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,119.619.602.456.537
604906,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,818.945.470.852.582
604906,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,818.945.470.852.582
604907,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,921.947.318.338.329
604907,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,921.947.318.338.329
604907,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,921.947.318.338.329
604907,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,921.947.318.338.329
604908,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,118.914.830.917.803
604908,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,118.914.830.917.803
604908,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,118.914.830.917.803
604908,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,118.914.830.917.803
604908,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,118.914.830.917.803
604908,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,118.914.830.917.803
604908,1,7,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,118.914.830.917.803
604910,1,1,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,2,4720000,1,15,101.911.244.512.636
604910,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,101.911.244.512.636
604910,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,101.911.244.512.636
604910,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,101.911.244.512.636
604911,1,1,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,2,200000,1,15,90.642.587.604.336
604911,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,15,90.642.587.604.336
