DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;DSI;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DPTO;fex_c_2011
590899;1;5;8;70;12;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;84;;;;8;325.042.919.782.297
590911;1;3;8;70;6;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;87;;;;8;388.432.462.783.555
590921;1;3;8;70;7;48;1;;2;7;1;;7;7;;;;;;;;;;1;;2;;2;1;45;45;1600;16;8;549.259.682.939.644
590923;1;2;8;70;7;24;1;;2;7;1;;3;4;;;;;;;;;;1;;2;;2;1;45;45;5233;52;8;444.682.498.500.191
590923;1;3;8;70;104;48;1;;2;104;2;;9;8;;;;;;;;;;1;;2;;2;1;32;32;7512;75;8;444.682.498.500.191
590923;1;6;8;70;7;60;1;;2;7;1;;3;8;;;;;;;;;;1;;2;;2;1;45;45;5233;52;8;444.682.498.500.191
590924;1;8;8;70;16;48;1;;2;16;1;;6;7;;;;;;;;;;1;;2;;2;1;39;55;2529;25;8;380.862.434.729.591
590924;1;10;8;70;52;60;1;;2;52;1;;3;4;;;;;;;;;;1;;2;;2;1;81;81;3611;36;8;380.862.434.729.591
590931;1;3;8;70;8;48;1;;2;10;1;;3;4;;;;;;;;;;1;;2;;2;1;45;45;5211;52;8;434.678.907.470.953
590939;1;2;8;70;1;48;4;;2;1;4;;4;1;;;;;;;;1;;;;1;200000;2;1;53;53;5521;55;8;487.358.969.686.612
590940;1;4;8;70;52;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;55;;;;8;572.317.300.022.763
590942;1;8;8;70;16;48;1;;2;16;1;;6;4;;;;;;;;;;1;;2;;2;1;55;45;5155;51;8;520.438.562.159.536
590942;2;1;8;70;12;48;1;;2;12;1;;9;4;;;;;;;;1;;;;2;;2;1;98;98;7499;74;8;520.438.562.159.536
590946;1;1;13;70;52;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;54;;;;13;258.380.763.511.321
590950;1;2;13;70;20;48;1;;2;20;4;;1;5;;;;;;;;;;1;;2;;2;1;45;41;5211;52;13;295.695.235.192.539
590959;1;3;13;70;104;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;11;;;;13;325.866.234.123.893
590964;1;3;13;70;52;48;1;;2;156;1;;3;2;;;;;;;;;;1;;2;;2;1;53;53;5521;55;13;39.628.421.438.868
590964;1;11;13;70;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;58;;;;13;39.628.421.438.868
590970;1;2;13;70;104;40;1;;2;104;1;;5;2;;;;;;;;;;1;;2;;2;1;32;32;7412;74;13;293.558.410.675.946
590990;1;2;13;70;52;48;1;;2;2;1;;9;7;;;;;;;;;;1;;2;;2;1;33;39;5127;51;13;243.817.281.960.391
591010;1;2;13;70;8;48;1;;2;8;2;;9;1;;;1;;;;;;;;;2;;2;1;6;6;8532;85;13;178.067.933.054.797
591014;1;4;13;70;48;48;1;;2;24;1;;5;1;;;;;;;;;;1;;2;;2;1;97;97;5125;51;13;31.385.844.214.592
591016;1;1;13;70;12;48;4;;2;12;1;;3;1;;;;;;;;;;1;;2;;2;1;53;58;5225;52;13;215.898.695.091.814
591018;1;1;13;70;12;24;1;;2;48;1;;4;4;;;;;;;;;;1;;2;;2;1;45;33;5521;55;13;519.660.360.269.715
591025;1;1;13;70;240;48;3;;2;8;3;;2;1;;;;;;;;;;1;;2;;2;1;54;53;9500;95;13;233.585.010.540.328
591028;1;7;13;70;52;48;1;;2;52;1;;3;1;;;;;;;;;;1;;2;;2;1;58;58;5233;52;13;316.843.407.307.001
591029;1;3;13;70;26;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;58;;;;13;292.294.569.520.794
591043;1;4;13;70;26;50;1;;2;26;1;;9;1;;;;;;;;;;1;;2;;2;1;53;53;5511;55;13;293.610.815.341.397
591182;1;3;17;70;12;48;1;;2;12;1;;5;1;;;;;;;;;;1;;2;;2;1;39;39;7412;74;17;128.611.842.575.982
591184;1;2;17;70;48;48;1;;2;4;1;;3;1;;;;;;;;;;1;;2;;2;1;45;45;5239;52;17;273.997.154.986.894
591187;1;1;17;70;48;48;1;;2;52;1;;2;4;;;;;;;;;;1;;2;;2;1;45;45;5211;52;17;164.607.826.888.059
591192;1;3;17;70;4;48;1;;2;4;1;;9;4;;;;;;;;;;1;;2;;2;1;12;12;7411;74;17;171.268.022.888.014
591198;1;3;17;70;2;48;1;;2;4;1;;3;7;;;;;;;;;;1;;1;220000;2;1;85;58;5530;55;17;191.884.749.619.587
591204;1;4;17;70;52;48;2;;1;;;.;;;.;.;;;;;;;;;.;;;;1;32;;;;17;126.794.845.023.786
591205;1;2;17;70;6;48;2;;2;6;2;;9;1;;;1;;;;;;;;;2;;2;1;33;33;8050;80;17;343.661.899.679.894
591215;1;2;17;70;17;48;1;;2;208;1;;2;2;;;;;;;;;;1;;2;;2;1;13;45;5239;52;17;136.998.577.493.447
591217;1;2;17;70;52;48;1;;2;52;1;;7;1;;;;;;;;;;1;;2;;2;1;55;79;1810;18;17;16.452.393.175.289
591219;1;1;17;70;17;48;4;;2;17;4;;1;1;;;;;;;;;;1;;2;;2;1;55;55;7493;74;17;139.600.373.353.616
591229;1;5;17;70;17;48;1;;2;102;1;;2;4;;;;;;;;;;1;;2;;2;1;32;45;5233;52;17;166.761.214.484.603
591231;1;2;17;70;4;48;1;;2;4;1;;9;1;;;1;;;;;;;;;2;;2;1;13;13;8060;80;17;15.837.810.909.486
591236;1;2;17;70;52;48;1;;2;53;2;;9;2;;;;;;;;;;1;;2;;2;1;70;13;8050;80;17;146.907.391.440.673
591251;1;3;17;70;24;48;1;;2;52;1;;5;2;;;;;;;;;;1;;2;;2;1;32;33;5020;50;17;126.794.845.023.786
591251;1;5;17;70;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;32;;;;17;126.794.845.023.786
591264;1;1;17;70;52;48;1;;2;18;1;;9;1;;;;;;;;1;;;;2;;2;1;32;32;6421;64;17;136.998.577.493.447
591264;1;2;17;70;32;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;17;136.998.577.493.447
591265;1;4;17;70;52;40;3;;1;;;.;;;.;.;;;;;;;;;.;;;;1;54;;;;17;157.005.890.278.567
591267;1;1;17;70;4;48;1;;2;4;4;;1;1;;;;;;;;;;1;;1;120000;2;1;53;77;1551;15;17;213.359.223.007.725
591267;1;4;17;70;8;20;3;;1;;;.;;;.;.;;;;;;;;;.;;;;1;54;;;;17;213.359.223.007.725
591270;1;3;17;70;4;48;1;;2;8;1;;9;1;;;;;;;;;;1;;2;;2;1;95;95;4530;45;17;198.780.767.583.668
591271;1;3;17;70;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;17;14.297.078.490.486
591273;1;3;17;70;16;24;1;;2;52;1;;4;1;;;;;;;;;;1;;2;;2;1;45;45;5233;52;17;104.903.745.219.176
591279;1;1;17;70;8;48;1;;2;8;1;;4;4;;;;;;;;;;1;;2;;2;1;37;37;8513;85;17;15.577.631.323.469
591283;1;2;17;70;12;48;1;;2;12;1;;5;1;;;;;;;;;;1;;2;;2;1;95;95;4521;45;17;249.006.698.039.819
591287;1;2;17;70;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;17;181.409.740.687.791
591290;1;1;17;70;24;48;1;;2;24;5;;3;4;;;;;;;;;;1;;2;;2;1;45;41;5239;52;17;162.520.404.369.814
591516;1;3;23;70;26;48;1;;2;26;1;;3;4;;;;;;;;;;1;;2;;2;1;55;55;7491;74;23;11.936.153.056.685
591518;1;3;23;70;26;48;1;;2;26;1;;4;4;;;;;;;;;;1;;2;;2;1;58;21;2695;26;23;143.563.391.535.651
591526;1;1;23;70;2;48;1;;2;260;1;;9;4;;;;;;;;;;1;;2;;2;1;33;33;1594;15;23;167.581.269.679.024
591528;1;5;23;70;1;30;1;;2;32;1;;4;1;;;;;;;;;1;;ESTUDIANDO;2;;2;1;38;45;5211;52;23;163.570.177.614.224
591535;1;2;23;70;6;45;1;;2;52;4;;1;2;;;;;;;;;;1;;2;;2;1;45;38;6421;64;23;149.238.458.472.142
591542;1;4;23;70;5;30;1;;2;32;1;;4;4;;;;;;;;;;1;;2;;2;1;33;33;5233;52;23;143.681.401.625.877
591545;1;1;23;70;3;54;5;;2;3;5;;2;1;;;;;;;;;;1;;1;600000;2;1;95;95;4521;45;23;191.876.380.645.231
591545;1;2;23;70;3;45;1;;2;520;4;;1;1;;;;;;;;;;1;;2;;2;1;55;56;9301;93;23;191.876.380.645.231
591551;1;2;23;70;4;56;1;;2;24;1;;4;1;;;;;;;;;;1;;2;;2;1;58;77;1551;15;23;150.823.293.534.415
591555;1;2;23;70;5;40;2;;2;8;2;;9;1;;;;;;;;;;1;;2;;2;1;13;13;8043;80;23;13.898.127.043.695
591559;1;2;23;70;8;48;1;;2;312;1;;4;1;;;;;;;;;;1;;2;;2;1;45;45;5234;52;23;151.539.969.828.866
591563;1;5;23;70;4;48;1;;2;6;1;;7;4;;;;;;;;;;1;;2;;2;1;53;45;5231;52;23;143.884.269.601.215
591569;1;2;23;70;6;48;1;;2;104;1;;4;2;;;;;;;;;;1;;2;;2;1;32;53;5521;55;23;149.612.810.823.558
591582;1;2;23;70;4;48;1;;2;8;3;;1;2;;;;;;;;;;1;;2;;2;1;32;54;9500;95;23;130.329.188.584.266
591912;2;2;50;70;5;48;1;;2;2;1;;9;1;;;;;;;;;;1;;1;240000;2;1;45;45;3699;36;50;925.253.495.108.437
591927;1;1;50;70;26;50;1;;2;26;2;;9;1;;;;;;;;;;1;;2;;2;1;58;98;7515;75;50;161.057.890.799.678
591932;1;4;50;70;30;48;1;;2;30;3;;1;4;;;;;;;;;;1;;2;;2;1;45;54;9500;95;50;11.513.715.403.933
591939;1;1;50;70;4;84;4;;2;3;5;;2;1;;;;;;;;;;1;;1;700000;2;1;95;95;7499;74;50;213.675.656.960.248
591944;1;1;50;70;13;84;1;;2;13;1;;5;2;;;;;;;;;;1;;2;;2;1;5;39;7413;74;50;968.084.573.376.907
591945;1;4;50;70;17;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;34;;;;50;213.883.002.516.866
591961;1;1;50;70;52;48;2;;2;2;4;;1;1;;;;;;;;;1;;ES PENSIONADO;2;;2;1;58;43;5012;50;50;155.052.056.665.478
591965;1;3;50;70;6;48;1;;2;6;2;;9;4;;;;;1;;;;;;;2;;2;1;11;11;7512;75;50;218.823.372.262.332
591968;1;1;50;70;4;48;1;;2;6;8;;2;3;;;;;;;;;;1;;2;;2;1;58;62;121;1;50;182.694.988.062.981
591972;1;2;50;70;8;48;1;;2;156;2;;9;4;;;;;;;;;;1;;2;;2;1;58;58;6331;63;50;287.124.276.266.146
591972;1;4;50;70;6;48;1;;2;8;1;;7;4;;;;;;;;;;1;;2;;2;1;17;17;9213;92;50;287.124.276.266.146
591979;1;3;50;70;6;48;1;;2;6;1;;4;7;;;;;;;;;;1;;1;200000;2;1;77;97;5139;51;50;111.530.398.690.716
591979;1;4;50;70;2;48;1;;2;2;1;;4;3;;;;;;;;;;1;;1;600000;2;1;32;32;5139;51;50;111.530.398.690.716
591984;1;3;50;70;13;48;1;;2;13;1;;9;4;;;;;;;;;;1;;2;;2;1;32;39;6412;64;50;173.814.175.691.816
591984;1;6;50;70;8;48;1;;2;8;4;;9;7;;;;;;;;;;1;;2;;2;1;59;59;7512;75;50;173.814.175.691.816
592002;1;2;50;70;12;54;1;;2;520;3;;1;2;;;;;;;;;;1;;2;;2;1;55;54;9500;95;50;116.998.497.803.706
592004;1;2;50;70;105;48;3;;2;52;1;;3;2;;;;;;;;;;1;;2;;2;1;54;55;8060;80;50;184.500.895.572.704
592011;1;2;50;70;6;56;1;;2;6;1;;6;4;;;;;;;;;;1;;2;;2;1;45;79;1810;18;50;163.964.220.871.678
592023;1;3;50;70;1;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;50;952.566.238.898.016
592023;2;1;50;70;258;60;4;;2;260;4;;3;1;;;;;;;;;;1;;2;;2;1;98;51;5521;55;50;952.566.238.898.016
592028;1;2;50;70;2;48;1;;2;5;4;;1;3;;;;;1;;;;;;;2;;2;1;45;85;4542;45;50;16.300.709.802.126
592033;1;3;50;70;5;40;2;;2;5;4;;9;1;;;;;1;;;;;;;2;;2;1;5;5;7513;75;50;71.514.549.913.917
592050;1;2;50;70;52;48;1;;2;156;1;;9;8;;;;;;;;;;1;;2;;2;1;32;45;5237;52;50;169.224.510.473.959
592053;1;2;50;70;4;48;2;;2;33;1;;4;4;;;;;;;;;;1;;2;;2;1;13;13;8043;80;50;155.785.384.719.972
592054;2;1;50;70;4;48;1;;2;60;1;;2;2;;;;;;;;;;1;;2;;2;1;45;38;6421;64;50;15.308.640.020.459
592055;1;4;50;70;8;48;1;;2;30;4;;1;7;;;;;;;;;;1;;2;;2;1;45;54;7493;74;50;71.514.549.913.917
592060;2;1;50;70;24;48;1;;2;24;4;;1;1;;;;;;;;;;1;;2;;2;1;93;16;7430;74;50;178.061.234.967.657
592068;1;4;52;70;104;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;52;963.164.908.490.021
592075;1;3;52;70;50;48;1;;2;50;1;;5;6;;;;;;;;;;1;;2;;2;1;39;39;5125;51;52;130.141.794.805.933
592075;1;4;52;70;4;48;1;;2;4;1;;3;6;;;;;;;;;;1;;2;;2;1;98;45;5235;52;52;130.141.794.805.933
592080;1;1;52;70;4;48;1;;2;4;1;;2;1;;;;;;;;;;1;;2;;2;1;45;45;5231;52;52;112.151.947.814.244
592092;1;1;52;70;8;60;4;;2;8;4;;1;1;;;;;;;;;;1;;2;;2;1;98;98;6031;60;52;140.836.654.827.331
592103;1;2;52;70;156;24;3;;2;208;3;;1;1;;;;;;;;;;1;;2;;2;1;54;54;9500;95;52;146.527.018.788.161
592105;1;2;52;70;104;48;1;;2;120;2;;9;2;;;;;;;;;;1;;2;;2;1;2;2;1591;15;52;129.602.181.297.625
592109;1;2;52;70;52;48;4;;2;364;4;;1;1;;;;;;;;;;1;;2;;2;1;41;45;5261;52;52;165.812.482.940.467
592118;2;2;52;70;52;44;1;;2;104;1;;2;6;;;;;;;;;;1;;2;;2;1;32;32;5135;51;52;295.102.184.035.558
592123;1;1;52;70;4;48;1;;2;72;2;;9;1;;;;;;;;;;1;;2;;2;1;32;32;8043;80;52;105.437.510.623.795
592123;1;2;52;70;4;48;1;;2;4;1;;5;2;;;;;;;;;;1;;2;;2;1;45;45;5233;52;52;105.437.510.623.795
592124;1;2;52;70;5;48;1;;2;5;1;;3;2;;;;;;;;;;1;;2;;2;1;33;33;5211;52;52;120.447.333.242.695
592134;1;2;52;70;16;30;1;;2;16;4;;1;1;;;;;;;;;;1;;2;;2;1;45;45;5262;52;52;130.065.387.590.555
592136;1;3;52;70;4;48;1;;2;5;1;;2;6;;;;;;;;;;1;;1;100000;2;1;98;97;6042;60;52;120.256.349.419.178
592136;2;1;52;70;28;50;4;;2;28;1;;2;6;;;;;;;;;;1;;2;;2;1;98;98;6042;60;52;120.256.349.419.178
592152;1;2;54;70;12;60;1;;2;12;3;;1;4;;;;;;;;;;1;;2;;2;1;57;54;9500;95;54;206.145.395.948.833
592152;1;3;54;70;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;54;206.145.395.948.833
592320;1;2;68;70;6;40;1;;2;6;4;;1;2;;;;;;;;;;1;;2;;2;1;55;55;7493;74;68;322.353.436.761.357
592326;1;4;68;70;6;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;68;451.213.832.670.554
592330;1;3;68;70;4;48;1;;2;12;1;;5;4;;;;;;;;;;1;;2;;2;1;39;39;8045;80;68;40.173.194.924.238
592336;1;1;68;70;24;48;1;;2;32;4;;1;1;;;;;;;;;;1;;2;;2;1;39;39;6331;63;68;357.667.225.115.707
592340;1;2;68;70;24;48;4;;2;24;4;;1;1;;;;;;;;;1;;YA ES PENSIONADO;2;;2;1;45;45;9242;92;68;291.126.785.282.808
592341;1;2;68;70;2;24;1;;2;4;4;;1;1;;;;;;;;;;1;;1;2000000;2;1;37;45;5233;52;68;281.444.943.735.924
592344;1;4;68;70;4;48;5;;2;4;5;;2;1;;;;;;;;;;1;;2;;2;1;21;41;5225;52;68;304.836.520.250.351
592345;1;1;68;70;6;60;2;;2;6;2;;9;1;;;;;1;;;;;;;2;;2;1;9;9;7512;75;68;344.539.328.071.981
592349;1;1;68;70;5;48;1;;2;5;1;;2;1;;;;;;;;;;1;;1;350000;2;1;95;99;5020;50;68;30.876.618.458.011
592349;2;1;68;70;5;48;1;;2;6;1;;2;7;;;;;;;;;;1;;1;98;2;1;98;98;6041;60;68;30.876.618.458.011
592350;1;4;68;70;6;48;4;;2;6;1;;3;2;;;;;;;;;;1;;1;700000;2;1;98;45;5239;52;68;461.621.067.270.295
592353;3;1;68;70;3;60;4;;2;3;5;;2;9;Con el sisben;;;;;;;;;1;;1;450000;2;1;95;95;4521;45;68;43.167.865.685.613
592354;1;4;68;70;4;48;1;;2;4;1;;2;2;;;;;;;;;;1;;1;98;2;1;97;97;6042;60;68;390.055.357.942.751
592355;1;3;68;70;24;12;1;;2;12;1;;6;4;;;;;;;;;;1;;2;;2;1;45;92;2529;25;68;36.138.849.564.983
592356;1;1;68;70;12;48;1;;2;364;2;;9;1;;;;;;;;;1;;Ya es pensionada;2;;2;1;55;37;7512;75;68;459.459.252.837.838
592356;1;2;68;70;8;24;1;;2;52;1;;2;2;;;;;;;;;;1;;2;;2;1;45;38;6421;64;68;459.459.252.837.838
592362;1;3;68;70;12;48;1;;2;155;1;;2;1;;;;;;;;;;1;;2;;2;1;58;38;6421;64;68;334.595.193.873.577
592367;1;1;68;70;12;60;1;;2;258;1;;9;1;;;;;;;;;;1;;2;;2;1;39;39;1552;15;68;233.019.597.661.131
592367;1;3;68;70;12;48;1;;2;358;1;;9;1;;;;;;;;;;1;;2;;2;1;45;39;8511;85;68;233.019.597.661.131
592370;1;4;68;70;5;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;39;;;;68;448.636.360.317.089
592386;1;2;68;70;10;48;1;;2;10;4;;9;2;;;;;1;;;;;;;2;;2;1;2;2;4521;45;68;307.675.290.224.096
592407;2;1;68;70;3;30;1;;2;7;1;;4;1;;;;;1;;;;;;;1;170000;2;1;45;53;5529;55;68;46.898.453.881.297
592414;1;1;68;70;4;48;4;;2;4;1;;8;1;;;;;;1;;;;;;1;1200000;2;1;0;21;6041;60;68;444.012.229.417.475
592437;1;2;68;70;20;48;1;;2;38;2;;8;2;;;;;;;;;;1;;2;;2;1;59;59;8511;85;68;357.571.112.466.996
592439;1;1;68;70;30;50;4;;1;;;.;;;.;.;;;;;;;;;.;;;;1;57;;;;68;188.334.905.842.966
592439;1;2;68;70;25;48;1;;2;50;1;;2;4;;;;;;;;;;1;;2;;2;1;32;45;5233;52;68;188.334.905.842.966
592439;1;4;68;70;20;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;68;188.334.905.842.966
592439;1;5;68;70;10;30;4;;1;;;.;;;.;.;;;;;;;;;.;;;;1;37;;;;68;188.334.905.842.966
592444;1;2;73;70;150;48;1;;2;520;1;;9;2;;;;;;;;;;1;;2;;2;1;45;39;7530;75;73;20.859.618.678.927
592446;1;2;73;70;13;48;1;;2;13;1;;9;2;;;;;;;;;;1;;2;;2;1;53;55;8043;80;73;255.584.777.542.757
592448;1;2;73;70;7;40;1;;2;7;1;;4;4;;;;;;;;;;1;;2;;2;1;85;85;4542;45;73;207.975.191.082.159
592448;1;3;73;70;25;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;18;;;;73;207.975.191.082.159
592448;1;6;73;70;6;25;1;;2;104;1;;2;2;;;;;;;;;;1;;1;50000;2;1;38;45;5223;52;73;207.975.191.082.159
592452;1;2;73;70;8;25;4;;2;104;1;;9;1;;;;;;;;;1;;YA ES PENSIONADA;2;;2;1;51;7;8511;85;73;101.153.537.228.178
592453;1;3;73;70;5;48;1;;2;5;1;;9;6;;;;;;;;;;1;;2;;2;1;33;83;3691;36;73;184.673.414.820.475
592466;1;3;73;70;5;48;1;;2;5;1;;9;4;;;;;;;;;;1;;2;;2;1;45;44;6512;65;73;194.383.202.843.947
592468;1;1;73;70;4;50;2;;2;210;1;;9;2;;;;;;;;;;1;;2;;2;1;21;21;8511;85;73;185.051.454.530.181
592470;1;1;73;70;3;48;3;;2;3;1;;3;2;;;;;;;;;;1;;1;240000;2;1;54;53;5521;55;73;195.093.836.736.639
592470;1;3;73;70;5;48;1;;2;5;1;;9;8;;;;;;;;;;1;;2;;2;1;95;58;7524;75;73;195.093.836.736.639
592474;1;2;73;70;14;48;1;;2;20;1;;4;2;;;;;;;;;;1;;2;;2;1;79;79;1810;18;73;20.586.230.338.132
592483;1;3;73;70;2;48;1;;2;2;1;;4;4;;;;;;;;;;1;;1;461500;2;1;79;79;1810;18;73;148.649.508.498.357
592488;1;2;73;70;5;48;1;;2;10;1;;7;1;;;;;;;;;;1;;2;;2;1;38;38;1541;15;73;134.550.677.332.322
592497;1;2;73;70;8;30;1;;2;520;1;;5;7;;;;;;;;;;1;;2;;2;1;45;45;1551;15;73;281.276.862.025.453
592500;1;2;73;70;8;48;4;;2;156;1;;8;6;;;;;;;;;;1;;2;;2;1;55;53;5521;55;73;318.503.504.675.079
592500;1;3;73;70;8;48;1;;2;8;1;;9;4;;;;;;;;;;1;;2;;2;1;45;54;8532;85;73;318.503.504.675.079
592500;1;5;73;70;6;48;1;;2;6;1;;2;4;;;;;;;;;;1;;2;;2;1;45;50;5530;55;73;318.503.504.675.079
592500;1;6;73;70;12;30;1;;2;12;4;;1;4;;;;;;;;;;1;;2;;2;1;45;54;8532;85;73;318.503.504.675.079
592501;1;2;73;70;52;48;1;;2;104;1;;2;6;;;;;;;;;;1;;2;;2;1;55;55;7020;70;73;51.060.474.699.821
592509;1;1;73;70;1;54;1;;2;1;1;;3;7;;;;;;;;;;1;;1;680000;2;1;95;95;4530;45;73;24.331.589.244.504
592509;1;2;73;70;8;48;1;;2;208;1;;5;6;;;;;;;;;;1;;2;;2;1;55;55;7493;74;73;24.331.589.244.504
592510;1;3;73;70;4;60;1;;2;4;1;;9;4;;;;;;;;;;1;;1;140000;2;1;2;2;4020;40;73;185.521.804.476.371
592514;1;2;73;70;8;48;1;;2;26;1;;9;2;;;;;;;;;;1;;2;;2;1;44;44;6601;66;73;205.354.922.864.628
592517;1;1;73;70;22;48;1;;2;22;4;;1;1;;;;;;;;;;1;;2;;2;1;2;44;7020;70;73;255.003.484.457.051
592517;1;3;73;70;4;25;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;34;;;;73;255.003.484.457.051
592518;1;1;73;70;52;48;1;;2;60;1;;2;1;;;;;;;;;;1;;2;;2;1;32;38;6422;64;73;370.011.016.966.983
592526;1;1;73;70;4;24;1;;2;12;1;;2;4;;;;;;;;;;1;;2;;2;1;38;38;6421;64;73;462.917.504.395.923
592527;1;2;73;70;4;30;3;;2;288;1;;3;2;;;;;;;;;;1;;2;;2;1;54;55;5512;55;73;557.085.957.235.005
592534;1;2;73;70;4;40;6;;2;98;3;;1;4;;;;;;;;;;1;;2;;2;1;54;54;9500;95;73;170.635.217.208.858
