DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6050;P6060;P6060S1;P6070;P6081S1;P6081;P6082;P6083S1;P6083;P6084;P6085;P6071S1;P6071;P6085S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6992;P6992S1;P6160;P6170;P6175;P6180;P6180S1;P6180S2;P6190;P6190S1;P6200;P6200S1;P6210;P6210S1;P6220;P6177;P6177S1;P6040;DPTO;fex_c_2011
590777;1;1;5;10;1;2;1;1;1951;1;2;;3;;3;3;;2;3;2;2;1;;1;;;1;2;234934;2;;.;1;2;;;;;;;;;6;5;4;;;57;5;102.504.303.344.291
590777;1;2;5;10;2;1;1;1;1948;2;2;;3;;3;2;5;1;;2;1;1;;1;;;1;3;115400;2;;.;1;2;;;;;;;;;3;5;;;;60;5;102.504.303.344.291
590777;1;3;5;10;3;2;1;4;1972;3;2;;6;2;1;;1;1;;2;;;;1;;;1;3;60000;2;;.;1;2;;;;;;;;;6;5;4;;;35;5;102.504.303.344.291
590777;1;4;5;10;1;1;1;9;1975;3;2;;6;2;1;;1;1;;2;;;;1;;;1;3;57700;2;;.;1;2;;;;;;;;;6;5;4;;;32;5;102.504.303.344.291
590777;1;5;5;10;1;2;1;8;1925;5;2;;5;;3;2;;3;2;2;;;;1;;;1;2;57700;2;;.;1;2;;;;;;;;;3;5;;;;82;5;102.504.303.344.291
590780;1;1;5;10;1;2;1;3;1940;1;2;;5;;3;6;;3;2;1;;;2;1;;;1;3;57700;2;;.;2;2;;;;;;;;;3;1;;;;67;5;595.825.098.075.643
590780;1;2;5;10;2;2;1;5;1972;3;2;;4;;3;6;1;1;;2;;;;1;;;1;1;15000;2;;.;1;2;;;;;;;;;5;11;2;;;35;5;595.825.098.075.643
590780;1;3;5;10;2;2;1;4;2004;4;2;;;;2;4;2;1;;2;;;;1;;;1;5;;2;;.;2;1;2;1;0;2000;2;;2;;1;0;;;;3;5;595.825.098.075.643
590781;1;1;5;10;1;1;1;2;1966;1;2;;3;;2;2;;3;2;1;2;1;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;;;41;5;789.962.525.434.962
590781;1;2;5;10;2;2;1;1;1967;2;2;;3;;3;2;;2;2;1;1;1;2;1;;;3;;;2;;.;1;2;;;;;;;;;4;7;;;;41;5;789.962.525.434.962
590781;1;3;5;10;3;1;1;2;1987;3;2;;6;1;1;;2;1;;1;;;2;1;;;3;;;2;;.;1;2;;;;;;;;;5;11;2;2;;20;5;789.962.525.434.962
590781;1;4;5;10;2;2;1;3;1993;3;2;;6;1;1;;2;1;;1;;;2;1;;;3;;;2;;.;1;1;1;2;;;2;;2;;4;9;;;;14;5;789.962.525.434.962
590782;1;1;5;10;1;2;1;9;1976;1;2;;5;;2;2;;2;2;2;;;;2;1;24;;;;2;2;;1;2;;;;;;;;;3;5;;;;31;5;699.078.951.928.497
590782;1;2;5;10;1;1;1;3;1998;3;2;;;;3;2;1;1;;1;;;2;1;;;3;;;2;;.;1;1;1;1;200;2000;2;;2;;3;3;;;;9;5;699.078.951.928.497
590782;1;3;5;10;1;2;1;1;2002;3;2;;;;3;2;1;1;;2;;;;2;1;24;;;;2;2;;2;1;1;1;200;2000;2;;2;;3;0;;;;6;5;699.078.951.928.497
590783;1;1;5;10;1;1;2;;;1;2;;3;;3;6;;3;2;1;2;1;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;3;;;;70;5;736.455.838.096.397
590783;1;2;5;10;2;2;1;3;1939;2;2;;3;;3;6;6;1;;1;1;1;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;2;;;;68;5;736.455.838.096.397
590783;1;3;5;10;3;2;1;11;1970;3;2;;4;1;1;;2;1;;1;;;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;;;37;5;736.455.838.096.397
590783;1;4;5;10;3;1;1;8;1991;4;2;;6;;2;1;3;1;;1;;;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;10;;16;5;736.455.838.096.397
590783;1;5;5;10;3;1;1;6;1993;4;2;;6;;2;1;3;1;;1;;;2;1;;;3;;;2;;.;1;1;1;1;200;2000;2;;2;;4;8;;;;14;5;736.455.838.096.397
590783;1;6;5;10;3;2;2;;;5;2;;5;;3;6;;3;6;1;;;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;3;;;;85;5;736.455.838.096.397
590785;1;1;5;10;1;1;1;11;1981;1;2;;2;;2;2;;2;2;1;2;1;1;1;;;3;;;2;;.;2;2;;;;;;;;;2;1;;;;26;5;862.811.927.391.713
590785;1;2;5;10;2;2;1;1;1984;2;2;;2;;3;6;;2;3;1;1;1;1;1;;;3;;;2;;.;1;2;;;;;;;;;3;3;;3;;24;5;862.811.927.391.713
590785;1;3;5;10;2;1;1;8;1998;3;2;;;;2;3;2;1;;1;;;1;1;;;3;;;2;;.;1;1;1;1;200;3000;2;;2;;3;3;;;;9;5;862.811.927.391.713
590785;1;4;5;10;2;1;1;12;2000;3;2;;;1;1;;2;1;;1;;;1;1;;;3;;;2;;.;2;1;1;1;200;3000;2;;2;;3;1;;;;7;5;862.811.927.391.713
590785;1;5;5;10;5;1;1;11;1990;5;2;;6;;2;3;;2;6;2;;;;2;1;12;;;;2;3;;1;2;;;;;;;;;4;9;;3;;17;5;862.811.927.391.713
590786;1;1;5;10;1;1;1;4;1979;1;2;;2;;2;2;;2;2;1;2;1;2;1;;;1;3;57700;2;;.;1;2;;;;;;;;;3;5;;;;28;5;834.536.791.075.913
590786;1;2;5;10;2;2;1;3;1987;2;2;;2;;2;6;;2;2;1;1;1;2;1;;;1;5;;2;;.;1;2;;;;;;;;;3;5;;11;;20;5;834.536.791.075.913
590786;1;3;5;10;2;1;1;4;2004;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;2;2;;;;;;;;;1;0;;1;;3;5;834.536.791.075.913
590787;1;1;5;10;1;1;1;1;1961;1;2;;6;;3;2;;2;2;2;;;;1;;;1;1;18450;2;;.;1;2;;;;;;;;;4;7;;;;47;5;955.544.041.112.868
590788;1;1;5;10;1;1;1;7;1947;1;2;;6;;3;2;;3;2;2;;;;1;;;1;2;96000;2;;.;1;2;;;;;;;;;5;11;2;;;60;5;111.278.653.234.321
590788;1;2;5;10;4;1;1;9;1955;5;2;;6;;3;2;;3;2;1;;;3;1;;;3;;;2;;.;1;2;;;;;;;;;5;11;2;;;52;5;111.278.653.234.321
590788;1;3;5;10;4;2;1;3;1929;5;2;;6;;3;2;;3;2;1;;;3;1;;;3;;;2;;.;1;2;;;;;;;;;3;1;;;;78;5;111.278.653.234.321
590788;1;4;5;10;4;1;1;6;1958;5;2;;6;;3;6;3;1;;1;;;3;1;;;3;;;2;;.;1;2;;;;;;;;;4;7;;;;49;5;111.278.653.234.321
590789;1;1;5;10;1;2;1;10;1953;1;2;;6;;3;2;;3;2;2;;;;2;1;48;;;;1;8;TENIA SISBEN Y  LO DESAFILIARON CUANDO ESTABA TRABAJANDO AHORA ESTA DESEMPLEADO;1;2;;;;;;;;;4;6;;;;54;5;750.220.337.076.306
590789;1;2;5;10;2;1;1;12;1989;3;2;;1;;2;6;1;1;;2;3;1;;2;1;1;;;;2;5;;1;2;;;;;;;;;4;7;;3;;18;5;750.220.337.076.306
590789;1;3;5;10;3;2;1;12;1986;5;2;;1;;2;6;;2;6;2;2;1;;1;;;3;;;2;;.;1;2;;;;;;;;;5;11;2;3;;21;5;750.220.337.076.306
590790;1;1;5;10;1;2;1;10;1964;1;2;;6;;2;3;;2;2;1;;;3;1;;;3;;;2;;.;1;2;;;;;;;;;4;6;;;;43;5;621.170.614.977.585
590790;1;2;5;10;2;2;1;2;1988;3;2;;6;;3;3;1;1;;1;;;3;1;;;3;;;2;;.;1;2;;;;;;;;;5;11;2;7;;20;5;621.170.614.977.585
590790;1;3;5;10;1;1;1;8;1998;5;2;;;;2;6;;3;6;1;;;1;1;;;3;;;2;;.;1;1;1;1;120;1000;2;;2;;3;2;;;;9;5;621.170.614.977.585
590790;1;4;5;10;1;2;1;8;1992;9;2;;6;;2;2;;2;2;1;;;2;1;;;3;;;2;;.;1;1;1;2;;;2;;2;;4;7;;;;15;5;621.170.614.977.585
590791;1;1;5;10;1;1;1;5;1945;1;2;;3;;3;6;;3;6;2;2;1;;1;;;1;2;92000;2;;.;1;2;;;;;;;;;3;5;;;;62;5;836.173.995.958.644
590791;1;2;5;10;2;2;1;4;1947;2;2;;3;;3;2;;3;2;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;3;5;;;;60;5;836.173.995.958.644
590791;1;3;5;10;3;2;1;5;1968;3;2;;4;1;1;;2;1;;1;;;3;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;;;39;5;836.173.995.958.644
590791;1;4;5;10;3;1;1;9;2004;4;2;;;;2;6;3;1;;1;;;3;1;;;3;;;2;;.;2;2;;;;;;;;;1;0;;1;;3;5;836.173.995.958.644
590791;1;5;5;10;5;2;1;6;1977;3;2;;3;1;1;;2;1;;2;6;1;;1;;;1;1;32000;2;;.;1;2;;;;;;;;;5;11;2;;;30;5;836.173.995.958.644
590791;1;6;5;10;6;1;1;5;1974;5;2;;3;;3;6;;2;1;2;5;1;;1;;;1;1;45000;2;;.;1;2;;;;;;;;;5;11;2;;;33;5;836.173.995.958.644
590791;1;7;5;10;5;2;1;3;2003;4;2;;;6;1;;5;1;;2;;;;1;;;1;5;;2;;.;2;1;1;1;50;2000;2;;2;;2;0;;;;4;5;836.173.995.958.644
590792;1;1;5;10;1;1;1;3;1954;1;2;;3;;2;6;;3;6;1;2;1;1;1;;;3;;;2;;.;2;2;;;;;;;;;3;2;;;;53;5;957.467.263.041.372
590792;1;2;5;10;2;2;1;4;1956;2;2;;3;;3;6;;3;6;1;1;1;1;1;;;3;;;2;;.;1;2;;;;;;;;;3;2;;;;51;5;957.467.263.041.372
590792;1;3;5;10;3;1;1;10;1990;3;2;;6;1;1;;2;1;;1;;;1;1;;;3;;;2;;.;1;2;;;;;;;;;3;3;;10;;17;5;957.467.263.041.372
590792;1;4;5;10;2;1;1;7;1999;3;2;;;1;1;;2;1;;1;;;1;1;;;3;;;2;;.;1;1;1;1;200;3500;2;;2;;3;1;;;;8;5;957.467.263.041.372
590793;1;1;5;10;1;2;1;3;1974;1;2;;4;;2;1;;2;2;1;;;1;1;;;3;;;2;;.;1;2;;;;;;;;;3;4;;;;33;5;649.002.595.485.058
590793;1;2;5;10;3;2;1;3;2004;3;2;;;;2;6;1;1;;1;;;1;1;;;3;;;2;;.;2;2;;;;;;;;;1;0;;1;;3;5;649.002.595.485.058
590793;1;3;5;10;3;2;1;6;1992;3;2;;6;;2;6;1;1;;1;;;1;1;;;3;;;2;;.;1;1;1;2;;;2;;2;;4;6;;;;15;5;649.002.595.485.058
590793;1;4;5;10;3;1;1;6;2007;4;2;;;;2;2;3;1;;1;;;1;1;;;3;;;2;;.;;;;;;;;;;;;;;;;0;5;649.002.595.485.058
590794;1;1;5;10;1;1;1;11;1959;1;2;;6;;2;2;;2;1;2;;;;1;;;1;1;75000;2;;.;1;2;;;;;;;;;6;3;3;;;48;5;111.686.593.554.475
590796;1;1;5;10;1;1;1;3;1970;1;2;;3;;2;6;;2;6;1;2;1;1;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;;;37;5;107.712.590.789.309
590796;1;2;5;10;2;1;1;6;1962;2;2;;3;;2;1;;2;2;1;1;1;1;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;;;45;5;107.712.590.789.309
590796;1;3;5;10;2;1;1;6;1994;3;2;;6;1;1;;2;1;;1;;;1;1;;;3;;;2;;.;1;1;1;1;200;3000;2;;2;;4;7;;;;13;5;107.712.590.789.309
590798;1;1;5;10;1;1;1;2;1968;1;2;;3;;3;1;;3;1;1;2;1;1;1;;;3;;;2;;.;1;2;;;;;;;;;3;3;;;;40;5;786.178.193.459.372
590798;1;2;5;10;2;2;1;10;1976;2;2;;3;;2;6;;2;2;1;1;1;1;1;;;3;;;2;;.;1;2;;;;;;;;;5;11;2;;;31;5;786.178.193.459.372
590798;1;3;5;10;2;1;1;10;1994;3;2;;6;1;1;;2;1;;1;;;1;1;;;3;;;2;;.;1;1;1;2;;;2;;2;;4;0;;;;13;5;786.178.193.459.372
590798;1;4;5;10;2;2;1;9;1997;3;2;;6;1;1;;2;1;;1;;;1;1;;;3;;;2;;.;1;1;1;2;;;2;;2;;3;3;;;;10;5;786.178.193.459.372
590798;1;5;5;10;5;1;1;2;2000;3;2;;;1;1;;2;1;;1;;;1;1;;;3;;;2;;.;1;1;1;2;;;2;;2;;3;3;;;;8;5;786.178.193.459.372
590798;1;6;5;10;6;2;1;2;1935;5;2;;6;;3;1;;3;1;1;;;1;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;;;73;5;786.178.193.459.372
590799;1;1;5;10;1;1;1;3;1930;1;2;;3;;3;6;;3;6;2;2;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;3;3;;;;77;5;79.573.604.594.446
590799;1;2;5;10;2;2;1;6;1947;2;2;;3;;3;6;;3;6;1;1;1;3;1;;;3;;;2;;.;1;2;;;;;;;;;4;9;;;;60;5;79.573.604.594.446
590800;1;1;5;10;1;2;1;5;1943;1;2;;5;;3;6;;3;6;2;;;;1;;;1;2;57500;2;;.;1;2;;;;;;;;;4;7;;;;64;5;870.845.916.486.194
590800;1;2;5;10;2;1;1;3;1965;3;2;;4;;3;6;1;1;;2;;;;1;;;1;1;30000;2;;.;1;2;;;;;;;;;4;7;;;;42;5;870.845.916.486.194
590800;1;3;5;10;2;1;1;3;1993;4;2;;6;2;1;;;2;3;2;;;;1;;;1;5;;2;;.;1;1;1;1;200;2500;2;;2;;4;6;;;;14;5;870.845.916.486.194
590801;1;1;5;10;1;1;1;11;1961;1;2;;3;;2;2;;2;1;2;2;1;;1;;;1;1;25000;2;;.;1;2;;;;;;;;;3;5;;;;46;5;997.477.108.920.958
590801;1;2;5;10;2;2;1;6;1964;2;2;;3;;2;6;;2;6;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;6;;;;43;5;997.477.108.920.958
590801;1;3;5;10;2;1;1;10;1994;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;2;;;2;;2;;4;7;;;;13;5;997.477.108.920.958
590801;1;4;5;10;2;1;1;1;1996;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;2;;;2;;2;;4;6;;;;12;5;997.477.108.920.958
590801;1;5;5;10;5;2;1;11;1978;5;2;;4;;2;6;;2;6;2;;;;2;1;1;;;;2;2;;1;2;;;;;;;;;5;11;2;;;29;5;997.477.108.920.958
590801;1;6;5;10;5;1;1;3;2005;5;2;;;;2;3;5;1;;2;;;;1;;;1;5;;2;;.;;;;;;;;;;;;;;;;2;5;997.477.108.920.958
590802;1;1;5;10;1;2;1;9;1960;1;2;;6;;3;1;;3;1;1;;;2;1;;;3;;;2;;.;1;2;;;;;;;;;4;6;;;;47;5;876.877.990.529.433
590802;1;2;5;10;2;1;1;12;1984;5;2;;1;;3;1;;2;2;2;3;1;;2;1;2;;;;2;5;;1;2;;;;;;;;;5;11;2;2;;23;5;876.877.990.529.433
590802;1;3;5;10;3;2;1;1;1989;5;2;;1;;2;2;;2;3;2;2;1;;2;1;2;;;;2;5;;1;1;2;2;;;2;;2;;6;2;2;;;19;5;876.877.990.529.433
590803;1;1;5;10;1;1;1;6;1969;1;2;;3;;3;2;;2;2;2;2;1;;1;;;3;;;2;;.;1;2;;;;;;;;;4;6;;;;38;5;12.556.506.635.923
590803;1;2;5;10;2;1;1;2;1973;2;2;;3;;3;1;;2;2;2;1;1;;1;;;1;1;17500;2;;.;1;2;;;;;;;;;6;2;3;;;35;5;12.556.506.635.923
590804;1;1;5;10;1;1;1;8;1953;1;2;;2;;3;2;;3;2;1;2;1;2;1;;;1;1;17500;2;;.;1;2;;;;;;;;;3;2;;;;54;5;635.045.029.761.432
590804;1;2;5;10;2;2;1;1;1957;2;2;;2;;3;1;;2;1;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;3;5;;;;51;5;635.045.029.761.432
590804;1;3;5;10;2;1;1;3;1993;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;6;;10;;14;5;635.045.029.761.432
590804;1;4;5;10;2;2;1;10;1994;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;1;200;5000;2;;2;;4;6;;;;13;5;635.045.029.761.432
590804;1;5;5;10;2;2;1;1;1996;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;1;200;2000;2;;2;;4;6;;;;12;5;635.045.029.761.432
590804;1;6;5;10;2;2;1;7;2003;5;2;;;;2;2;;2;2;2;;;;1;;;3;;;2;;.;2;1;2;1;500;6500;2;;2;;2;0;;;;4;5;635.045.029.761.432
590805;1;1;5;10;1;2;1;11;1980;1;2;;4;;2;6;;2;2;2;;;;2;1;12;;;;2;6;;1;2;;;;;;;;;5;11;2;;;27;5;637.908.622.898.362
590805;1;2;5;10;1;2;1;5;1999;3;2;;;;2;3;1;1;;2;;;;2;1;24;;;;2;6;;1;1;1;1;300;5000;2;;2;;3;3;;;;8;5;637.908.622.898.362
590805;1;3;5;10;1;2;1;3;2003;3;2;;;;2;3;1;1;;2;;;;2;1;24;;;;2;6;;2;1;1;1;300;5000;2;;2;;2;0;;;;4;5;637.908.622.898.362
590806;1;1;5;10;1;2;1;5;1962;1;2;;6;;3;2;;3;6;2;;;;2;1;3;;;;2;5;;1;2;;;;;;;;;4;9;;;;45;5;719.741.693.995.875
590806;1;2;5;10;2;2;1;12;1951;5;2;;6;;3;6;;2;6;2;;;;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;;;56;5;719.741.693.995.875
590807;1;1;5;10;1;1;1;10;1919;1;2;;5;;3;2;;3;2;2;;;;1;;;1;5;;2;;.;1;2;;;;;;;;;3;4;;;;88;5;110.467.405.485.872
590807;1;2;5;10;2;1;1;11;1968;3;2;;6;;2;2;;3;1;2;;;;1;;;3;;;2;;.;1;2;;;;;;;;;5;11;2;;;39;5;110.467.405.485.872
590808;1;1;5;10;1;2;1;12;1967;1;1;2;4;;2;2;;2;2;2;;;;1;;;3;;;2;;.;1;2;;;;;;;;;4;6;;;;40;5;748.935.903.988.338
590808;1;2;5;10;1;1;1;4;1992;3;1;2;6;;3;2;1;1;;2;;;;1;;;3;;;2;;.;1;1;1;1;100;5000;2;;2;;4;8;;;;15;5;748.935.903.988.338
590808;1;3;5;10;1;1;1;4;1996;3;1;2;6;;3;2;1;1;;2;;;;1;;;3;;;2;;.;1;1;1;1;100;5000;2;;2;;3;0;;;;11;5;748.935.903.988.338
590808;1;4;5;10;1;1;1;11;1997;3;1;2;6;;3;2;1;1;;2;;;;1;;;3;;;2;;.;1;1;1;1;200;5000;2;;2;;3;4;;;;10;5;748.935.903.988.338
590808;1;5;5;10;1;1;1;8;1999;3;1;2;;;2;2;1;1;;2;;;;1;;;3;;;2;;.;1;1;2;1;200;5000;2;;2;;3;1;;;;8;5;748.935.903.988.338
590808;1;6;5;10;1;1;1;12;2006;3;1;2;;;2;2;1;1;;2;;;;1;;;1;5;;2;;.;;;;;;;;;;;;;;;;1;5;748.935.903.988.338
590808;1;7;5;10;7;2;1;11;1988;3;1;2;6;;3;2;1;1;;2;;;;1;;;3;;;2;;.;1;2;;;;;;;;;4;7;;3;;19;5;748.935.903.988.338
590808;1;8;5;10;7;1;1;10;2007;4;2;;;;2;2;7;1;;2;;;;1;;;3;;;2;;.;;;;;;;;;;;;;;;;0;5;748.935.903.988.338
590809;1;1;5;10;1;1;1;2;1960;1;2;;3;;3;2;;3;2;2;2;1;;1;;;3;;;2;;.;1;2;;;;;;;;;3;2;;;;48;5;954.575.952.317.198
590809;1;2;5;10;2;2;1;5;1966;2;2;;3;;2;2;;3;2;2;1;1;;2;1;5;;;;2;6;;2;2;;;;;;;;;1;0;;;;41;5;954.575.952.317.198
590809;1;3;5;10;3;1;1;5;1990;3;2;;6;1;1;;2;1;;2;;;;1;;;3;;;2;;.;1;2;;;;;;;;;4;9;;10;;17;5;954.575.952.317.198
590810;1;1;5;10;1;1;1;9;1958;1;2;;2;;3;2;;2;6;2;2;1;;1;;;3;;;2;;.;1;2;;;;;;;;;3;2;;;;49;5;595.524.627.844.097
590810;1;2;5;10;2;2;1;1;1957;2;2;;2;;3;1;;3;2;2;1;1;;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;;;51;5;595.524.627.844.097
590810;1;3;5;10;2;2;1;12;1997;3;2;;6;1;1;;2;1;;2;;;;1;;;3;;;2;;.;1;1;1;1;200;5000;2;;2;;3;4;;;;10;5;595.524.627.844.097
590810;1;4;5;10;4;2;1;3;1988;3;2;;6;1;1;;2;1;;2;;;;1;;;1;1;17500;2;;.;1;2;;;;;;;;;5;11;2;2;;19;5;595.524.627.844.097
590810;1;5;5;10;2;2;1;5;2004;4;2;;;;2;2;4;1;;2;;;;1;;;1;5;;2;;.;2;1;1;1;200;5000;2;;2;;2;0;;;;3;5;595.524.627.844.097
590810;1;6;5;10;5;2;1;12;1989;5;2;;6;;2;4;;2;3;2;;;;1;;;3;;;2;;.;1;1;2;2;;;2;;2;;4;7;;;;18;5;595.524.627.844.097
590811;1;1;5;10;1;2;1;6;1953;1;2;;4;;3;2;;3;2;2;;;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;8;;;;54;5;949.106.098.315.687
590811;1;2;5;10;2;1;1;4;1978;3;2;;6;;2;2;1;1;;2;;;;1;;;1;1;120000;2;;.;1;2;;;;;;;;;6;7;5;;;29;5;949.106.098.315.687
590812;1;1;5;10;1;2;1;2;1944;1;2;;5;;3;2;;3;2;2;;;;1;;;1;2;45000;1;;.;1;2;;;;;;;;;5;11;2;;;64;5;726.179.636.793.056
590813;1;1;5;10;1;1;1;2;1935;1;2;;3;;3;2;;3;2;1;2;1;3;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;;;72;5;699.304.083.100.628
590813;1;2;5;10;2;2;1;4;1933;2;2;;3;;3;2;;3;2;2;1;1;;1;;;1;5;;1;;.;1;2;;;;;;;;;4;6;;;;74;5;699.304.083.100.628
590813;1;3;5;10;2;2;1;9;1994;4;2;;6;;2;4;;2;4;2;;;;1;;;1;5;;2;;.;1;1;2;2;;;2;;2;;4;6;;;;13;5;699.304.083.100.628
590814;1;1;5;10;3;1;1;9;1943;1;2;;3;;3;2;;3;2;2;2;1;;1;;;1;2;95000;2;;.;2;2;;;;;;;;;3;5;;;;64;5;903.680.083.128.235
590814;1;2;5;10;3;2;1;11;1938;2;2;;3;;3;2;;3;2;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;8;;;;69;5;903.680.083.128.235
590814;1;3;5;10;3;1;1;10;1982;3;2;;6;1;1;;2;1;;2;;;;2;1;72;;;;2;5;;1;2;;;;;;;;;5;11;2;;;25;5;903.680.083.128.235
590815;1;1;5;10;1;1;1;9;1988;1;2;;6;;2;2;;2;2;2;;;;1;;;1;1;24000;1;;.;1;2;;;;;;;;;3;5;;3;;19;5;711.441.926.058.611
590815;1;2;5;10;2;2;1;5;1986;9;2;;3;;2;2;;2;2;2;;2;;1;;;1;1;24000;2;;.;1;2;;;;;;;;;4;8;;9;;21;5;711.441.926.058.611
590815;1;3;5;10;3;1;1;9;1988;9;2;;6;;2;2;;2;2;2;;;;1;;;1;1;24000;2;;.;1;2;;;;;;;;;6;1;2;9;;19;5;711.441.926.058.611
590816;1;1;5;10;1;2;1;1;1931;1;2;;5;;3;2;;3;2;2;;;;2;2;;;;;2;8;PORQUE TIENE MEDICINA  PREPAGADA;1;2;;;;;;;;;3;2;;;;77;5;719.741.693.995.875
590816;1;2;5;10;2;2;1;4;1957;3;2;;6;;3;2;1;1;;2;;;;1;;;1;3;60000;2;;.;1;2;;;;;;;;;6;3;2;;;50;5;719.741.693.995.875
590817;1;1;5;10;1;2;1;11;1966;1;2;;4;;2;2;;2;2;2;;;;1;;;1;1;44000;2;;.;1;2;;;;;;;;;6;3;3;;;41;5;85.629.549.620.452
590817;1;2;5;10;2;1;1;7;1988;3;2;;6;;2;4;1;1;;2;;;;1;;;1;5;;2;;.;1;1;2;2;;;2;;2;;6;1;2;;;19;5;85.629.549.620.452
590818;1;1;5;10;1;1;1;3;1951;1;2;;3;;2;2;;3;2;2;2;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;9;;;;56;5;100.907.734.158.144
590818;1;2;5;10;2;2;1;9;1953;2;2;;3;;3;6;;3;6;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;6;;;;54;5;100.907.734.158.144
590818;1;3;5;10;3;2;1;3;1979;3;2;;6;1;1;;2;1;;2;;;;1;;;1;1;22800;2;;.;1;2;;;;;;;;;5;11;2;;;28;5;100.907.734.158.144
590818;1;4;5;10;4;1;1;12;1989;3;2;;6;1;1;;2;1;;1;;;2;1;;;3;;;2;;.;1;1;1;2;;;2;;2;;4;9;;;;18;5;100.907.734.158.144
590819;1;1;5;10;1;1;1;7;1945;1;2;;6;;3;2;;3;2;1;;;3;1;;;3;;;2;;.;1;2;;;;;;;;;3;3;;;;62;5;79.573.604.594.446
590819;1;2;5;10;2;2;1;8;1943;5;2;;6;;3;2;;3;2;1;;;3;1;;;3;;;2;;.;1;2;;;;;;;;;3;3;;;;64;5;79.573.604.594.446
590820;1;1;5;10;1;1;1;6;1955;1;2;;5;;3;5;;3;5;1;;;1;1;;;3;;;1;;.;1;2;;;;;;;;;3;5;;;;52;5;109.111.858.279.135
590820;1;2;5;10;2;1;1;10;1981;3;2;;6;1;1;;;3;5;2;;;;2;1;48;;;;2;2;;1;1;2;2;;;2;;2;;6;2;2;;;26;5;109.111.858.279.135
590820;1;3;5;10;3;1;1;5;1984;3;2;;6;1;1;;;3;5;2;;;;2;1;36;;;;2;2;;1;1;1;2;;;2;;2;;6;3;2;;;23;5;109.111.858.279.135
590821;1;1;5;10;1;2;1;6;1940;1;2;;5;;3;2;;3;2;2;;;;1;;;1;2;104000;2;;.;1;2;;;;;;;;;3;5;;;;67;5;837.935.981.944.073
590821;1;2;5;10;2;1;1;12;1973;3;2;;4;;3;3;1;1;;2;;;;1;;;1;1;40000;2;;.;1;2;;;;;;;;;6;5;4;;;34;5;837.935.981.944.073
590822;1;1;8;10;1;2;1;2;1952;1;2;;3;;3;3;;3;3;2;;2;;1;;;1;2;166200;2;;.;1;2;;;;;;;;;6;5;4;;;55;8;351.173.996.548.879
590822;1;2;8;10;2;2;1;9;1979;3;2;;6;;2;5;1;1;;2;;;;1;;;1;1;96000;2;;.;1;2;;;;;;;;;6;5;4;;;28;8;351.173.996.548.879
590822;1;3;8;10;3;2;1;1;1989;3;2;;6;;2;5;1;1;;2;;;;1;;;1;5;;2;;.;1;1;2;2;;;2;;2;;6;0;4;;;19;8;351.173.996.548.879
590822;1;4;8;10;4;2;1;11;1981;9;2;;6;;2;5;;2;3;2;;;;1;;;1;1;30000;2;;.;1;2;;;;;;;;;6;5;4;;;26;8;351.173.996.548.879
590823;1;1;8;10;1;1;1;8;1959;1;2;;3;;3;3;;2;3;2;2;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;8;;;;48;8;547.654.236.748.208
590823;1;2;8;10;2;2;1;5;1967;2;2;;3;;2;3;;2;2;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;6;5;4;;;40;8;547.654.236.748.208
