DIRECTORIO;AREA;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;P5070;DPTO;ORDEN;fex_c_2011
593094;5;1;3;2;1;1;1;1;3;3;;;;;250000;1;1;1;1;1;1;1;2;1;2;1;2;2;1;1;2;2;2;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;804.338.192.911.836
593095;5;1;6;5;1;1;1;1;3;1;;;65000000;400000;;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;12.216.595.194.094
593096;5;1;4;3;1;1;1;1;1;1;;;23000000;150000;;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;5;1;557.878.668.061.509
593097;5;1;1;1;1;1;1;1;1;1;;;25000000;150000;;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;1;1;5;1;79.573.604.594.446
593098;5;1;2;1;1;1;1;1;1;3;;;;;150000;1;2;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;5;1;772.244.438.167.866
593099;5;1;3;2;1;1;1;1;1;2;;150000;18000000;170000;;1;1;2;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;1;1;5;1;629.385.630.691.653
593100;5;1;3;2;1;1;1;1;1;3;;;;;160000;1;2;2;1;1;1;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;5;1;792.647.321.635.398
593101;5;1;1;1;1;1;1;1;1;1;;;15000000;50000;;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;2;5;1;754.879.688.557.759
593102;5;1;4;2;1;1;1;1;3;4;;;;1000000;;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;1;2;1;4;1;1;1;1;1;5;2;1;1;1;5;1;159.147.209.188.892
593103;5;1;5;3;1;1;1;1;3;3;;;;;950000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;1;1;5;1;153.815.311.819.628
593104;5;1;3;1;1;1;1;1;1;3;;;;;300000;1;1;2;2;1;1;1;2;2;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;868.676.401.011.698
593105;5;1;4;3;1;1;1;1;4;3;;;;;280000;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;1;1;2;1;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;789.962.525.434.962
593106;5;1;3;1;1;1;1;1;4;3;;;;;220000;1;1;2;2;2;2;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;868.676.401.011.698
593107;5;1;4;2;1;1;1;1;3;1;;;90000000;500000;;1;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;719.741.693.995.875
593108;5;1;4;3;1;1;1;1;3;1;;;180000000;1500000;;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;2;1;1;1;2;1;4;1;1;1;1;1;5;2;1;1;1;5;1;202.324.824.062.402
593109;5;1;5;4;1;1;1;1;3;2;;700000;240000000;1400000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;1;1;5;1;171.107.531.606.855
593110;5;1;5;3;1;1;1;1;4;3;;;;;522000;1;1;2;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;2;1;1;1;4;2;1;1;1;5;1;760.539.087.627.537
593111;5;1;5;3;1;1;1;1;4;3;;;;;640000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2;1;4;1;2;1;1;1;4;2;1;1;1;5;1;88.907.928.447.923
593112;5;1;4;2;1;1;1;1;4;3;;;;;650000;1;2;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;1;1;5;1;79.573.604.594.446
593113;5;1;5;3;1;1;1;1;4;3;;;;;630000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;1;4;1;2;1;1;1;4;2;1;1;1;5;1;903.680.083.128.235
593114;5;1;5;3;1;1;1;1;3;1;;;99;3000000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;4;1;1;1;1;1;5;2;1;1;1;5;1;142.118.205.253.688
593115;5;1;6;3;1;1;1;1;3;1;;;99;99;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;1;1;1;1;4;1;1;1;1;1;6;2;1;1;1;5;1;120.529.397.816.933
593117;5;1;5;2;1;1;1;1;3;1;;;700000000;1500000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;4;1;1;1;1;1;6;2;1;1;1;5;1;15.327.835.257.954
593118;5;1;5;4;1;1;1;1;3;2;;2000000;500000000;2000000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;4;1;1;1;1;1;6;2;1;1;1;5;1;161.536.122.540.411
593119;5;1;4;3;1;1;1;1;3;3;;;;;653000;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;117.117.305.081.471
593120;5;1;5;3;1;1;1;1;3;1;;;120000000;600000;;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;149.170.532.016.427
593121;5;1;3;2;1;1;1;1;3;3;;;;;530000;1;1;2;1;1;1;1;1;2;1;1;2;2;1;2;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;160.867.638.582.367
593122;5;1;3;2;1;1;1;1;3;3;;;;;525000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;151.512.896.951.639
593123;5;1;4;2;1;1;1;1;1;3;;;;;550000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;2;1;2;1;2;1;4;1;2;1;1;1;4;2;1;1;1;5;1;131.689.545.142.785
593124;5;1;3;1;1;1;1;1;3;2;;220000;85000000;600000;;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;17.373.528.020.234
593125;5;1;5;2;1;1;1;1;3;3;;;;;1200000;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;1;1;5;1;130.862.126.181.068
593126;5;1;3;1;1;1;1;1;4;3;;;;;220000;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;896.305.103.596.877
593127;5;1;4;2;1;1;1;1;1;3;;;;;600000;1;1;2;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;1;1;5;1;658.447.725.713.927
593128;5;1;4;2;1;1;1;1;1;3;;;;;570000;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;1;1;2;1;4;1;2;1;1;1;4;2;1;1;1;5;1;942.668.155.518.506
593129;5;1;5;4;1;1;1;1;3;3;;;;;720000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;743.782.394.279.124
593130;5;1;4;2;1;1;1;1;3;3;;;;;1000000;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;2;1;1;2;1;1;1;2;1;4;1;1;1;1;1;5;2;1;1;1;5;1;160.867.638.582.367
593131;5;1;4;2;1;1;1;1;3;1;;;135000000;950000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;1;1;2;1;4;1;1;1;1;1;5;2;1;1;1;5;1;177.278.897.655.759
593132;5;1;5;3;1;1;1;1;3;3;;;;;1170000;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;1;1;5;1;881.815.204.804.226
593133;5;1;5;3;1;1;1;1;3;3;;;;;400000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;1;1;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;789.962.525.434.962
593135;5;1;6;3;1;1;1;1;1;3;;;;;757000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;1;1;5;1;648.457.955.635.176
593136;5;1;4;2;1;1;1;1;3;3;;;;;500000;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;769.076.559.098.138
593137;5;1;6;4;1;1;1;1;3;1;;;60000000;550000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;1;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;575.243.417.671.617
593138;5;1;4;2;1;1;1;1;3;1;;;52000000;500000;;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;766.391.762.897.702
593139;5;1;7;4;1;1;1;1;3;1;;;500000000;1500000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;4;1;1;1;1;1;6;2;1;1;1;5;1;138.347.165.473.777
593140;5;1;6;3;1;1;1;1;3;1;;;300000000;1900000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;1;1;1;4;1;1;1;1;1;6;2;1;1;1;5;1;198.508.758.048.065
593141;5;1;6;2;1;1;1;1;3;2;;700000;220000000;2750000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;1;1;4;1;1;1;1;1;6;2;1;1;1;5;1;160.867.638.582.367
593142;5;1;6;4;1;1;1;1;3;1;;;700000000;4000000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;1;1;1;4;1;1;1;1;1;6;2;1;1;1;5;1;138.690.281.566.093
593143;5;1;5;2;1;1;1;1;1;3;;;;;650000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;4;1;2;1;1;1;4;2;1;1;1;5;1;199.679.293.102.098
593144;5;1;4;2;1;1;1;1;3;3;;;;;700000;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;2;2;1;1;1;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;173.101.704.388.394
593145;5;1;3;2;1;1;1;1;1;3;;;;;480000;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;1;1;5;1;132.569.620.475.188
593146;5;1;3;2;1;1;1;1;3;1;;;75000000;650000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;155.690.090.219.004
593147;5;1;3;1;1;1;1;1;3;3;;;;;568000;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;1;1;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;172.564.745.148.307
593149;5;1;4;3;1;1;1;1;4;1;;;110000000;400000;;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;634.965.875.000.765
593150;5;1;4;3;1;1;1;1;1;1;;;70000000;400000;;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;725.545.162.574.432
593151;5;1;6;3;1;1;1;1;3;3;;;;;800000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;977.987.212.927.153
593152;5;1;5;1;1;1;1;1;4;1;;;80000000;550000;;1;1;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;1;2;1;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;862.823.725.741.534
593153;5;1;4;3;1;1;1;1;4;3;;;;;270000;1;2;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;581.449.430.598.769
593154;5;1;5;3;1;1;1;1;4;1;;;99;350000;;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;1;1;5;1;714.112.242.995.156
593155;5;1;5;2;1;1;1;1;3;3;;;;;1100000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;1;1;5;1;139.860.816.620.126
593156;5;1;5;3;1;1;1;1;3;3;;;;;950000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;1;1;5;1;160.234.062.768.421
593158;5;1;4;1;1;1;1;1;4;3;;;;;900000;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;2;1;4;1;2;1;1;1;5;2;1;1;1;5;1;150.975.937.711.552
593159;5;1;4;3;1;1;1;1;3;1;;;200000000;700000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;1;1;5;1;139.860.816.620.126
593160;5;1;4;3;1;1;1;1;4;3;;;;;570000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;2;1;1;1;4;2;1;1;1;5;1;785.825.430.626.376
593161;5;1;5;3;1;1;1;1;1;1;;;80000000;99;;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;4;2;1;1;1;5;1;81.930.680.848.172
593162;5;1;4;2;1;1;1;1;4;1;;;90000000;500000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;1;1;5;1;766.391.762.897.702
593163;5;1;5;3;1;1;1;1;4;4;;;;1200000;;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;1;1;5;1;693.226.276.658.332
593164;5;1;6;3;1;1;1;1;3;2;;99;500000000;3500000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;1;1;4;1;1;1;1;1;6;2;1;1;1;5;1;152.644.776.765.595
593165;5;1;5;4;1;1;1;1;3;1;;;580000000;3000000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;1;1;4;1;1;1;1;1;6;2;1;1;1;5;1;136.940.656.890.325
593166;5;1;6;4;1;1;1;1;3;2;;600000;500000000;3000000;;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;1;2;1;2;1;1;1;4;1;1;1;1;1;6;2;1;1;1;5;1;138.706.112.518.226
593167;5;1;4;3;1;1;1;1;;3;;;;;220000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;1;2;1;4;1;1;1;1;1;4;2;1;1;6;5;1;194.153.552.585.062
593168;5;1;3;1;1;1;1;1;3;1;;;85000000;700000;;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;132.032.661.235.101
593169;5;1;4;2;1;1;1;1;3;3;;;;;460000;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;160.404.242.726.456
593170;5;1;3;2;1;1;1;1;1;3;;;;;525000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;1;1;2;1;2;1;4;1;2;1;1;1;4;2;2;1;1;5;1;173.101.704.388.394
593171;5;1;5;3;1;1;1;1;3;1;;;100000000;650000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;140.753.827.051.884
593172;5;1;4;2;1;1;1;1;3;3;;;;;650000;1;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;1;1;5;1;141.924.362.105.916
593173;5;1;5;1;1;1;1;1;1;1;;;25000000;160000;;1;2;2;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;1;1;5;1;834.055.166.816.735
593174;5;1;3;1;1;1;1;1;4;4;;;;200000;;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;965.248.892.165.549
593175;5;1;2;1;1;1;1;1;1;3;;;;;120000;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;3;2;1;1;1;5;1;838.328.859.793.247
593176;5;1;5;3;1;1;1;1;3;4;;;;180000;;1;1;2;2;1;1;1;1;2;1;1;2;2;1;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;1;1;5;1;74.694.966.004.112
593177;5;1;5;3;1;1;1;1;3;1;;;30000000;200000;;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;5;1;955.693.211.548.225
593178;5;1;2;1;1;1;1;1;1;1;;;18000000;160000;;1;2;2;1;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;1;1;5;1;724.164.950.504.617
593179;5;1;4;3;1;1;1;1;3;1;;;40000000;250000;;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;788.167.790.212.717
593180;5;1;3;2;1;1;1;1;3;3;;;;;240000;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;730.972.956.336.352
593181;5;1;3;2;1;1;1;1;4;3;;;;;230000;1;1;2;1;1;1;2;2;1;2;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;768.107.343.359.281
593183;5;1;2;1;1;1;1;1;1;3;;;;;170000;1;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;807.022.989.112.272
593184;5;1;6;3;1;1;1;1;4;1;;;48000000;280000;;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;5;1;725.787.550.192.359
593185;5;1;4;3;1;1;1;1;4;3;;;;;200000;1;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;5;1;612.132.824.316.364
593186;5;1;5;3;1;1;1;1;3;4;;;;400000;;1;1;2;1;1;1;1;2;1;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;5;1;729.071.838.118.663
593187;5;1;5;1;1;1;1;1;1;4;;;;350000;;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;5;1;941.063.205.508.003
593188;5;1;5;3;1;1;1;1;4;3;;;;;250000;1;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;5;1;67.840.047.686.458
593189;5;1;4;1;1;1;1;1;3;1;;;50000000;180000;;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;856.944.062.598.508
593190;5;1;3;2;1;1;1;1;4;3;;;;;170000;1;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;834.536.791.075.913
593191;5;1;1;1;1;1;1;1;4;3;;;;;140000;1;1;2;2;1;1;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;815.836.344.925.796
593192;5;1;5;2;1;1;1;1;3;4;;;;200000;;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;859.649.372.536.077
593193;5;1;4;3;1;1;1;1;3;1;;;22000000;200000;;1;1;2;1;1;1;1;2;1;2;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;5;1;101.897.349.359.183
593194;5;1;3;2;1;1;1;1;4;3;;;;;160000;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;5;1;772.261.985.443.486
593195;5;1;4;3;1;1;1;1;3;4;;;;130000;;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;1;1;1;2;1;1;1;1;1;3;2;1;1;3;5;1;836.064.438.062.732
593196;5;1;1;1;1;1;1;1;1;4;;;;120000;;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;3;5;1;947.647.772.627.672
593197;5;1;1;1;1;1;1;1;4;4;;;;80000;;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;3;2;1;1;4;5;1;896.305.103.596.877
593198;5;1;3;2;1;1;1;1;4;3;;;;;185000;1;1;2;1;1;1;1;2;1;2;1;1;1;1;2;2;1;2;2;2;2;1;2;1;2;1;2;1;1;1;3;2;1;1;1;5;1;874.335.800.081.477
593199;5;1;3;1;1;1;1;1;4;1;;;20000000;250000;;1;1;2;1;1;1;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;886.394.488.278.793
593200;5;1;3;1;1;1;1;1;1;3;;;;;200000;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;1;1;5;1;802.059.669.092.619
593201;5;1;3;2;1;1;1;1;3;3;;;;;190000;1;1;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;1;1;2;2;1;1;1;4;1;1;1;1;1;2;2;1;1;1;5;1;92.598.445.856.632
593202;5;1;3;2;1;1;1;1;4;4;;;;180000;;1;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;5;1;919.602.804.563.344
593203;5;1;3;2;1;1;1;1;1;4;;;;250000;;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;613.108.615.872.616
593204;5;1;3;2;1;1;1;1;4;2;;250000;20000000;180000;;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;5;1;941.794.143.796.218
593205;5;1;4;2;1;1;1;1;4;1;;;30000000;350000;;1;2;2;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;1;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;772.261.985.443.486
593206;5;1;5;2;1;1;1;1;3;4;;;;350000;;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;837.935.981.944.073
593207;5;1;5;2;1;1;1;1;4;3;;;;;320000;1;1;2;2;1;1;1;2;2;1;1;2;2;1;2;2;2;2;1;2;2;1;1;1;4;1;2;1;1;1;3;2;1;1;1;5;1;753.334.402.020.096
593208;5;1;4;3;1;1;1;1;3;1;;;30000000;150000;;1;1;2;2;1;1;1;2;1;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;3;1;1;1;1;1;2;2;1;1;1;5;1;612.792.944.828.159
593209;5;1;3;2;1;1;1;1;1;4;;;;130000;;1;1;2;2;1;1;1;2;1;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;5;1;642.817.492.321.949
593210;5;1;2;1;1;1;1;1;3;1;;;25000000;120000;;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;5;1;732.573.193.240.918
593211;5;1;3;2;1;1;1;1;3;1;;;70000000;300000;;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;974.332.329.608.913
593212;5;1;2;1;1;1;1;1;1;4;;;;100000;;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;5;1;603.998.673.185.856
593213;5;1;3;2;1;1;1;1;3;1;;;20000000;100000;;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;1;1;5;1;686.351.007.025.026
593214;5;1;4;2;1;1;1;1;3;3;;;;;350000;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;866.207.886.710.614
593215;5;1;4;3;1;1;1;1;3;3;;;;;250000;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;894.483.023.026.414
593216;5;1;4;2;1;1;1;1;3;2;;600000;50000000;250000;;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;932.083.437.449.747
