Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3883875;1;3;1;80;17;1;1;3; ;2; ;2; ; ;1; ;9;1;1;12;17;349,940389264896
3883876;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;17;196,559223293818
3883876;1;2;1;80;17;2; ; ; ;1;1;2; ;2; ;.; ; ;1;12;17;196,559223293818
3883876;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;196,559223293818
3883878;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;17;162,799724605366
3883878;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;162,799724605366
3883878;1;7;1;80;17;1;1;2; ;2; ;2; ; ; ; ;2;2;1;12;17;162,799724605366
3883879;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;17;193,994459928115
3883880;1;1;1;80;17;1;4;7; ;1;1;2; ; ;4; ;8;1;1;12;17;193,994459928115
3883882;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;225,265904067252
3883883;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;17;144,927348222265
3883883;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;17;144,927348222265
3883888;1;1;1;80;17;1;3;8; ;3; ;2; ; ; ; ;10;2;1;12;17;140,639778447545
3883889;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;17;159,867192746564
3883889;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;17;159,867192746564
3883890;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;17;108,206787414614
3883890;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;17;108,206787414614
3883895;1;1;1;80;17;1;2;4; ;2; ;2; ; ; ; ;4;2;1;12;17;144,927348222265
