Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3887964;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;1753,79635393522
3887964;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1753,79635393522
3887971;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;12;05;4227,57146354642
3887971;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;4227,57146354642
3887972;1;2;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;12;05;3530,16696182714
3887972;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;3530,16696182714
3887972;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;3530,16696182714
3887972;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;3530,16696182714
3887973;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;3873,82890432829
3887974;1;1;1;80;2;1;4;9;POR LA EDAD;2; ;2; ; ; ; ;8;2;1;12;05;1735,3257803272
3887979;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;4;2;1;12;05;1785,56461495991
3887980;1;1;1;80;2;1;1;4; ;2; ;1;250000; ; ; ;4;2;1;12;05;2103,00732277491
3887985;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1735,3257803272
3887986;1;1;1;80;2;1;4;9;POR LA EDAD;2; ;2; ; ; ; ;8;2;1;12;05;3121,82884372638
3887986;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;12;05;3121,82884372638
3887986;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;3121,82884372638
3887988;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;05;2139,41700341238
3887989;1;2;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;12;05;4318,45023699514
3887994;1;2;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;12;05;3462,65612836056
3887995;1;1;1;80;2;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;05;2139,41700341238
3887995;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;05;2139,41700341238
3888002;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;4277,00624800217
3888002;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;12;05;4277,00624800217
3888002;1;3;1;80;2;1;4;3; ;2; ;2; ; ; ;SU HIJO SUFRE DE ESCLEROSIS MULTIPLE Y  SE HA DEDICADO A C;12;2;1;12;05;4277,00624800217
3888002;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;4277,00624800217
3888004;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;1;2;1;12;05;4284,89185106168
3888004;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;4284,89185106168
3888006;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;2139,41700341238
3888007;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;12;05;1735,3257803272
3888011;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;3238,23484214437
3888011;1;3;1;80;2;1;1;8; ;2; ;2; ; ;1;SE ACCIDENTO;12;1;1;12;05;3238,23484214437
3888011;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;3238,23484214437
3888011;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;3238,23484214437
3888012;1;2;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;12;05;2755,06118068997
3888013;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;8;2;1;12;05;2786,82944171466
3888014;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;2473,31950695851
3888020;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;4240,5965673647
3888022;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;2515,27821393451
3888022;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;2515,27821393451
3888022;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;2515,27821393451
3888023;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;4992,48679873227
3888027;1;2;1;80;2;1;2;4; ;2; ;2; ; ; ; ;4;2;1;12;05;4893,16978009385
3888028;1;1;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;12;05;3210,54006750372
3888030;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1735,3257803272
3888030;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;12;05;1735,3257803272
3888030;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1735,3257803272
3888031;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;2139,41700341238
3888734;1;2;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;12;05;2676,15575379551
3888734;1;3;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;12;05;2676,15575379551
3888735;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1876,80701661706
3888735;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;1876,80701661706
3888735;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;1876,80701661706
3888736;1;1;1;80;2;1;2;8; ;2; ;2; ; ; ; ;4;2;1;12;05;1876,80701661706
3888736;1;3;1;80;2;1;4;4; ;3; ;2; ; ; ; ;4;2;1;12;05;1876,80701661706
3888736;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1876,80701661706
3888738;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;12;05;4037,30640850041
3888743;1;1;1;80;2;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;05;1635,83010864937
3888743;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1635,83010864937
3888743;1;4;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;12;05;1635,83010864937
3888743;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;1635,83010864937
3888751;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;2313,84382632586
3888752;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;3592,61068639074
3888754;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;05;2313,84382632586
3888756;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;3843,25485918371
3888757;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1561,20621791002
3888758;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;05;6110,74190319704
3888759;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;05;4518,17775055438
3888759;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;4518,17775055438
3888760;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;8;2;1;12;05;3450,08826915737
3888760;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;3450,08826915737
3888761;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;4572,24567051492
3888761;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;4572,24567051492
3888762;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;2456,36624355922
3888773;1;1;1;80;2;1;4;8; ;2; ;2; ; ; ; ;11;2;1;12;05;3014,03984751432
3888774;1;1;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;12;05;2313,84382632586
3888774;1;2;1;80;2;1;4;4; ;3; ;2; ; ; ; ;4;2;1;12;05;2313,84382632586
3888775;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;12;05;2456,36624355922
3888775;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;2456,36624355922
3888776;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;05;1876,80701661706
3888777;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1876,80701661706
3888779;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;4634,2393933671
3888780;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;2127,12945030703
3888780;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;2127,12945030703
3888781;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1831,96985380098
3888781;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1831,96985380098
3888781;1;4;1;80;2;1;2;8; ;2; ;2; ; ; ; ;5;2;1;12;05;1831,96985380098
3888782;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;4518,17775055438
3888782;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;4518,17775055438
3888784;1;1;1;80;2;1;3;5; ;3; ;2; ; ; ; ;10;2;1;12;05;2087,7512857757
3888784;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;2087,7512857757
3888786;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;05;4110,92411905407
3888786;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;4110,92411905407
3888796;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;05;2313,84382632586
3888798;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;12;05;6366,36098589558
3888799;1;2;1;80;2;1;4;6; ;2; ;2; ; ; ; ;8;2;1;12;05;1876,80701661706
3888801;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1876,80701661706
3888802;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;4419,88962413816
3888803;1;1;1;80;2;1;2;4; ;1;1;2; ; ; ; ;4;2;1;12;05;1876,80701661706
3888803;1;2;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;12;05;1876,80701661706
3888805;1;2;1;80;2;2; ; ; ;2; ;2; ;1;4; ;9; ;1;12;05;5004,45019198425
3888805;1;3;1;80;2;1;2;2; ;2; ;2; ; ; ; ;2;2;1;12;05;5004,45019198425
3888805;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;5004,45019198425
3888805;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;5004,45019198425
3888805;1;6;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;5004,45019198425
3888805;1;7;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;5004,45019198425
3888805;1;8;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;5004,45019198425
3888808;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;12;05;1876,80701661706
3888808;1;3;1;80;2;1;4;5; ;2; ;2; ; ; ; ;8;2;1;12;05;1876,80701661706
3888816;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1525,65123131556
3888816;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1525,65123131556
3888816;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;1525,65123131556
3888817;1;2;1;80;2;1;4;7; ;1;2;2; ; ; ; ;9;2;1;12;05;2979,68151787226
3888819;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;05;1876,80701661706
3888820;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;2518,3599664114
3888822;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;2518,3599664114
3888822;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;05;2518,3599664114
3891756;1;4;1;80;2;1;4;3; ;2; ;2; ; ; ; ;8;2;1;12;66;1399,04947245266
3891757;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;66;1114,82805366669
3891757;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;66;1114,82805366669
3891758;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;66;1125,89957188135
3891758;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;66;1125,89957188135
3891761;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;66;705,832347508693
3891769;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;66;1568,10664644856
3891770;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;12;66;638,872704655798
3891770;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;66;638,872704655798
3891770;1;6;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;66;638,872704655798
3891780;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;66;1678,61178737638
3891781;1;2;1;80;2;1;1;8; ;2; ;1;70000; ; ; ;1;2;1;12;66;1172,37540773843
3891782;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;66;862,468655840797
3891783;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;12;66;1614,3451730698
3891785;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;66;1728,44963558379
3891785;1;5;1;80;2;1;1;8; ;2; ;2; ; ; ; ;8;2;1;12;66;1728,44963558379
3891788;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;66;1114,82805366669
3891788;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;66;1114,82805366669
3891794;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;66;1244,04213257288
3891794;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;66;1244,04213257288
3891795;1;2;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;12;66;1612,66500166026
