Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3887979;1;3;1;70;2;2;48;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;450000;2;95;95;45;1;1;4530;12;05;1785,56461495991
3888014;1;3;1;70;2;8;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;12;05;2473,31950695851
3888022;1;6;1;70;2;8;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;12;05;2515,27821393451
3888733;1;3;1;70;2;2;48;4; ;2;2;4; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;17;17;92;1;1;9214;12;05;3450,08826915737
3888738;1;3;1;70;2;2;48;1; ;2;52;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;45;52;1;1;5244;12;05;4037,30640850041
3888743;1;7;1;70;2;8;48;1; ;2;8;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;70;24;1;1;2422;12;05;1635,83010864937
3888753;1;4;1;70;2;52;48;1; ;2;52;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;52;1;2;5211;12;05;3963,56991432701
3888777;1;4;1;70;2;4;48;1; ;2;4;4; ;9;1; ; ;1; ; ; ; ; ; ; ; ;1;1800000;2;32;21;55;1;1;5529;12;05;1876,80701661706
3891757;1;3;1;70;2;4;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;12;66;1114,82805366669
3891771;1;1;1;70;2;32;54;1; ;2;32;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6022;12;66;735,779188712557
3891773;1;4;1;70;2;4;45;1; ;2;4;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;800000;2;13;13;80;1;1;8011;12;66;638,872704655798
3891776;1;2;1;70;2;28;48;1; ;2;24;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;95;1;2;9500;12;66;1497,05026145232
3891800;1;5;1;70;2;4;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;12;66;1192,1795177395
3891852;1;1;1;70;2;40;48;1; ;2;40;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;12;66;1780,35283966233
3892360;1;2;1;70;2;2;48;4; ;2;3;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;39;59;85;1;1;8519;12;68;1165,5964026859
3892368;1;1;1;70;2;1;48;1; ;2;1;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;180000;2;95;62;01;1;1;0118;12;05;4276,18087822803
3894515;1;2;1;70;2;16;40;4; ;2;16;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;2;0111;12;19;874,860571320996
