DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6290;P6290S1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;DPTO;fex_c_2011
798770;1;4;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;44;363.901.099.458.077
798770;1;5;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;44;363.901.099.458.077
798777;1;1;1;50;2;1;6;PASTOREO;2;2;2;2;;;1;7;;2;;1;6;1;44;369.851.135.305.515
798778;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;247.728.116.483.834
798779;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;28.031.984.558.569
798781;1;1;1;50;2;1;2;;2;2;2;1;1;;;;;;;;;1;44;240.935.885.840.886
798782;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;267.452.357.840.413
798782;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;267.452.357.840.413
798784;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;256.915.144.306.515
798786;1;1;1;50;2;1;5;;;;;;;;;;;;;;;;44;189.305.705.904.562
798786;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;189.305.705.904.562
798786;1;3;1;50;2;2;6;NADA;2;2;2;2;;;2;;;;;;;;44;189.305.705.904.562
798787;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;2.581.459.361.665
798788;1;1;1;50;2;1;6;PASTOREA;2;2;2;2;;;2;;;;;;;;44;315.914.742.456.195
798788;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;315.914.742.456.195
798794;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;295.194.656.551.077
798794;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;295.194.656.551.077
798794;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;44;295.194.656.551.077
798794;1;4;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;44;295.194.656.551.077
798825;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;369.447.411.568.239
798825;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;369.447.411.568.239
798832;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;367.862.511.960.401
798832;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;367.862.511.960.401
798832;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;44;367.862.511.960.401
798838;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;272.563.548.813.812
798838;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;272.563.548.813.812
798838;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;44;272.563.548.813.812
798842;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;238.638.410.765.548
798849;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;304.855.325.595.041
798849;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;304.855.325.595.041
798854;1;1;1;50;2;1;6;CRIA  DE   ANIMALES  Y PASTOREO;2;2;2;2;;;1;2;;2;;2;;;44;247.283.055.004.068
798860;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;312.796.293.775.658
798860;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;312.796.293.775.658
798864;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;370.596.149.105.908
798864;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;370.596.149.105.908
798873;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;201.789.444.742.549
798873;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;201.789.444.742.549
798873;1;3;1;50;2;3;4;;2;2;2;2;;;1;2;;2;;2;;;44;201.789.444.742.549
798873;1;4;1;50;2;4;4;;2;2;2;2;;;2;;;;;;;;44;201.789.444.742.549
798873;1;5;1;50;2;5;4;;2;2;2;2;;;2;;;;;;;;44;201.789.444.742.549
798882;1;1;1;50;2;1;6;CRIA  DE  ANIMALES  (CHIVOS );2;2;2;2;;;1;2;;2;;2;;;44;468.966.178.390.911
798882;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;468.966.178.390.911
798882;1;3;1;50;2;3;6;CRIA DE ANIMALES   (   CHIVO );2;2;2;2;;;1;2;;2;;2;;;44;468.966.178.390.911
798882;1;6;1;50;2;6;3;;2;2;2;2;;;2;;;;;;;;44;468.966.178.390.911
798882;1;7;1;50;2;6;3;;2;2;2;2;;;2;;;;;;;;44;468.966.178.390.911
798882;1;8;1;50;2;8;3;;2;2;2;2;;;2;;;;;;;;44;468.966.178.390.911
798882;1;9;1;50;2;9;3;;2;2;2;2;;;2;;;;;;;;44;468.966.178.390.911
798882;1;10;1;50;2;10;3;;2;2;2;2;;;2;;;;;;;;44;468.966.178.390.911
798902;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;35.639.902.269.895
798902;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;35.639.902.269.895
798902;1;3;1;50;2;3;4;;2;2;2;2;;;1;2;;2;;2;;;44;35.639.902.269.895
798902;1;4;1;50;2;4;4;;2;2;2;2;;;2;;;;;;;;44;35.639.902.269.895
798913;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;276.764.886.171.963
798913;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;276.764.886.171.963
798918;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;175.536.352.393.136
798918;1;2;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;175.536.352.393.136
798918;1;5;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;175.536.352.393.136
798928;1;1;1;50;2;1;6;CRIA  DE  ANIMALES  DE L   HOGAR;2;2;2;2;;;1;2;;2;;2;;;44;392.846.938.025.632
798928;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;392.846.938.025.632
798928;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;44;392.846.938.025.632
798928;1;4;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;44;392.846.938.025.632
798928;1;5;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;44;392.846.938.025.632
798928;1;6;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;44;392.846.938.025.632
798938;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;238.947.262.495.772
798938;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;238.947.262.495.772
798938;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;44;238.947.262.495.772
798944;1;1;1;50;2;1;6;CRIA  D E    ANIMALES   ( CHIVOS );2;2;2;2;;;2;;;;;;;;44;242.260.395.377.697
798944;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;242.260.395.377.697
798947;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;338.623.334.999.654
798947;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;338.623.334.999.654
798947;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;44;338.623.334.999.654
798953;1;1;1;50;2;1;6;CRIA  Y  PASTOREO  DE  CHIVOS;2;2;2;2;;;1;2;;2;;2;;;44;339.772.072.537.323
798953;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;339.772.072.537.323
798953;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;44;339.772.072.537.323
798956;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;236.295.657.061.244
798956;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;236.295.657.061.244
798956;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;44;236.295.657.061.244
798959;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;209.556.362.448.452
798959;1;2;1;50;2;2;6;CRIA  Y   PASTOREO  DE  CHIVOS;2;2;2;2;;;2;;;;;;;;44;209.556.362.448.452
798962;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;240.935.885.840.886
798964;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;496.287.054.098.608
798964;1;2;1;50;2;2;4;;2;2;2;2;;;1;2;;2;;2;;;44;496.287.054.098.608
798964;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;44;496.287.054.098.608
798964;1;4;1;50;2;4;4;;2;2;2;2;;;1;2;;2;;2;;;44;496.287.054.098.608
798964;1;5;1;50;2;5;6;ESTUVO   ENFERMO;2;2;2;2;;;1;2;;2;;2;;;44;496.287.054.098.608
798964;1;6;1;50;2;6;4;;2;2;2;2;;;1;2;;2;;2;;;44;496.287.054.098.608
798964;1;7;1;50;2;7;1;;;;;;;;;;;;;;;;44;496.287.054.098.608
798964;1;8;1;50;2;8;1;;;;;;;;;;;;;;;;44;496.287.054.098.608
798964;1;9;1;50;2;9;1;;;;;;;;;;;;;;;;44;496.287.054.098.608
798964;1;10;1;50;2;10;3;;2;2;2;2;;;2;;;;;;;;44;496.287.054.098.608
798964;1;11;1;50;2;11;3;;2;2;2;2;;;2;;;;;;;;44;496.287.054.098.608
798968;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;28.470.585.435.258
798968;1;2;1;50;2;1;5;;;;;;;;;;;;;;;;44;28.470.585.435.258
798970;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;304.688.086.006.638
798970;1;2;1;50;2;2;2;;2;2;2;1;1;;;;;;;;;1;44;304.688.086.006.638
798970;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;44;304.688.086.006.638
798972;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;272.563.548.813.812
798972;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;272.563.548.813.812
798972;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;44;272.563.548.813.812
798975;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;41.362.110.381.721
798975;1;2;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;41.362.110.381.721
798980;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;369.851.135.305.515
798981;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;274.552.172.158.926
798982;1;1;1;50;2;1;6;CRIA DE  ANIMALES  ( CHIVO ,GALLINAS );2;2;2;2;;;1;2;;2;;2;;;44;209.556.362.448.452
798982;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;209.556.362.448.452
798985;1;1;1;50;2;1;6;CRIA   Y  PASTOREO  DE  ANIMALES  DE SU HOGAR (CHIVOS);2;2;2;2;;;1;2;;2;;1;3;1;44;329.256.004.348.882
798985;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;329.256.004.348.882
798985;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;44;329.256.004.348.882
798985;1;4;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;44;329.256.004.348.882
798988;1;1;1;50;2;1;6;CRIA   Y   PASTOREO   DE  CHIVOS DE  SU  HOGAR   PARA AUTO CONSUMO;2;2;2;2;;;2;;;;;;;;44;365.830.018.480.353
798988;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;365.830.018.480.353
798988;1;3;1;50;2;3;4;;2;2;2;2;;;2;;;;;;;;44;365.830.018.480.353
798988;1;4;1;50;2;4;6;CRIA  DE  ANIMALES  ( CHIVOS  )DEL HOGAR;2;2;2;2;;;1;2;;2;;2;;;44;365.830.018.480.353
798988;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;365.830.018.480.353
798988;1;6;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;365.830.018.480.353
798992;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;388.345.648.346.853
798992;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;388.345.648.346.853
798992;1;3;1;50;2;3;4;;2;2;2;2;;;2;;;;;;;;44;388.345.648.346.853
798992;1;4;1;50;2;4;6;PASTOREO   DE CHIVOS DE SU HOGAR;2;2;2;2;;;1;2;;2;;2;;;44;388.345.648.346.853
798992;1;5;1;50;2;5;6;CRIA  DE CHIVOS  PARA  AUTOCONSUMO;2;2;2;2;;;1;2;;2;;2;;;44;388.345.648.346.853
798992;1;6;1;50;2;6;4;;2;2;2;2;;;1;2;;2;;2;;;44;388.345.648.346.853
798998;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;302.794.334.668.577
798998;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;302.794.334.668.577
799000;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;255.539.044.973.185
799000;1;2;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;255.539.044.973.185
799000;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;44;255.539.044.973.185
799000;1;5;1;50;2;5;4;;2;2;2;2;;;2;;;;;;;;44;255.539.044.973.185
799003;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;304.855.325.595.041
799003;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;304.855.325.595.041
799007;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;351.268.000.131.667
799007;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;351.268.000.131.667
799010;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;294.136.850.133.983
799010;1;2;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;294.136.850.133.983
799010;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;44;294.136.850.133.983
799010;1;4;1;50;2;4;4;;2;2;2;2;;;1;2;;2;;2;;;44;294.136.850.133.983
799012;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;313.374.067.987.648
799012;1;2;1;50;2;2;4;;2;2;2;2;;;1;2;;2;;2;;;44;313.374.067.987.648
799012;1;3;1;50;2;3;4;;2;2;2;2;;;2;;;;;;;;44;313.374.067.987.648
799012;1;4;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;313.374.067.987.648
799015;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;361.506.443.387.622
799015;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;361.506.443.387.622
799019;1;1;1;50;2;1;6;CRIA  D E  ANIMALES  (  CHIVOS ,CERDO  , GALLINAS  etc)    DE  SU  PROPIEDAD;2;2;2;2;;;2;;;;;;;;44;285.618.107.741.376
799019;1;2;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;285.618.107.741.376
799020;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;279.167.167.161.545
799020;1;2;1;50;2;2;6;CRIA  DE   ANIMALES   PARA  AUTOCONSUMO;2;2;2;2;;;1;2;;2;;2;;;44;279.167.167.161.545
799020;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;44;279.167.167.161.545
799020;1;4;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;44;279.167.167.161.545
799023;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;277.677.139.560.759
799023;1;2;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;277.677.139.560.759
799025;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;320.534.854.683.658
799025;1;2;1;50;2;2;4;;2;2;2;2;;;1;2;;2;;2;;;44;320.534.854.683.658
799025;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;44;320.534.854.683.658
799028;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;25.391.694.546.821
799028;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;25.391.694.546.821
799028;1;4;1;50;2;4;4;;2;2;2;2;;;2;;;;;;;;44;25.391.694.546.821
799032;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;303.943.072.206.245
799032;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;303.943.072.206.245
799035;1;1;1;50;2;1;6;CRIA  DE  CHIVO;2;2;2;2;;;1;2;;2;;2;;;44;302.390.610.931.301
799035;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;302.390.610.931.301
799035;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;44;302.390.610.931.301
799038;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;238.947.262.495.772
799038;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;238.947.262.495.772
799038;1;3;1;50;2;1;5;;;;;;;;;;;;;;;;44;238.947.262.495.772
799040;1;1;1;50;2;1;6;PASTOREO   DE CHIVOS;2;2;2;2;;;2;;;;;;;;44;26.717.658.470.935
799040;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;44;26.717.658.470.935
799040;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;44;26.717.658.470.935
799040;1;4;1;50;2;2;6;PASTOREA   CHIVO;2;2;2;2;;;1;2;;2;;2;;;44;26.717.658.470.935
799040;1;5;1;50;2;5;3;;1;;;;;;;;;;;;;;44;26.717.658.470.935
799040;1;7;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;26.717.658.470.935
799044;1;1;1;50;2;1;6;CRIA  Y  PASTOREA CHIVOS     DE   SU  HOGAR;2;2;2;2;;;2;;;;;;;;44;28.346.224.480.786
799044;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;28.346.224.480.786
799044;1;3;1;50;2;3;4;;2;2;2;2;;;2;;;;;;;;44;28.346.224.480.786
799044;1;4;1;50;2;2;6;CRIA Y    PASTOREA   CHIVOS   DE  SU   HOGAR;2;2;2;2;;;1;2;;2;;2;;;44;28.346.224.480.786
799044;1;6;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;28.346.224.480.786
799045;1;1;1;50;2;1;6;PASTOREO Y CRIA DE ANIMALES;2;2;2;2;;;1;2;;2;;2;;;44;21.459.645.389.516
799045;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;21.459.645.389.516
799045;1;3;1;50;2;3;4;;2;2;2;2;;;1;7;;2;;2;;;44;21.459.645.389.516
799045;1;4;1;50;2;4;6;PASTOREAR Y   CRIAR    CHIVO;2;2;2;2;;;2;;;;;;;;44;21.459.645.389.516
799048;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;240.935.885.840.886
799049;1;1;1;50;2;1;6;PASTOREA  DE  CHIVOS;2;2;2;2;;;2;;;;;;;;44;411.771.363.262.596
799049;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;411.771.363.262.596
799049;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;411.771.363.262.596
799049;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;411.771.363.262.596
799049;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;411.771.363.262.596
799049;1;6;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;411.771.363.262.596
799049;1;7;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;411.771.363.262.596
799055;1;1;1;50;2;1;6;PASTOREA  DE   CHIVOS  DE  SU  PROPIEDAD;2;2;2;2;;;2;;;;;;;;44;488.059.561.575.908
799055;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;488.059.561.575.908
799055;1;3;1;50;2;3;6;PASTOREA CHIVOS   DE   HOGAR;2;2;2;2;;;2;;;;;;;;44;488.059.561.575.908
799055;1;4;1;50;2;4;6;PASTOREA  CHIVOS  DE  SU HOGAR;2;2;2;2;;;2;;;;;;;;44;488.059.561.575.908
799055;1;5;1;50;2;5;3;;1;;;;;;;;;;;;;;44;488.059.561.575.908
799055;1;6;1;50;2;6;6;PASTOREA  CHIVOS  DE  SU   HOGAR;2;2;2;2;;;2;;;;;;;;44;488.059.561.575.908
799055;1;7;1;50;2;7;3;;2;2;2;2;;;2;;;;;;;;44;488.059.561.575.908
799055;1;8;1;50;2;2;3;;2;2;2;2;;;1;2;;2;;2;;;44;488.059.561.575.908
799055;1;9;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;488.059.561.575.908
799055;1;10;1;50;2;10;4;;2;1;;;;;;;;;;;;;44;488.059.561.575.908
799055;1;11;1;50;2;11;1;;;;;;;;;;;;;;;;44;488.059.561.575.908
799059;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;292.555.891.412.622
799059;1;2;1;50;2;2;4;;2;1;;;;;;;;;;;;;44;292.555.891.412.622
799063;1;1;1;50;2;2;6;PASTOREA   CHIVOS   DE   SU   HOGAR;2;2;2;2;;;2;;;;;;;;44;316.166.277.737.104
799063;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;316.166.277.737.104
799063;1;3;1;50;2;3;4;;2;2;2;2;;;2;;;;;;;;44;316.166.277.737.104
799063;1;4;1;50;2;4;6;PASTOREO  DE   CHIVOS   DE  SU  HOGAR;2;2;2;2;;;1;2;;2;;2;;;44;316.166.277.737.104
799063;1;6;1;50;2;2;6;CRIA  Y   PASTOREO  DE  ANIMALES  DE   SU  HOGAR;2;2;2;2;;;2;;;;;;;;44;316.166.277.737.104
799065;1;1;1;50;2;1;6;PASTOREA  CHIVOS   DE SU   HOGAR;2;2;2;2;;;2;;;;;;;;44;321.592.661.100.752
799065;1;2;1;50;2;2;4;;2;1;;;;;;;;;;;;;44;321.592.661.100.752
799065;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;321.592.661.100.752
799069;1;1;1;50;2;1;6;PASTOREA  CHIVOS   DE  PROPIEDAD;2;2;2;2;;;2;;;;;;;;44;429.503.040.178.444
799069;1;2;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;429.503.040.178.444
799070;1;1;1;50;2;2;6;CRIA  DE  ANIMALES;2;2;2;2;;;2;;;;;;;;44;244.473.109.390.734
799070;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;244.473.109.390.734
799070;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;244.473.109.390.734
799071;1;1;1;50;2;1;6;ESTUVO     ENFERMO;2;2;2;2;;;2;;;;;;;;44;318.322.140.670.621
799071;1;2;1;50;2;2;6;PASTOREA CHIVOS  DE  SU  HOGAR;2;2;2;2;;;2;;;;;;;;44;318.322.140.670.621
799072;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;26.842.019.425.407
799072;1;2;1;50;2;1;4;;2;2;1;;;;;;;;;;;;44;26.842.019.425.407
799072;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;44;26.842.019.425.407
799074;1;1;1;50;2;1;6;PASTOREA     CHIVOS  DE  SU  HOGAR;2;2;2;2;;;2;;;;;;;;44;366.852.657.213.233
799074;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;366.852.657.213.233
799074;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;44;366.852.657.213.233
799074;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;366.852.657.213.233
799074;1;5;1;50;2;2;2;;2;2;1;;;;;;;;;;;;44;366.852.657.213.233
799074;1;6;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;366.852.657.213.233
799075;1;1;1;50;2;1;6;PASTOREA  ANIMALES   DE  SU PROPIEDAD  ( CHIVOS );2;2;2;2;;;1;2;;2;;2;;;44;355.995.298.961.674
799075;1;2;1;50;2;2;4;;2;1;;;;;;;;;;;;;44;355.995.298.961.674
799075;1;3;1;50;2;2;3;;2;2;1;;;;;;;;;;;;44;355.995.298.961.674
799075;1;4;1;50;2;2;6;PASTOREA  CHIVOS   DE  SU   HOGAR;2;2;2;2;;;2;;;;;;;;44;355.995.298.961.674
799075;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;355.995.298.961.674
799078;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;239.253.384.874.675
799078;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;239.253.384.874.675
799078;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;239.253.384.874.675
799078;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;239.253.384.874.675
799078;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;239.253.384.874.675
799084;1;1;1;50;2;1;6;PASTOREO Y CRIA DE CHIVO  PARA AUTO CONSUMO;1;;;;;;;;;;;;;;44;346.955.186.621.475
799084;1;2;1;50;2;1;6;PASTOREAR    CHIVO;2;2;2;2;;;2;;;;;;;;44;346.955.186.621.475
799084;1;3;1;50;2;1;6;PASTOREAR  CHIVO;2;2;2;2;;;2;;;;;;;;44;346.955.186.621.475
799084;1;4;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;44;346.955.186.621.475
799089;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;176.352.332.278.427
799089;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;176.352.332.278.427
799089;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;44;176.352.332.278.427
799095;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;348.458.054.518.333
799095;1;2;1;50;2;1;1;;;;;;;;;;;;;;;;44;348.458.054.518.333
799095;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;348.458.054.518.333
799095;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;348.458.054.518.333
799101;1;1;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;313.506.139.891.837
799101;1;2;1;50;2;2;6;PASTOREA   CHIVOS   DE  SU  HOGAR;2;2;2;2;;;2;;;;;;;;44;313.506.139.891.837
799101;1;3;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;313.506.139.891.837
799103;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;279.592.263.605.633
799103;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;279.592.263.605.633
799103;1;4;1;50;2;4;1;;;;;;;;;;;;;;;;44;279.592.263.605.633
799105;1;1;1;50;2;1;6;CRIAR DE ANIMALES  DE  SU  HOGAR   (CHIVOS  ,   CERDOS , GALLINAS);2;2;2;2;;;2;;;;;;;;44;431.447.472.537.751
799105;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;431.447.472.537.751
799105;1;3;1;50;2;2;6;PASTOREA  CHIVOS  DE   SU  HOGAR;2;2;2;2;;;2;;;;;;;;44;431.447.472.537.751
799105;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;431.447.472.537.751
799105;1;5;1;50;2;5;3;;2;2;2;2;;;2;;;;;;;;44;431.447.472.537.751
799105;1;6;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;431.447.472.537.751
799109;1;1;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;176.852.329.519.208
799109;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;176.852.329.519.208
799111;1;1;1;50;2;1;6;PASTOREO DE  CHIVO;2;2;2;2;;;2;;;;;;;;44;303.943.072.206.245
799111;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;44;303.943.072.206.245
799112;1;1;1;50;2;1;4;;1;;;;;;;;;;;;;;44;246.449.339.254.899
799112;1;4;1;50;2;1;4;;2;2;2;2;;;1;2;;2;;2;;;44;246.449.339.254.899
799112;1;5;1;50;2;5;2;;1;;;;;;;;;;;;;;44;246.449.339.254.899
799112;1;6;1;50;2;6;3;;2;2;2;2;;;1;1;;;;;;1;44;246.449.339.254.899
