DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6290;P6290S1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;DPTO;fex_c_2011
781275;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;266.996.402.541.386
781275;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;266.996.402.541.386
781275;1;3;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;25;266.996.402.541.386
781275;1;5;1;50;2;5;4;;2;2;2;2;;;2;;;;;;;;25;266.996.402.541.386
781281;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;351.969.844.424.714
781281;1;2;1;50;2;2;4;;2;1;;;;;;;;;;;;;25;351.969.844.424.714
781281;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;25;351.969.844.424.714
781282;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;283.028.392.883.071
781282;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;283.028.392.883.071
781282;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;25;283.028.392.883.071
781282;1;4;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;25;283.028.392.883.071
781285;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;24.306.256.191.174
781285;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;24.306.256.191.174
781285;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;25;24.306.256.191.174
781299;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;240.354.541.451.366
781299;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;240.354.541.451.366
781301;1;1;1;50;2;1;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;25;31.507.434.548.027
781301;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;31.507.434.548.027
781301;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;25;31.507.434.548.027
781308;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;25;396.624.339.522.645
781308;1;2;1;50;2;2;5;;;;;;;;;;;;;;;;25;396.624.339.522.645
781308;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;25;396.624.339.522.645
781309;1;1;1;50;2;1;5;;;;;;;;;;;;;;;;25;347.919.446.419.143
781309;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;347.919.446.419.143
781387;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;167.628.135.106.534
781387;1;2;1;50;2;2;4;;2;2;2;1;2;;;;;;;;;1;25;167.628.135.106.534
781388;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;266.369.452.376.768
781388;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;266.369.452.376.768
781391;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;289.059.434.554.868
781391;1;2;1;50;2;2;4;;2;2;2;2;;;1;3;;2;;1;1;1;25;289.059.434.554.868
781391;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;25;289.059.434.554.868
781394;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;25;378.620.402.829.241
781411;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;274.390.468.486.456
781411;1;2;1;50;2;2;4;;2;2;2;1;2;;;;;;;;;1;25;274.390.468.486.456
781411;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;25;274.390.468.486.456
781411;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;25;274.390.468.486.456
781424;1;1;1;50;2;1;4;;2;1;;;;;;;;;;;;;25;382.669.996.230.535
781424;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;382.669.996.230.535
781424;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;25;382.669.996.230.535
781424;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;25;382.669.996.230.535
781426;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;293.912.404.148.295
781426;1;2;1;50;2;2;2;;2;2;2;1;2;;;;;;;;;1;25;293.912.404.148.295
781459;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;340.261.588.001.212
781459;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;340.261.588.001.212
781465;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;278.978.841.002.744
781465;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;278.978.841.002.744
781465;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;25;278.978.841.002.744
781465;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;25;278.978.841.002.744
781465;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;25;278.978.841.002.744
781466;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;294.627.026.924.597
781466;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;294.627.026.924.597
781469;1;1;1;50;2;1;2;;2;2;2;1;2;;;;;;;;;1;25;269.074.049.590.961
781469;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;269.074.049.590.961
781469;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;25;269.074.049.590.961
781469;1;4;1;50;2;4;4;;2;2;2;2;;;2;;;;;;;;25;269.074.049.590.961
781469;1;5;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;25;269.074.049.590.961
781471;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;38.285.646.413.574
781471;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;38.285.646.413.574
781473;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;25;329.827.837.114.055
781473;1;2;1;50;2;2;2;;2;2;2;1;2;;;;;;;;;1;25;329.827.837.114.055
781479;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;265.390.232.523.328
781479;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;265.390.232.523.328
781479;1;3;1;50;2;3;4;;1;;;;;;;;;;;;;;25;265.390.232.523.328
781479;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;25;265.390.232.523.328
781481;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;279.958.060.856.185
781481;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;25;279.958.060.856.185
781481;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;25;279.958.060.856.185
782400;1;1;1;50;2;1;4;;1;;;;;;;;;;;;;;15;249.178.129.148.909
782400;1;2;1;50;2;2;4;;2;2;2;1;2;;;;;;;;;1;15;249.178.129.148.909
782402;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;347.919.446.419.143
782402;1;2;1;50;2;2;5;;;;;;;;;;;;;;;;15;347.919.446.419.143
782406;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;155.911.950.210.325
782406;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;15;155.911.950.210.325
782406;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;15;155.911.950.210.325
782406;1;4;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;15;155.911.950.210.325
782410;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;355.040.176.451.601
782410;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;15;355.040.176.451.601
782410;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;15;355.040.176.451.601
782410;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;15;355.040.176.451.601
782413;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;378.620.402.829.241
782414;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;259.822.640.153.598
782414;1;2;1;50;2;2;5;;;;;;;;;;;;;;;;15;259.822.640.153.598
782414;1;3;1;50;2;3;2;;2;2;2;1;2;;;;;;;;;1;15;259.822.640.153.598
782414;1;4;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;15;259.822.640.153.598
782414;1;6;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;15;259.822.640.153.598
782417;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;259.721.502.418.044
782417;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;15;259.721.502.418.044
782417;1;3;1;50;2;3;3;;1;;;;;;;;;;;;;;15;259.721.502.418.044
782417;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;15;259.721.502.418.044
782417;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;15;259.721.502.418.044
782436;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;274.390.468.486.456
782436;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;15;274.390.468.486.456
782436;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;15;274.390.468.486.456
782436;1;4;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;15;274.390.468.486.456
782438;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;257.630.390.244.598
782438;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;15;257.630.390.244.598
782439;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;383.571.086.912.042
782439;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;15;383.571.086.912.042
782442;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;428.491.025.212.355
782442;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;15;428.491.025.212.355
782445;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;231.001.994.278.448
782445;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;15;231.001.994.278.448
782519;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;249.178.129.148.909
782519;1;2;1;50;2;2;4;;2;2;1;;;;;;;;;;;;15;249.178.129.148.909
782521;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;187.709.718.849.514
782521;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;15;187.709.718.849.514
782521;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;15;187.709.718.849.514
782521;1;4;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;15;187.709.718.849.514
782521;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;15;187.709.718.849.514
782527;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;15;155.911.950.210.325
782527;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;15;155.911.950.210.325
782527;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;15;155.911.950.210.325
782529;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;259.721.502.418.044
782529;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;15;259.721.502.418.044
782529;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;15;259.721.502.418.044
782529;1;4;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;15;259.721.502.418.044
782529;1;5;1;50;2;5;3;;2;2;2;2;;;2;;;;;;;;15;259.721.502.418.044
782531;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;403.745.069.555.103
782531;1;2;1;50;2;2;4;;2;2;1;;;;;;;;;;;;15;403.745.069.555.103
782531;1;3;1;50;2;3;3;;2;2;1;;;;;;;;;;;;15;403.745.069.555.103
782531;1;4;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;15;403.745.069.555.103
782531;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;15;403.745.069.555.103
782552;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;347.919.446.419.143
782552;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;15;347.919.446.419.143
782553;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;303.264.951.321.213
782553;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;15;303.264.951.321.213
782555;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;348.899.512.397.828
782555;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;15;348.899.512.397.828
782557;1;1;1;50;2;1;6;YA ES PENSIONADO;2;2;2;2;;;2;;;;;;;;15;286.517.533.598.947
782557;1;2;1;50;2;1;5;;;;;;;;;;;;;;;;15;286.517.533.598.947
782557;1;3;1;50;2;3;6;YA ES PENSIONADA;2;2;2;2;;;2;;;;;;;;15;286.517.533.598.947
782557;1;4;1;50;2;4;4;;2;2;2;2;;;2;;;;;;;;15;286.517.533.598.947
782559;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;350.539.518.067.964
782559;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;15;350.539.518.067.964
782559;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;15;350.539.518.067.964
782559;1;4;1;50;2;4;1;;;;;;;;;;;;;;;;15;350.539.518.067.964
782559;1;5;1;50;2;5;1;;;;;;;;;;;;;;;;15;350.539.518.067.964
782562;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;15;390.077.527.299.475
782562;1;2;1;50;2;2;4;;2;2;1;;;;;;;;;;;;15;390.077.527.299.475
782562;1;3;1;50;2;3;2;;2;2;2;1;1;;;;;;;;;1;15;390.077.527.299.475
782562;1;5;1;50;2;5;1;;;;;;;;;;;;;;;;15;390.077.527.299.475
782562;1;6;1;50;2;2;5;;;;;;;;;;;;;;;;15;390.077.527.299.475
782562;1;7;1;50;2;7;1;;;;;;;;;;;;;;;;15;390.077.527.299.475
783527;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;18;147.652.824.253.504
783528;1;1;1;50;2;1;2;;1;;;;;;;;;;;;;;18;122.265.682.230.398
783528;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;18;122.265.682.230.398
783529;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;18;141.930.911.100.337
783529;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;18;141.930.911.100.337
783529;1;6;1;50;2;2;1;;;;;;;;;;;;;;;;18;141.930.911.100.337
783532;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;18;15.956.184.607.351
783532;1;2;1;50;2;1;1;;;;;;;;;;;;;;;;18;15.956.184.607.351
783532;1;3;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;18;15.956.184.607.351
783534;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;18;153.572.129.036.007
783534;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;18;153.572.129.036.007
783534;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;18;153.572.129.036.007
783537;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;18;15.956.184.607.351
783537;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;18;15.956.184.607.351
783537;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;18;15.956.184.607.351
783540;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;18;128.398.123.126.594
783540;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;18;128.398.123.126.594
783542;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;18;147.652.824.253.504
783543;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;18;124.648.031.003.511
783543;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;18;124.648.031.003.511
783543;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;18;124.648.031.003.511
783543;1;4;1;50;2;4;4;;2;2;2;2;;;2;;;;;;;;18;124.648.031.003.511
783543;1;5;1;50;2;5;1;;;;;;;;;;;;;;;;18;124.648.031.003.511
783545;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;18;122.265.682.230.398
783545;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;18;122.265.682.230.398
784697;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;20;199.019.504.694.561
784697;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;20;199.019.504.694.561
784697;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;20;199.019.504.694.561
784700;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;20;224.150.354.081.071
784701;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;20;178.001.336.997.588
784701;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;20;178.001.336.997.588
784703;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;20;173.188.668.711.572
784703;1;2;1;50;2;2;4;;2;2;2;2;;;1;5;;2;;2;;;20;173.188.668.711.572
784706;1;1;1;50;2;1;4;;2;1;;;;;;;;;;;;;20;151.386.088.960.799
784708;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;20;206.127.610.211.653
784708;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;20;206.127.610.211.653
784708;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;20;206.127.610.211.653
784708;1;4;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;20;206.127.610.211.653
784708;1;5;1;50;2;5;3;;2;2;2;2;;;2;;;;;;;;20;206.127.610.211.653
784710;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;20;166.393.883.183.067
784712;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;20;148.020.976.013.245
784712;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;20;148.020.976.013.245
784712;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;20;148.020.976.013.245
784713;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;20;224.150.354.081.071
786666;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;108.857.675.464.782
786666;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;108.857.675.464.782
786666;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;50;108.857.675.464.782
786666;1;4;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;50;108.857.675.464.782
786670;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;81.809.697.981.973
786670;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;81.809.697.981.973
786672;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;50.618.814.389.789
786719;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;248.992.465.847.982
786719;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;248.992.465.847.982
786721;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;346.574.450.232.043
786721;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;346.574.450.232.043
786723;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;50;382.484.332.929.608
786723;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;382.484.332.929.608
786723;1;3;1;50;2;3;2;;2;2;2;1;1;;;;;;;;;1;50;382.484.332.929.608
786723;2;1;2;50;2;1;1;;;;;;;;;;;;;;;;50;382.484.332.929.608
786724;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;328.848.617.260.614
786724;1;2;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;50;328.848.617.260.614
786724;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;50;328.848.617.260.614
786724;1;4;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;50;328.848.617.260.614
786727;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;296.982.736.175.181
786727;1;2;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;50;296.982.736.175.181
786727;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;50;296.982.736.175.181
786728;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;155.911.950.210.325
786728;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;155.911.950.210.325
786728;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;155.911.950.210.325
786728;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;155.911.950.210.325
786728;1;6;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;50;155.911.950.210.325
786748;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;521.217.471.718.572
786748;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;521.217.471.718.572
786748;1;3;1;50;2;2;6;SE ENCUENTRA DESCANSANDO;2;2;2;2;;;2;;;;;;;;50;521.217.471.718.572
786748;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;521.217.471.718.572
786748;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;521.217.471.718.572
786751;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;109.551.094.926.543
786751;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;109.551.094.926.543
786754;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;962.340.468.140.694
786754;1;2;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;962.340.468.140.694
786791;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;343.331.920.028.099
786791;1;2;1;50;2;2;4;;2;2;2;2;;;1;4;;1;2;;;;50;343.331.920.028.099
786791;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;343.331.920.028.099
786792;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;36.988.134.069.707
786793;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;50;36.988.134.069.707
786795;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;404.825.468.665.065
786795;1;2;1;50;2;2;4;;2;2;2;1;1;;;;;;;;;1;50;404.825.468.665.065
786795;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;50;404.825.468.665.065
786795;1;4;1;50;2;4;2;;2;2;2;1;1;;;;;;;;;1;50;404.825.468.665.065
786795;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;404.825.468.665.065
786795;1;8;1;50;2;8;4;;2;2;2;2;;;1;8;;1;2;;;;50;404.825.468.665.065
786795;1;9;1;50;2;9;4;;2;2;2;2;;;2;;;;;;;;50;404.825.468.665.065
786797;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;283.028.392.883.071
786797;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;283.028.392.883.071
786797;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;50;283.028.392.883.071
786797;1;4;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;50;283.028.392.883.071
786799;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;225.685.575.382.954
786799;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;50;225.685.575.382.954
786799;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;225.685.575.382.954
786801;1;1;1;50;2;1;4;;2;2;2;2;;;1;3;;1;2;;;;50;459.632.463.881.865
786801;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;459.632.463.881.865
786801;1;3;1;50;2;2;2;;2;2;2;1;1;;;;;;;;;1;50;459.632.463.881.865
786801;1;4;1;50;2;7;1;;;;;;;;;;;;;;;;50;459.632.463.881.865
786801;1;5;1;50;2;5;4;;2;2;2;2;;;1;3;;2;;1;7;1;50;459.632.463.881.865
786826;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;691.382.547.060.876
786826;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;691.382.547.060.876
786828;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;102.705.719.456.413
786829;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;81.809.697.981.973
786829;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;81.809.697.981.973
786871;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;328.583.978.662.509
786871;1;2;1;50;2;2;4;;2;2;2;2;;;1;12;;;;;;;50;328.583.978.662.509
786873;1;1;1;50;2;1;2;;2;2;2;1;2;;;;;;;;;1;50;467.291.126.904.074
786873;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;467.291.126.904.074
786873;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;50;467.291.126.904.074
786874;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;345.687.629.278.683
786874;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;345.687.629.278.683
786874;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;50;345.687.629.278.683
786874;1;4;1;50;2;4;1;;;;;;;;;;;;;;;;50;345.687.629.278.683
786876;1;1;1;50;2;1;6;DESCANSANDO;2;1;;;;;;;;;;;;;50;248.013.245.994.541
786876;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;248.013.245.994.541
786876;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;248.013.245.994.541
786876;1;5;1;50;2;5;1;;;;;;;;;;;;;;;;50;248.013.245.994.541
786878;1;1;1;50;2;1;4;;2;2;2;1;1;;;;;;;;;1;50;155.911.950.210.325
786878;1;2;1;50;2;2;4;;2;2;2;1;1;;;;;;;;;1;50;155.911.950.210.325
786880;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;211.016.609.314.542
786880;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;211.016.609.314.542
786880;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;211.016.609.314.542
786880;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;211.016.609.314.542
786882;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;386.641.418.938.928
786882;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;50;386.641.418.938.928
786882;2;1;2;50;2;1;1;;;;;;;;;;;;;;;;50;386.641.418.938.928
786907;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;842.082.083.747.725
786907;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;50;842.082.083.747.725
786959;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;23.566.849.596.667
786959;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;23.566.849.596.667
786959;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;50;23.566.849.596.667
786961;1;1;1;50;2;1;6;DESCANSANDO;2;2;2;2;;;2;;;;;;;;50;454.681.779.799.065
786961;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;50;454.681.779.799.065
786961;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;50;454.681.779.799.065
786961;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;454.681.779.799.065
786966;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;102.705.719.456.413
786967;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;850.607.538.402.917
786967;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;50;850.607.538.402.917
786967;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;850.607.538.402.917
786970;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;585.934.198.142.005
786970;1;2;1;50;2;2;4;;2;2;2;1;1;;;;;;;;;1;50;585.934.198.142.005
786970;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;585.934.198.142.005
786970;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;585.934.198.142.005
787021;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;285.989.102.527.981
787021;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;50;285.989.102.527.981
787022;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;329.298.601.438.811
787022;1;2;1;50;2;2;2;;2;2;2;1;6;;;;;;;;;1;50;329.298.601.438.811
787025;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;102.705.719.456.413
