DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6440;P6450;P6460;P6460S1;P6400;P6422;P6424;P6424S2;P6424S3;P6424S1;P6426;P6430S1;P6480;P6480S1;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585;P6585S2A1;P6585S3A1;P6585S4A1;P6585S3A2;P6585S2A2;P6585S1A2;P6585S2;P6585S3;P6585S1A1;P6585S4;P6585S1;P6580;P6580S1;P6580S2;P6630;P6630S3;P6630S4A1;P6630S3A1;P6630S2A1;P6630S1A1;P6630S4;P6630S2;P6630S1;P6640;P6642S2;P6642S1;P6765;P6765S1;P6772;P6750;P6760;P550;P6780;P6780S1;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6835;P6835S1;P6835S2;P6836;P6836S1;P6836S2;P6837;P6837S1;P6837S2;P6870;P6880;P6880S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S8;P6980S7A1;P6990;P7020;P7026;P7028;P7028S1;P7040;P7045;P7050;P7050S1;P7070;P760;P6410;P6640S1;P6642S11;P6642S7;P6642S8;P6642S9;P6642S10;P6642S12;P6642S5;P6642S4;P6642S3;P6642S6;P9440;P9450;P6630S6;P6630S6A1;P6410S1;P6545S1;P6545;P6545S2;P6915S1;P6915;P6585S4A2;P6773;P6773S1;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170;P7170S1;P7170S2;P7170S3;P7170S4;P7170S5;P7170S6;P7180;P7190;P7200;P7240;P7240S1;OFICIO;RAMA2D;RAMA2DP8;OCI;P6430;P6420S1;RAMA4D;RAMA4DP8;INGLABO;DPTO;fex_c_2011
781388;1;1;1;60;2;2;;;;;;;;;;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;250000;1;3500000;1;;12;48;;.;48;;;1;7;17;2;;;;;;1;1;;2;;;;1;;;;;;;;1;;2;1;18;1;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;3;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;4;3;;41;52;;1;4;;5239;;250000;25;266.369.452.376.768
781391;1;1;1;60;2;1;1;;;1;2;;2;2;2;22;;1;;560000;2;;;2;;1;250000;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;65;;.;65;;;1;5;18;2;;;;;;2;8;;2;;;;1;;;;;;;;1;;2;1;60;1;;2;;;;;11;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;1;1;2;1;1;2;1;1;1;1;2;;1;1;;3;3;2;3;4;3;2;3;2;3;;62;1;;1;1;;116;;810000;25;289.059.434.554.868
781411;1;1;1;60;2;1;2;1;;1;2;;1;1;1;7;;1;;461500;2;;;1;60000;2;;1;75000;2;;;;55000;;2;;;2;1;;2;2;2;;;;1;;230000;250000;230000;2;1;1;2;;;;;;;;;;;12;48;;.;48;;;1;6;15;2;;;;;;9;8;;1;1;1;25;1;1;;;;;;;;;1;1;35;1;;2;;;;;0;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;1;1;2;1;2;2;1;1;1;1;2;;1;1;;3;2;2;3;3;2;2;3;3;3;;62;1;;1;1;;112;;521500;25;274.390.468.486.456
781424;1;1;1;60;2;2;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;250000;1;1200000;1;;12;28;2;;30;;;1;16;20;2;;;;;;1;1;;3;;;;;;;;;;;;;;2;1;142;1;;2;;;;;35;;;;;;;;;;;;;;2;;;;;;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;4;10;DE LA   PENSION;45;55;;1;4;;5530;;250000;25;382.669.996.230.535
781424;1;3;1;60;2;1;2;1;;1;1;;1;1;1;70;;1;;800000;1;270000;1;2;;2;;2;;2;;;51000;19000;;2;1;;1;1;;2;2;2;;;;1;;300000;300000;300000;2;1;1;2;;;;;;;;;;;12;48;;.;48;;;2;;;;;;;;;9;7;;1;1;1;9;1;1;;;;;;;;;1;1;6;1;;2;;;;;0;;;;;;;;;;;;;2;1;1;300000;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;4;;39;26;;1;1;;2691;;800000;25;382.669.996.230.535
781426;1;1;1;60;2;1;2;1;;1;1;;1;1;1;131;;1;;500000;2;;;1;60000;2;;1;120000;2;;;;18000;;2;;;2;1;;2;2;2;;;;1;;250000;250000;250000;2;1;1;2;;;;;;;;;;;12;48;;.;48;;;1;6;15;2;;;;;;9;8;;1;1;1;12;1;1;;;;;;;;;1;2;;;;2;;;;;;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;4;;62;1;;1;1;;112;;560000;25;293.912.404.148.295
781459;1;1;1;60;2;2;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;300000;1;3600000;1;;8;40;;.;40;;;2;;;;;;;;;1;9;;2;;;;1;;;;;;;;1;;2;1;24;1;;2;;;;;2;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;1;1;1;1;2;2;2;2;2;2;2;;2;1;;3;3;2;3;3;2;2;2;3;3;;95;45;;1;4;;4521;;300000;25;340.261.588.001.212
781465;1;1;1;60;2;1;2;1;;1;1;;1;1;1;96;;1;;461500;2;;;2;;2;;2;;2;;;55000;;;;2;;1;2;;2;2;2;;;;1;;210000;210000;230000;2;1;1;2;;;;;;;;;;;12;48;;.;48;;;1;6;16;2;;;;;;7;8;;1;1;1;8;1;1;;;;;;;;;1;1;48;1;;2;;;;;1;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;9;;62;1;;1;1;;117;;461500;25;278.978.841.002.744
781466;1;1;1;60;2;2;;;;;;;;;;0;;2;;0;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;220000;;2;1;2;2;;;;;;;;;;;6;30;1;;30;;;2;;;;;;;;;2;4;;2;;;;1;1;;;;;;;;;2;1;12;1;;2;;;;;6;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;1;20;2;1;1;1;2;2;2;1;2;2;2;2;2;;2;1;;2;3;2;3;3;3;2;2;3;3;;97;60;;1;1;;6041;;0;25;294.627.026.924.597
781466;1;2;1;60;2;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;200000;1;2400000;1;;12;28;2;;28;;;2;;;;;;;;;1;1;;2;;;;1;;;;;;;;1;;2;1;12;1;;2;;;;;2;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;20;2;1;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;38;64;;1;4;;6421;;200000;25;294.627.026.924.597
781469;1;2;1;60;2;2;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;550000;1;6500000;3;;12;48;;.;48;;;1;19;3;2;;;;;;1;6;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;4;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;3;2;3;3;3;;41;52;;1;4;;5224;;550000;25;269.074.049.590.961
781469;1;3;1;60;2;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;2000000;1;2400000;2;;12;20;1;;20;;;1;19;3;2;;;;;;1;6;;2;;;;1;;;;;;;;1;;2;1;72;4;;2;;;;;1;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;40;2;1;1;1;1;1;2;1;2;1;2;2;2;;2;1;;3;3;3;3;3;3;2;3;3;3;;41;52;;1;4;;5224;;2000000;25;269.074.049.590.961
781471;1;1;1;60;2;1;1;;;1;1;;2;2;2;4;;1;;461500;2;;;2;;1;125000;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;8;48;;.;48;;;1;5;17;2;;;;;;2;7;;2;;;;1;;;;;;;;1;;2;1;36;1;;2;;;;;4;;;;;;;;;;;;;2;2;2;;;;2;;;7;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;89;25;;1;1;;2513;;586500;25;38.285.646.413.574
781479;1;1;1;60;2;1;2;1;;2;2;;1;1;1;12;;1;;461500;2;;;2;;2;;1;60000;2;;;;;;;;;2;2;;2;2;2;;;;1;;220000;220000;220000;2;1;1;2;;;;;;;;;;;12;48;;.;48;;;1;6;4;2;;;;;;9;8;;1;1;1;20;1;1;;;;;;;;;1;1;12;1;;2;;;;;3;1;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;10;UN  ARRIENDO;62;1;74;1;1;7491;112;7491;461500;25;265.390.232.523.328
781479;1;2;1;60;2;1;2;1;;1;1;;1;1;1;36;;2;;461500;2;;;2;;2;;1;600000;2;;;;;;;;;2;2;;2;2;2;;;;1;;220000;220000;220000;2;1;1;2;;;;;;;;;;;12;48;;.;48;;;1;6;14;2;;;;;;9;7;;1;1;1;20;1;1;;;;;;;;;1;1;1;1;;2;;;;;95;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;62;1;;1;1;;112;;461500;25;265.390.232.523.328
781479;1;3;1;60;2;2;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;100000;1;400000;2;;4;40;;.;40;;;1;6;14;2;;;;;;1;1;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;54;85;;1;4;;8532;;100000;25;265.390.232.523.328
781481;1;1;1;60;2;1;2;2;1;2;1;;1;1;1;1;;2;;461500;2;;;2;;2;;1;60000;2;;;;;;;;;2;2;;2;2;2;;;;1;;220000;220000;220000;2;1;1;2;;;;;;;;;;;11;48;;.;48;;;1;6;15;2;;;;;;9;8;;1;1;1;20;1;1;;;;;;;;;2;1;1;1;;2;;;;;1;1;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;1;1;1;1;2;1;2;1;1;2;2;;2;1;;3;2;2;2;2;2;2;2;3;3;;62;1;74;1;1;7491;112;7491;461500;25;279.958.060.856.185
781481;1;2;1;60;2;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;120000;1;3000000;1;;12;14;2;;14;;;2;;;;;;;;;1;8;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;3;;62;1;;1;4;;123;;120000;25;279.958.060.856.185
782400;1;1;1;60;2;2;;;;;;;;;;420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;80000;1;960000;3;;12;16;2;;16;;;1;7;16;2;;;;;;1;2;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;4;3;2;2;2;3;8;;56;93;;1;4;;9301;;80000;15;249.178.129.148.909
782402;1;1;1;60;2;2;;;;;;;;;;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;200000;1;2400000;3;;12;40;;.;40;;;1;7;16;2;;;;;;1;8;;2;;;;1;;;;;;;;1;;2;1;0;8;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;62;1;;1;4;;122;;200000;15;347.919.446.419.143
782406;1;1;1;60;2;2;;;;;;;;;;444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;400000;1;4000000;3;;12;60;;.;60;;;1;6;19;2;;;;;;1;6;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;5;;41;52;;1;4;;5239;;400000;15;155.911.950.210.325
782406;1;2;1;60;2;2;;;;;;;;;;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;260000;1;3000000;3;;12;60;;.;60;;;1;7;19;2;;;;;;1;7;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;41;52;;1;4;;5237;;260000;15;155.911.950.210.325
782406;1;3;1;60;2;1;1;;;1;2;;2;2;2;6;;1;;240000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;9;48;;.;48;;;1;8;18;2;;;;;;2;7;;2;;;;1;;;;;;;;1;;2;1;4;1;;2;;;;;3;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;2;3;3;;45;52;;1;1;;5244;;240000;15;155.911.950.210.325
782410;1;1;1;60;2;1;1;;;1;2;;2;2;2;24;;1;;300000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;1;7;17;2;;;;;;2;2;;2;;;;1;;;;;;1;;;;2;1;120;1;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;3;2;3;3;3;;95;45;;1;1;;4521;;300000;15;355.040.176.451.601
782410;1;2;1;60;2;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;150000;1;1800000;3;;12;21;2;;21;;;1;9;16;2;;;;;;1;1;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;41;55;;1;4;;5530;;150000;15;355.040.176.451.601
782410;1;3;1;60;2;1;2;2;12;1;1;;1;1;1;48;;1;;461500;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;1;;98;98;;2;1;2;2;;;;;;;;;;;12;48;;.;48;;;1;7;19;2;;;;;;6;7;;1;1;1;4;1;1;;;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;45;51;;1;1;;5125;;461500;15;355.040.176.451.601
782413;1;1;1;60;2;1;1;;;1;2;;2;2;2;96;;1;;200000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;44;;.;44;;;1;7;17;2;;;;;;2;2;;2;;;;1;;;;;;;;1;;2;1;300;4;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;3;2;2;3;3;;95;45;;1;1;;4521;;200000;15;378.620.402.829.241
782414;1;1;1;60;2;1;2;1;;1;1;;1;1;1;96;;1;;461500;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;1;;98;98;;2;1;2;2;;;;;;;;;;;12;48;;.;48;;;1;7;18;2;;;;;;7;7;;1;1;1;8;1;1;;;;;;;;;1;1;60;1;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;54;27;;1;1;;2731;;461500;15;259.822.640.153.598
782417;1;1;1;60;2;1;1;;;1;2;;2;2;2;2;;1;;300000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;1;7;20;2;;;;;;3;7;;2;;;;1;;;;;;1;;;;2;1;12;1;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;2;3;3;;56;50;;1;1;;5020;;300000;15;259.721.502.418.044
782417;1;3;1;60;2;1;1;;;1;2;;2;2;2;1;;1;;80000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;10;2;;10;;;1;7;20;2;;;;;;3;7;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;3;2;3;3;2;2;2;3;3;;56;50;;1;1;;5020;;80000;15;259.721.502.418.044
782436;1;1;1;60;2;1;1;;;1;1;;1;1;1;24;;1;;461500;2;;;2;;2;;2;;2;;;;54000;;2;;;2;1;;2;2;2;;;;1;;98;98;;2;1;2;2;;;;;;;;;;;12;60;;.;60;;;1;5;17;2;;;;;;2;8;;1;2;1;2;1;1;;;;;;;;;1;1;12;1;;2;;;;;2;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;62;1;;1;1;;121;;461500;15;274.390.468.486.456
782436;1;2;1;60;2;1;1;;;1;2;;2;2;2;0;;1;;100000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;40;;.;40;;;1;6;14;2;;;;;;2;2;;2;;;;1;;;;;;1;;;;2;1;24;1;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;3;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;2;3;3;;54;95;;1;1;;9500;;100000;15;274.390.468.486.456
782438;1;1;1;60;2;1;2;2;6;1;2;;1;1;1;2;;1;;461500;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;2;;;;;;;;;9;6;;1;1;1;0;1;1;;;;;;;;;2;1;180;1;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;45;;1;1;;4530;;461500;15;257.630.390.244.598
782439;1;1;1;60;2;1;1;;;1;2;;2;2;2;6;;1;;300000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;70;;.;70;;;1;5;18;2;;;;;;2;8;;2;;;;1;;;;;;1;;;;2;1;36;1;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;2;3;3;;62;1;;1;1;;121;;300000;15;383.571.086.912.042
782439;1;2;1;60;2;1;1;;;1;2;;2;2;2;12;;1;;200000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;14;2;;14;;;1;6;9;2;;;;;;2;8;;2;;;;1;;;;;;1;;;;2;1;36;1;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;3;;62;1;;1;1;;121;;200000;15;383.571.086.912.042
782442;1;1;1;60;2;1;1;;;1;2;;2;2;2;0;;1;;350000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;;2;;;;;2;2;2;2;;;;;;;;;;;12;36;1;;36;;;1;7;17;2;;;;;;2;8;;2;;;;1;;;;;;;;1;;2;1;0;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;2;3;3;;62;1;;1;8;;116;;350000;15;428.491.025.212.355
