DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S4;P7510S6;P7510S2A1;P7510S4A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;P7510S7A1;P7510S7;AREA;FT;DPTO;fex_c_2011
762248;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;656.018.939.118.828
762248;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;656.018.939.118.828
762249;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;738.161.472.765.372
762249;1;2;1;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;2400000;1;5;1;5;738.161.472.765.372
762249;1;3;1;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;168000;1;5;1;5;738.161.472.765.372
762249;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;738.161.472.765.372
762250;1;1;1;95;1;;1;2;;;120000;2;2;;;;;;;;;;;;;;;5;1;5;626.877.004.678.042
762250;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;626.877.004.678.042
762250;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;626.877.004.678.042
762251;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;856.562.316.501.066
762251;2;1;2;95;2;;;;;;;;1;2;;1;;;53000;;;;2;2;2;;2;5;1;5;856.562.316.501.066
762252;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;450000;1;5;1;5;908.465.508.697.979
762252;1;2;1;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;250000;1;5;1;5;908.465.508.697.979
762252;1;3;1;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;560000;1;5;1;5;908.465.508.697.979
762252;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;908.465.508.697.979
762253;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;915.747.927.838.281
762253;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;915.747.927.838.281
762253;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;915.747.927.838.281
762253;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;915.747.927.838.281
762254;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;74.292.995.828.108
762254;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;74.292.995.828.108
762254;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;74.292.995.828.108
762254;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;74.292.995.828.108
762254;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;74.292.995.828.108
762254;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;74.292.995.828.108
762254;1;9;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;74.292.995.828.108
762254;1;10;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;74.292.995.828.108
762255;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;120000;2;1;2;;2;5;1;5;631.807.347.485.277
762255;2;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;631.807.347.485.277
762255;2;2;2;95;2;;;;;;;;1;2;;2;;;;;;2500000;2;1;2;;2;5;1;5;631.807.347.485.277
762257;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;872.236.726.350.324
762257;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;872.236.726.350.324
762257;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;872.236.726.350.324
762257;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;872.236.726.350.324
762259;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;;2;5;1;5;721.639.275.277.121
762260;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;230000;1;5;1;5;615.658.205.194.497
762260;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;615.658.205.194.497
762260;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;615.658.205.194.497
762261;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;1000000;2;1;2;;2;5;1;5;753.807.251.503.641
762261;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;753.807.251.503.641
762261;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;753.807.251.503.641
762262;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;825.017.832.249.347
762263;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;742.372.278.650.482
762263;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;742.372.278.650.482
762264;1;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;;;5;1;5;556.222.630.887.238
762264;1;2;1;95;2;;;;;;;;1;2;;1;;;460000;;;;2;2;2;;2;5;1;5;556.222.630.887.238
762264;1;3;1;95;2;;;;;;;;1;2;;1;;;460000;;;;2;2;2;;2;5;1;5;556.222.630.887.238
762265;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;789.412.541.876.494
762265;1;2;1;95;1;;1;2;;;450000;2;2;;;;;;;;;;;;;;;5;1;5;789.412.541.876.494
762266;1;1;1;95;2;;;;;;;;1;2;;1;;;140000;;;;2;2;2;;2;5;1;5;74.696.484.681.594
762266;1;2;1;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;380000;1;5;1;5;74.696.484.681.594
762267;1;1;1;95;2;;;;;;;;1;2;;1;;;120000;;;;2;2;2;;2;5;1;5;816.430.176.987.189
762267;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;816.430.176.987.189
762268;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;771.298.150.702.667
762268;1;2;1;95;2;;;;;;;;1;2;;1;;;460000;;;;2;2;2;;2;5;1;5;771.298.150.702.667
762269;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;200000;1;5;1;5;816.430.176.987.189
762269;1;2;1;95;2;;;;;;;;1;2;;1;;;60000;;;;2;2;2;;2;5;1;5;816.430.176.987.189
762270;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;400000;1;5;1;5;852.908.828.985.119
762270;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;852.908.828.985.119
762270;1;3;1;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;;2;5;1;5;852.908.828.985.119
762270;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;852.908.828.985.119
762271;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;803.249.953.559.573
762271;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;803.249.953.559.573
762271;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;803.249.953.559.573
762272;1;1;1;95;2;;;;;;;;1;2;;1;;;100000;;;;2;2;2;;2;5;1;5;772.918.975.499.233
762272;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;772.918.975.499.233
762273;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;694.962.691.846.207
762273;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;694.962.691.846.207
762273;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;694.962.691.846.207
762273;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;694.962.691.846.207
762274;1;1;1;95;1;;1;1;;1200000;340000;2;2;;;;;;;;;;;;;;;5;1;5;668.135.656.119.041
762274;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;668.135.656.119.041
762274;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;668.135.656.119.041
762275;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;460000;1;5;1;5;800.565.167.754.402
762276;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;74.696.484.681.594
762276;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;74.696.484.681.594
762277;1;1;1;95;2;;;;;;;;1;2;;2;1200000;;;;;2400000;2;1;1;;2;5;1;5;679.191.580.216.567
762278;1;1;1;95;2;;;;;;;;1;2;;1;;;900000;;;;2;2;2;;2;5;1;5;564.810.286.149.396
762278;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;564.810.286.149.396
762279;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;676.723.311.381.199
762279;1;2;1;95;2;;;;;;;;1;2;;1;;;60000;;;;2;2;2;;2;5;1;5;676.723.311.381.199
762280;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;650.581.751.420.296
762280;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;650.581.751.420.296
762280;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;650.581.751.420.296
762280;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;650.581.751.420.296
762281;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;707.830.494.705.031
762281;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;707.830.494.705.031
762281;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;707.830.494.705.031
762282;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;837.791.737.505.024
762282;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;837.791.737.505.024
762283;1;1;1;95;1;;2;1;;580000;;2;2;;;;;;;;;;;;;;;5;1;5;676.723.311.381.199
762283;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;676.723.311.381.199
762284;1;1;1;95;1;;2;1;;650000;;2;2;;;;;;;;;;;;;;;5;1;5;759.181.433.702.454
762284;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;759.181.433.702.454
762284;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;759.181.433.702.454
762285;1;1;1;95;2;;;;;;;;1;2;;1;;;65000;;;;2;2;2;;2;5;1;5;842.384.305.670.482
762285;1;2;1;95;2;;;;;;;;1;2;;1;;;95030;;;;2;2;2;;2;5;1;5;842.384.305.670.482
762286;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;844.321.173.722.962
762286;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;844.321.173.722.962
762286;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;844.321.173.722.962
762286;1;4;1;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;;2;5;1;5;844.321.173.722.962
762286;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;844.321.173.722.962
762287;1;1;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;1;5;748.656.910.387.816
762288;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;74.696.484.681.594
762288;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;74.696.484.681.594
762289;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;677.499.516.644.691
762289;1;2;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;1;5;677.499.516.644.691
762290;1;1;1;95;2;;;;;;;;1;2;;1;;;63200;;;;2;2;2;;2;5;1;5;871.023.220.158.946
762290;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;871.023.220.158.946
762290;1;3;1;95;2;;;;;;;;1;2;;1;;;62000;;;;2;2;2;;2;5;1;5;871.023.220.158.946
762290;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;871.023.220.158.946
762291;1;1;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;1;5;826.954.700.301.827
762291;1;2;1;95;2;;;;;;;;1;2;;1;;;2000;;;;2;2;2;;2;5;1;5;826.954.700.301.827
762291;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;826.954.700.301.827
762291;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;826.954.700.301.827
762292;1;1;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;1;5;620.250.773.359.955
762292;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;620.250.773.359.955
762292;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;620.250.773.359.955
762293;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;942.449.974.274.266
762293;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;942.449.974.274.266
762293;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;942.449.974.274.266
762294;1;1;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;1;5;101.974.997.678.531
762294;1;2;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;1;5;101.974.997.678.531
762294;1;3;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;1;5;101.974.997.678.531
762294;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;101.974.997.678.531
762294;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;101.974.997.678.531
762295;1;1;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;1;5;703.740.946.491.894
762295;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;703.740.946.491.894
762296;1;1;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;1;5;677.499.516.644.691
762296;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;677.499.516.644.691
762297;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;798.315.785.813.362
762297;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;798.315.785.813.362
762298;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;64.888.968.784.842
762298;1;2;1;95;2;;;;;;;;1;2;;1;;;58600;;;2400000;2;1;2;;2;5;1;5;64.888.968.784.842
762298;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;64.888.968.784.842
762298;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;64.888.968.784.842
762298;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;64.888.968.784.842
762299;1;1;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;1;5;707.830.494.705.031
762299;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;707.830.494.705.031
762299;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;707.830.494.705.031
762300;1;1;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;1;5;696.774.570.607.506
762300;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;696.774.570.607.506
762300;1;3;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;1;5;696.774.570.607.506
762300;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;696.774.570.607.506
762300;1;5;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;;;5;1;5;696.774.570.607.506
762302;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;742.372.185.330.714
762302;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;742.372.185.330.714
762302;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;742.372.185.330.714
762302;1;4;1;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;;2;5;1;5;742.372.185.330.714
762302;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;742.372.185.330.714
762302;1;8;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;742.372.185.330.714
762304;1;1;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;1;5;868.338.434.353.774
762304;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;868.338.434.353.774
762306;1;1;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;1;5;880.142.637.465.428
762306;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;880.142.637.465.428
762306;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;880.142.637.465.428
762306;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;880.142.637.465.428
762306;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;880.142.637.465.428
762307;1;1;1;95;2;;;;;;;;1;2;;2;2400000;;;;;;2;2;1;;2;5;1;5;83.373.093.138.389
762307;1;2;1;95;2;;;;;;;;1;2;;2;1200000;;;;;1500000;2;1;1;;2;5;1;5;83.373.093.138.389
762307;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;83.373.093.138.389
762307;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;83.373.093.138.389
762309;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;772.918.975.499.233
762309;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;772.918.975.499.233
762310;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;;2;5;1;5;754.804.584.325.406
762310;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;754.804.584.325.406
762313;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;915.747.927.838.281
762313;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;915.747.927.838.281
762313;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;915.747.927.838.281
762313;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;915.747.927.838.281
762314;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;147.801.149.739.651
762314;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;147.801.149.739.651
762315;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;164.123.285.396.142
762315;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;164.123.285.396.142
762315;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;164.123.285.396.142
762315;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;164.123.285.396.142
762316;1;1;1;95;1;;2;1;;850000;;2;2;;;;;;;;;;;;;;;5;1;5;867.710.331.790.504
762316;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;867.710.331.790.504
762316;1;3;1;95;2;;;;;;;;1;2;;2;600000;;;;;;2;2;1;;2;5;1;5;867.710.331.790.504
762316;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;867.710.331.790.504
762316;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;867.710.331.790.504
762317;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;8.947.279.669.012
762317;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;8.947.279.669.012
762317;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;8.947.279.669.012
762317;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;8.947.279.669.012
762317;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;8.947.279.669.012
762318;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;866.089.052.412.735
762318;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;866.089.052.412.735
762318;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;866.089.052.412.735
762319;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;64.695.281.979.594
762319;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;64.695.281.979.594
762320;1;1;1;95;1;;1;2;;;50000;2;2;;;;;;;;;;;;;;;5;1;5;80.690.344.107.552
762321;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;562.615.202.625.199
762321;1;2;1;95;1;;1;2;;;60000;2;2;;;;;;;;;;;;;;;5;1;5;562.615.202.625.199
762321;2;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;562.615.202.625.199
762321;2;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;562.615.202.625.199
762322;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;857.185.808.475.867
762322;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;857.185.808.475.867
762322;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;1;5;857.185.808.475.867
