DIRECTORIO,SECUENCIA_P,P5000,P5010,P5020,P5030,P5040,P5050,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5210S1,P5210S2,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S20,P5210S21,P5210S22,P5210S24,HOGAR,P4000,P4010,P4020,P4030S1,P4030S2,P4030S3,P4030S4,P4030S5,P4030S1A1,P4030S4A1,P4040,REGIS,CLASE,P5070,DPTO,ORDEN,fex_c_2011
781275,1,3,3,2,1,1,4,4,2,,250000,30000000,350000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,,1,2,1,25,1,266.996.402.541.386
781281,1,3,2,2,1,1,1,4,4,,,,250000,,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,4,1,2,2,1,1,1,1,1,1,2,1,25,1,351.969.844.424.714
781282,1,3,2,2,1,1,4,4,2,,300000,30000000,250000,,2,2,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,4,1,2,2,1,2,1,1,,1,2,1,25,1,283.028.392.883.071
781285,1,2,2,2,1,1,4,4,3,,,,,150000,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,1,1,,1,2,1,25,1,24.306.256.191.174
781299,1,3,2,2,1,1,1,4,2,,150000,20000000,200000,,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,1,1,2,1,1,1,2,1,25,1,240.354.541.451.366
781301,1,5,4,2,1,1,1,4,1,,,200000000,1000000,,2,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,4,1,2,2,1,1,2,1,1,1,2,1,25,1,31.507.434.548.027
781308,1,3,2,2,1,1,2,4,3,,,,,50000,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,,1,2,1,25,1,396.624.339.522.645
781309,1,4,1,2,1,1,1,4,1,,,30000000,150000,,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,1,1,1,1,1,1,2,1,25,1,347.919.446.419.143
781387,1,4,3,2,1,1,1,4,3,,,,,300000,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,3,1,2,2,1,1,2,1,1,1,2,1,25,1,167.628.135.106.534
781388,1,3,1,2,1,1,1,4,4,,,,300000,,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,3,1,2,2,1,1,2,1,1,1,2,1,25,1,266.369.452.376.768
781391,1,5,2,2,1,4,1,5,3,,,,,60000,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,25,1,289.059.434.554.868
781394,1,2,1,2,1,4,1,5,4,,,,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,1,1,2,2,1,1,2,1,1,1,2,1,25,1,378.620.402.829.241
781411,1,4,3,2,1,1,1,4,2,,270000,45000000,200000,,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,7,1,2,2,1,1,2,1,1,1,2,1,25,1,274.390.468.486.456
781424,1,5,3,1,1,1,1,4,1,,,55000000,350000,,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,25,1,382.669.996.230.535
781426,1,3,2,1,1,1,1,4,1,,,18000000,180000,,1,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,25,1,293.912.404.148.295
781459,1,1,1,2,2,4,3,4,3,,,,,125000,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,3,1,2,2,2,2,1,,,1,2,1,25,1,340.261.588.001.212
781465,1,5,3,1,1,1,1,4,1,,,30000000,250000,,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,25,1,278.978.841.002.744
781466,1,4,2,1,2,1,1,4,1,,,1200000,150000,,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,25,1,294.627.026.924.597
781469,1,1,1,2,2,4,3,4,4,,,,125000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,3,1,2,2,2,2,1,,,1,2,1,25,1,269.074.049.590.961
781471,1,2,1,2,1,4,3,4,4,,,,100000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,0,,,1,2,1,25,1,38.285.646.413.574
781473,1,3,2,2,1,4,3,4,3,,,,,150000,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,1,25,1,329.827.837.114.055
781479,1,5,3,2,1,1,10,4,1,,,18000000,150000,,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,25,1,265.390.232.523.328
781481,1,5,2,3,1,1,1,4,1,,,80000000,200000,,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,4,1,2,2,1,1,2,1,2,1,2,1,25,1,279.958.060.856.185
782400,1,3,2,2,1,4,2,5,5,,,,98,,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,1,15,1,249.178.129.148.909
782402,1,3,2,2,1,4,2,4,1,,,98,98,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,1,15,1,347.919.446.419.143
782406,1,4,3,2,1,4,2,4,1,,,98,98,,1,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,15,1,155.911.950.210.325
782410,1,4,3,2,1,4,2,5,3,,,,,100000,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,2,2,,,1,2,1,15,1,355.040.176.451.601
782413,1,3,1,2,1,4,2,4,1,,,98,98,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,15,1,378.620.402.829.241
782414,1,4,3,2,1,4,2,4,1,,,98,98,,2,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,1,15,1,259.822.640.153.598
782417,1,4,3,2,1,4,2,4,3,,,,,100000,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,15,1,259.721.502.418.044
782436,1,2,2,2,1,4,1,5,4,,,,98,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,,1,1,2,1,15,1,274.390.468.486.456
782438,1,2,1,2,1,4,1,4,3,,,,,50000,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,,1,1,2,1,15,1,257.630.390.244.598
782439,1,3,2,2,1,4,1,5,4,,,,98,,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,15,1,383.571.086.912.042
782442,1,1,1,2,1,4,1,4,3,,,,,200000,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,,1,1,2,1,15,1,428.491.025.212.355
782445,1,2,1,2,1,4,1,5,4,,,,98,,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,,1,1,2,1,15,1,231.001.994.278.448
782519,1,3,3,2,1,4,1,5,4,,,,150000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,,1,1,2,1,15,1,249.178.129.148.909
782521,1,5,3,2,1,4,1,4,1,,,25000000,150000,,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,1,4,1,2,2,2,1,1,,1,1,2,1,15,1,187.709.718.849.514
782527,1,4,2,2,1,4,2,5,1,,,20000000,50000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,15,1,155.911.950.210.325
782529,1,3,2,2,1,4,1,4,3,,,,,180000,2,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,4,1,2,2,2,1,1,,2,1,2,1,15,1,259.721.502.418.044
782531,1,3,2,1,1,4,1,4,1,,,28000000,150000,,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,1,2,1,2,,2,1,2,1,15,1,403.745.069.555.103
782552,1,3,1,2,1,4,1,4,6,EMPEÑO,,,300000,,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,15,1,347.919.446.419.143
782553,1,3,2,2,1,4,1,4,4,,,,100000,,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,15,1,303.264.951.321.213
782555,1,2,1,2,1,4,3,4,4,,,,70000,,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,4,1,2,2,2,2,2,,,1,2,1,15,1,348.899.512.397.828
782557,1,4,3,2,1,4,1,4,1,,,200000000,500000,,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,15,1,286.517.533.598.947
782559,1,4,2,2,1,4,1,4,3,,,,,150000,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,15,1,350.539.518.067.964
782562,1,4,4,2,1,4,2,4,4,,,,120000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2,,1,1,2,1,15,1,390.077.527.299.475
783527,1,2,1,6,,4,6,5,4,,,,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,3,2,2,2,2,2,,,,1,2,1,18,1,147.652.824.253.504
783528,1,3,1,4,1,4,2,5,4,,,,120000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,3,2,2,2,2,2,,,,1,2,1,18,1,122.265.682.230.398
783529,1,3,2,6,,4,6,5,4,,,,70000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,3,2,2,2,2,2,,,,1,2,5,18,1,141.930.911.100.337
783532,1,3,2,6,,4,6,5,1,,,1500000,80000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,,,,1,2,1,18,1,15.956.184.607.351
783534,1,3,2,4,1,4,2,5,4,,,,60000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,3,2,2,2,2,2,,,,1,2,1,18,1,153.572.129.036.007
783537,1,4,3,4,1,4,2,5,1,,,1500000,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,3,2,2,2,2,2,,,,1,2,1,18,1,15.956.184.607.351
