DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;fex_c_2011
781275;1;2;1;80;2;1;4;2;;2;;2;;;;;9;2;1;25;266.996.402.541.386
781275;1;3;1;80;2;2;;;;2;;2;;2;;.;;;1;25;266.996.402.541.386
781275;1;5;1;80;2;2;;;;2;;2;;2;;.;;;1;25;266.996.402.541.386
781281;1;3;1;80;2;2;;;;2;;2;;2;;.;;;1;25;351.969.844.424.714
781282;1;4;1;80;2;2;;;;2;;2;;2;;.;;;1;25;283.028.392.883.071
781285;1;3;1;80;2;2;;;;2;;2;;2;;.;;;1;25;24.306.256.191.174
781299;1;2;1;80;2;2;;;;2;;2;;2;;.;;;1;25;240.354.541.451.366
781301;1;1;1;80;2;1;4;4;;3;;2;;;;;10;2;1;25;31.507.434.548.027
781301;1;2;1;80;2;1;2;2;;2;;2;;;;;9;2;1;25;31.507.434.548.027
781301;1;3;1;80;2;2;;;;2;;2;;2;;.;;;1;25;31.507.434.548.027
781308;1;1;1;80;2;2;;;;2;;2;;1;4;;9;;1;25;396.624.339.522.645
781308;1;2;1;80;2;1;4;3;;2;;2;;;;;4;2;1;25;396.624.339.522.645
781308;1;3;1;80;2;2;;;;2;;2;;2;;.;;;1;25;396.624.339.522.645
781309;1;1;1;80;2;1;4;4;;3;;2;;;;;10;2;1;25;347.919.446.419.143
781309;1;2;1;80;2;1;4;2;;2;;2;;;;;9;2;1;25;347.919.446.419.143
781388;1;2;1;80;2;2;;;;2;;2;;2;;.;;;1;25;266.369.452.376.768
781391;1;3;1;80;2;2;;;;2;;2;;2;;.;;;1;25;289.059.434.554.868
781394;1;1;1;80;2;1;2;3;;2;;2;;;;;4;2;1;25;378.620.402.829.241
781411;1;3;1;80;2;2;;;;2;;2;;2;;.;;;1;25;274.390.468.486.456
781411;1;4;1;80;2;2;;;;2;;2;;2;;.;;;1;25;274.390.468.486.456
781424;1;2;1;80;2;2;;;;2;;2;;2;;.;;;1;25;382.669.996.230.535
781424;1;4;1;80;2;2;;;;2;;2;;2;;.;;;1;25;382.669.996.230.535
781459;1;2;1;80;2;1;3;2;;2;;2;;;;;9;2;1;25;340.261.588.001.212
781465;1;2;1;80;2;2;;;;2;;2;;2;;.;;;1;25;278.978.841.002.744
781465;1;3;1;80;2;2;;;;2;;2;;2;;.;;;1;25;278.978.841.002.744
781465;1;4;1;80;2;2;;;;2;;2;;2;;.;;;1;25;278.978.841.002.744
781465;1;5;1;80;2;2;;;;2;;2;;2;;.;;;1;25;278.978.841.002.744
781469;1;4;1;80;2;2;;;;2;;2;;2;;.;;;1;25;269.074.049.590.961
781469;1;5;1;80;2;2;;;;2;;2;;2;;.;;;1;25;269.074.049.590.961
781471;1;2;1;80;2;1;3;2;;2;;2;;;;;9;2;1;25;38.285.646.413.574
781473;1;1;1;80;2;1;4;2;;3;;2;;;;;9;2;1;25;329.827.837.114.055
781479;1;4;1;80;2;2;;;;2;;2;;2;;.;;;1;25;265.390.232.523.328
781481;1;3;1;80;2;2;;;;2;;2;;2;;.;;;1;25;279.958.060.856.185
782402;1;2;1;80;2;2;;;;2;;2;;2;;.;;;1;15;347.919.446.419.143
782406;1;4;1;80;2;2;;;;2;;2;;2;;.;;;1;15;155.911.950.210.325
782410;1;4;1;80;2;2;;;;2;;2;;2;;.;;;1;15;355.040.176.451.601
782414;1;2;1;80;2;1;4;3;;2;;2;;;;;4;2;1;15;259.822.640.153.598
782414;1;4;1;80;2;2;;;;2;;2;;2;;.;;;1;15;259.822.640.153.598
782414;1;6;1;80;2;2;;;;2;;2;;2;;.;;;1;15;259.822.640.153.598
782417;1;2;1;80;2;1;4;2;;2;;2;;;;;9;2;1;15;259.721.502.418.044
782417;1;4;1;80;2;2;;;;2;;2;;2;;.;;;1;15;259.721.502.418.044
782417;1;5;1;80;2;2;;;;2;;2;;2;;.;;;1;15;259.721.502.418.044
782436;1;3;1;80;2;2;;;;2;;2;;2;;.;;;1;15;274.390.468.486.456
782436;1;4;1;80;2;2;;;;2;;2;;2;;.;;;1;15;274.390.468.486.456
782438;1;2;1;80;2;1;3;7;;2;;2;;;;;11;2;1;15;257.630.390.244.598
782442;1;2;1;80;2;1;3;2;;2;;2;;;;;9;2;1;15;428.491.025.212.355
