DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;CLASE;P5070;DPTO;ORDEN;AREA;fex_c_2011
762243;1;3;2;3;1;1;1;4;4;;;;150000;;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;2;1;1;1;2;1;1;1;1;5;1;5;811.089.691.069.039
762244;1;3;2;3;1;1;1;4;1;;;20000000;150000;;1;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;1;1;2;1;1;1;1;5;1;5;660.952.763.264.849
762245;1;3;3;3;1;1;1;4;1;;;15000000;150000;;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;1;1;;1;1;1;1;5;1;5;714.265.469.806.531
762246;1;4;3;1;1;1;1;4;3;;;;;170000;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;1;5;1;5;777.661.887.028.856
762247;1;2;2;1;2;1;1;1;3;;;;;150000;1;1;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;1;5;1;5;922.643.519.528.563
762248;1;3;2;1;1;1;1;4;3;;;;;200000;1;1;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;1;5;1;5;656.018.939.118.828
762249;1;4;3;1;1;1;1;1;3;;;;;180000;1;2;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;1;5;1;5;738.161.472.765.372
762250;1;2;2;1;1;1;1;3;1;;;25000000;200000;;1;1;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;1;1;3;5;1;5;626.877.004.678.042
762251;1;1;1;1;2;1;1;;3;;;;;100000;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;6;5;1;5;856.562.316.501.066
762251;2;1;1;1;2;1;1;;3;;;;;100000;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;1;1;1;;5;1;5;856.562.316.501.066
762252;1;2;2;1;1;1;1;1;1;;;15000000;170000;;1;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;908.465.508.697.979
762253;1;4;3;1;1;1;1;4;1;;;40000000;150000;;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;915.747.927.838.281
762254;1;5;4;1;1;1;1;4;1;;;20000000;140000;;1;1;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;74.292.995.828.108
762255;1;2;1;1;1;1;1;1;1;;;25000000;150000;;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;631.807.347.485.277
762255;2;1;1;1;1;1;1;1;4;;;;80000;;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;1;1;1;;5;1;5;631.807.347.485.277
762257;1;4;3;1;1;1;1;1;3;;;;;200000;1;2;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;3;2;1;1;1;1;5;1;5;872.236.726.350.324
762259;1;5;1;1;1;1;1;4;1;;;22000000;250000;;1;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;721.639.275.277.121
762260;1;2;1;1;1;1;1;1;3;;;;;120000;1;1;2;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;615.658.205.194.497
762261;1;4;3;1;1;1;1;1;4;;;;200000;;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;753.807.251.503.641
762262;1;2;1;1;1;1;1;4;3;;;;;250000;2;1;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;1;5;1;5;825.017.832.249.347
762263;1;2;2;1;1;1;1;1;4;;;;300000;;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;1;5;1;5;742.372.278.650.482
762264;1;3;2;1;1;1;1;3;1;;;18000000;150000;;1;1;2;1;1;1;1;1;2;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;1;1;1;5;1;5;556.222.630.887.238
762265;1;3;2;1;1;1;1;4;4;;;;350000;;1;2;2;1;1;1;2;2;2;1;1;2;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;3;5;1;5;789.412.541.876.494
762266;1;4;2;1;1;1;1;3;1;;;38000000;280000;;1;1;2;2;1;1;1;2;2;1;1;1;2;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;1;5;1;5;74.696.484.681.594
762267;1;3;2;1;1;1;1;4;3;;;;;250000;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;1;5;1;5;816.430.176.987.189
762268;1;3;2;1;1;1;1;4;3;;;;;220000;1;1;2;1;1;1;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;1;5;1;5;771.298.150.702.667
762269;1;3;2;1;1;1;1;3;2;;234000;30000000;250000;;1;1;2;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;1;5;1;5;816.430.176.987.189
762270;1;4;3;1;1;1;1;3;3;;;;;260000;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;1;5;1;5;852.908.828.985.119
762271;1;3;2;1;1;1;1;4;3;;;;;130000;1;1;2;2;1;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;2;5;1;5;803.249.953.559.573
762272;1;4;3;1;1;1;1;3;4;;;;200000;;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;1;5;1;5;772.918.975.499.233
762273;1;5;4;1;1;1;1;4;1;;;20000000;200000;;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;1;2;1;1;1;1;5;1;5;694.962.691.846.207
762274;1;4;2;1;1;1;1;3;1;;;80000000;400000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;1;5;1;5;668.135.656.119.041
762275;1;3;2;1;1;1;1;4;3;;;;;170000;1;1;1;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;5;1;5;800.565.167.754.402
762276;1;4;1;1;1;1;1;3;3;;;;;170000;1;1;2;1;2;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;5;1;5;74.696.484.681.594
762277;1;3;2;1;1;1;1;1;3;;;;;190000;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;1;5;1;5;679.191.580.216.567
762278;1;5;2;1;1;1;1;3;1;;;20000000;150000;;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;3;5;1;5;564.810.286.149.396
762279;1;4;2;1;1;1;1;1;3;;;;;100000;1;1;2;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;676.723.311.381.199
762280;1;2;2;1;1;1;1;1;3;;;;;140000;1;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;650.581.751.420.296
762281;1;2;2;1;1;1;1;4;1;;;14000000;170000;;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;1;1;1;5;1;5;707.830.494.705.031
762282;1;3;2;1;1;1;1;4;3;;;;;150000;1;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;837.791.737.505.024
762283;1;3;1;1;1;1;1;3;2;;250000;25000000;180000;;1;1;2;1;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;1;5;1;5;676.723.311.381.199
762284;1;4;3;1;1;1;1;1;3;;;;;220000;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;1;5;1;5;759.181.433.702.454
762285;1;3;2;1;1;1;1;1;4;;;;250000;;1;1;2;1;1;1;2;1;1;2;1;1;2;1;2;2;2;1;1;2;1;1;2;1;2;1;2;1;1;1;2;2;1;1;1;1;5;1;5;842.384.305.670.482
762286;1;4;3;1;1;1;1;4;3;;;;;250000;1;1;2;2;1;1;2;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;1;5;1;5;844.321.173.722.962
762287;1;3;1;1;1;1;1;1;3;;;;;260000;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;1;5;1;5;748.656.910.387.816
762288;1;3;2;1;1;1;1;1;3;;;;;274000;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;1;5;1;5;74.696.484.681.594
762289;1;4;3;1;1;1;1;4;2;;243000;38000000;280000;;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;1;5;1;5;677.499.516.644.691
762290;1;4;3;1;1;1;1;3;2;;190000;42000000;220000;;1;1;1;1;1;1;1;2;1;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;1;5;1;5;871.023.220.158.946
762291;1;4;3;1;1;1;1;3;1;;;40000000;250000;;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;1;5;1;5;826.954.700.301.827
762292;1;3;2;1;1;1;1;1;1;;;25000000;150000;;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;620.250.773.359.955
762293;1;3;2;1;1;1;1;4;3;;;;;130000;1;1;2;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;1;5;1;5;942.449.974.274.266
762294;1;4;3;1;1;1;1;3;1;;;40000000;250000;;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;1;1;2;1;1;1;1;1;2;2;1;1;1;1;5;1;5;101.974.997.678.531
762295;1;3;2;3;1;1;1;1;1;;;20000000;200000;;1;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;2;1;1;2;2;1;1;1;1;5;1;5;703.740.946.491.894
762296;1;2;1;1;1;1;1;4;4;;;;120000;;1;1;2;1;1;1;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;1;1;1;5;1;5;677.499.516.644.691
762297;1;3;1;3;1;1;1;4;1;;;30000000;160000;;1;1;2;1;1;1;2;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;2;1;1;1;2;1;1;1;1;5;1;5;798.315.785.813.362
762298;1;4;3;1;1;1;1;1;3;;;;;240000;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;1;5;1;5;64.888.968.784.842
762299;1;4;3;1;1;1;1;4;3;;;;;180000;1;1;2;1;1;1;1;2;1;2;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;1;5;1;5;707.830.494.705.031
762300;1;4;4;1;1;1;1;3;1;;;35000000;200000;;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;1;5;1;5;696.774.570.607.506
762302;1;5;3;1;1;1;1;3;2;;120000;35000000;180000;;1;1;1;1;2;2;1;2;1;2;1;1;1;1;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;1;1;1;5;1;5;742.372.185.330.714
762304;1;2;1;1;1;1;1;1;1;;;15000000;100000;;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;1;1;1;5;1;5;868.338.434.353.774
762306;1;4;3;1;1;1;1;4;1;;;20000000;150000;;1;1;2;1;2;1;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;880.142.637.465.428
762307;1;4;3;1;1;1;1;1;1;;;15000000;150000;;1;1;2;2;1;2;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;83.373.093.138.389
762309;1;3;2;1;1;1;1;1;3;;;;;150000;1;2;2;2;2;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;772.918.975.499.233
762310;1;4;3;1;1;1;2;1;5;;;;100000;;1;2;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;1;5;1;5;754.804.584.325.406
762313;1;3;3;1;1;1;1;4;1;;;98;120000;;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;1;1;1;5;1;5;915.747.927.838.281
762314;1;3;2;1;1;1;1;1;3;;;;;100000;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;1;1;1;5;1;5;147.801.149.739.651
762315;1;5;4;1;1;1;1;1;1;;;8000000;150000;;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;1;1;1;5;1;5;164.123.285.396.142
762316;1;5;4;1;1;1;1;3;1;;;65000000;350000;;1;2;1;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;1;1;1;5;1;5;867.710.331.790.504
762317;1;4;3;1;1;1;1;1;1;;;98;350000;;1;2;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;1;5;1;5;8.947.279.669.012
762318;1;5;2;1;1;1;1;3;1;;;50000000;350000;;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;1;1;1;4;1;1;1;1;1;3;2;1;1;1;1;5;1;5;866.089.052.412.735
762319;1;1;1;3;2;1;1;1;3;;;;;50000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2;1;2;2;1;1;1;2;1;1;1;2;5;1;5;64.695.281.979.594
762320;1;2;1;3;2;1;1;1;1;;;98;50000;;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2;1;2;2;1;1;1;2;1;1;1;2;5;1;5;80.690.344.107.552
762321;1;1;1;3;2;2;1;1;4;;;;120000;;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;3;1;2;2;2;1;1;;1;1;1;1;5;1;5;562.615.202.625.199
762321;2;1;1;3;2;2;1;1;3;;;;;60000;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;1;1;1;;5;1;5;562.615.202.625.199
762322;1;4;3;1;1;1;1;1;1;;;15000000;150000;;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;4;1;2;1;1;1;2;2;1;1;1;1;5;1;5;857.185.808.475.867
762324;1;5;2;1;1;1;1;3;2;;270000;35000000;300000;;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;1;5;1;5;772.918.975.499.233
762325;1;7;5;1;1;1;1;3;1;;;98;300000;;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;1;5;1;5;67.959.926.008.319
762326;1;4;2;1;1;1;1;3;1;;;50000000;350000;;1;1;2;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;1;5;1;5;659.548.000.856.883
762327;1;1;1;1;2;1;1;1;1;;;20000000;150000;;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;1;1;2;5;1;5;889.353.784.702.387
762327;2;1;1;1;2;1;1;1;3;;;;;90000;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;1;1;1;;5;1;5;889.353.784.702.387
762327;3;1;1;1;2;1;1;1;3;;;;;90000;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;;;;;;;;;;;1;1;1;;5;1;5;889.353.784.702.387
762327;4;1;1;1;2;1;1;;3;;;;;70000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;;;;;;;;;;;1;1;1;;5;1;5;889.353.784.702.387
762328;1;1;1;1;2;1;1;4;3;;;;;110000;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;772.918.975.499.233
762329;1;1;1;1;2;1;1;4;3;;;;;60000;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;737.438.110.904.271
762330;1;1;1;1;1;1;1;4;3;;;;;100000;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;5;1;5;74.696.484.681.594
762331;1;4;3;1;1;1;1;3;3;;;;;350000;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;1;5;1;5;838.539.561.937.948
762332;1;3;1;1;1;1;1;3;4;;;;250000;;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;1;5;1;5;748.656.910.387.816
762333;1;4;3;1;1;1;1;1;3;;;;;445000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;1;5;1;5;714.265.469.806.531
762334;1;4;3;1;1;1;1;1;3;;;;;380000;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;1;5;1;5;803.058.697.342.986
762335;1;4;3;1;1;1;1;3;1;;;30000000;280000;;1;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;1;5;1;5;974.617.950.500.786
762336;1;3;2;1;1;1;1;4;1;;;98;300000;;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;1;5;1;5;58.810.871.471.971
762337;1;2;2;1;1;1;1;3;3;;;;;250000;1;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;1;5;1;5;798.315.785.813.362
762338;1;2;1;1;1;1;1;4;1;;;10000000;100000;;1;1;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;1;5;1;5;129.390.563.959.188
762339;1;2;1;1;1;1;1;4;3;;;;;110000;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;1;5;1;5;145.939.015.035.037
762340;1;2;1;1;1;1;1;4;1;;;8000000;150000;;1;2;2;2;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;1;5;1;5;168.476.861.134.096
762341;1;1;1;1;1;1;1;1;1;;;7000000;90000;;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;1;1;1;5;1;5;14.709.533.739.204
762342;1;4;2;1;1;1;1;4;3;;;;;300000;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;1;5;1;5;74.696.484.681.594
762344;1;4;2;1;1;1;1;3;1;;;50000000;250000;;1;2;2;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;1;5;1;5;772.918.975.499.233
762345;1;3;1;1;1;1;1;1;4;;;;200000;;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;1;5;1;5;721.639.275.277.121
762346;1;5;4;1;1;1;1;3;1;;;70000000;280000;;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;1;5;1;5;803.682.189.317.787
762347;1;2;1;1;1;1;1;3;3;;;;;175000;1;2;2;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;1;5;1;5;874.676.707.674.893
762348;1;2;1;1;1;1;1;4;3;;;;;170000;1;2;2;2;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;1;5;1;5;721.639.275.277.121
762349;1;2;2;3;2;1;1;4;1;;;10000000;160000;;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;1;1;2;1;1;1;2;5;1;5;811.837.608.821.731
762350;1;2;1;3;1;1;1;1;3;;;;;100000;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;1;1;2;1;1;1;1;5;1;5;830.483.762.039.882
