DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5404739;1;2;1;70;2;2;48;2; ;2;999;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;97;55;54;1;1;03;9700;70;1131,9785001668
5404741;1;3;1;70;2;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;55; ;1;1;03;.;70;687,969697783751
5404745;1;2;1;70;2;2;48;4; ;2;7;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;25;83;87;1;1;03;2511;70;1200,75749554527
5404774;1;3;1;70;2;52;30;2; ;2;52;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;85;13;13;1;2;03;8530;70;443,405162438782
5404778;1;1;1;70;2;3;40;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;500000;2; ;01;61;61;1;1;03;0161;70;851,966813155918
5404780;1;3;1;70;2;4;40;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;01;61;61;1;1;03;0161;70;552,497948307142
5404789;1;2;1;70;2;8;40;1; ;2;12;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;85;53;53;1;1;03;8530;70;1569,50189226095
5404802;1;3;1;70;2;5;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ; ;45; ;1;1;03;.;70;1598,64359735647
5404803;1;5;1;70;2;5;40;3; ;2;56;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;97;54;54;1;1;03;9700;70;832,012248624807
5404851;1;2;1;70;2;8;40;3; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;600000;2; ;81;54;54;1;1;03;8121;19;985,101211408633
5404919;1;2;1;70;2;6;24;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;97;54;54;1;1;03;9700;19;931,866392067705
5404948;1;1;1;70;2;16;40;4; ;2;16;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;600000;2; ;47;41;41;1;2;03;4759;19;843,384037762684
5404964;1;2;1;70;2;52;45;1; ;2;60;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;84;55;55;1;2;03;8412;19;1054,4449444003
5404967;1;3;1;70;2;8;40;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906500;2; ;80;58;58;1;1;03;8010;19;1185,21300098704
5409292;1;5;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908000; ; ; ;53; ;1;1;03;.;50;2246,43562050635
5409298;1;1;1;70;2;4;48;8; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;01;62;62;1;1;03;0141;50;547,911126952768
5409299;1;1;1;70;2;4;60;4; ;2;26;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;62;62;1;1;03;0141;50;2246,43562050635
5409352;1;1;1;70;2;4;50;4; ;2;4;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;81;55;55;1;1;03;8121;50;715,107681086318
5409352;1;2;1;70;2;16;50;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;45;45;1;2;03;4771;50;715,107681086318
5409355;1;1;1;70;2;46;50;1; ;2;46;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;45;45;1;2;03;4530;50;715,107681086318
5409357;1;3;1;70;2;6;48;1; ;2;6;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;08;97;97;1;1;03;0811;50;2931,9414924539
5409358;1;2;1;70;2;52;48;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;49;98;98;1;2;03;4923;50;715,107681086318
5409430;1;2;1;70;2;48;40;1; ;2;144;2; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;86;53;59;1;2;03;8610;52;2668,55007911637
5409431;1;1;1;70;2;24;48;4; ;2;48;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;86;55;55;1;2;03;8610;52;1440,11929838489
5409480;1;1;1;70;2;6;40;8; ;2;8;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;62;62;1;1;03;0141;70;443,405162438782
5409484;1;6;1;70;2;8;40;3; ;2;10;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;97;54;54;1;1;03;9700;70;554,033339648168
5409500;1;3;1;70;2;52;70;1; ;2;52;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;42;03;03;1;2;03;4210;76;1573,61375734
5409505;1;2;1;70;2;5;48;1; ;2;24;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;94;55;32;1;1;03;9491;76;2752,06720094786
5409519;1;2;1;70;2;30;50;1; ;2;30;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;3000000;2; ;42;02;02;1;2;03;4210;76;2341,82702447773
5410252;1;2;1;70;2;4;48;1; ;2;4;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;56;11;51;1;1;03;5613;25;3818,91462066867
5410257;1;3;1;70;2;6;48;1; ;2;48;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;01;95;62;1;1;03;0125;25;2382,11092546432
5410264;1;2;1;70;2;20;48;1; ;2;20;1; ;9;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;01;62;62;1;2;03;0125;25;2382,11092546432
5410273;1;1;1;70;2;52;16;3; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;49;54;97;1;2;03;4923;25;6192,10543328305
5410325;1;3;1;70;2;2;48;1; ;2;20;1; ;9;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2000000;2; ;49;44;44;1;1;03;4923;25;7900,07503144977
5410455;1;1;1;70;2;6;48;1; ;2;7;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1400000;2; ;94;21;21;1;1;03;9499;27;960,537213340696
5410720;1;2;1;70;2;4;48;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;56;39;53;1;1;03;5611;41;1192,82924173047
5410723;1;3;1;70;2;10;30;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;13; ;1;1;03;.;41;625,766810264683
5410724;1;2;1;70;2;259;48;2; ;2;17;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;84;13;13;1;2;03;8413;41;1600,52982067073
5410735;1;3;1;70;2;3;48;1; ;2;5;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;900000;2; ;03;62;60;1;1;03;0322;41;1250,82038019484
5410751;1;2;1;70;2;8;48;1; ;2;14;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;900000;2; ;01;40;61;1;1;03;0161;41;783,658896807081
5410760;1;2;1;70;2;20;48;4; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;98;2; ;01;61;61;1;2;03;0161;41;1812,13480769141
5410767;1;2;1;70;2;8;40;1; ;2;156;1; ;3;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;998000;2; ;56;53;53;1;1;03;5611;41;1192,82924173047
5410778;1;4;1;70;2;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;45; ;1;2;03;.;41;1535,99195293115
5410784;1;2;1;70;2;2;48;1; ;2;57;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;56;77;53;1;1;03;5611;41;1228,65868005995
5410922;1;3;1;70;2;17;48;2; ;2;17;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;64;31;21;1;2;03;6499;52;1612,22940558664
5410922;1;4;1;70;2;17;48;1; ;2;17;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;64;33;33;1;2;03;6499;52;1612,22940558664
5410980;1;4;1;70;2;4;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;47;99;41;1;1;03;4711;54;715,107681086318
5410987;1;1;1;70;2;1;50;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;600000;2; ;01;61;61;1;1;03;0161;54;2931,9414924539
5410987;1;3;1;70;2;1;40;4; ;2;1;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;500000;400000;2; ;01;61;61;1;1;03;0161;54;2931,9414924539
5410987;1;7;1;70;2;2;50;4; ;2;2;4; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;1;600000;600000;2; ;01;61;61;1;1;03;0161;54;2931,9414924539
5411157;1;2;1;70;2;2;50;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;600000;2; ;01;61;61;1;1;03;0161;54;1236,51225837405
5411199;1;1;1;70;2;8;40;4; ;2;8;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1200000;1;1;85;13;13;1;1;03;8544;54;1236,51225837405
5411201;1;3;1;70;2;1;48;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;70000;500000;2; ;85;13;13;1;1;03;8559;54;1236,51225837405
5411222;1;3;1;70;2;24;48;8; ;2;48;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;41;62;95;1;2;03;4111;05;3088,0403144318
5411222;1;4;1;70;2;240;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908000; ; ; ;33; ;1;2;03;.;05;3088,0403144318
5411223;1;1;1;70;2;12;48;3; ;2;12;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;950000;2; ;97;54;54;1;1;03;9700;05;1933,30804145245
5411225;1;3;1;70;2;30;48;1; ;2;30;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;74;05;05;1;2;03;7490;05;2787,07330179378
5411225;1;4;1;70;2;40;48;1; ;2;50;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;01;05;05;1;2;03;0125;05;2787,07330179378
5411248;1;2;1;70;2;12;48;4; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;81;55;54;1;1;03;8121;05;3214,41871329178
5411250;1;3;1;70;2;1;24;1; ;2;1;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1100000;908000;2; ;47;59;59;1;1;03;4759;05;1373,03882137969
5411288;1;1;1;70;2;8;48;1; ;2;144;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;01;53;62;1;1;03;0125;05;3406,00935092316
5411289;1;3;1;70;2;12;48;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;97;54;54;1;1;03;9700;05;1363,7153819553
5411306;1;2;1;70;2;24;48;8; ;2;24;8; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;62;62;1;2;03;0123;05;3608,93202857053
5411309;1;1;1;70;2;12;48;8; ;2;12;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;01;62;62;1;1;03;0123;05;3397,19321331862
5411319;1;1;1;70;2;12;48;3; ;2;240;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;97;54;54;1;1;03;9700;05;1933,30804145245
5411359;1;2;1;70;2;50;48;1; ;2;50;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;97;54;1;2;03;9700;66;1137,48548500723
5411365;1;1;1;70;2;8;48;1; ;2;8;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;50;50;1;1;03;5611;66;1019,27221392043
5411366;1;1;1;70;2;16;24;1; ;2;60;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;59;45;39;1;2;03;5920;66;1541,05976516485
5411381;1;4;1;70;2;5;48;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;08;99;99;1;1;03;0811;66;1468,57802302039
5411385;1;2;1;70;2;6;48;1; ;2;7;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;96;57;57;1;1;03;9602;66;596,733076934568
5411427;1;1;1;70;2;52;48;1; ;2;53;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;56;53;53;1;2;03;5611;66;407,146483336699
5411446;1;1;1;70;2;8;48;1; ;2;12;3; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;53;54;1;1;03;9700;66;448,251391152975
5411460;1;3;1;70;2;4;48;8; ;2;3;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;800000;2; ;01;62;62;1;1;03;0124;66;723,755935180583
5411493;1;2;1;70;2;10;48;1; ;2;12;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;85;13;13;1;1;03;8530;66;474,789634230908
5411498;1;1;1;70;2;56;56;2; ;2;56;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;84;13;13;1;2;03;8413;66;688,781648248948
5411507;1;2;1;70;2;4;50;1; ;2;52;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;680000;2; ;47;33;40;1;1;03;4711;66;654,80778496258
5411545;1;2;1;70;2;24;48;3; ;2;24;7; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;54;62;1;2;03;0141;68;1751,67610707509
5411545;1;3;1;70;2;24;48;3; ;2;24;7; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;54;62;1;2;03;0141;68;1751,67610707509
5411551;1;1;1;70;2;48;48;1; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;49;98;98;1;2;03;4923;68;1751,67610707509
5411551;1;2;1;70;2;16;48;1; ;2;16;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;71;32;32;1;2;03;7110;68;1751,67610707509
5411551;1;3;1;70;2;41;30;3; ;2;41;8; ;2;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;908526;1;4;01;54;62;1;2;03;0141;68;1751,67610707509
5411551;1;4;1;70;2;24;40;1; ;2;12;8; ;2;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;908526;1;4;01;60;62;1;2;03;0141;68;1751,67610707509
5411566;1;2;1;70;2;16;24;1; ;2;250;1; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;47;53;33;1;2;03;4772;68;7181,87203900788
5411567;2;2;2;70;2;12;48;4; ;2;60;1; ;7;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;01;55;53;1;1;03;0141;68;7181,87203900788
5411645;1;2;1;70;2;8;40;3; ;2;104;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;54;54;1;1;03;9700;73;2566,3942208446
5411662;1;3;1;70;2;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;34; ;1;1;03;.;73;2693,00212699451
5411685;1;1;1;70;2;56;48;1; ;2;112;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908600;2; ;01;55;62;1;2;03;0145;73;2138,47179505078
5411685;1;2;1;70;2;24;48;1; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;900000;2; ;45;98;99;1;2;03;4520;73;2138,47179505078
5411750;1;3;1;70;2;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;62; ;1;2;03;.;44;1919,88439253774
5411751;1;2;1;70;2;40;60;4; ;2;56;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;47;45;45;1;2;03;4724;44;954,648316403044
5411754;1;3;1;70;2;5;50;4; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;56;45;45;1;1;03;5619;44;2153,59393680779
5411757;1;2;1;70;2;2;50;1; ;2;2;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;1;400000;908000;2; ;82;54;97;1;1;03;8292;05;1339,27262508604
5411759;1;2;1;70;2;16;48;1; ;2;260;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;80000;908500;2; ;14;55;79;1;2;03;1410;05;1541,05976516485
5411760;1;3;1;70;2;20;72;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908000; ; ; ;58; ;1;2;03;.;05;1204,92269604523
5411769;1;2;1;70;2;8;50;1; ;2;3;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;360000;1000000;2; ;01;39;62;1;1;03;0113;05;833,838116138976
5411769;1;3;1;70;2;8;55;1; ;2;2;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;1000000;2; ;01;98;62;1;1;03;0113;05;833,838116138976
5411773;1;2;1;70;2;52;48;1; ;2;100;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;56;45;53;1;2;03;5619;05;1396,81653130797
5411779;1;1;1;70;2;20;48;1; ;2;20;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;61;39;39;1;2;03;6120;05;1339,27262508604
5411793;1;2;1;70;2;48;25;3; ;2;52;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;36;54;55;1;2;03;3600;05;3551,30761649721
5411798;1;1;1;70;2;52;48;4; ;2;54;4; ;1;2;1; ; ; ; ; ; ; ; ;1;YA ES PENSIONA; ;2; ;2500000;3; ;70;19;19;1;2;03;7020;05;1531,64978678318
5411902;1;4;1;70;2;4;56;3; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ;1;BUSCAR TRABAJO; ;1;800000;908526;2; ;97;54;54;1;1;03;9700;13;4847,05713556483
5411912;1;2;1;70;2;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;03; ;1;1;03;.;13;3128,6999782935
5411916;1;4;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;97; ;1;1;03;.;13;2965,58763008
5411918;1;3;1;70;2;12;35;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;33; ;1;1;03;.;13;3248,51644127465
5411925;1;3;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;05; ;1;2;03;.;13;2965,58763008
5411928;1;3;1;70;2;16;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;39; ;1;2;03;.;13;1832,19344743505
5412027;1;3;1;70;2;10;48;3; ;2;23;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;97;54;54;1;1;03;9700;13;2569,88772298834
5412052;1;2;1;70;2;26;48;1; ;2;50;3; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;59;59;1;2;03;9700;13;3871,33004157223
5412143;1;2;1;70;2;4;36;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;01;62;62;1;1;03;0161;15;610,614433894021
5412176;1;1;1;70;2;52;40;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;53;62;1;2;03;0161;15;610,614433894021
5412176;1;2;1;70;2;4;40;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;400000;2; ;01;95;62;1;1;03;0161;15;610,614433894021
5412179;1;1;1;70;2;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;41;95;95;1;1;03;4111;15;1100,07199110972
5412180;1;1;1;70;2;16;40;1; ;2;16;1; ;7;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;49;98;39;1;2;03;4923;15;1100,07199110972
5412212;1;3;1;70;2;6;48;1; ;2;6;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;39;45;1;1;03;4723;68;1029,10096993382
5412243;1;2;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ; ;84; ;1;1;03;.;68;1029,10096993382
5412246;1;3;1;70;2;180;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ; ;84; ;1;2;03;.;68;3456,35255677702
5412256;1;2;1;70;2;5;40;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ; ;21; ;1;1;03;.;68;1029,10096993382
