DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5392870;1;3;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;50;203,690383308724
5392871;1;1;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ;2; ;600000;2;1;03;1,3;50;346,847386287102
5392871;1;4;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;50;346,847386287102
5392872;1;2;1;80;50;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;50;203,690383308724
5392872;1;3;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;50;203,690383308724
5392873;1;2;1;80;50;1;8; ;2; ; ;9; ;2; ;2; ;1;24;450000;2;1;03;1,3;50;398,623698351369
5392874;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;50;249,30019992047
5392874;1;3;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;50;249,30019992047
5392875;1;1;1;80;50;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;50;210,840410338471
5392877;1;1;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;2;50;133,706347852364
5392877;1;2;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;2;50;133,706347852364
5392879;1;1;1;80;50;1;7; ;2; ; ;5; ;2; ;2; ; ; ; ;2;1;03;3;50;208,075999361123
5392879;1;2;1;80;50;1;7; ;2; ; ;2; ;2; ;2; ;2; ;980000;2;1;03;4;50;208,075999361123
5392880;1;2;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;50;350,012344944258
5392882;1;2;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;50;364,934512959802
5392883;1;2;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;1,3;50;325,304849346616
5392883;1;6;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;50;325,304849346616
5392885;1;1;1;80;50;1;6; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;3;50;311,392047267051
5392886;1;2;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;50;278,053434167328
5392888;1;2;1;80;50;1;9;POR LA PANDEMIA DEL COVID 19;2; ; ;9; ;2; ;2; ;1;24;500000;2;1;03;2;50;273,002183076419
5392889;1;4;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;50;366,489215872933
5392890;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;50;274,419139910133
5392890;1;3;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;50;274,419139910133
5392890;1;4;1;80;50;1;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;03;3;50;274,419139910133
5392893;1;1;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;50;210,840410338471
5392894;1;1;1;80;50;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;50;232,694004256983
5392894;1;2;1;80;50;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;50;232,694004256983
5392894;1;3;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;2;50;232,694004256983
5392895;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;50;334,541536052689
5392896;1;1;1;80;50;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;50;210,840410338471
5392897;1;1;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;2;50;200,559521778547
5392897;1;2;1;80;50;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;50;200,559521778547
5392900;1;1;1;80;52;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;03;4;52;201,831903303234
5392900;1;2;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;52;201,831903303234
5392900;1;5;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;201,831903303234
5392900;1;6;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;52;201,831903303234
5392905;1;1;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ;2; ;300000;2;1;03;1,3;52;106,431942981415
5392905;1;3;1;80;52;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;52;106,431942981415
5392905;1;4;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;52;106,431942981415
5392906;1;1;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ;1;25;200000;2;1;03;3;52;305,645615543608
5392907;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;1,3;52;139,661648283301
5392907;1;3;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;139,661648283301
5392908;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;52;155,217687015116
5392909;1;1;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;3;52;158,689380517857
5392909;1;2;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;2;52;158,689380517857
5392909;1;3;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;52;158,689380517857
5392912;1;1;1;80;52;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;52;196,127623648421
5392913;1;2;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;2;52;284,576792981926
5392923;1;3;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;605,959134017808
5392924;1;2;1;80;52;1;3; ;1; ;3;9; ;2; ;2; ;1;48;1000000;2;1;03;3;52;829,48890641662
5392926;1;3;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;52;396,818335819978
5392929;1;1;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;52;212,863885962831
5392929;1;4;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;52;212,863885962831
5392933;1;2;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;52;215,403546686449
5392936;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;3;52;106,431942981415
5392936;1;2;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;52;106,431942981415
5392936;1;5;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;106,431942981415
5392937;1;3;1;80;52;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;03;1,4;52;188,86739269607
5392937;1;4;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;52;188,86739269607
5392937;1;5;1;80;52;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;03;1,4;52;188,86739269607
5392939;1;1;1;80;52;1;8; ;2; ; ;4; ;2; ;2; ;1;30;400000;2;1;03;1,4;52;176,78507997329
5392940;1;5;1;80;52;1;9;EMBARASO;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;1,4;52;222,519130883318
5392942;1;2;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;52;133,092119390388
5392943;1;1;1;80;52;1;9;PANDEMIA COVID 19;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;2;52;233,499246141882
5392944;1;1;1;80;52;1;9;EDAD;2; ; ;11; ;2; ;2; ; ; ; ;2;1;03;4;52;203,321233963669
5392946;1;1;1;80;52;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;03;4;52;189,799425475193
5392946;1;4;1;80;52;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;03;1,4;52;189,799425475193
5392947;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;284,883867553471
5392950;1;1;1;80;52;1;4; ;2; ; ;4; ;2; ;1;60000;2; ;900000;2;1;03;3;52;287,61705660833
5392950;1;2;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;2;52;287,61705660833
5392951;1;2;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;52;113,124617507679
5392951;1;5;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;113,124617507679
5392952;1;2;1;80;52;1;9;POR INICIO DE PANDEMIA;2; ; ;12;EMBARAZO;1; ;2; ; ; ; ;2;1;03;1,4;52;302,672492437359
5392952;1;3;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;302,672492437359
5392953;1;3;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;233,499246141882
5392958;1;1;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;3;52;137,121987559683
5392962;1;1;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;52;137,121987559683
5392963;1;1;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;52;137,121987559683
5392966;1;4;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;201,88086141273
5392968;1;2;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ;2; ;600000;2;1;03;2;52;106,431942981415
5392971;1;1;1;80;52;1;7; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;52;244,231170596973
5392972;2;2;2;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;52;246,513591643784
5392973;1;3;1;80;52;2; ; ; ;1;1;2; ;2; ;2; ; ; ; ;2;1;03; ;52;170,770816455394
5392975;1;3;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;52;372,655463944904
5392976;1;2;1;80;52;1;9;PANDEMIA COVID 19;2; ; ;9; ;2; ;2; ;2; ;300000;2;1;03;1,4;52;133,261407290239
5392976;1;7;1;80;52;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;52;133,261407290239
5392979;1;2;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;03;3;52;125,206053445216
5392979;1;3;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;03; ;52;125,206053445216
5392982;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;726,719663593442
5392982;1;3;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;52;726,719663593442
5392984;1;1;1;80;52;1;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;03;4;52;193,778581964507
5392985;1;1;1;80;52;1;7; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;03;4;52;106,431942981415
5392985;1;2;1;80;52;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;52;106,431942981415
5392985;1;6;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;52;106,431942981415
5392987;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;52;241,303499891894
5392987;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;241,303499891894
5392987;1;8;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;241,303499891894
5392988;1;2;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ;2; ;908526;2;1;03;1,4;52;198,409167909989
5392988;1;3;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;198,409167909989
5392992;1;1;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;52;107,111230775026
5392992;1;4;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;107,111230775026
5392992;1;5;1;80;52;1;8; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;03;2;52;107,111230775026
5392993;1;4;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;176,78507997329
5392994;1;3;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;52;181,365831024034
5392995;1;2;1;80;52;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;52;306,451260511645
5392995;1;3;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;306,451260511645
5392995;1;4;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;306,451260511645
5392996;1;1;1;80;52;1;9;EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;52;263,259779616772
5392996;1;3;1;80;52;1;9;LA PANDEMIA;2; ; ;2; ;2; ;2; ; ; ; ;2;1;03;2;52;263,259779616772
5392998;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;52;137,121987559683
5393008;1;4;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;52;599,39873866222
5393010;1;2;1;80;52;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;03;1,3;52;422,847026823783
5393010;1;3;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;52;422,847026823783
5393015;1;1;1;80;54;1;3; ;2; ; ;9; ;2; ;2; ;1;38;1000000;2;1;03;2;54;415,414666853172
5393015;1;3;1;80;54;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;03;4;54;415,414666853172
5393018;1;1;1;80;54;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;54;334,398853107967
5393020;1;2;1;80;54;1;3; ;2; ; ;9; ;2; ;2; ;1;24;500000;2;1;03;3;54;458,889484610536
5393021;1;1;1;80;54;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;3;54;346,137717683439
5393022;1;1;1;80;54;1;8; ;2; ; ;8; ;1; ;2; ;1;48;900000;2;1;03;4;54;465,493369802342
5393022;1;4;1;80;54;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;54;465,493369802342
5393023;1;2;1;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;54;299,840210849478
5393027;1;1;1;80;54;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;3;54;419,530667999036
5393031;1;1;1;80;54;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;54;294,03675348098
5393033;1;4;1;80;54;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;54;301,106811993508
5393035;1;2;1;80;54;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;2;54;419,662617837513
5393036;1;2;1;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;54;393,444733220956
5393037;1;2;1;80;54;1;9;POR PANDEMIA;2; ; ;9; ;2; ;2; ;2; ;900000;2;1;03;2;54;485,787322519237
5393037;1;3;1;80;54;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;54;485,787322519237
5393039;1;2;1;80;54;1;3; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;1;03;3;54;455,908716318636
5393040;1;2;1;80;54;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;54;393,444733220956
5393041;1;1;1;80;54;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;54;348,636831724327
5393041;1;3;1;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;54;348,636831724327
5393042;1;1;1;80;54;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;1,3;54;448,608846376328
5393043;1;2;1;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;54;255,070495585396
5393044;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;68;422,956180583406
5393045;1;2;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;68;536,667882430448
5393045;1;3;1;80;68;1;7; ;2; ; ;9; ;2; ;2; ;2; ;1014000;2;1;03;1,4;68;536,667882430448
5393048;1;1;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;68;517,362839892419
5393049;1;2;1;80;68;1;1; ;1; ;1;4; ;2; ;2; ;2; ;908600;2;1;03;2;68;603,432552664525
5393051;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;68;640,83045010098
5393056;1;1;1;80;73;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;73;293,366501913283
5393057;1;2;1;80;73;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;73;360,275381561577
5393057;1;3;1;80;73;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;73;360,275381561577
5393057;1;4;1;80;73;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;73;360,275381561577
5393058;1;1;1;80;73;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;2;1;03;3;73;91,8888273646497
5393058;1;2;1;80;73;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;73;91,8888273646497
5393059;1;1;1;80;73;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;73;230,320738914172
5393059;1;2;1;80;73;1;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;73;230,320738914172
5393060;1;1;1;80;73;1;5; ;2; ; ;10; ;2; ;2; ; ; ; ;2;1;03;4;73;115,160369457086
5393060;1;2;1;80;73;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;73;115,160369457086
5393061;1;3;1;80;73;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;73;186,391366504137
5393062;1;2;1;80;73;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;73;292,603901952849
5393063;1;2;1;80;73;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;73;339,661455250976
5393063;1;3;1;80;73;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;73;339,661455250976
5393063;1;4;1;80;73;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;73;339,661455250976
5393064;1;3;1;80;73;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;73;217,336107371825
5393065;1;1;1;80;73;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;73;274,463441873837
5393065;1;2;1;80;73;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;73;274,463441873837
5393065;1;3;1;80;73;1;7; ;2; ; ;2; ;2; ;2; ;2; ;2000000;2;1;03;1,4;73;274,463441873837
5393068;1;1;1;80;73;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;3;73;249,223798953619
5393069;1;5;1;80;73;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;73;358,953599881362
5393073;1;1;1;80;76;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;3;76;1042,16630086017
5393074;1;2;1;80;76;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;76;644,163775528119
5393075;1;1;1;80;76;1;5; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;03;4;76;1042,16630086017
5393077;1;1;1;80;76;1;8; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;03;4;76;1217,05925320624
5393079;1;6;1;80;76;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;2;76;1301,73760271984
5393082;1;2;1;80;76;1;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;03;4;76;1393,16578565193
5393084;1;1;1;80;76;1;7; ;1; ;3;9; ;2; ;2; ; ; ; ;2;1;03;3;76;1257,33970869117
5393086;1;1;1;80;76;1;7; ;2; ; ;12;LE DA MIEDO CONTAGIARSE  DE COVID 19;3; ;2; ; ; ; ;3;1;03;3;76;1036,22772566496
5393086;1;2;1;80;76;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;03;4;76;1036,22772566496
5393086;1;3;1;80;76;1;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;03;4;76;1036,22772566496
5393090;1;1;1;80;76;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;76;1038,7558869866
5393090;1;2;1;80;76;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;76;1038,7558869866
5393090;1;6;1;80;76;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;76;1038,7558869866
5393091;1;3;1;80;76;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;76;1067,29588034643
5393092;1;2;1;80;76;2; ; ; ;1;2;2; ;2; ;2; ;1;16;908526;2;1;03; ;76;1051,5755272741
5393094;1;5;1;80;76;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;76;1310,12574744565
5393094;1;6;1;80;76;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;76;1310,12574744565
5393096;1;1;1;80;76;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;03;4;76;1181,73643744589
5393096;1;2;1;80;76;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;76;1181,73643744589
