DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
5392860;1;1;1;50;50; ; ;1;6;DESCANSANDO AVANZADA EDAD;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;200,559521778547
5392860;1;2;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;200,559521778547
5392861;1;1;1;50;50; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;210,840410338471
5392862;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;248,204530285922
5392862;1;2;1;50;50; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;248,204530285922
5392862;1;3;1;50;50; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;248,204530285922
5392863;1;1;1;50;50; ; ;1;6;DESCANSAR ES PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;235,638063128968
5392863;1;2;1;50;50; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;235,638063128968
5392863;1;3;1;50;50; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;235,638063128968
5392864;1;1;1;50;50; ; ;1;6;DESCANSANDO ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;185,983358204528
5392864;1;2;1;50;50; ; ;1;6;VIAJANDO POR ENFERMEDAD;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;185,983358204528
5392864;1;3;1;50;50; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;185,983358204528
5392864;1;4;1;50;50; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;185,983358204528
5392865;1;1;1;50;50; ; ;1;6;DESCANSAR POR SU AVANZADA EDAD;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;210,840410338471
5392866;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;331,569876305844
5392866;1;2;1;50;50; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;331,569876305844
5392866;1;3;1;50;50; ; ;3;6;ES TRABAJADOR FAMILIAR SIN REMUNERACION;2;2;1; ; ; ; ; ; ; ; ; ;03;1;50;331,569876305844
5392867;1;1;1;50;50; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;50;237,604511175229
5392867;1;2;1;50;50; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;03;1;50;237,604511175229
5392867;1;3;1;50;50; ; ;3;6;DESCANSAR EN EL HOGAR;2;2;2;2;1;2; ;2; ;1;8;1;03;1;50;237,604511175229
5392867;1;4;1;50;50; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;237,604511175229
5392867;1;5;1;50;50; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;237,604511175229
5392867;1;6;1;50;50; ; ;2;6;DESCANSAR EN EL HOGAR PORQUE PADECE DE ALZAIMER;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;237,604511175229
5392868;1;1;1;50;50; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;229,62888341841
5392868;1;2;1;50;50; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;50;229,62888341841
5392869;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;325,525749131786
5392869;1;2;1;50;50;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;50;325,525749131786
5392870;1;1;1;50;50;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;50;203,690383308724
5392870;1;2;1;50;50; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;203,690383308724
5392870;1;3;1;50;50; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;203,690383308724
5392871;1;1;1;50;50; ; ;1;4; ;2;2;2;2;1;11; ; ; ; ; ; ;03;1;50;346,847386287102
5392871;1;2;1;50;50; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;346,847386287102
5392871;1;3;1;50;50; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;346,847386287102
5392871;1;4;1;50;50; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;346,847386287102
5392871;1;5;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;346,847386287102
5392871;1;7;1;50;50;1; ;7;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;50;346,847386287102
5392872;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;203,690383308724
5392872;1;2;1;50;50; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;203,690383308724
5392872;1;3;1;50;50; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;203,690383308724
5392873;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;398,623698351369
5392873;1;2;1;50;50; ; ;2;4; ;2;2;2;2;1;13;PORQUE NO TIENE ESTUDIOS; ; ; ; ; ;03;1;50;398,623698351369
5392873;1;4;1;50;50; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;398,623698351369
5392873;1;5;1;50;50; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;398,623698351369
5392874;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;249,30019992047
5392874;1;2;1;50;50; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;249,30019992047
5392874;1;3;1;50;50; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;249,30019992047
5392875;1;1;1;50;50; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;210,840410338471
5392876;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;140,560273558981
5392877;1;1;1;50;50; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;133,706347852364
5392877;1;2;1;50;50; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;133,706347852364
5392878;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;220,815914576213
5392879;1;1;1;50;50; ; ;1;6;VISITANDO AMIGOS;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;208,075999361123
5392879;1;2;1;50;50; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;03;1;50;208,075999361123
5392880;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;350,012344944258
5392880;1;2;1;50;50; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;350,012344944258
5392881;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;210,840410338471
5392882;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;364,934512959802
5392882;1;2;1;50;50; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;364,934512959802
5392883;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;325,304849346616
5392883;1;2;1;50;50; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;325,304849346616
5392883;1;4;1;50;50; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;325,304849346616
5392883;1;5;1;50;50; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;325,304849346616
5392883;1;6;1;50;50; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;325,304849346616
5392883;1;7;1;50;50; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;325,304849346616
5392884;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;370,819438350527
5392884;1;2;1;50;50; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;50;370,819438350527
5392885;1;1;1;50;50; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;311,392047267051
5392885;1;2;1;50;50; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;311,392047267051
5392885;1;5;1;50;50;1; ;5;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;50;311,392047267051
5392886;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;278,053434167328
5392886;1;2;1;50;50; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;278,053434167328
5392886;1;4;1;50;50; ; ;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;50;278,053434167328
5392887;1;1;1;50;50;2; ;1;6;CONSEGUIR PASAJEROS PARA VIAJAR;2;2;2;1; ; ; ; ; ; ; ;1;03;1;50;347,700742792994
5392887;1;2;1;50;50;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;50;347,700742792994
5392888;1;1;1;50;50;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;50;273,002183076419
5392888;1;2;1;50;50; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;03;1;50;273,002183076419
5392888;1;3;1;50;50;1; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;50;273,002183076419
5392888;1;4;1;50;50;1; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;50;273,002183076419
5392888;1;5;1;50;50;1; ;5;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;50;273,002183076419
5392889;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;366,489215872933
5392889;1;2;1;50;50; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;366,489215872933
5392889;1;4;1;50;50; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;366,489215872933
5392890;1;1;1;50;50; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;274,419139910133
5392890;1;2;1;50;50; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;274,419139910133
5392890;1;3;1;50;50; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;274,419139910133
5392890;1;4;1;50;50; ; ;4;6;VISITANDO AMIGOS;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;274,419139910133
5392891;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;314,933803593837
5392892;1;1;1;50;50; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;281,569166939879
5392892;1;2;1;50;50; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;50;281,569166939879
5392893;1;1;1;50;50; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;210,840410338471
5392894;1;1;1;50;50; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;232,694004256983
5392894;1;2;1;50;50; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;232,694004256983
5392894;1;3;1;50;50; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;232,694004256983
5392895;1;1;1;50;50; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;50;334,541536052689
5392895;1;2;1;50;50; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;334,541536052689
5392895;1;3;1;50;50;1; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;50;334,541536052689
5392896;1;1;1;50;50; ; ;1;6;DESCANSAR POR SU EDAD;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;210,840410338471
5392897;1;1;1;50;50; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;200,559521778547
5392897;1;2;1;50;50; ; ;1;6;DESCANSAR POR  SU AVANZADA EDAD;2;2;2;2;2; ; ; ; ; ; ; ;03;1;50;200,559521778547
5392900;1;1;1;50;52; ; ;1;6;DILIGENCIAS PERSONALES;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;201,831903303234
5392900;1;2;1;50;52; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;201,831903303234
5392900;1;3;1;50;52; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;201,831903303234
5392900;1;4;1;50;52; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;201,831903303234
5392900;1;5;1;50;52; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;201,831903303234
5392900;1;6;1;50;52; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;201,831903303234
5392903;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;106,431942981415
5392903;1;2;1;50;52; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;52;106,431942981415
5392903;1;4;1;50;52; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;106,431942981415
5392904;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;186,584971649259
5392904;1;2;1;50;52; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;52;186,584971649259
5392904;1;3;1;50;52; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;186,584971649259
5392904;1;4;1;50;52; ; ;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;52;186,584971649259
5392905;1;1;1;50;52; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;03;1;52;106,431942981415
5392905;1;2;1;50;52; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;106,431942981415
5392905;1;3;1;50;52; ; ;3;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;106,431942981415
5392905;1;4;1;50;52; ; ;1;6;DESCANSANDO POR ENFERMEDAD;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;106,431942981415
5392905;1;5;1;50;52; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;106,431942981415
5392906;1;1;1;50;52; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;03;1;52;305,645615543608
5392906;1;2;1;50;52; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;305,645615543608
5392907;1;1;1;50;52; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;139,661648283301
5392907;1;2;1;50;52; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;139,661648283301
5392907;1;3;1;50;52; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;139,661648283301
5392908;1;1;1;50;52; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;155,217687015116
5392908;1;2;1;50;52; ; ;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;52;155,217687015116
5392909;1;1;1;50;52; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;158,689380517857
5392909;1;2;1;50;52; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;158,689380517857
5392909;1;3;1;50;52; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;158,689380517857
5392910;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;262,0696303756
5392910;1;2;1;50;52; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;262,0696303756
5392911;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;139,660771498058
5392911;1;2;1;50;52; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;139,660771498058
5392912;1;1;1;50;52; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;196,127623648421
5392912;1;2;1;50;52;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;52;196,127623648421
5392912;1;3;1;50;52; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;196,127623648421
5392913;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;284,576792981926
5392913;1;2;1;50;52; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;284,576792981926
5392914;1;1;1;50;52; ; ;1;6;TRABAJADOR FAMILIAR SIN REMUNERACION;2;2;1; ; ; ; ; ; ; ; ; ;03;1;52;127,579335560521
5392914;1;2;1;50;52; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;127,579335560521
5392915;1;1;1;50;52; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;52;137,121987559683
5392916;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;279,064009152059
5392920;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;406,642467927338
5392921;1;1;1;50;52; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;52;274,243975119366
5392922;1;1;1;50;52; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;52;543,739044103137
5392922;1;2;1;50;52; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;543,739044103137
5392923;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;605,959134017808
5392923;1;2;1;50;52; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;605,959134017808
5392923;1;3;1;50;52; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;605,959134017808
5392924;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;829,48890641662
5392924;1;2;1;50;52; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;03;1;52;829,48890641662
5392925;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;345,62381356504
5392925;1;2;1;50;52; ; ;2;6;TRABAJADOR FAMILIAR SIN REMUNERACION;2;2;1; ; ; ; ; ; ; ; ; ;03;1;52;345,62381356504
5392925;1;3;1;50;52; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;52;345,62381356504
5392926;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;396,818335819978
5392926;1;2;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;396,818335819978
5392926;1;3;1;50;52; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;396,818335819978
5392927;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;142,63477138955
5392927;1;2;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;142,63477138955
5392928;1;1;1;50;52; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;52;218,376669792697
5392929;1;1;1;50;52; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;212,863885962831
5392929;1;2;1;50;52; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;212,863885962831
5392929;1;3;1;50;52; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;52;212,863885962831
5392929;1;4;1;50;52; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;212,863885962831
5392931;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;230,959585418264
5392932;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;167,299122952653
5392932;1;2;1;50;52; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;167,299122952653
5392933;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;215,403546686449
5392933;1;2;1;50;52; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;52;215,403546686449
5392934;1;1;1;50;52; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;52;167,299122952653
