Directorio;Secuencia_p;Orden;Area;Regis;P7480;P7480s1;P7480s2;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s12;P7480s1a1;P7480s2a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;P7480s12a1;Dpto;Fex_c_2011
304091;2;4;08;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;08;594,512224464402
304091;2;5;08;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;08;594,512224464402
304095;2;1;08;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;14; ;28; ; ; ; ; ; ; ;08;362,315943040037
304095;2;2;08;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;08;362,315943040037
304095;2;3;08;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;14; ;40; ; ; ; ; ; ; ;08;362,315943040037
304095;2;5;08;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;08;362,315943040037
304096;2;1;08;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;08;375,760407941828
304096;2;2;08;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;08;375,760407941828
304096;2;3;08;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;08;375,760407941828
304097;2;1;08;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;28; ; ; ; ; ; ; ;08;430,984726062395
304097;2;2;08;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;35; ;40; ; ; ; ; ; ; ;08;430,984726062395
304098;2;1;08;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;08;571,480644140492
304099;2;1;08;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;08;375,03236788632
304099;2;2;08;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;08;375,03236788632
304099;2;3;08;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;08;375,03236788632
304102;2;1;08;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;08;571,480644140492
304103;2;1;08;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;08;384,950608023794
304103;2;2;08;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;40; ;40; ; ; ; ; ; ; ;08;384,950608023794
304103;2;3;08;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;08;384,950608023794
304105;2;1;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2424,80152489934
304105;2;2;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;11;2424,80152489934
304105;2;3;11;90; ;2;2;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;12; ; ; ; ;11;2424,80152489934
304106;2;1;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;11;2197,39144274918
304106;2;2;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;25; ; ; ; ; ; ; ; ; ;11;2197,39144274918
304107;2;1;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2346,2130451577
304107;2;2;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2346,2130451577
304108;2;1;11;90; ;2;2;1;2;2;2;2;1;2;2;2;2; ; ;7; ; ; ; ;75; ; ; ; ;11;2346,2130451577
304108;2;2;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;11;2346,2130451577
304109;2;1;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;11;1994,64248237057
304109;2;2;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;40; ; ; ; ; ; ; ; ; ;11;1994,64248237057
304109;2;3;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;11;1994,64248237057
304109;2;6;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;11;1994,64248237057
304110;2;1;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2522,05210003979
304110;2;2;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2522,05210003979
304111;2;1;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;11;1736,21534251841
304111;2;2;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1736,21534251841
304111;2;3;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;11;1736,21534251841
304111;2;4;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1736,21534251841
304112;2;1;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2560,11440107108
304112;2;2;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2560,11440107108
304112;2;3;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2560,11440107108
304113;2;1;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1621,99972761103
304113;2;2;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1621,99972761103
304114;2;1;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2053,93087636199
304114;2;2;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;25; ; ; ; ; ; ; ; ; ;11;2053,93087636199
304114;2;3;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2053,93087636199
304114;2;4;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2053,93087636199
304114;2;5;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2053,93087636199
304114;2;6;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2053,93087636199
304115;2;1;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1621,99972761103
304115;2;2;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1621,99972761103
304116;2;1;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2346,2130451577
304116;2;2;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2346,2130451577
304117;2;1;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2008,89163047698
304117;2;2;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ; ;11;2008,89163047698
304117;2;3;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;11;2008,89163047698
304118;2;1;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ; ;11;2127,54414403016
304118;2;2;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2127,54414403016
304118;2;3;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;11;2127,54414403016
304118;2;4;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ; ; ;11;2127,54414403016
304118;2;5;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2127,54414403016
304119;2;1;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;11;2411,29279866256
304119;2;2;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2411,29279866256
304119;2;3;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2411,29279866256
304120;2;1;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ; ;11;2094,66327388211
304120;2;2;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2094,66327388211
304120;2;5;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;11;2094,66327388211
304120;2;6;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2094,66327388211
304121;2;1;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2733,64592808599
304121;2;2;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2733,64592808599
304121;2;3;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;11;2733,64592808599
304121;2;7;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2733,64592808599
304121;2;8;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2733,64592808599
304122;2;1;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;11;2554,27554709787
304122;2;2;11;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;14; ;36; ; ; ; ; ; ; ;11;2554,27554709787
304122;2;3;11;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;18; ; ; ; ; ; ; ;11;2554,27554709787
304122;2;4;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;11;2554,27554709787
304122;3;1;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2554,27554709787
304122;3;2;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;11;2554,27554709787
304123;2;1;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;11;2460,03456481163
304123;2;2;11;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2460,03456481163
304124;2;1;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;18; ; ; ; ; ; ; ; ; ;11;2359,72177139449
304124;2;2;11;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;25; ; ; ; ; ; ; ; ; ;11;2359,72177139449
304125;2;1;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;13;258,448601362915
304125;2;2;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;258,448601362915
304125;2;3;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;258,448601362915
304126;2;1;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;280,340723973245
304127;2;1;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;25; ; ; ; ; ; ; ; ; ;13;174,137370221468
304127;2;2;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;174,137370221468
304127;2;3;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;174,137370221468
304127;2;4;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;174,137370221468
304127;2;5;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;174,137370221468
304127;2;6;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;174,137370221468
304127;2;7;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;174,137370221468
304127;2;8;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ; ;13;174,137370221468
304128;2;1;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;13;274,255822332884
304128;2;2;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;274,255822332884
304128;2;3;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;274,255822332884
304128;2;4;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ; ;13;274,255822332884
304129;2;1;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;13;224,301580023525
304129;2;2;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;13;224,301580023525
304129;2;3;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ; ;13;224,301580023525
304129;2;4;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;13;224,301580023525
304130;2;1;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;13;226,507758502399
304130;2;2;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;13;226,507758502399
304130;2;3;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;13;226,507758502399
304130;2;4;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;13;226,507758502399
304131;2;1;13;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;35; ;45; ; ; ; ; ; ; ;13;277,318392427647
304131;2;2;13;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;3; ;5; ; ; ; ; ; ; ;13;277,318392427647
304131;2;5;13;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;35; ;20; ; ; ; ; ; ; ;13;277,318392427647
304132;2;1;13;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;20; ;25; ; ; ; ; ; ; ;13;276,738343957722
304132;2;2;13;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;35; ;60; ; ; ; ; ; ; ;13;276,738343957722
304133;2;1;13;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;40; ;50; ; ; ; ; ; ; ;13;314,028479215424
304133;2;2;13;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;70; ;80; ; ; ; ; ; ; ;13;314,028479215424
304134;2;1;13;90; ;2;2;1;1;2;1;2;2;2;2;2;2; ; ;50;70; ;70; ; ; ; ; ; ;13;211,765442301556
304134;2;2;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;40; ; ; ; ; ; ; ; ; ;13;211,765442301556
304134;2;3;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;211,765442301556
304134;2;4;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;60; ; ; ; ; ; ; ; ; ;13;211,765442301556
304135;2;1;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ; ;13;138,778581996166
304135;2;2;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;13;138,778581996166
304136;2;1;13;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;40; ;20; ; ; ; ; ; ; ;13;183,943978824114
304136;2;2;13;90; ;2;2;1;2;1;2;2;1;2;2;2;2; ; ;8; ;5; ; ;2; ; ; ; ;13;183,943978824114
304136;2;3;13;90; ;2;2;1;2;2;2;2;2;2;2;2;1; ; ;5; ; ; ; ; ; ; ; ;5;13;183,943978824114
304136;2;4;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;13;183,943978824114
304137;2;1;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;241,626563226905
304137;2;2;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;40; ; ; ; ; ; ; ; ; ;13;241,626563226905
304138;2;1;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;262,161036001863
304138;2;2;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ; ;13;262,161036001863
304138;2;3;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;13;262,161036001863
304139;2;1;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;353,773775006457
304139;2;2;13;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;70; ;50; ; ; ; ; ; ; ;13;353,773775006457
304139;2;3;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ; ;13;353,773775006457
304139;2;5;13;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;30; ;30; ; ; ; ; ; ; ;13;353,773775006457
304140;2;1;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;13;298,909674490918
304140;2;2;13;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;60; ;40; ; ; ; ; ; ; ;13;298,909674490918
304140;2;3;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;298,909674490918
304140;2;4;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;298,909674490918
304142;2;1;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;13;248,438432814006
304142;2;2;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ; ;13;248,438432814006
304142;2;3;13;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;248,438432814006
304142;2;4;13;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;40; ; ; ; ; ; ; ; ; ;13;248,438432814006
304144;2;1;13;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;20; ; ; ; ; ; ; ;13;316,206833742309
304144;2;2;13;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;20; ;40; ; ; ; ; ; ; ;13;316,206833742309
304154;2;1;17;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;170,897998971769
304154;2;2;17;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;50; ; ; ; ; ; ; ; ; ;17;170,897998971769
304155;2;1;17;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;17;181,998389172594
304155;2;2;17;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ; ;17;181,998389172594
304155;2;3;17;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;181,998389172594
304156;2;1;17;90; ;2;2;1;2;2;2;1;2;2;2;2;2; ; ;36; ; ; ;18; ; ; ; ; ;17;160,287507242698
304157;2;1;17;90; ;2;2;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;24; ; ; ; ;17;236,054450671726
304157;2;2;17;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ; ;17;236,054450671726
304157;2;3;17;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;236,054450671726
304158;2;1;17;90; ;2;2;1;2;2;2;2;2;2;2;2;1; ; ;24; ; ; ; ; ; ; ; ;3;17;160,287507242698
304159;2;1;17;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;217,007202993655
304159;2;2;17;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;56; ; ; ; ; ; ; ; ; ;17;217,007202993655
304159;2;3;17;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;28; ;21; ; ; ; ; ; ; ;17;217,007202993655
304159;2;4;17;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;217,007202993655
304160;2;1;17;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;17;152,353737223927
304160;2;2;17;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;152,353737223927
304161;2;1;17;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;213,655989621144
304161;2;2;17;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;56; ; ; ; ; ; ; ; ; ;17;213,655989621144
304161;2;3;17;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;4; ;42; ; ; ; ; ; ; ;17;213,655989621144
304161;2;5;17;90; ;2;2;1;2;2;2;2;2;2;2;2;1; ; ;6; ; ; ; ; ; ; ; ;2;17;213,655989621144
304162;2;1;17;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;32; ; ; ; ; ; ; ; ; ;17;176,118074967553
304162;2;2;17;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ; ;17;176,118074967553
304162;2;3;17;90; ;1;2;2;2;2;2;2;2;2;1;2;2;9; ; ; ; ; ; ; ; ;5; ; ;17;176,118074967553
304163;2;1;17;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;214,478102161125
304163;2;2;17;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;24; ; ; ; ; ; ; ; ; ;17;214,478102161125
304163;2;3;17;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;214,478102161125
304163;2;5;17;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;214,478102161125
304164;2;1;17;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;178,073077453713
