Directorio;Secuencia_p;Orden;Area;Regis;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7490;P7490s1;Ini;Dpto;Fex_c_2011
304137;2;2;13;80;1;3;8;RETIRO VOLUNTARIO;2; ; ; ; ; ;1;13;241,626563226905
304138;2;3;13;80;2; ; ; ; ; ; ; ; ; ;1;13;262,161036001863
304139;2;2;13;80;2; ; ; ; ; ; ; ; ; ;1;13;353,773775006457
304140;2;3;13;80;2; ; ; ; ; ; ; ; ; ;1;13;298,909674490918
304140;2;4;13;80;2; ; ; ; ; ; ; ; ; ;1;13;298,909674490918
304142;2;3;13;80;2; ; ; ; ; ; ; ; ; ;1;13;248,438432814006
304144;2;2;13;80;1;1;2; ;2; ; ; ; ; ;1;13;316,206833742309
304154;2;2;17;80;1;3;0; ;2; ; ; ; ; ;1;17;170,897998971769
304155;2;1;17;80;1;4;5; ;2; ; ; ; ; ;1;17;181,998389172594
304155;2;2;17;80;2; ; ; ; ; ; ; ; ; ;1;17;181,998389172594
304156;2;1;17;80;1;4;4; ;3; ; ; ; ; ;1;17;160,287507242698
304157;2;3;17;80;2; ; ; ; ; ; ; ; ; ;1;17;236,054450671726
304158;2;1;17;80;1;3;4; ;3; ; ; ; ; ;1;17;160,287507242698
304159;2;2;17;80;1;4;3; ;2; ; ; ; ; ;1;17;217,007202993655
304160;2;2;17;80;2; ; ; ; ; ; ; ; ; ;1;17;152,353737223927
304161;2;2;17;80;2; ; ; ; ; ; ; ; ; ;1;17;213,655989621144
304161;2;5;17;80;2; ; ; ; ; ; ; ; ; ;1;17;213,655989621144
304162;2;2;17;80;2; ; ; ; ; ; ; ; ; ;1;17;176,118074967553
304162;2;3;17;80;2; ; ; ; ; ; ; ; ; ;1;17;176,118074967553
304163;2;2;17;80;2; ; ; ; ; ; ; ; ; ;1;17;214,478102161125
304163;2;5;17;80;2; ; ; ; ; ; ; ; ; ;1;17;214,478102161125
304165;2;2;17;80;1;1;8;POR TEMPORADA;2; ; ; ; ; ;1;17;168,368898139239
304167;2;2;17;80;1;2;2; ;2; ; ; ; ; ;1;17;143,964090345365
304167;2;3;17;80;2; ; ; ; ; ; ; ; ; ;1;17;143,964090345365
304167;3;2;17;80;2; ; ; ; ; ; ; ; ; ;1;17;143,964090345365
304167;3;4;17;80;2; ; ; ; ; ; ; ; ; ;1;17;143,964090345365
304167;3;6;17;80;2; ; ; ; ; ; ; ; ; ;1;17;143,964090345365
304167;3;7;17;80;2; ; ; ; ; ; ; ; ; ;1;17;143,964090345365
304167;4;1;17;80;2; ; ; ; ; ; ; ; ; ;1;17;143,964090345365
304168;2;3;17;80;1;1;7; ;2; ; ; ; ; ;1;17;249,023703495825
304168;2;5;17;80;2; ; ; ; ; ; ; ; ; ;1;17;249,023703495825
304170;2;2;17;80;1;4;6; ;2; ; ; ; ; ;1;17;172,29420985812
304172;2;3;17;80;2; ; ; ; ; ; ; ; ; ;1;17;178,073077453713
304174;2;1;17;80;1;4;4; ;3; ; ; ; ; ;1;17;172,29420985812
304174;2;2;17;80;2; ; ; ; ; ; ; ; ; ;1;17;172,29420985812
304175;2;3;17;80;2; ; ; ; ; ; ; ; ; ;1;17;169,807093366716
304175;2;4;17;80;2; ; ; ; ; ; ; ; ; ;1;17;169,807093366716
304176;2;1;17;80;2; ; ; ; ; ; ; ; ; ;1;17;160,287507242698
304179;2;1;17;80;1;1;3; ;3; ; ; ; ; ;1;17;137,889046192116
304179;2;2;17;80;2; ; ; ; ; ; ; ; ; ;1;17;137,889046192116
304180;2;2;17;80;1;1;7; ;2; ; ; ; ; ;1;17;184,456377588983
304181;2;4;17;80;2; ; ; ; ; ; ; ; ; ;1;17;247,875506803085
304181;2;5;17;80;2; ; ; ; ; ; ; ; ; ;1;17;247,875506803085
304181;2;6;17;80;2; ; ; ; ; ; ; ; ; ;1;17;247,875506803085
304288;2;2;50;80;1;2;5; ;2; ; ; ; ; ;1;50;103,219720433288
304288;2;3;50;80;2; ; ; ; ; ; ; ; ; ;1;50;103,219720433288
304290;2;1;50;80;2; ; ; ; ; ; ; ; ; ;1;50;160,662516734006
304291;2;1;50;80;2; ; ; ; ; ; ; ; ; ;1;50;128,517040553049
304293;2;2;50;80;2; ; ; ; ; ; ; ; ; ;1;50;268,832823078486
304294;2;2;50;80;2; ; ; ; ; ; ; ; ; ;1;50;106,809410730807
304295;2;2;50;80;1;4;6; ;2; ; ; ; ; ;1;50;272,287447657006
304296;2;1;50;80;1;4;4; ;3; ; ; ; ; ;1;50;110,009003651375
304296;2;2;50;80;1;4;3; ;3; ; ; ; ; ;1;50;110,009003651375
304299;2;2;50;80;1;4;2; ;2; ; ; ; ; ;1;50;438,000248614886
304302;2;2;50;80;2; ; ; ; ; ; ; ; ; ;1;50;250,135068966902
304303;2;1;50;80;1;4;4; ;3; ; ; ; ; ;1;50;119,208157641657
304303;2;2;50;80;2; ; ; ; ; ; ; ; ; ;1;50;119,208157641657
304305;2;2;50;80;1;3;4; ;3; ; ; ; ; ;1;50;134,516601622764
304306;2;1;50;80;2; ; ; ; ; ; ; ; ; ;1;50;128,517040553049
304311;2;3;50;80;2; ; ; ; ; ; ; ; ; ;1;50;160,717168224917
304312;2;5;54;80;2; ; ; ; ; ; ; ; ; ;1;54;467,331967456233
304314;2;2;54;80;1;4;2; ;2; ; ; ; ; ;1;54;291,583480508183
304314;2;3;54;80;2; ; ; ; ; ; ; ; ; ;1;54;291,583480508183
304315;2;5;54;80;1;1;3; ;2; ; ; ; ; ;1;54;196,551571808766
304315;2;6;54;80;2; ; ; ; ; ; ; ; ; ;1;54;196,551571808766
304316;2;3;54;80;2; ; ; ; ; ; ; ; ; ;1;54;294,864285638605
304316;2;4;54;80;2; ; ; ; ; ; ; ; ; ;1;54;294,864285638605
304318;2;2;54;80;2; ; ; ; ; ; ; ; ; ;1;54;334,810757486121
304318;2;3;54;80;2; ; ; ; ; ; ; ; ; ;1;54;334,810757486121
304318;2;5;54;80;1;4;2; ;2; ; ; ; ; ;1;54;334,810757486121
304319;2;1;54;80;1;4;2; ;2; ; ; ; ; ;1;54;271,187712378897
304320;2;2;54;80;1;4;3; ;2; ; ; ; ; ;1;54;384,102807078545
304320;2;4;54;80;2; ; ; ; ; ; ; ; ; ;1;54;384,102807078545
304321;2;2;54;80;2; ; ; ; ; ; ; ; ; ;1;54;304,788002932296
304322;2;1;54;80;1;4;2; ;2; ; ; ; ; ;1;54;333,362794795406
304323;2;2;54;80;2; ; ; ; ; ; ; ; ; ;1;54;378,436028083356
304325;2;2;54;80;2; ; ; ; ; ; ; ; ; ;1;54;302,575160352326
304325;3;2;54;80;1;1;3; ;2; ; ; ; ; ;1;54;302,575160352326
304325;3;5;54;80;2; ; ; ; ; ; ; ; ; ;1;54;302,575160352326
304328;2;2;54;80;2; ; ; ; ; ; ; ; ; ;1;54;174,252378140482
304329;2;2;54;80;2; ; ; ; ; ; ; ; ; ;1;54;238,952115245102
304334;2;3;54;80;2; ; ; ; ; ; ; ; ; ;1;54;291,583480508183
304336;2;3;54;80;2; ; ; ; ; ; ; ; ; ;1;54;162,334256118852
304337;2;2;54;80;2; ; ; ; ; ; ; ; ; ;1;54;263,490899580422
304338;2;1;54;80;2; ; ; ; ; ; ; ; ; ;1;54;267,151704851106
304338;2;2;54;80;2; ; ; ; ; ; ; ; ; ;1;54;267,151704851106
304363;2;3;68;80;2; ; ; ; ; ; ; ; ; ;1;68;336,180762099115
304363;2;4;68;80;2; ; ; ; ; ; ; ; ; ;1;68;336,180762099115
304364;2;2;68;80;2; ; ; ; ; ; ; ; ; ;1;68;181,083886430678
304364;3;2;68;80;2; ; ; ; ; ; ; ; ; ;1;68;181,083886430678
304364;3;3;68;80;2; ; ; ; ; ; ; ; ; ;1;68;181,083886430678
304365;2;3;68;80;2; ; ; ; ; ; ; ; ; ;1;68;310,780758845223
304365;2;4;68;80;2; ; ; ; ; ; ; ; ; ;1;68;310,780758845223
304366;2;2;68;80;1;2;7; ;2; ; ; ; ; ;1;68;305,412231606686
304366;2;3;68;80;1;1;3; ;2; ; ; ; ; ;1;68;305,412231606686
304366;2;4;68;80;2; ; ; ; ; ; ; ; ; ;1;68;305,412231606686
304367;2;1;68;80;1;2;2; ;2; ; ; ; ; ;1;68;389,349356380681
304368;2;1;68;80;1;2;3; ;2; ; ; ; ; ;1;68;553,777579250378
304368;2;2;68;80;2; ; ; ; ; ; ; ; ; ;1;68;553,777579250378
304368;3;1;68;80;1;2;3; ;2; ; ; ; ; ;1;68;553,777579250378
304369;2;2;68;80;2; ; ; ; ; ; ; ; ; ;1;68;285,88642610638
304369;2;5;68;80;1;4;3; ;2; ; ; ; ; ;1;68;285,88642610638
304370;2;3;68;80;2; ; ; ; ; ; ; ; ; ;1;68;477,906911197622
304370;2;4;68;80;2; ; ; ; ; ; ; ; ; ;1;68;477,906911197622
304371;2;2;68;80;2; ; ; ; ; ; ; ; ; ;1;68;461,134223219221
304371;2;3;68;80;2; ; ; ; ; ; ; ; ; ;1;68;461,134223219221
304373;2;6;68;80;1;3;2; ;2; ; ; ; ; ;1;68;287,397653914709
304374;2;1;68;80;1;2;4; ;3; ; ; ; ; ;1;68;335,708007271603
304374;2;2;68;80;2; ; ; ; ; ; ; ; ; ;1;68;335,708007271603
304374;2;3;68;80;2; ; ; ; ; ; ; ; ; ;1;68;335,708007271603
304375;2;1;68;80;1;1;8;SE LE QUEMO EL CARRO CON EL QUE TRABAJABA;2; ; ; ; ; ;1;68;433,952639699895
304376;2;2;68;80;1;4;3; ;2; ; ; ; ; ;1;68;237,44044440206
304376;2;3;68;80;1;1;2; ;2; ; ; ; ; ;1;68;237,44044440206
304376;2;6;68;80;2; ; ; ; ; ; ; ; ; ;1;68;237,44044440206
304377;2;1;68;80;1;4;4; ;3; ; ; ; ; ;1;68;323,7794410616
304377;2;2;68;80;2; ; ; ; ; ; ; ; ; ;1;68;323,7794410616
304379;2;1;68;80;1;3;4; ;3; ; ; ; ; ;1;68;324,252195889113
304379;2;2;68;80;1;4;0; ;2; ; ; ; ; ;1;68;324,252195889113
304381;2;1;73;80;1;4;4; ;3; ; ; ; ; ;1;73;160,876017082823
304381;2;2;73;80;1;4;4; ;3; ; ; ; ; ;1;73;160,876017082823
304383;2;1;73;80;1;3;4; ;3; ; ; ; ; ;1;73;176,272089334656
304384;2;1;73;80;1;4;4; ;3; ; ; ; ; ;1;73;146,991312273206
304388;2;1;73;80;1;3;6; ;1;2;2; ;1;1000000;1;73;111,184278292978
304388;2;2;73;80;1;4;5; ;2; ; ; ; ; ;1;73;111,184278292978
304389;2;2;73;80;1;3;3; ;2; ; ; ; ; ;1;73;206,233796440748
304391;2;2;73;80;2; ; ; ; ; ; ; ; ; ;1;73;209,074246186257
304391;2;4;73;80;1;4;3; ;2; ; ; ; ; ;1;73;209,074246186257
304391;2;5;73;80;1;4;2; ;2; ; ; ; ; ;1;73;209,074246186257
304391;2;6;73;80;2; ; ; ; ; ; ; ; ; ;1;73;209,074246186257
304392;2;2;73;80;2; ; ; ; ; ; ; ; ; ;1;73;97,2995734833618
304397;2;2;73;80;2; ; ; ; ; ; ; ; ; ;1;73;145,935606336102
304397;2;3;73;80;1;4;3; ;2; ; ; ; ; ;1;73;145,935606336102
304398;2;1;73;80;1;2;3; ;2; ; ; ; ; ;1;73;176,533467798157
304398;2;2;73;80;1;4;2; ;2; ; ; ; ; ;1;73;176,533467798157
304399;2;2;73;80;2; ; ; ; ; ; ; ; ; ;1;73;108,786628870069
304399;2;5;73;80;1;3;0; ;2; ; ; ; ; ;1;73;108,786628870069
304402;2;1;73;80;1;3;4; ;3; ; ; ; ; ;1;73;205,658022886817
304402;2;2;73;80;1;3;2; ;2; ; ; ; ; ;1;73;205,658022886817
304405;2;2;73;80;2; ; ; ; ; ; ; ; ; ;1;73;109,492573300215
304406;2;1;73;80;1;3;4; ;3; ; ; ; ; ;1;73;463,379317209003
304406;2;2;73;80;1;4;2; ;2; ; ; ; ; ;1;73;463,379317209003
304407;2;2;73;80;1;3;2; ;2; ; ; ; ; ;1;73;453,263793973261
304409;2;4;73;80;2; ; ; ; ; ; ; ; ; ;1;73;436,953925863866
304409;2;5;73;80;2; ; ; ; ; ; ; ; ; ;1;73;436,953925863866
304413;2;3;73;80;2; ; ; ; ; ; ; ; ; ;1;73;443,259737385161
304414;2;1;73;80;2; ; ; ; ; ; ; ; ; ;1;73;243,360012935159
304414;2;2;73;80;2; ; ; ; ; ; ; ; ; ;1;73;243,360012935159
304414;2;3;73;80;2; ; ; ; ; ; ; ; ; ;1;73;243,360012935159
304416;2;1;73;80;1;3;3; ;2; ; ; ; ; ;1;73;160,876017082823
304416;2;2;73;80;1;4;4; ;3; ; ; ; ; ;1;73;160,876017082823
304420;2;1;73;80;1;4;7; ;2; ; ; ; ; ;1;73;193,479978628071
304423;2;1;73;80;1;4;2; ;3; ; ; ; ; ;1;73;146,991312273206
304424;2;2;73;80;1;4;6; ;2; ; ; ; ; ;1;73;186,928707323789
304424;2;4;73;80;2; ; ; ; ; ; ; ; ; ;1;73;186,928707323789
304425;2;4;73;80;1;1;1; ;2; ; ; ; ; ;1;73;186,928707323789
304426;2;4;73;80;2; ; ; ; ; ; ; ; ; ;1;73;223,884486056762
304427;2;1;73;80;1;4;0; ;2; ; ; ; ; ;1;73;193,479978628071
304429;2;1;73;80;1;2;3; ;2; ; ; ; ; ;1;73;177,525990578113
304429;2;2;73;80;2; ; ; ; ; ; ; ; ; ;1;73;177,525990578113
304431;2;3;73;80;2; ; ; ; ; ; ; ; ; ;1;73;175,336495446371
304433;2;1;73;80;1;4;4; ;3; ; ; ; ; ;1;73;178,526706698838
304433;2;2;73;80;1;4;2; ;2; ; ; ; ; ;1;73;178,526706698838
304433;2;3;73;80;2; ; ; ; ; ; ; ; ; ;1;73;178,526706698838
304435;2;1;73;80;1;4;5; ;2; ; ; ; ; ;1;73;175,792156951482
304435;2;2;73;80;1;1;1; ;2; ; ; ; ; ;1;73;175,792156951482
304436;2;1;73;80;1;1;8;CAMBIO  DE DOMICILIO;2; ; ; ; ; ;1;73;91,2933567946933
304436;2;2;73;80;2; ; ; ; ; ; ; ; ; ;1;73;91,2933567946933
304436;2;3;73;80;2; ; ; ; ; ; ; ; ; ;1;73;91,2933567946933
304440;2;2;05;80;1;4;3; ;2; ; ; ; ; ;1;05;765,097829595381
304440;3;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;765,097829595381
304441;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;676,554915561724
304441;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;676,554915561724
304444;2;3;05;80;1;2;7; ;2; ; ; ; ; ;1;05;656,726275040383
304448;2;1;05;80;1;3;6; ;3; ; ; ; ; ;1;05;920,77111247304
304448;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;920,77111247304
304451;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;706,981403992473
304451;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;706,981403992473
304451;2;6;05;80;1;4;3; ;2; ; ; ; ; ;1;05;706,981403992473
304452;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;734,368306741057
304452;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;734,368306741057
304453;2;1;05;80;1;2;4; ;3; ; ; ; ; ;1;05;734,368306741057
304453;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;734,368306741057
304454;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;828,913433677506
304454;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;828,913433677506
304455;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;744,448687586481
304457;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;585,256253419292
304457;2;6;05;80;2; ; ; ; ; ; ; ; ; ;1;05;585,256253419292
304457;2;7;05;80;1;4;0; ;2; ; ; ; ; ;1;05;585,256253419292
304459;2;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;538,262930218495
304462;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;779,687095236971
304463;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;846,046139036589
304464;2;2;05;80;1;3;2; ;2; ; ; ; ; ;1;05;692,067469883013
304464;2;5;05;80;1;2;1; ;2; ; ; ; ; ;1;05;692,067469883013
304465;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;622,944660115266
304467;2;3;05;80;1;4;2; ;2; ; ; ; ; ;1;05;680,512173758967
304467;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;680,512173758967
304468;2;2;05;80;1;2;2; ;2; ; ; ; ; ;1;05;796,819800596055
304470;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;834,077490438497
304471;2;1;05;80;1;4;2; ;2; ; ; ; ; ;1;05;624,956552253038
304473;2;1;05;80;1;4;2; ;2; ; ; ; ; ;1;05;538,262930218495
304473;2;2;05;80;1;4;3; ;1;1;2; ;2; ;1;05;538,262930218495
304476;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;692,993473202428
304478;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;620,494661069781
304478;2;4;05;80;1;2;0; ;2; ; ; ; ; ;1;05;620,494661069781
304478;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;620,494661069781
304479;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;812,86661713678
304481;2;1;05;80;1;1;2; ;2; ; ; ; ; ;1;05;713,15743343934
304481;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;713,15743343934
304482;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;640,07736547435
304484;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;745,251066520791
304484;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;745,251066520791
304484;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;745,251066520791
304487;2;1;05;80;1;3;4; ;3; ; ; ; ; ;1;05;689,776637641834
304487;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;689,776637641834
304489;2;5;05;80;1;2;1; ;2; ; ; ; ; ;1;05;760,495504127207
304490;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;734,368306741057
304491;2;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;734,368306741057
304491;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;734,368306741057
304492;2;2;05;80;1;1;1; ;2; ; ; ; ; ;1;05;723,739732631064
304494;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;539,930074869197
304494;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;539,930074869197
304497;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;760,495504127207
304498;2;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;641,003368793764
304498;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;641,003368793764
304499;2;1;05;80;1;1;7; ;3; ; ; ; ; ;1;05;973,29547910114
304499;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;973,29547910114
304500;2;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;727,258883920595
304500;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;727,258883920595
304501;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;750,415123281782
304501;2;2;05;80;1;2;2; ;2; ; ; ; ; ;1;05;750,415123281782
304502;2;2;05;80;1;3;2; ;2; ; ; ; ; ;1;05;761,581392945565
304503;2;2;05;80;1;4;6; ;2; ; ; ; ; ;1;05;982,998049891718
304503;2;5;05;80;1;4;3; ;2; ; ; ; ; ;1;05;982,998049891718
304504;2;1;05;80;1;4;6; ;2; ; ; ; ; ;1;05;724,665735950478
304507;2;2;05;80;1;4;3; ;3; ; ; ; ; ;1;05;763,430684944679
304507;2;4;05;80;1;2;7; ;2; ; ; ; ; ;1;05;763,430684944679
304507;2;5;05;80;1;4;8;POR LA EDAD;2; ; ; ; ; ;1;05;763,430684944679
304513;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;726,332880601181
304514;2;2;05;80;1;3;2; ;2; ; ; ; ; ;1;05;744,448687586481
304515;2;2;05;80;1;2;2; ;2; ; ; ; ; ;1;05;622,944660115266
304516;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;709,200175242097
304519;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;839,701893286442
304519;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;839,701893286442
304522;2;1;05;80;1;3;8;POR  LA  EDAD;2; ; ; ; ; ;1;05;933,786674135936
304522;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;933,786674135936
304523;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;740,712552491204
304523;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;740,712552491204
304525;2;1;05;80;1;2;4; ;3; ; ; ; ; ;1;05;628,141060749394
304526;2;1;05;80;1;1;8;EL PATRON SE FUE DE LA CIUDAD;3; ; ; ; ; ;1;05;799,412948566171
304527;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;744,448687586481
304528;2;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;355,825087143791
304528;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;355,825087143791
304528;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;355,825087143791
304528;3;1;05;80;1;3;2; ;2; ; ; ; ; ;1;05;355,825087143791
304528;3;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;355,825087143791
304528;3;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;355,825087143791
304531;2;2;05;80;1;1;2; ;2; ; ; ; ; ;1;05;603,31496209779
304531;2;4;05;80;1;3;2; ;2; ; ; ; ; ;1;05;603,31496209779
304531;2;6;05;80;1;4;0; ;2; ; ; ; ; ;1;05;603,31496209779
304532;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;642,670513444466
304532;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;642,670513444466
304533;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;808,909358939537
