Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Dpto;Orden;Fex_c_2011
306984;2;4;1;2;1;4;1;1;4;4; ; ; ;40000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;1272,26736890908
306985;2;4;2;2;1;4;9;1;5;4; ; ; ;40000; ;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;23;1;1244,52489021901
306986;2;1;1;6; ;4;1;1;5;1; ; ;5000000;40000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;2;1;1; ;2;01;2;23;1;1126,05076893311
306990;2;2;1;2;1;4;1;1;5;1; ; ;3000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;1;1; ;2;01;2;23;1;1125,21119779951
306991;2;2;1;2;1;4;1;1;5;1; ; ;4000000;30000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;1;1; ;2;01;2;23;1;1126,05076893311
306995;2;3;2;2;1;4;1;1;5;1; ; ;10000000;40000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;1407,73795346715
306996;2;1;1;2;1;4;1;1;5;1; ; ;7000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;2;1;1; ;2;01;2;23;1;1170,5833873946
307591;2;2;1;2;1;4;6;1;4;4; ; ; ;50000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;50;1;584,816376466823
307592;2;2;2;2;1;4;6;1;4;4; ; ; ;100000; ;2;2;2;2;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;50;1;567,668841943818
307593;2;3;2;2;1;4;6;1;4;4; ; ; ;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;2; ; ;01;2;50;1;440,850938003158
307594;2;3;2;2;1;4;6;1;4;4; ; ; ;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;4;1;2;2;2;2;2; ; ;01;2;50;1;494,393795215354
307595;2;4;3;2;1;3;6;1;4;1; ; ;50000000;500000; ;2;2;2;2;1;1;1;1;2;2;1;1;1;2;2;1;2;2;1;2;1;1;1;1;4;1;2;2;2;2;2; ; ;01;2;50;1;724,99813477318
307596;2;3;3;2;1;3;6;1;5;4; ; ; ;60000; ;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;1;1;2;1;2;2;2;2;2; ; ;01;2;50;1;339,46734955987
307597;2;4;3;6; ;4;4;1;5;1; ; ;2000000;1500000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2;1;1;2;2;2;2;0; ; ;01;2;50;1;829,747884563376
307597;3;1;1;6; ;4;4;1;5;4; ; ; ;50000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ;01;2;50;1;829,747884563376
307598;2;4;1;2;1;3;6;1;4;4; ; ; ;98; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;2;2;2;1; ; ;01;2;50;1;458,847549699993
307599;2;4;3;2;1;3;6;1;4;1; ; ;98;100000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;4;1;2;2;2;2;3; ; ;01;2;50;1;597,433230591549
307600;2;4;3;2;1;5;6;1;4;1; ; ;98;98; ;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;1;1;1;1;4;1;2;2;2;2;4; ; ;01;2;50;1;723,090575719411
307601;2;2;2;2;1;4;4;5;5;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;5;1;2;2;2;2;2; ; ; ;01;2;50;1;531,220371528341
307602;2;2;2;2;1;3;3;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;8;1;1;2;2;2;2;1; ; ;01;2;50;1;632,026107960225
